subset,event_id,recording_alias,anchor_time_s,window_index,query_time_s,mapping_error_s
distance_v2_305,R001-E001,R001,59.69,288,59.6,0.0899999999999963
distance_v2_305,R001-E002,R001,220.525,1093,220.60000000000002,0.07500000000001705
distance_v2_305,R001-E003,R001,347.815,1729,347.8,0.014999999999986358
distance_v2_305,R001-E004,R001,350.985,1745,351.0,0.014999999999986358
distance_v2_305,R002-E001,R002,58.055,3093,58.0,0.054999999999999716
distance_v2_305,R002-E002,R002,190.655,3756,190.60000000000002,0.0549999999999784
distance_v2_305,R002-E003,R002,318.945,4398,319.0,0.05500000000000682
distance_v2_305,R002-E004,R002,322.87,4417,322.8,0.06999999999999318
distance_v2_305,R003-E001,R003,52.57,5720,52.6,0.030000000000001137
distance_v2_305,R003-E002,R003,58.21,5748,58.2,0.00999999999999801
distance_v2_305,R003-E003,R003,226.16,6588,226.20000000000002,0.040000000000020464
distance_v2_305,R003-E004,R003,380.65,7360,380.6,0.049999999999954525
distance_v2_305,R003-E005,R003,383.67,7375,383.6,0.06999999999999318
distance_v2_305,R004-E001,R004,109.795,8918,109.80000000000001,0.005000000000009663
distance_v2_305,R004-E002,R004,261.62,9677,261.6,0.01999999999998181
distance_v2_305,R004-E003,R004,379.835,10268,379.8,0.03499999999996817
distance_v2_305,R004-E004,R004,382.885,10283,382.8,0.08499999999997954
distance_v2_305,R005-E001,R005,50.56,11537,50.6,0.03999999999999915
distance_v2_305,R005-E002,R005,91.805,11743,91.80000000000001,0.0049999999999954525
distance_v2_305,R005-E003,R005,200.895,12288,200.8,0.09499999999999886
distance_v2_305,R005-E004,R005,333.835,12953,333.8,0.03499999999996817
distance_v2_305,R005-E005,R005,337.745,12973,337.8,0.05500000000000682
distance_v2_305,R012-E001,R012,72.315,18174,72.4,0.08500000000000796
distance_v2_305,R013-E001,R013,43.29,18834,43.2,0.0899999999999963
distance_v2_305,R013-E002,R013,175.95,19498,176.0,0.05000000000001137
distance_v2_305,R013-E003,R013,179.475,19515,179.4,0.07499999999998863
distance_v2_305,R014-E001,R014,55.34,21050,55.400000000000006,0.060000000000002274
distance_v2_305,R014-E002,R014,191.975,21733,192.0,0.025000000000005684
distance_v2_305,R014-E003,R014,320.65,22376,320.6,0.049999999999954525
distance_v2_305,R014-E004,R014,324.54,22396,324.6,0.060000000000002274
distance_v2_305,R015-E001,R015,59.99,23806,60.0,0.00999999999999801
distance_v2_305,R015-E002,R015,191.73,24465,191.8,0.0700000000000216
distance_v2_305,R015-E003,R015,317.56,25094,317.6,0.040000000000020464
distance_v2_305,R015-E004,R015,320.58,25109,320.6,0.020000000000038654
distance_v2_305,R016-E001,R016,51.74,26445,51.800000000000004,0.060000000000002274
distance_v2_305,R016-E002,R016,183.445,27103,183.4,0.044999999999987494
distance_v2_305,R016-E003,R016,306.19,27717,306.2,0.009999999999990905
distance_v2_305,R016-E004,R016,309.13,27732,309.20000000000005,0.07000000000005002
distance_v2_305,R017-E001,R017,54.42,29073,54.400000000000006,0.01999999999999602
distance_v2_305,R017-E002,R017,182.025,29711,182.0,0.025000000000005684
distance_v2_305,R017-E003,R017,293.01,30266,293.0,0.009999999999990905
distance_v2_305,R017-E004,R017,295.72,30280,295.8,0.07999999999998408
distance_v2_305,R033-E001,R033,106.995,40519,107.0,0.0049999999999954525
distance_v2_305,R033-E002,R033,249.75,41233,249.8,0.05000000000001137
distance_v2_305,R033-E003,R033,381.67,41892,381.6,0.06999999999999318
distance_v2_305,R033-E004,R033,406.56,42017,406.6,0.040000000000020464
distance_v2_305,R034-E001,R034,87.395,43703,87.4,0.005000000000009663
distance_v2_305,R034-E002,R034,212.395,44328,212.4,0.0049999999999954525
distance_v2_305,R034-E003,R034,338.585,44959,338.6,0.015000000000043201
distance_v2_305,R034-E004,R034,343.035,44981,343.0,0.03500000000002501
distance_v2_305,R035-E001,R035,65.295,46497,65.2,0.09499999999999886
distance_v2_305,R035-E002,R035,205.01,47196,205.0,0.009999999999990905
distance_v2_305,R035-E003,R035,325.42,47798,325.40000000000003,0.01999999999998181
distance_v2_305,R035-E004,R035,333.91,47841,334.0,0.08999999999997499
distance_v2_305,R036-E001,R036,65.865,49315,65.8,0.06499999999999773
distance_v2_305,R036-E002,R036,347.35,50723,347.40000000000003,0.05000000000001137
distance_v2_305,R037-E001,R037,65.68,52256,65.60000000000001,0.0799999999999983
distance_v2_305,R037-E002,R037,355.415,53705,355.40000000000003,0.014999999999986358
distance_v2_305,R037-E003,R037,391.13,53884,391.20000000000005,0.07000000000005002
distance_v2_305,R041-E001,R041,50.75,57163,50.800000000000004,0.05000000000000426
distance_v2_305,R042-E001,R042,63.715,57644,63.800000000000004,0.08500000000000085
distance_v2_305,R042-E002,R042,195.465,58302,195.4,0.06499999999999773
distance_v2_305,R042-E003,R042,314.1,58895,314.0,0.10000000000002274
distance_v2_305,R042-E004,R042,317.15,58911,317.20000000000005,0.05000000000006821
distance_v2_305,R043-E001,R043,79.24,60914,79.2,0.03999999999999204
distance_v2_305,R043-E002,R043,231.885,61677,231.8,0.08499999999997954
distance_v2_305,R043-E003,R043,361.46,62325,361.40000000000003,0.05999999999994543
distance_v2_305,R043-E004,R043,364.67,62341,364.6,0.06999999999999318
distance_v2_305,R044-E001,R044,63.365,63793,63.400000000000006,0.035000000000003695
distance_v2_305,R044-E002,R044,214.835,64550,214.8,0.03499999999999659
distance_v2_305,R045-E001,R045,80.705,65436,80.80000000000001,0.09500000000001307
distance_v2_305,R045-E002,R045,219.685,66130,219.60000000000002,0.08499999999997954
distance_v2_305,R045-E003,R045,363.115,66848,363.20000000000005,0.08500000000003638
distance_v2_305,R045-E004,R045,367.435,66869,367.40000000000003,0.03499999999996817
distance_v2_305,R046-E001,R046,217.56,69179,217.60000000000002,0.040000000000020464
distance_v2_305,R046-E002,R046,225.715,69220,225.8,0.08500000000000796
distance_v2_305,R046-E003,R046,391.45,70048,391.40000000000003,0.049999999999954525
distance_v2_305,R046-E004,R046,397.55,70079,397.6,0.05000000000001137
distance_v2_305,R070-E001,R070,61.675,83906,61.6,0.07499999999999574
distance_v2_305,R070-E002,R070,220.735,84702,220.8,0.06499999999999773
distance_v2_305,R070-E003,R070,238.75,84792,238.8,0.05000000000001137
distance_v2_305,R070-E004,R070,474.165,85969,474.20000000000005,0.03500000000002501
distance_v2_305,R070-E005,R070,479.22,85994,479.20000000000005,0.01999999999998181
distance_v2_305,R071-E001,R071,59.69,87537,59.6,0.0899999999999963
distance_v2_305,R071-E002,R071,201.34,88246,201.4,0.060000000000002274
distance_v2_305,R071-E003,R071,337.22,88925,337.20000000000005,0.01999999999998181
distance_v2_305,R071-E004,R071,341.145,88945,341.20000000000005,0.055000000000063665
distance_v2_305,R072-E001,R072,82.735,90631,82.80000000000001,0.06500000000001194
distance_v2_305,R072-E002,R072,242.125,91428,242.20000000000002,0.07500000000001705
distance_v2_305,R072-E003,R072,392.16,92178,392.20000000000005,0.040000000000020464
distance_v2_305,R072-E004,R072,396.755,92201,396.8,0.045000000000015916
distance_v2_305,R073-E001,R073,55.375,93802,55.400000000000006,0.025000000000005684
distance_v2_305,R073-E002,R073,225.16,94651,225.20000000000002,0.040000000000020464
distance_v2_305,R073-E003,R073,355.295,95301,355.20000000000005,0.09499999999997044
distance_v2_305,R073-E004,R073,358.915,95320,359.0,0.08499999999997954
distance_v2_305,R074-E001,R074,57.38,96682,57.400000000000006,0.020000000000003126
distance_v2_305,R074-E002,R074,196.425,97377,196.4,0.025000000000005684
distance_v2_305,R074-E003,R074,321.06,98000,321.0,0.060000000000002274
distance_v2_305,R074-E004,R074,324.69,98018,324.6,0.08999999999997499
distance_v2_305,R075-E001,R075,53.08,99473,53.0,0.0799999999999983
distance_v2_305,R075-E002,R075,192.84,100172,192.8,0.03999999999999204
distance_v2_305,R075-E003,R075,322.825,100822,322.8,0.024999999999977263
distance_v2_305,R075-E004,R075,326.195,100839,326.20000000000005,0.005000000000052296
distance_v2_305,R081-E001,R081,80.865,105593,80.80000000000001,0.06499999999998352
distance_v2_305,R081-E002,R081,222.5,106301,222.4,0.09999999999999432
distance_v2_305,R081-E003,R081,409.93,107239,410.0,0.06999999999999318
distance_v2_305,R081-E004,R081,413.645,107257,413.6,0.04499999999995907
distance_v2_305,R082-E001,R082,61.36,108863,61.400000000000006,0.04000000000000625
distance_v2_305,R082-E002,R082,270.405,109908,270.40000000000003,0.004999999999938609
distance_v2_305,R082-E003,R082,387.42,110493,387.40000000000003,0.01999999999998181
distance_v2_305,R082-E004,R082,425.225,110682,425.20000000000005,0.024999999999977263
distance_v2_305,R083-E001,R083,69.01,112082,69.0,0.010000000000005116
distance_v2_305,R083-E002,R083,205.98,112767,206.0,0.020000000000010232
distance_v2_305,R083-E003,R083,323.17,113353,323.20000000000005,0.03000000000002956
distance_v2_305,R083-E004,R083,331.245,113393,331.20000000000005,0.04499999999995907
distance_v2_305,R084-E001,R084,59.435,114767,59.400000000000006,0.03499999999999659
distance_v2_305,R084-E002,R084,185.035,115395,185.0,0.03499999999999659
distance_v2_305,R084-E003,R084,312.95,116035,313.0,0.05000000000001137
distance_v2_305,R085-E001,R085,63.765,117599,63.800000000000004,0.035000000000003695
distance_v2_305,R085-E002,R085,197.795,118269,197.8,0.005000000000023874
distance_v2_305,R085-E003,R085,318.03,118870,318.0,0.029999999999972715
distance_v2_305,R085-E004,R085,325.83,118909,325.8,0.029999999999972715
distance_v2_305,R095-E001,R095,77.02,125071,77.0,0.01999999999999602
distance_v2_305,R095-E002,R095,230.78,125840,230.8,0.020000000000010232
distance_v2_305,R096-E001,R096,118.405,126629,118.4,0.0049999999999954525
distance_v2_305,R096-E002,R096,124.115,126658,124.2,0.08500000000000796
distance_v2_305,R097-E001,R097,63.035,128253,63.0,0.03499999999999659
distance_v2_305,R097-E002,R097,263.415,129255,263.40000000000003,0.014999999999986358
distance_v2_305,R097-E003,R097,376.69,129821,376.6,0.08999999999997499
distance_v2_305,R097-E004,R097,384.03,129858,384.0,0.029999999999972715
distance_v2_305,R098-E001,R098,60.615,131324,60.6,0.015000000000000568
distance_v2_305,R098-E002,R098,189.73,131970,189.8,0.0700000000000216
distance_v2_305,R098-E003,R098,357.155,132807,357.20000000000005,0.04500000000007276
distance_v2_305,R098-E004,R098,360.49,132823,360.40000000000003,0.08999999999997499
distance_v2_305,R099-E001,R099,56.17,134253,56.2,0.030000000000001137
distance_v2_305,R099-E002,R099,229.41,135119,229.4,0.009999999999990905
distance_v2_305,R099-E003,R099,350.46,135724,350.40000000000003,0.05999999999994543
distance_v2_305,R099-E004,R099,354.33,135744,354.40000000000003,0.07000000000005002
distance_v2_305,R100-E001,R100,59.635,137154,59.6,0.03499999999999659
distance_v2_305,R100-E002,R100,189.715,137805,189.8,0.08500000000000796
distance_v2_305,R100-E003,R100,316.23,138437,316.20000000000005,0.029999999999972715
distance_v2_305,R100-E004,R100,319.895,138455,319.8,0.09499999999997044
distance_v2_305,R113-E001,R113,98.81,146450,98.80000000000001,0.009999999999990905
distance_v2_305,R113-E002,R113,271.95,147316,272.0,0.05000000000001137
distance_v2_305,R113-E003,R113,411.655,148014,411.6,0.05499999999994998
distance_v2_305,R113-E004,R113,416.51,148039,416.6,0.09000000000003183
distance_v2_305,R114-E001,R114,58.92,149471,59.0,0.0799999999999983
distance_v2_305,R115-E001,R115,26.13,150030,26.200000000000003,0.07000000000000384
distance_v2_305,R116-E001,R116,58.4,150480,58.400000000000006,7.105427357601002e-15
distance_v2_305,R116-E002,R116,208.585,151231,208.60000000000002,0.01500000000001478
distance_v2_305,R116-E003,R116,354.51,151961,354.6,0.09000000000003183
distance_v2_305,R116-E004,R116,358.09,151978,358.0,0.08999999999997499
distance_v2_305,R117-E001,R117,62.265,153403,62.2,0.06499999999999773
distance_v2_305,R117-E002,R117,339.81,154791,339.8,0.009999999999990905
distance_v2_305,R117-E003,R117,465.645,155420,465.6,0.04499999999995907
distance_v2_305,R117-E004,R117,469.9,155441,469.8,0.0999999999999659
distance_v2_305,R117-E005,R117,509.05,155637,509.0,0.05000000000001137
distance_v2_305,R117-E006,R117,517.68,155680,517.6,0.07999999999992724
distance_v2_305,R118-E001,R118,54.81,156991,54.800000000000004,0.00999999999999801
distance_v2_305,R118-E002,R118,209.02,157762,209.0,0.020000000000010232
distance_v2_305,R118-E003,R118,240.0,157917,240.0,0.0
distance_v2_305,R118-E004,R118,378.575,158610,378.6,0.025000000000034106
distance_v2_305,R118-E005,R118,382.42,158629,382.40000000000003,0.01999999999998181
distance_v2_305,R119-E001,R119,102.54,160210,102.60000000000001,0.060000000000002274
distance_v2_305,R119-E002,R119,112.78,160261,112.80000000000001,0.020000000000010232
distance_v2_305,R119-E003,R119,258.235,160988,258.2,0.03500000000002501
distance_v2_305,R119-E004,R119,268.19,161038,268.2,0.009999999999990905
distance_v2_305,R119-E005,R119,423.645,161815,423.6,0.04499999999995907
distance_v2_305,R119-E006,R119,428.245,161838,428.20000000000005,0.04499999999995907
distance_v2_305,R120-E001,R120,66.32,163698,66.4,0.0800000000000125
distance_v2_305,R120-E002,R120,274.38,164738,274.40000000000003,0.020000000000038654
distance_v2_305,R120-E003,R120,434.785,165540,434.8,0.014999999999986358
distance_v2_305,R120-E004,R120,439.755,165565,439.8,0.045000000000015916
distance_v2_305,R121-E001,R121,56.25,167023,56.2,0.04999999999999716
distance_v2_305,R121-E002,R121,227.96,167882,228.0,0.03999999999999204
distance_v2_305,R121-E003,R121,363.205,168558,363.20000000000005,0.004999999999938609
distance_v2_305,R121-E004,R121,367.7,168580,367.6,0.0999999999999659
distance_v2_305,R122-E001,R122,61.87,170186,61.800000000000004,0.06999999999999318
distance_v2_305,R122-E002,R122,273.915,171247,274.0,0.08499999999997954
distance_v2_305,R122-E003,R122,287.19,171313,287.2,0.009999999999990905
distance_v2_305,R122-E004,R122,413.43,171944,413.40000000000003,0.029999999999972715
distance_v2_305,R122-E005,R122,417.58,171965,417.6,0.020000000000038654
distance_v2_305,R131-E001,R131,90.465,177479,90.4,0.06499999999999773
distance_v2_305,R131-E002,R131,267.36,178364,267.40000000000003,0.040000000000020464
distance_v2_305,R131-E003,R131,521.255,179633,521.2,0.05499999999994998
distance_v2_305,R131-E004,R131,525.975,179657,526.0,0.024999999999977263
distance_v2_305,R132-E001,R132,79.65,181928,79.60000000000001,0.04999999999999716
distance_v2_305,R133-E001,R133,57.515,182731,57.6,0.08500000000000085
distance_v2_305,R133-E002,R133,223.015,183558,223.0,0.014999999999986358
distance_v2_305,R133-E003,R133,228.34,183585,228.4,0.060000000000002274
distance_v2_305,R134-E001,R134,75.08,185677,75.0,0.0799999999999983
distance_v2_305,R134-E002,R134,245.02,186527,245.0,0.020000000000010232
distance_v2_305,R134-E003,R134,254.5,186574,254.4,0.09999999999999432
distance_v2_305,R134-E004,R134,397.43,187289,397.40000000000003,0.029999999999972715
distance_v2_305,R134-E005,R134,402.24,187313,402.20000000000005,0.03999999999996362
distance_v2_305,R146-E001,R146,71.735,194641,71.8,0.06499999999999773
distance_v2_305,R146-E002,R146,324.255,195903,324.20000000000005,0.05499999999994998
distance_v2_305,R146-E003,R146,487.265,196718,487.20000000000005,0.06499999999994088
distance_v2_305,R165-E001,R165,83.17,209693,83.2,0.030000000000001137
distance_v2_305,R165-E002,R165,416.44,211359,416.40000000000003,0.03999999999996362
distance_v2_305,R165-E003,R165,537.365,211964,537.4,0.03499999999996817
distance_v2_305,R165-E004,R165,541.72,211986,541.8000000000001,0.08000000000004093
distance_v2_305,R166-E001,R166,77.26,213543,77.2,0.060000000000002274
distance_v2_305,R166-E002,R166,213.18,214223,213.20000000000002,0.020000000000010232
distance_v2_305,R166-E003,R166,352.39,214919,352.40000000000003,0.010000000000047748
distance_v2_305,R166-E004,R166,357.255,214943,357.20000000000005,0.05499999999994998
distance_v2_305,R167-E001,R167,64.42,216323,64.4,0.01999999999999602
distance_v2_305,R167-E002,R167,216.245,217082,216.20000000000002,0.044999999999987494
distance_v2_305,R167-E003,R167,346.53,217734,346.6,0.07000000000005002
distance_v2_305,R167-E004,R167,351.165,217757,351.20000000000005,0.03500000000002501
distance_v2_305,R168-E001,R168,62.14,219155,62.2,0.060000000000002274
distance_v2_305,R168-E002,R168,202.6,219857,202.60000000000002,2.842170943040401e-14
distance_v2_305,R168-E003,R168,321.735,220453,321.8,0.06499999999999773
distance_v2_305,R168-E004,R168,326.95,220479,327.0,0.05000000000001137
distance_v2_305,R178-E001,R178,92.0,227494,92.0,0.0
distance_v2_305,R178-E002,R178,249.52,228282,249.60000000000002,0.0800000000000125
distance_v2_305,R178-E003,R178,403.665,229052,403.6,0.06499999999999773
distance_v2_305,R178-E004,R178,407.97,229074,408.0,0.029999999999972715
distance_v2_305,R179-E001,R179,62.265,230805,62.2,0.06499999999999773
distance_v2_305,R179-E002,R179,239.69,231692,239.60000000000002,0.08999999999997499
distance_v2_305,R179-E003,R179,386.63,232427,386.6,0.029999999999972715
distance_v2_305,R179-E004,R179,390.885,232448,390.8,0.08499999999997954
distance_v2_305,R180-E001,R180,93.18,234022,93.2,0.01999999999999602
distance_v2_305,R180-E002,R180,251.895,234815,251.8,0.09499999999999886
distance_v2_305,R180-E003,R180,372.455,235418,372.40000000000003,0.05499999999994998
distance_v2_305,R180-E004,R180,376.065,235436,376.0,0.06499999999999773
distance_v2_305,R181-E001,R181,64.16,236837,64.2,0.04000000000000625
distance_v2_305,R182-E001,R182,61.235,237375,61.2,0.03499999999999659
distance_v2_305,R182-E002,R182,200.245,238070,200.20000000000002,0.044999999999987494
distance_v2_305,R182-E003,R182,353.88,238838,353.8,0.07999999999998408
distance_v2_305,R182-E004,R182,358.165,238860,358.20000000000005,0.03500000000002501
distance_v2_305,R183-E001,R183,59.475,240279,59.400000000000006,0.07499999999999574
distance_v2_305,R183-E002,R183,221.34,241089,221.4,0.060000000000002274
distance_v2_305,R184-E001,R184,28.08,241885,28.0,0.0799999999999983
distance_v2_305,R184-E002,R184,37.735,241934,37.800000000000004,0.06500000000000483
distance_v2_305,R185-E001,R185,52.815,243304,52.800000000000004,0.014999999999993463
distance_v2_305,R185-E002,R185,204.74,244064,204.8,0.060000000000002274
distance_v2_305,R185-E003,R185,326.33,244672,326.40000000000003,0.07000000000005002
distance_v2_305,R185-E004,R185,333.04,244705,333.0,0.040000000000020464
distance_v2_305,R186-E001,R186,54.305,246004,54.400000000000006,0.09500000000000597
distance_v2_305,R186-E002,R186,178.605,246625,178.60000000000002,0.004999999999967031
distance_v2_305,R186-E003,R186,303.895,247251,303.8,0.09499999999997044
distance_v2_305,R186-E004,R186,307.52,247270,307.6,0.08000000000004093
distance_v2_305,R187-E001,R187,56.97,248621,57.0,0.030000000000001137
distance_v2_305,R187-E002,R187,223.865,249455,223.8,0.06499999999999773
distance_v2_305,R187-E003,R187,373.01,250201,373.0,0.009999999999990905
distance_v2_305,R187-E004,R187,380.94,250241,381.0,0.060000000000002274
distance_v2_305,R188-E001,R188,72.165,251689,72.2,0.03499999999999659
distance_v2_305,R188-E002,R188,210.575,252381,210.60000000000002,0.025000000000034106
distance_v2_305,R188-E003,R188,341.28,253034,341.20000000000005,0.07999999999992724
distance_v2_305,R188-E004,R188,346.52,253061,346.6,0.08000000000004093
distance_v2_305,R189-E001,R189,77.275,254489,77.2,0.07500000000000284
distance_v2_305,R189-E002,R189,231.62,255261,231.60000000000002,0.01999999999998181
distance_v2_305,R189-E003,R189,364.515,255926,364.6,0.08500000000003638
distance_v2_305,R189-E004,R189,370.395,255955,370.40000000000003,0.005000000000052296
distance_v2_305,R190-E001,R190,71.75,257572,71.8,0.04999999999999716
distance_v2_305,R190-E002,R190,290.255,258664,290.2,0.05500000000000682
distance_v2_305,R190-E003,R190,416.81,259297,416.8,0.009999999999990905
distance_v2_305,R190-E004,R190,420.375,259315,420.40000000000003,0.025000000000034106
distance_v2_305,R191-E001,R191,77.525,261088,77.60000000000001,0.07500000000000284
distance_v2_305,R191-E002,R191,293.17,262166,293.2,0.029999999999972715
distance_v2_305,R191-E003,R191,326.08,262330,326.0,0.07999999999998408
distance_v2_305,R191-E004,R191,486.98,263135,487.0,0.01999999999998181
distance_v2_305,R191-E005,R191,490.635,263153,490.6,0.03499999999996817
distance_v2_305,R192-E001,R192,102.415,264748,102.4,0.015000000000000568
distance_v2_305,R192-E002,R192,227.23,265372,227.20000000000002,0.029999999999972715
distance_v2_305,R192-E003,R192,261.7,265544,261.6,0.0999999999999659
distance_v2_305,R192-E004,R192,398.665,266229,398.6,0.06499999999999773
distance_v2_305,R192-E005,R192,401.59,266244,401.6,0.010000000000047748
distance_v2_305,R193-E001,R193,54.48,267302,54.400000000000006,0.07999999999999119
distance_v2_305,R194-E001,R194,47.58,267947,47.6,0.020000000000003126
distance_v2_305,R194-E002,R194,198.72,268703,198.8,0.0800000000000125
distance_v2_305,R194-E003,R194,202.305,268721,202.4,0.09499999999999886
distance_v2_305,R195-E001,R195,60.855,270131,60.800000000000004,0.05499999999999261
distance_v2_305,R195-E002,R195,232.93,270992,233.0,0.06999999999999318
distance_v2_305,R195-E003,R195,357.9,271616,357.8,0.0999999999999659
distance_v2_305,R195-E004,R195,361.275,271633,361.20000000000005,0.07499999999993179
distance_v2_305,R196-E001,R196,81.545,273340,81.60000000000001,0.05500000000000682
distance_v2_305,R197-E001,R197,51.5,274022,51.400000000000006,0.09999999999999432
distance_v2_305,R197-E002,R197,169.985,274615,170.0,0.014999999999986358
distance_v2_305,R197-E003,R197,173.375,274632,173.4,0.025000000000005684
distance_v2_305,R198-E001,R198,71.725,276008,71.8,0.07500000000000284
distance_v2_305,R198-E002,R198,253.125,276915,253.20000000000002,0.07500000000001705
distance_v2_305,R198-E003,R198,410.125,277700,410.20000000000005,0.07500000000004547
distance_v2_305,R198-E004,R198,414.465,277721,414.40000000000003,0.06499999999994088
distance_v2_305,R199-E001,R199,74.515,279016,74.60000000000001,0.08500000000000796
distance_v2_305,R199-E002,R199,205.67,279671,205.60000000000002,0.06999999999996476
distance_v2_305,R199-E003,R199,354.0,280413,354.0,0.0
distance_v2_305,R199-E004,R199,357.86,280432,357.8,0.060000000000002274
distance_v2_305,R213-E001,R213,93.22,288727,93.2,0.01999999999999602
distance_v2_305,R214-E001,R214,50.315,289502,50.400000000000006,0.08500000000000796
distance_v2_305,R214-E002,R214,189.05,290195,189.0,0.05000000000001137
distance_v2_305,R214-E003,R214,192.93,290215,193.0,0.06999999999999318
distance_v2_305,R215-E001,R215,60.155,292350,60.2,0.045000000000001705
distance_v2_305,R215-E002,R215,212.085,293109,212.0,0.08500000000000796
distance_v2_305,R215-E003,R215,335.665,293727,335.6,0.06499999999999773
distance_v2_305,R215-E004,R215,338.69,293742,338.6,0.08999999999997499
distance_v2_305,R216-E001,R216,45.24,295330,45.2,0.03999999999999915
distance_v2_305,R216-E002,R216,182.505,296017,182.60000000000002,0.09500000000002728
distance_v2_305,R216-E003,R216,313.655,296672,313.6,0.05499999999994998
distance_v2_305,R216-E004,R216,316.92,296689,317.0,0.07999999999998408
distance_v2_305,R217-E001,R217,64.345,298192,64.4,0.05500000000000682
distance_v2_305,R217-E002,R217,304.765,299394,304.8,0.03500000000002501
distance_v2_305,R217-E003,R217,557.495,300657,557.4,0.09500000000002728
distance_v2_305,R217-E004,R217,562.18,300681,562.2,0.020000000000095497
low_mu_v2_70,R001-E005,R001,407.915,2030,408.0,0.08499999999997954
low_mu_v2_70,R002-E005,R002,380.165,4704,380.20000000000005,0.03500000000002501
low_mu_v2_70,R003-E006,R003,439.625,7655,439.6,0.024999999999977263
low_mu_v2_70,R004-E005,R004,436.205,10550,436.20000000000005,0.004999999999938609
low_mu_v2_70,R005-E006,R005,402.705,13298,402.8,0.09500000000002728
low_mu_v2_70,R013-E004,R013,235.095,19793,235.0,0.09499999999999886
low_mu_v2_70,R014-E005,R014,378.995,22668,379.0,0.0049999999999954525
low_mu_v2_70,R015-E005,R015,371.095,25361,371.0,0.09500000000002728
low_mu_v2_70,R016-E005,R016,356.745,27970,356.8,0.05500000000000682
low_mu_v2_70,R017-E005,R017,342.9,30515,342.8,0.0999999999999659
low_mu_v2_70,R032-E001,R032,68.016,39768,68.0,0.016000000000005343
low_mu_v2_70,R042-E005,R042,397.25,59311,397.20000000000005,0.049999999999954525
low_mu_v2_70,R043-E005,R043,423.04,62633,423.0,0.040000000000020464
low_mu_v2_70,R045-E005,R045,426.445,67164,426.40000000000003,0.04499999999995907
low_mu_v2_70,R046-E005,R046,455.345,70368,455.40000000000003,0.05500000000000682
low_mu_v2_70,R063-E001,R063,76.533,80542,76.60000000000001,0.06700000000000728
low_mu_v2_70,R070-E006,R070,537.575,86286,537.6,0.024999999999977263
low_mu_v2_70,R071-E005,R071,395.98,89219,396.0,0.01999999999998181
low_mu_v2_70,R072-E005,R072,462.98,92532,463.0,0.01999999999998181
low_mu_v2_70,R073-E005,R073,416.535,95608,416.6,0.06499999999999773
low_mu_v2_70,R074-E005,R074,409.855,98444,409.8,0.05500000000000682
low_mu_v2_70,R075-E005,R075,384.2,101129,384.20000000000005,5.684341886080802e-14
low_mu_v2_70,R081-E005,R081,473.96,107559,474.0,0.040000000000020464
low_mu_v2_70,R082-E005,R082,467.34,110893,467.40000000000003,0.06000000000005912
low_mu_v2_70,R083-E005,R083,385.735,113666,385.8,0.06499999999999773
low_mu_v2_70,R084-E004,R084,397.875,116459,397.8,0.07499999999998863
low_mu_v2_70,R085-E005,R085,378.935,119175,379.0,0.06499999999999773
low_mu_v2_70,R088-E001,R088,96.693,121132,96.60000000000001,0.09299999999998931
low_mu_v2_70,R098-E005,R098,415.605,133099,415.6,0.0049999999999954525
low_mu_v2_70,R099-E005,R099,434.195,136143,434.20000000000005,0.005000000000052296
low_mu_v2_70,R100-E005,R100,372.105,138717,372.20000000000005,0.09500000000002728
low_mu_v2_70,R107-E001,R107,96.7,143273,96.60000000000001,0.09999999999999432
low_mu_v2_70,R113-E005,R113,477.62,148344,477.6,0.01999999999998181
low_mu_v2_70,R116-E005,R116,419.85,152287,419.8,0.05000000000001137
low_mu_v2_70,R118-E006,R118,437.415,158904,437.40000000000003,0.014999999999986358
low_mu_v2_70,R119-E007,R119,533.49,162364,533.4,0.09000000000003183
low_mu_v2_70,R120-E005,R120,504.0,165886,504.0,0.0
low_mu_v2_70,R121-E005,R121,434.115,168913,434.20000000000005,0.08500000000003638
low_mu_v2_70,R122-E006,R122,472.645,172240,472.6,0.04499999999995907
low_mu_v2_70,R131-E005,R131,706.71,180561,706.8000000000001,0.09000000000003183
low_mu_v2_70,R133-E004,R133,292.825,183907,292.8,0.024999999999977263
low_mu_v2_70,R139-E001,R139,70.266,190135,70.2,0.0660000000000025
low_mu_v2_70,R152-E001,R152,81.366,201637,81.4,0.034000000000006025
low_mu_v2_70,R165-E005,R165,602.865,212291,602.8000000000001,0.06499999999994088
low_mu_v2_70,R166-E005,R166,415.845,215236,415.8,0.045000000000015916
low_mu_v2_70,R167-E005,R167,410.1,218051,410.0,0.10000000000002274
low_mu_v2_70,R168-E005,R168,383.02,220759,383.0,0.01999999999998181
low_mu_v2_70,R172-E001,R172,71.333,223533,71.4,0.06700000000000728
low_mu_v2_70,R178-E005,R178,491.065,229489,491.0,0.06499999999999773
low_mu_v2_70,R179-E005,R179,451.955,232754,452.0,0.045000000000015916
low_mu_v2_70,R180-E005,R180,433.435,235723,433.40000000000003,0.03499999999996817
low_mu_v2_70,R182-E005,R182,415.145,239145,415.20000000000005,0.055000000000063665
low_mu_v2_70,R184-E003,R184,90.99,242200,91.0,0.010000000000005116
low_mu_v2_70,R185-E005,R185,391.59,244998,391.6,0.010000000000047748
low_mu_v2_70,R186-E005,R186,367.305,247569,367.40000000000003,0.09500000000002728
