sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20,track_id,instability_role,event_level,road_type_anchor,anchor_time_rel_s,event_duration_s,leakage_risk_level,road_design_module_name,road_design_instance_name,eval_label_peak_time_rel_s,eval_label_peak_direction,eval_label_onset_time_rel_s,eval_label_morphology,eval_label_tail_abs,sample_trace_status,vehicle_raw_relative_path,response_task_class,response_task_class_cn,response_task_track,task_sample_role,high_rmse_top20_flag,wrong_side_flag,severe_amp_under_flag,large_response_missed_flag,tail_drift_flag,zero_crossing_mismatch_flag,reversal_mismatch_flag,multi_segment_mismatch_flag,peak_time_large_error_flag,onset_delay_large_error_flag,amplitude_large_error_flag,failure_tags,primary_failure_type,rmse_top20_threshold,amplitude_error_p75_threshold
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.4786141812801361,1.2020080089569092,0.8701080679893494,0.3318999409675598,0.7238787607949639,1,0,0.8950001001358032,0.020000010728836,0.1716369483619928,0,0,4,138,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,extreme_active,straight,273.44,4.3,controlled_vehicle_only_stage2,middle_section,section4,2.200000047683716,negative,0.1949999928474426,multi_correction,0.1907650530338287,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,False,False,False,False,False,True,False,True,False,False,reversal_mismatch_flag;peak_time_large_error_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460,gzj,2025_09_27_12_17_12,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.510627806186676,1.0026919841766355,1.2516933679580688,0.2490013837814331,1.2483328756097531,1,0,0.2299998998641967,0.5049999952316284,0.005322940647602,0,0,5,68,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,strong_active,straight,362.46,9.59,controlled_vehicle_only_stage2,curve2,curve2,1.934999942779541,negative,0.3650000095367431,multi_correction,0.015184000134468,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,False,False,False,False,False,True,False,False,False,False,reversal_mismatch_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590,gzj,2025_09_27_12_17_12,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,1.0713049173355105,2.594604015350342,1.0808558464050293,1.5137481689453125,0.4165783449075116,1,0,0.1499999761581421,0.8450000286102295,0.7766449600458145,0,0,5,114,0,1,1,1,0,1,1,B_response3s_strict_core,instability_ay_roll,extreme_active,straight,392.59,12.93,controlled_vehicle_only_stage2,middle_section,section5,1.625,negative,0.1299999952316284,multi_correction,0.6901050806045532,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,True,False,True,True,False,False,True,False,False,True,True,high_rmse_top20_flag;severe_amp_under_flag;large_response_missed_flag;reversal_mismatch_flag;onset_delay_large_error_flag;amplitude_large_error_flag,large_response_missed,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180,gzj,2025_09_27_12_17_12,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.5139289498329163,0.518537700176239,0.5954878330230713,0.0769501328468322,1.148398337904223,0,1,0.3350000381469726,0.0549999922513961,0.0501066334545612,0,0,5,116,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,medium_active,curve,518.18,24.145,controlled_vehicle_only_stage2,differentmu_road,mu1,2.240000009536743,positive,0.135000005364418,multi_correction,0.0120443701744079,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,True,False,False,False,False,True,False,False,False,False,wrong_side_flag;reversal_mismatch_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.2965598702430725,0.2288129925727844,0.7274556756019592,0.4986426830291748,3.1792586051273237,1,0,0.440000057220459,0.5849999934434891,0.2777132242918014,1,0,2,108,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,instability_strong,design_high_risk_surface,585.94,0.415,controlled_vehicle_only_stage2,differentmu_road,mu1,1.0049999952316284,positive,0.6299999952316284,multi_correction,0.199316993355751,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,instant2s_core_clean,2秒即时响应核心样本，2秒和3秒标签都相对稳定,A_instant2s_core_and_3s_ok,response3s_strict_core_candidate,False,False,False,False,True,False,True,False,False,False,True,tail_drift_flag;reversal_mismatch_flag;amplitude_large_error_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.3666880428791046,0.5717697739601135,0.8177416920661926,0.2459719181060791,1.4301939859507824,1,0,0.2699999809265136,0.0200000032782554,0.2100591324269771,0,0,4,164,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,weak,straight,34.605,7.17,controlled_vehicle_only_stage2,middle_section,section1,1.475000023841858,negative,0.0649999976158142,multi_correction,0.1717419922351837,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,False,False,False,False,False,True,False,False,False,False,reversal_mismatch_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.323049783706665,1.2557679414749146,1.6046836376190186,0.348915696144104,1.277850456776511,1,0,0.1150000095367431,0.0549999922513961,0.2351920008659362,0,0,2,54,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,strong_active,straight,128.695,8.32,controlled_vehicle_only_stage2,curve1,curve1,1.875,negative,0.1949999928474426,multi_correction,0.2874549925327301,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,False,False,False,False,False,True,False,False,False,False,reversal_mismatch_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.1723215728998184,0.1583000421524047,0.0945102125406265,0.0637898296117782,0.5970321375507656,0,1,0.2250000238418579,0.4000000059604645,0.144241920672357,1,1,0,1,0,0,0,0,0,0,0,B_response3s_strict_core,instability_roll_only,instability_medium,design_special_event_segment,245.88,5.475,controlled_vehicle_only_stage2,fix_road,fix_road,1.350000023841858,negative,0.4050000011920929,single_lobe,0.1525400876998901,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,instant2s_core_clean,2秒即时响应核心样本，2秒和3秒标签都相对稳定,A_instant2s_core_and_3s_ok,response3s_strict_core_candidate,False,True,False,False,True,True,True,False,False,False,False,wrong_side_flag;tail_drift_flag;zero_crossing_mismatch_flag;reversal_mismatch_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.6568683981895447,0.969879984855652,0.402514100074768,0.5673658847808838,0.4150143382272958,0,1,0.2350000143051147,0.8249999731779099,0.060832567512989,0,0,3,225,0,1,1,0,0,1,0,B_response3s_strict_core,instability_ay_roll,medium_active,straight,681.25,5.105,controlled_vehicle_only_stage2,differentmu_road,mu1,0.9049999713897704,positive,0.135000005364418,multi_correction,0.1480040103197097,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,True,True,False,False,False,True,False,False,True,True,wrong_side_flag;severe_amp_under_flag;reversal_mismatch_flag;onset_delay_large_error_flag;amplitude_large_error_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,hzh,2025_09_26_21_03_19,pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,0.357629120349884,1.102524995803833,1.3083722591400146,0.2058472633361816,1.186705302936104,1,0,0.2350000143051147,0.089999996125698,0.1777519788593053,0,0,2,80,0,1,1,0,0,0,0,B_response3s_strict_core,instability_ay_roll,strong_active,straight,202.26,4.205,controlled_vehicle_only_stage2,fix_road,fix_road,1.8600000143051147,negative,0.0850000008940696,multi_correction,0.2040290981531143,traceable_to_raw_vehicle_and_processed_window,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,switch_to_3s_continuing_response_core,2秒后仍有明显变化，优先转为3秒响应覆盖候选,B_response3s_core_candidate,response3s_strict_core_candidate,False,False,False,False,False,False,True,False,False,False,False,reversal_mismatch_flag,not_high_rmse_top20,0.6569997191429138,0.4885137677192688
