road_design_module_name,n_samples,mean_rmse,median_rmse,mean_gt_peak_abs,mean_pred_peak_abs,high_rmse_top20_rate,wrong_side_flag_rate,severe_amp_under_flag_rate,large_response_missed_flag_rate,tail_drift_flag_rate,zero_crossing_mismatch_flag_rate,reversal_mismatch_flag_rate,multi_segment_mismatch_flag_rate,peak_time_large_error_flag_rate,onset_delay_large_error_flag_rate,amplitude_large_error_flag_rate
longstraight,1,0.6746935844421387,0.6746935844421387,2.333853006362915,1.529280424118042,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
curve2,2,0.5840764045715332,0.5840764045715332,1.1548855304718018,0.9099315106868744,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5
curve1,7,0.6229665492262159,0.5553957223892212,0.8949803028787885,1.1274930068424769,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285
fix_road,6,0.3957943220933278,0.3973622471094131,1.26047682762146,1.0798624778787296,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666
middle_section,19,0.4383919874304219,0.3693457245826721,1.319146874703859,0.9506527577575884,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.0,0.0,1.0,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.21052631578947367
differentmu_road,5,0.4269231975078583,0.3777364194393158,0.6517411351203919,0.7491324663162231,0.0,0.4,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.4,0.4
