window_config_id,split_strategy,model_name,subset_size,subset_train_rmse,full_train_rmse,test_rmse,gamma,alpha,subset_selection
pre2_label2_old_main,session_level_split,rbf_krr_overfit_no_subject,8,2.078030092889094e-06,0.4977264404296875,0.5112885236740112,0.03454655640069564,1e-06,largest_gt_peak_train_samples
pre2_label2_old_main,session_level_split,rbf_krr_overfit_no_subject,16,1.919341229950078e-06,0.42315059900283813,0.493288516998291,0.03577030923702278,1e-06,largest_gt_peak_train_samples
pre2_label2_old_main,session_level_split,rbf_krr_overfit_no_subject,32,1.968363676496665e-06,0.3761321008205414,0.4882509410381317,0.034454596149187444,1e-06,largest_gt_peak_train_samples
pre2_label2_old_main,session_level_split,rbf_krr_overfit_no_subject,64,1.9022562582904357e-06,0.29802370071411133,0.4661814868450165,0.0322844881386272,1e-06,largest_gt_peak_train_samples
pre2_label2_old_main,session_level_split,rbf_krr_overfit_no_subject,128,2.071951257676119e-06,0.13930486142635345,0.44756659865379333,0.04141230048020966,1e-06,largest_gt_peak_train_samples
