relative_path,absolute_path,top_dir,subject,session_stamp,modality,raw_scope,raw_sensor_scope,derived_file,size_bytes,mtime,sha256,hash_status
原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\jy\Entity_Recording_2025_09_26_17_29_44_physio.csv,原始生理数据,jy,2025_09_26_17_29_44,physio,True,True,False,77240884,2025-11-10T11:11:50,2af26fe666fa24ed9b39d974f14b7081ffd87f5fae26e49feb33ceba8ef023aa,ok
原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\jy\Entity_Recording_2025_09_26_17_40_51_physio.csv,原始生理数据,jy,2025_09_26_17_40_51,physio,True,True,False,66385967,2025-11-10T11:11:59,47e4363d21e7e363b73a86f6e15fafc5b5cababb982bcaa974bf0b1279b7f2d4,ok
原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\jy\Entity_Recording_2025_09_26_17_51_46_physio.csv,原始生理数据,jy,2025_09_26_17_51_46,physio,True,True,False,68238801,2025-11-10T11:12:07,b585d96179a83e8b707657602288cde111dd7d380b809d790503c75645c20196,ok
原始生理数据/jy/Entity_Recording_2025_09_26_18_01_40_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\jy\Entity_Recording_2025_09_26_18_01_40_physio.csv,原始生理数据,jy,2025_09_26_18_01_40,physio,True,True,False,63142406,2025-11-10T11:12:15,bd7658334fe65f481c3f45213cff737d06507861ebfc0650963853b1c38c9a03,ok
原始生理数据/lx/Entity_Recording_2025_09_26_08_58_43_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lx\Entity_Recording_2025_09_26_08_58_43_physio.csv,原始生理数据,lx,2025_09_26_08_58_43,physio,True,True,False,32801325,2025-11-10T11:12:19,8634cc923b21eaf76205bedaa2c6e01af04d7e086eb5292cf66d09966a64c24f,ok
原始生理数据/lx/Entity_Recording_2025_09_26_09_06_38_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lx\Entity_Recording_2025_09_26_09_06_38_physio.csv,原始生理数据,lx,2025_09_26_09_06_38,physio,True,True,False,44833728,2025-11-10T11:12:25,72ee885b24ac542b89eee8bc9d0a720840522f31bb061dcc6a9d553ce76a9bef,ok
原始生理数据/lx/Entity_Recording_2025_09_26_09_17_22_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lx\Entity_Recording_2025_09_26_09_17_22_physio.csv,原始生理数据,lx,2025_09_26_09_17_22,physio,True,True,False,74719073,2025-11-10T11:12:35,bc718b3eba2cc0a3113ceb9c403f7575d0b1ebf425ed7c112304cd1bebbe4508,ok
原始生理数据/lxy/Entity_Recording_2025_09_28_17_55_52_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lxy\Entity_Recording_2025_09_28_17_55_52_physio.csv,原始生理数据,lxy,2025_09_28_17_55_52,physio,True,True,False,64008551,2025-11-10T11:12:43,7b293e0f9ede3c920735cff3506eb56ab4288a23649317a0d77f7838010ed2b9,ok
原始生理数据/lxy/Entity_Recording_2025_09_28_18_06_16_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lxy\Entity_Recording_2025_09_28_18_06_16_physio.csv,原始生理数据,lxy,2025_09_28_18_06_16,physio,True,True,False,62560559,2025-11-10T11:12:52,4e4fb29b32f99660223616741c1fda96a477c42f2d12c98514f1b32510aeabf2,ok
原始生理数据/lxy/Entity_Recording_2025_09_28_18_16_26_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lxy\Entity_Recording_2025_09_28_18_16_26_physio.csv,原始生理数据,lxy,2025_09_28_18_16_26,physio,True,True,False,1494830,2025-11-10T11:12:53,e3f06e7c665dd41312a363c6fc4c0500ba9872754265761cf0720bd54dbf6372,ok
原始生理数据/lxy/Entity_Recording_2025_09_28_18_19_35_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\lxy\Entity_Recording_2025_09_28_18_19_35_physio.csv,原始生理数据,lxy,2025_09_28_18_19_35,physio,True,True,False,58701705,2025-11-10T11:13:01,f11c42d9441cada2bb79f4bcd8e612a5e3e306f8e21b4c898161de1b076ede3e,ok
原始生理数据/rjy/Entity_Recording_2025_09_28_19_51_44_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\rjy\Entity_Recording_2025_09_28_19_51_44_physio.csv,原始生理数据,rjy,2025_09_28_19_51_44,physio,True,True,False,57789352,2025-11-10T11:13:04,5b119d188542282b7fa1222312160ac4ca13e25b14fd1712cb47811071e69492,ok
原始生理数据/rjy/Entity_Recording_2025_09_28_20_02_20_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\rjy\Entity_Recording_2025_09_28_20_02_20_physio.csv,原始生理数据,rjy,2025_09_28_20_02_20,physio,True,True,False,72105941,2025-11-10T11:13:08,299cf2766f6184bf22432cc60f9d477f0b711200c037b095e1fd547f0fde4193,ok
原始生理数据/rjy/Entity_Recording_2025_09_28_20_15_42_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\rjy\Entity_Recording_2025_09_28_20_15_42_physio.csv,原始生理数据,rjy,2025_09_28_20_15_42,physio,True,True,False,59365553,2025-11-10T11:13:12,1259e118f3b5ae5ab9cdab169799fbd3269305342a63d425aef099d41a79970e,ok
原始生理数据/txj/Entity_Recording_2025_09_27_08_39_31_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\txj\Entity_Recording_2025_09_27_08_39_31_physio.csv,原始生理数据,txj,2025_09_27_08_39_31,physio,True,True,False,758355,2025-11-10T11:13:12,e342d033f08d328c8bda73599ef372b1d652826efdcf6a30783f4af034fe7fa1,ok
原始生理数据/txj/Entity_Recording_2025_09_27_08_40_46_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\txj\Entity_Recording_2025_09_27_08_40_46_physio.csv,原始生理数据,txj,2025_09_27_08_40_46,physio,True,True,False,88996496,2025-11-10T11:13:25,9464bb5c4d043a8430cb6e8dd955604beb87312efa8270d8da2f9b8986154bf5,ok
原始生理数据/txj/Entity_Recording_2025_09_27_08_53_44_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\txj\Entity_Recording_2025_09_27_08_53_44_physio.csv,原始生理数据,txj,2025_09_27_08_53_44,physio,True,True,False,81934089,2025-11-10T11:13:36,92a98be53071f667f731d93187bb2915a83b3a2b331d26c8c7b2cab3ae6e1980,ok
原始生理数据/txj/Entity_Recording_2025_09_27_09_06_19_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\txj\Entity_Recording_2025_09_27_09_06_19_physio.csv,原始生理数据,txj,2025_09_27_09_06_19,physio,True,True,False,76016494,2025-11-10T11:13:47,bcc8c0b6140a42d9a48d35b5ba4c24788d5d8163e4a42a446890433a9e582870,ok
原始生理数据/txj/Entity_Recording_2025_09_27_09_17_11_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\txj\Entity_Recording_2025_09_27_09_17_11_physio.csv,原始生理数据,txj,2025_09_27_09_17_11,physio,True,True,False,74532791,2025-11-10T11:13:58,cdec2fd67278a305518c3ac5c02c829da25c906cca4f4e0e180abaae3c15193e,ok
原始生理数据/tyy/Entity_Recording_2025_09_28_14_23_43_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\tyy\Entity_Recording_2025_09_28_14_23_43_physio.csv,原始生理数据,tyy,2025_09_28_14_23_43,physio,True,True,False,109982821,2025-11-10T11:14:13,0049c5171a4e420459dd6aa644d102e48d35100690f27f7ff694723c2a7674b9,ok
原始生理数据/tyy/Entity_Recording_2025_09_28_14_40_01_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\tyy\Entity_Recording_2025_09_28_14_40_01_physio.csv,原始生理数据,tyy,2025_09_28_14_40_01,physio,True,True,False,22389884,2025-11-10T11:14:16,9e9d3420e8b079cacbc23cc81fe3e30e7091c6c529de44fded1a0ebee798a0f0,ok
原始生理数据/tyy/Entity_Recording_2025_09_28_14_44_09_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\tyy\Entity_Recording_2025_09_28_14_44_09_physio.csv,原始生理数据,tyy,2025_09_28_14_44_09,physio,True,True,False,69493820,2025-11-10T11:14:25,d8863f0b05ba380be5c7f844309bbb17ebc8ff69617fc1b6cf40de49b556c062,ok
原始生理数据/tyy/Entity_Recording_2025_09_28_14_57_17_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\tyy\Entity_Recording_2025_09_28_14_57_17_physio.csv,原始生理数据,tyy,2025_09_28_14_57_17,physio,True,True,False,53997321,2025-11-10T11:14:32,3547d67c63641f8fff5849cce54fd7be14145e6cf57ef66554f197b7f672dfcf,ok
原始生理数据/xst/Entity_Recording_2025_09_26_11_34_18_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\xst\Entity_Recording_2025_09_26_11_34_18_physio.csv,原始生理数据,xst,2025_09_26_11_34_18,physio,True,True,False,89797809,2025-11-10T11:14:43,af04b94bc6b382733b8f543c7de0e0b470ec82bca46cdbe069fa63ec3d5456c0,ok
原始生理数据/yyl/Entity_Recording_2025_09_28_09_14_23_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yyl\Entity_Recording_2025_09_28_09_14_23_physio.csv,原始生理数据,yyl,2025_09_28_09_14_23,physio,True,True,False,94156017,2025-11-10T11:14:56,72dc9db243ffb90d615b70fb79c27ddb8f0e7b98d016d7d3fe9e3a27844c2838,ok
原始生理数据/yyl/Entity_Recording_2025_09_28_09_29_01_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yyl\Entity_Recording_2025_09_28_09_29_01_physio.csv,原始生理数据,yyl,2025_09_28_09_29_01,physio,True,True,False,68916888,2025-11-10T11:15:05,acd0913347cec68e4ad7ced7f57e8bead091c7f608c0fb4c66679ec7edccd73c,ok
原始生理数据/yyl/Entity_Recording_2025_09_28_09_39_01_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yyl\Entity_Recording_2025_09_28_09_39_01_physio.csv,原始生理数据,yyl,2025_09_28_09_39_01,physio,True,True,False,68925369,2025-11-10T11:15:14,51fc1c460ed880020b0030115fea1fe3f9bc0301b0907cd7fee78b09f859d3f3,ok
原始生理数据/yyl/Entity_Recording_2025_09_28_09_49_11_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yyl\Entity_Recording_2025_09_28_09_49_11_physio.csv,原始生理数据,yyl,2025_09_28_09_49_11,physio,True,True,False,65456828,2025-11-10T11:15:23,d7da4f77a306906b8bbbe52919501520a92701d3d8f912b4ae92938f67726088,ok
原始生理数据/yzy/Entity_Recording_2025_09_27_14_13_03_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yzy\Entity_Recording_2025_09_27_14_13_03_physio.csv,原始生理数据,yzy,2025_09_27_14_13_03,physio,True,True,False,83907453,2025-11-10T11:15:35,f07dfc5f25bead5c45af45c0b5ccb9848ed47a608d6ac6c5fb2678283d457718,ok
原始生理数据/yzy/Entity_Recording_2025_09_27_14_26_04_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yzy\Entity_Recording_2025_09_27_14_26_04_physio.csv,原始生理数据,yzy,2025_09_27_14_26_04,physio,True,True,False,74253746,2025-11-10T11:15:46,e65c6a3fb1e8505e97c719c3a6c667efbfe3397d48540259bfd5185f81cee919,ok
原始生理数据/yzy/Entity_Recording_2025_09_27_14_37_08_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yzy\Entity_Recording_2025_09_27_14_37_08_physio.csv,原始生理数据,yzy,2025_09_27_14_37_08,physio,True,True,False,71821690,2025-11-10T11:15:56,c9caa20b7e6dba8ed0c7da90ef878b118d78f89b5dfc4ce9cde3252783bafbf9,ok
原始生理数据/yzy/Entity_Recording_2025_09_27_15_04_26_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yzy\Entity_Recording_2025_09_27_15_04_26_physio.csv,原始生理数据,yzy,2025_09_27_15_04_26,physio,True,True,False,13596959,2025-11-10T11:15:58,326612d84b0a15e7e0567a3e435cd9ac277914cbbc651ca52d59c13723106514,ok
原始生理数据/yzy/Entity_Recording_2025_09_27_15_07_57_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\yzy\Entity_Recording_2025_09_27_15_07_57_physio.csv,原始生理数据,yzy,2025_09_27_15_07_57,physio,True,True,False,70693276,2025-11-10T11:16:08,c5ad07a55b743f65b7f91de0fd22bb196d3b28d869459aadc2439fa9104ca592,ok
原始生理数据/zdq/Entity_Recording_2025_09_26_15_14_51_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zdq\Entity_Recording_2025_09_26_15_14_51_physio.csv,原始生理数据,zdq,2025_09_26_15_14_51,physio,True,True,False,35133505,2025-11-10T11:16:10,0c99acd59c006e082a9b0f564e9ff2482bc25499f1171c7404145524deda02d5,ok
原始生理数据/zdq/Entity_Recording_2025_09_26_15_21_51_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zdq\Entity_Recording_2025_09_26_15_21_51_physio.csv,原始生理数据,zdq,2025_09_26_15_21_51,physio,True,True,False,25862709,2025-11-10T11:16:12,d7a2db66c19f41424c94b2ca20d99181a46607df097b15fa9c2a15926c297bfe,ok
原始生理数据/zdq/Entity_Recording_2025_09_26_15_27_09_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zdq\Entity_Recording_2025_09_26_15_27_09_physio.csv,原始生理数据,zdq,2025_09_26_15_27_09,physio,True,True,False,53602767,2025-11-10T11:16:15,970f32fd9c282b89aa44e0e302fc5e173b035689731e2ab7ccf789c7a8bfa39b,ok
原始生理数据/zdq/Entity_Recording_2025_09_26_15_37_30_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zdq\Entity_Recording_2025_09_26_15_37_30_physio.csv,原始生理数据,zdq,2025_09_26_15_37_30,physio,True,True,False,63193283,2025-11-10T11:16:24,dffd17ae9105327ad1259e2a6b795aec1285abd43d0e53ac8e4aa8a6c3af1e29,ok
原始生理数据/zdq/Entity_Recording_2025_09_26_15_52_46_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zdq\Entity_Recording_2025_09_26_15_52_46_physio.csv,原始生理数据,zdq,2025_09_26_15_52_46,physio,True,True,False,72281115,2025-11-10T11:16:34,374fe32ed9de02c1bed867887ca4863844de26cfd266cfbc5c4a6d6d1d076a52,ok
原始生理数据/zdq/Entity_Recording_2025_09_26_16_03_48_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zdq\Entity_Recording_2025_09_26_16_03_48_physio.csv,原始生理数据,zdq,2025_09_26_16_03_48,physio,True,True,False,67117466,2025-11-10T11:16:44,8c58539435a454670dc8a2aeb2ba50e552fa9be257572f0f6785661af9ce216a,ok
原始生理数据/zt/Entity_Recording_2025_09_28_11_20_08_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zt\Entity_Recording_2025_09_28_11_20_08_physio.csv,原始生理数据,zt,2025_09_28_11_20_08,physio,True,True,False,75417087,2025-11-10T11:16:54,88f9afdb035f985607ccbed29e008df8605cd132c66bca9863d18e4e49ea21a6,ok
原始生理数据/zx/Entity_Recording_2025_09_27_17_40_06_physio.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始生理数据\zx\Entity_Recording_2025_09_27_17_40_06_physio.csv,原始生理数据,zx,2025_09_27_17_40_06,physio,True,True,False,1678378,2025-11-10T11:16:54,f1e2352846a4e837ab1f2c55113884eeb169c3f3fbaad6eef9a5da3b0743f02d,ok
