relative_path,top_dir,subject,session_stamp,modality,parse_status,encoding,row_count,column_count,time_col,id_col_present,raw_sensor_scope,derived_file,missing_rate_all_cells,columns_json,columns_preview
原始生理数据/gf/Entity_Recording_2025_09_26_10_52_57_physio.csv,原始生理数据,gf,2025_09_26_10_52_57,physio,ok,utf-8-sig,989909,6,StorageTime,True,True,False,0.25025330611197594,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gzj/Entity_Recording_2025_09_27_11_38_49_physio.csv,原始生理数据,gzj,2025_09_27_11_38_49,physio,ok,utf-8-sig,180930,6,StorageTime,True,True,False,0.25020357781093977,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gzj/Entity_Recording_2025_09_27_11_41_47_physio.csv,原始生理数据,gzj,2025_09_27_11_41_47,physio,ok,utf-8-sig,1027148,6,StorageTime,True,True,False,0.2502443659531051,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gzj/Entity_Recording_2025_09_27_11_53_25_physio.csv,原始生理数据,gzj,2025_09_27_11_53_25,physio,ok,utf-8-sig,951710,6,StorageTime,True,True,False,0.25024569809430747,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gzj/Entity_Recording_2025_09_27_12_04_23_physio.csv,原始生理数据,gzj,2025_09_27_12_04_23,physio,ok,utf-8-sig,502900,6,StorageTime,True,True,False,0.2502472327169086,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gzj/Entity_Recording_2025_09_27_12_17_12_physio.csv,原始生理数据,gzj,2025_09_27_12_17_12,physio,ok,utf-8-sig,984208,6,StorageTime,True,True,False,0.25024520562049213,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gzj/Entity_Recording_2025_09_27_12_28_14_physio.csv,原始生理数据,gzj,2025_09_27_12_28_14,physio,ok,utf-8-sig,1004608,6,StorageTime,True,True,False,0.2502534985453696,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/hzh/Entity_Recording_2025_09_26_20_50_27_physio.csv,原始生理数据,hzh,2025_09_26_20_50_27,physio,ok,utf-8-sig,1170580,6,StorageTime,True,True,False,0.2502525813414433,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/hzh/Entity_Recording_2025_09_26_21_03_19_physio.csv,原始生理数据,hzh,2025_09_26_21_03_19,physio,ok,utf-8-sig,958331,6,StorageTime,True,True,False,0.25025173974336634,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/hzh/Entity_Recording_2025_09_26_21_17_02_physio.csv,原始生理数据,hzh,2025_09_26_21_17_02,physio,ok,utf-8-sig,1064000,6,StorageTime,True,True,False,0.2502518796992481,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/hzh/Entity_Recording_2025_09_27_19_22_27_physio.csv,原始生理数据,hzh,2025_09_27_19_22_27,physio,ok,utf-8-sig,866013,6,StorageTime,True,True,False,0.22250243356623978,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/hzh/Entity_Recording_2025_09_27_19_33_25_physio.csv,原始生理数据,hzh,2025_09_27_19_33_25,physio,ok,utf-8-sig,905287,6,StorageTime,True,True,False,0.2502388745226652,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/hzh/Entity_Recording_2025_09_27_19_44_05_physio.csv,原始生理数据,hzh,2025_09_27_19_44_05,physio,ok,utf-8-sig,875202,6,StorageTime,True,True,False,0.25023480293692196,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/jy/Entity_Recording_2025_09_26_17_17_11_physio.csv,原始生理数据,jy,2025_09_26_17_17_11,physio,ok,utf-8-sig,1082635,6,StorageTime,True,True,False,0.25025608815528777,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,原始生理数据,jy,2025_09_26_17_29_44,physio,ok,utf-8-sig,1023064,6,StorageTime,True,True,False,0.25025609346042865,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,原始生理数据,jy,2025_09_26_17_40_51,physio,ok,utf-8-sig,879875,6,StorageTime,True,True,False,0.25025600227305017,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,原始生理数据,jy,2025_09_26_17_51_46,physio,ok,utf-8-sig,904400,6,StorageTime,True,True,False,0.25025504938817633,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
