relative_path,top_dir,subject,session_stamp,modality,parse_status,encoding,row_count,column_count,time_col,id_col_present,raw_sensor_scope,derived_file,missing_rate_all_cells,columns_json,columns_preview
原始生理数据/byx/Entity_Recording_2025_09_28_17_05_51_physio.csv,原始生理数据,byx,2025_09_28_17_05_51,physio,ok,utf-8-sig,905257,6,StorageTime,True,True,False,0.25025453177016765,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/byx/Entity_Recording_2025_09_28_17_15_52_physio.csv,原始生理数据,byx,2025_09_28_17_15_52,physio,ok,utf-8-sig,854549,6,StorageTime,True,True,False,0.2502458411786022,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/byx/Entity_Recording_2025_09_28_17_25_18_physio.csv,原始生理数据,byx,2025_09_28_17_25_18,physio,ok,utf-8-sig,937186,6,StorageTime,True,True,False,0.25024488201915096,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/byx/Entity_Recording_2025_09_28_17_35_43_physio.csv,原始生理数据,byx,2025_09_28_17_35_43,physio,ok,utf-8-sig,937946,6,StorageTime,True,True,False,0.2502382866391029,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/byx/Entity_Recording_2025_09_28_17_46_00_physio.csv,原始生理数据,byx,2025_09_28_17_46_00,physio,ok,utf-8-sig,876371,6,StorageTime,True,True,False,0.2502532222844739,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/cwh/Entity_Recording_2025_09_26_19_23_28_physio.csv,原始生理数据,cwh,2025_09_26_19_23_28,physio,ok,utf-8-sig,262620,6,StorageTime,True,True,False,0.2502678140786434,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/cwh/Entity_Recording_2025_09_26_19_27_21_physio.csv,原始生理数据,cwh,2025_09_26_19_27_21,physio,ok,utf-8-sig,694720,6,StorageTime,True,True,False,0.25025717795178876,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/cwh/Entity_Recording_2025_09_26_19_35_47_physio.csv,原始生理数据,cwh,2025_09_26_19_35_47,physio,ok,utf-8-sig,879617,6,StorageTime,True,True,False,0.25025740369577515,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/cwh/Entity_Recording_2025_09_26_19_45_40_physio.csv,原始生理数据,cwh,2025_09_26_19_45_40,physio,ok,utf-8-sig,862905,6,StorageTime,True,True,False,0.2502585259482021,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/cwh/Entity_Recording_2025_09_26_19_56_16_physio.csv,原始生理数据,cwh,2025_09_26_19_56_16,physio,ok,utf-8-sig,842093,6,StorageTime,True,True,False,0.2502573943733056,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/cwh/Entity_Recording_2025_09_26_20_06_19_physio.csv,原始生理数据,cwh,2025_09_26_20_06_19,physio,ok,utf-8-sig,807683,6,StorageTime,True,True,False,0.2502549473824095,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gf/Entity_Recording_2025_09_26_10_03_00_physio.csv,原始生理数据,gf,2025_09_26_10_03_00,physio,ok,utf-8-sig,996953,6,StorageTime,True,True,False,0.22581204931426055,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gf/Entity_Recording_2025_09_26_10_18_49_physio.csv,原始生理数据,gf,2025_09_26_10_18_49,physio,ok,utf-8-sig,934715,6,StorageTime,True,True,False,0.25025382068330987,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gf/Entity_Recording_2025_09_26_10_30_12_physio.csv,原始生理数据,gf,2025_09_26_10_30_12,physio,ok,utf-8-sig,849554,6,StorageTime,True,True,False,0.22251283222333915,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
原始生理数据/gf/Entity_Recording_2025_09_26_10_40_59_physio.csv,原始生理数据,gf,2025_09_26_10_40_59,physio,ok,utf-8-sig,946720,6,StorageTime,True,True,False,0.2502542110303645,"[""ID"", ""StorageTime"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA"", ""PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP""]",ID | StorageTime | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH1-ECG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH2-EMG | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH3-EDA | PhysioLAB Pro1(00:07:80:8C:AE:23)|CH4-RESP
