relative_path,top_dir,subject,session_stamp,modality,raw_sensor_scope,derived_file,time_col,time_parse_mode,row_count,time_valid_count,time_valid_rate,time_min,time_max,duration_raw_units,median_positive_dt_raw,time_unit_inference,inferred_sampling_hz,zero_dt_count,negative_dt_count,large_gap_threshold_raw,large_gap_count,max_positive_gap_raw
原始生理数据/byx/Entity_Recording_2025_09_28_17_05_51_physio.csv,原始生理数据,byx,2025_09_28_17_05_51,physio,True,False,StorageTime,datetime,905257,905257,1.0,1759079151.888,1759079717.328,565.4400000572205,0.0009999275207519531,seconds_like,1000.072484501669,339816,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/byx/Entity_Recording_2025_09_28_17_15_52_physio.csv,原始生理数据,byx,2025_09_28_17_15_52,physio,True,False,StorageTime,datetime,854549,854549,1.0,1759079753.203,1759080286.98,533.7769999504089,0.0009999275207519531,seconds_like,1000.072484501669,320771,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/byx/Entity_Recording_2025_09_28_17_25_18_physio.csv,原始生理数据,byx,2025_09_28_17_25_18,physio,True,False,StorageTime,datetime,937186,937186,1.0,1759080318.8990002,1759080904.295,585.3959999084473,0.0009999275207519531,seconds_like,1000.072484501669,351789,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/byx/Entity_Recording_2025_09_28_17_35_43_physio.csv,原始生理数据,byx,2025_09_28_17_35_43,physio,True,False,StorageTime,datetime,937946,937946,1.0,1759080943.945,1759081529.825,585.8800001144409,0.0009999275207519531,seconds_like,1000.072484501669,352065,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/byx/Entity_Recording_2025_09_28_17_46_00_physio.csv,原始生理数据,byx,2025_09_28_17_46_00,physio,True,False,StorageTime,datetime,876371,876371,1.0,1759081561.181,1759082108.582,547.4010000228882,0.0009999275207519531,seconds_like,1000.072484501669,328971,0,0.004999637603759766,0,0.003000020980834961
原始生理数据/cwh/Entity_Recording_2025_09_26_19_23_28_physio.csv,原始生理数据,cwh,2025_09_26_19_23_28,physio,True,False,StorageTime,datetime,262620,262620,1.0,1758914608.8860002,1758914772.924,164.03799986839294,0.0009999275207519531,seconds_like,1000.072484501669,98584,0,0.004999637603759766,0,0.002000093460083008
原始生理数据/cwh/Entity_Recording_2025_09_26_19_27_21_physio.csv,原始生理数据,cwh,2025_09_26_19_27_21,physio,True,False,StorageTime,datetime,694720,694720,1.0,1758914842.115,1758915276.0460002,433.93100023269653,0.0009999275207519531,seconds_like,1000.072484501669,260788,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/cwh/Entity_Recording_2025_09_26_19_35_47_physio.csv,原始生理数据,cwh,2025_09_26_19_35_47,physio,True,False,StorageTime,datetime,879617,879617,1.0,1758915347.196,1758915896.616,549.4199998378754,0.0009999275207519531,seconds_like,1000.072484501669,330196,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/cwh/Entity_Recording_2025_09_26_19_45_40_physio.csv,原始生理数据,cwh,2025_09_26_19_45_40,physio,True,False,StorageTime,datetime,862905,862905,1.0,1758915940.223,1758916479.203,538.9800000190735,0.0009999275207519531,seconds_like,1000.072484501669,323924,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/cwh/Entity_Recording_2025_09_26_19_56_16_physio.csv,原始生理数据,cwh,2025_09_26_19_56_16,physio,True,False,StorageTime,datetime,842093,842093,1.0,1758916576.7489998,1758917102.731,525.9820001125336,0.0009999275207519531,seconds_like,1000.072484501669,316110,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/cwh/Entity_Recording_2025_09_26_20_06_19_physio.csv,原始生理数据,cwh,2025_09_26_20_06_19,physio,True,False,StorageTime,datetime,807683,807683,1.0,1758917179.328,1758917683.82,504.49199986457825,0.0009999275207519531,seconds_like,1000.072484501669,303190,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/gf/Entity_Recording_2025_09_26_10_03_00_physio.csv,原始生理数据,gf,2025_09_26_10_03_00,physio,True,False,StorageTime,datetime,996953,996953,1.0,1758880980.885,1758881640.151,659.2660000324249,0.0009999275207519531,seconds_like,1000.072484501669,337686,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/gf/Entity_Recording_2025_09_26_10_18_49_physio.csv,原始生理数据,gf,2025_09_26_10_18_49,physio,True,False,StorageTime,datetime,934715,934715,1.0,1758881929.3660002,1758882513.206,583.8399999141693,0.0009999275207519531,seconds_like,1000.072484501669,350874,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/gf/Entity_Recording_2025_09_26_10_30_12_physio.csv,原始生理数据,gf,2025_09_26_10_30_12,physio,True,False,StorageTime,datetime,849554,849554,1.0,1758882612.1939998,1758883178.192,565.9980001449585,0.0009999275207519531,seconds_like,1000.072484501669,283555,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/gf/Entity_Recording_2025_09_26_10_40_59_physio.csv,原始生理数据,gf,2025_09_26_10_40_59,physio,True,False,StorageTime,datetime,946720,946720,1.0,1758883259.1539998,1758883850.492,591.3380002975464,0.0009999275207519531,seconds_like,1000.072484501669,355381,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/gf/Entity_Recording_2025_09_26_10_52_57_physio.csv,原始生理数据,gf,2025_09_26_10_52_57,physio,True,False,StorageTime,datetime,989909,989909,1.0,1758883977.832,1758884596.148,618.3159999847412,0.0009999275207519531,seconds_like,1000.072484501669,371592,0,0.004999637603759766,0,0.0010004043579101562
原始生理数据/gzj/Entity_Recording_2025_09_27_11_38_49_physio.csv,原始生理数据,gzj,2025_09_27_11_38_49,physio,True,False,StorageTime,datetime,180930,180930,1.0,1758973129.548,1758973242.573,113.02499985694885,0.0009999275207519531,seconds_like,1000.072484501669,67904,0,0.004999637603759766,0,0.0010004043579101562
