signal,valid_count,total_count,valid_rate,min,max,mean,std,zero_rate,near_constant,median_abs_diff,spike_rate_proxy,relative_path,top_dir,subject,session_stamp,modality,raw_sensor_scope,derived_file
LSLOutletStreamName-EEG|channel9,266863,320238,0.8333270879783161,60740.336,66294.961,61427.0310535818,533.2886976180826,0.0,False,4.199000000000524,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel10,266863,320238,0.8333270879783161,23182.252,33950.238,28675.268319272436,3088.133379398061,0.0,False,3.337999999999738,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel11,266863,320238,0.8333270879783161,-400000.06,-400000.06,-400000.05999999994,0.0078125,0.0,False,0.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel12,266863,320238,0.8333270879783161,-5609.7031,21473.791,9508.460475545031,7026.316802882205,0.0,False,3.9099999999998545,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel13,266863,320238,0.8333270879783161,58968.453,69839.391,65418.21071652496,3157.5528665179963,0.0,False,9.296000000002095,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel14,266863,320238,0.8333270879783161,-400000.06,-400000.06,-400000.05999999994,0.0078125,0.0,False,0.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel15,266863,320238,0.8333270879783161,-44284.301,41653.496,21794.579586771353,17307.42535780039,0.0,False,5.338999999999942,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel16,266863,320238,0.8333270879783161,45578.578,52897.887,47312.991537294416,805.7557500263603,0.0,False,3.625,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel17,266863,320238,0.8333270879783161,59727.246,63719.469,61646.76990831626,1158.112285084723,0.0,False,3.6719999999986612,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel18,266863,320238,0.8333270879783161,46744.637,53632.98,50960.84738358259,1818.5309509429967,0.0,False,3.4329999999972642,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel19,266863,320238,0.8333270879783161,33918.766,39833.883,37721.05610754957,1496.761652151812,0.0,False,3.7190000000045984,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel20,266863,320238,0.8333270879783161,56659.516,62541.156,60951.591983530874,843.4025570791671,0.0,False,3.43399999999383,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel21,266863,320238,0.8333270879783161,37992.004,46639.066,43334.6962292075,2106.202251595028,0.0,False,4.961000000002969,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel22,266863,320238,0.8333270879783161,-400000.06,-400000.06,-400000.05999999994,0.0078125,0.0,False,0.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel23,266863,320238,0.8333270879783161,46114.164,56752.02,51560.731478560156,2766.5476244409433,0.0,False,4.24199999999837,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel24,266863,320238,0.8333270879783161,61705.547,64650.445,62993.364963910324,823.5774612364737,0.0,False,3.480999999999767,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel25,266863,320238,0.8333270879783161,22176.076,42128.188,31135.485758962463,5954.267112632124,0.0,False,4.243999999998778,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel26,266863,320238,0.8333270879783161,43760.543,58169.703,52027.520820776954,4046.8826122601763,0.0,False,4.24199999999837,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel27,266863,320238,0.8333270879783161,44394.977,50191.266,47449.07702164781,1938.839200043288,0.0,False,4.101999999998952,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel28,266863,320238,0.8333270879783161,36675.266,47927.812,43573.290234659726,2514.848759742101,0.0,False,5.675999999999476,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel29,266863,320238,0.8333270879783161,35696.367,43012.527,39775.446226457025,2508.2206118333083,0.0,False,4.722999999998137,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel30,266863,320238,0.8333270879783161,55318.98,61270.961,59113.018929278325,1504.5143218894366,0.0,False,5.152000000001863,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
