gap_train_p75,gap_train_p90,branch_spread_train_p75,top1_prob_train_p25,prob_margin_train_p25,risk_score_train_p75
0.16120616999999998,0.24913775250000006,0.2421198025,0.36994867,0.01448704325,1.8151765479337496
