sample_id,event_uid,subject,session_stamp,split,top1_branch,best_branch_oracle,top1_matches_best,top1_prob,prob_margin,branch_spread_mean,branch_spread_peak,rmse_branch0,rmse_branch1,rmse_branch2,rmse_bestk,rmse_top1_branch,top1_bestk_gap,rbf_sample_rmse,rbf_wrong_side,rbf_large_response_recalled,rbf_severe_amp_under,rbf_peak_amp_abs_error,rbf_peak_time_abs_error_s,rbf_onset_delay_abs_error_s,rbf_tail_abs_error,rbf_tail_drift_risk,rbf_zero_crossing_mismatch,rbf_reversal_count_exact,rbf_pred_multi_segment,rbf_pred_peak_abs,rbf_gt_peak_abs,rbf_is_large_response,rbf_is_difficult_peak_top20,top1_sample_rmse,top1_wrong_side,top1_large_response_recalled,top1_severe_amp_under,top1_peak_amp_abs_error,top1_peak_time_abs_error_s,top1_onset_delay_abs_error_s,top1_tail_abs_error,top1_tail_drift_risk,top1_zero_crossing_mismatch,top1_reversal_count_exact,top1_pred_multi_segment,top1_pred_peak_abs,top1_gt_peak_abs,top1_is_large_response,top1_is_difficult_peak_top20,bestk_sample_rmse,bestk_wrong_side,bestk_large_response_recalled,bestk_severe_amp_under,bestk_peak_amp_abs_error,bestk_peak_time_abs_error_s,bestk_onset_delay_abs_error_s,bestk_tail_abs_error,bestk_tail_drift_risk,bestk_zero_crossing_mismatch,bestk_reversal_count_exact,bestk_pred_multi_segment,bestk_pred_peak_abs,bestk_gt_peak_abs,bestk_is_large_response,bestk_is_difficult_peak_top20,event_level,road_type_anchor,old_v400_phase_mode,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,anchor_time_rel_s,curvature_anchor,median_speed_kmh_window,computed_morphology,amplitude_bucket,response_family_target,peak_time_bucket,onset_bucket,tail_state,peak_abs,peak_signed,reversal_count,top1_minus_rbf_rmse,bestk_minus_rbf_rmse,bestk_gain_over_top1,bestk_gain_over_rbf,z_top1_prob,z_prob_margin,z_branch_spread_mean,z_branch_spread_peak,simple_reliability_risk_score,high_gap_train_p75,high_risk_train_p75,low_confidence_train_rule
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890,hzh,2025_09_26_21_03_19,test,0,1,0,0.3449312,0.0055505633,0.23372504,0.43557686,0.8888066,0.6342898,1.1465561,0.6342898,0.8888066,0.2545168,0.6606977581977844,0,1,0,0.3838350772857666,0.2450000047683715,0.0049999952316284,0.3114977888762951,0,0,0,1,1.294647216796875,1.6784822940826416,1,0,0.8888065814971924,0,1,0,0.5645873546600342,0.0600000619888305,0.4750000089406967,0.4015085026621818,0,0,1,1,1.1138949394226074,1.6784822940826416,1,0,0.6342898011207581,0,1,0,0.1436760425567627,0.0800000429153442,0.7649999707937241,0.1053201407194137,0,0,1,1,1.534806251525879,1.6784822940826416,1,0,extreme_active,straight,secondary,fix_road,fix_road,design_special_event_segment,low,221.89,-0.0,115.2298,multi_correction,large_response,positive__large_response__multi_correction,middle_peak,fast_onset,returned_tail,1.6784822940826416,1.6784822940826416,2,0.22810882329940796,-0.026407957077026367,0.2545167803764343,0.026407957077026367,-1.6851817386499695,-1.0543092370144542,0.5486919988276521,0.8880808291872326,4.1762638036793085,1,1,1
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,hzh,2025_09_27_19_44_05,test,0,2,0,0.38157427,0.008973628,0.21709104,0.38860112,0.47365943,0.6886543,0.28748536,0.28748536,0.47365943,0.18617406999999997,0.2645749747753143,0,1,0,0.3003212213516235,0.2750000953674316,0.0450000017881393,0.2805266603827476,0,0,0,1,1.4909127950668335,1.791234016418457,1,1,0.4736594259738922,0,1,0,0.5918943881988525,0.1100000143051147,0.809999942779541,0.6547389626502991,0,0,1,1,1.1993396282196045,1.791234016418457,1,1,0.2874853610992431,0,1,0,0.1364543437957763,0.1800000667572021,0.7350000143051147,0.9491229951381684,1,0,1,1,1.6547796726226809,1.791234016418457,1,1,strong_active,straight,secondary,middle_section,section2,design_regular_road,high,81.885,0.0,117.747,multi_correction,large_response,negative__large_response__multi_correction,middle_peak,fast_onset,residual_tail,1.791234016418457,-1.791234016418457,2,0.20908445119857794,0.022910386323928833,0.1861740648746491,-0.022910386323928833,-0.052793365483051864,-0.9338873496117823,0.19089824730724214,0.2890225313738404,1.4666014937759166,1,0,1
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,hzh,2025_09_26_21_03_19,test,0,2,0,0.38245022,0.020625204,0.22279513,0.3723503,0.5512111,0.8441521,0.31523517,0.31523517,0.5512111,0.23597592999999994,0.357629120349884,0,0,0,0.2058472633361816,0.2350000143051147,0.089999996125698,0.1777519788593053,0,0,0,1,1.3083722591400146,1.102524995803833,0,0,0.5512110590934753,0,0,0,0.4346448183059692,0.2899999618530273,1.0050000324845314,0.1685440093278885,0,0,1,1,0.6678801774978638,1.102524995803833,0,0,0.3152351677417755,0,0,0,0.0357837677001953,0.1449999809265136,0.2349999919533729,0.0522500723600387,0,0,1,1,1.0667412281036377,1.102524995803833,0,0,strong_active,straight,primary,fix_road,fix_road,design_special_event_segment,low,202.26,0.0,106.885401,multi_correction,medium_response,negative__medium_response__multi_correction,middle_peak,fast_onset,returned_tail,1.102524995803833,-1.102524995803833,2,0.19358193874359136,-0.042393952608108465,0.23597589135169983,0.042393952608108465,-0.013771236729222432,-0.5239901095345865,0.31359199265472654,0.08178388931579444,0.93313722823433,1,0,0
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580,byx,2025_09_28_17_46_00,test,2,1,0,0.36830828,0.00018432736,0.22615218,0.39130604,0.39409694,0.34528863,0.61411065,0.34528863,0.61411065,0.26882202,0.4272091090679168,0,0,1,0.8355430364608765,0.2799999713897705,0.0700000002980232,0.2808642499148845,0,0,0,1,0.6574149131774902,1.4929579496383667,0,0,0.6141105890274048,0,0,1,0.9494081735610962,0.1900000572204589,0.6000000312924385,0.0905320048332214,0,0,1,1,0.5435497760772705,1.4929579496383667,0,0,0.3452886044979095,0,0,0,0.1103627681732177,0.2300000190734863,0.9550000503659248,0.4838021546602249,0,0,1,1,1.382595181465149,1.4929579496383667,0,0,extreme_active,straight,secondary,middle_section,section2,design_regular_road,high,95.58,0.0,128.3614,multi_correction,medium_response,positive__medium_response__multi_correction,middle_peak,fast_onset,residual_tail,1.4929579496383667,1.4929579496383667,2,0.18690147995948797,-0.08192050457000732,0.2688219845294953,0.08192050457000732,-0.6437713548968376,-1.2430910208185555,0.38580141393292744,0.3235170336620726,2.596180823310393,1,1,1
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,test,0,1,0,0.3638835,0.039316505,0.23941487,0.39545062,0.6462348,0.6330057,0.69765556,0.6330057,0.6462348,0.013229099999999994,0.4599531888961792,0,0,0,0.1709731817245483,0.0699999332427978,0.1950000077486038,0.2568064294755459,0,0,0,1,1.2052158117294312,1.3761889934539795,0,0,0.6462348103523254,0,0,0,0.2871116399765014,0.1949999332427978,0.5649999678134918,0.502690851688385,0,0,0,1,1.663300633430481,1.3761889934539795,0,0,0.633005678653717,0,0,0,0.5335489511489868,0.0749999284744262,0.1550000011920929,0.0368038713932037,0,0,0,1,1.9097379446029663,1.3761889934539795,0,0,extreme_active,straight,secondary,middle_section,section5,design_regular_road,very_low,326.39,-0.0,130.537002,multi_correction,medium_response,positive__medium_response__multi_correction,middle_peak,middle_onset,returned_tail,1.3761889934539795,1.3761889934539795,4,0.18628162145614624,0.17305248975753784,0.013229131698608398,-0.17305248975753784,-0.8408880109472572,0.13356151209600922,0.6710790146514695,0.3763708054164165,1.754776318919134,0,0,1
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,test,0,2,0,0.38475516,0.039504528,0.24665292,0.38778874,0.47001097,0.65873146,0.4176984,0.4176984,0.47001097,0.05231256999999995,0.3613468110561371,0,0,0,0.3796424269676208,0.0600000619888305,0.6449999883770943,0.0778843984007835,0,0,0,1,0.6118789315223694,0.9915213584899902,0,0,0.4700109660625458,0,0,1,0.7058771252632141,0.215000033378601,0.9900000169873238,0.0896114334464073,0,0,0,0,0.2856442332267761,0.9915213584899902,0,0,0.4176983833312988,0,0,0,0.3826110363006592,0.565000057220459,0.2450000122189521,0.2894644364714622,0,0,0,1,0.608910322189331,0.9915213584899902,0,0,extreme_active,straight,secondary,middle_section,section5,design_regular_road,very_low,345.86,0.0,130.633,multi_correction,medium_response,negative__medium_response__multi_correction,middle_peak,fast_onset,returned_tail,0.9915213584899902,-0.9915213584899902,5,0.10866415500640869,0.05635157227516169,0.052312582731247004,-0.05635157227516169,0.0889100412545087,0.14017607726479261,0.8267679086752945,0.2786626524240326,0.8763444425800258,0,0,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,test,2,0,0,0.37163982,0.0014916062,0.24495825,0.42617142,0.56432086,0.70662373,0.5791165,0.56432086,0.5791165,0.014795639999999999,0.4786141812801361,0,0,0,0.3318999409675598,0.8950001001358032,0.020000010728836,0.1716369483619928,0,0,0,1,0.8701080679893494,1.2020080089569092,0,0,0.5791165232658386,0,0,0,0.1149708032608032,0.4750000238418579,0.1650000214576721,0.2737516462802887,0,0,0,1,1.3169788122177124,1.2020080089569092,0,0,0.5643208622932434,0,0,0,0.3346219658851623,0.6100000143051147,0.8399999737739563,0.0202247500419616,0,0,0,1,0.8673860430717468,1.2020080089569092,0,0,extreme_active,straight,secondary,middle_section,section4,design_regular_road,low,273.44,0.0,128.035,multi_correction,medium_response,negative__medium_response__multi_correction,late_peak,fast_onset,returned_tail,1.2020080089569092,-1.2020080089569092,4,0.10050234198570251,0.0857066810131073,0.014795660972595215,-0.0857066810131073,-0.4953567389615311,-1.197101535059091,0.7903159225691806,0.7681379208565499,3.2509121174463527,0,1,1
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505,gf,2025_09_26_10_52_57,test,0,0,1,0.3569451,0.0156264,0.14433292,0.26047662,0.4276408,0.4634502,0.5905939,0.4276408,0.4276408,0.0,0.3514051735401153,0,0,0,0.0129021406173706,0.5249999761581421,0.1349999904632568,0.1648589223623275,0,0,0,1,1.2416404485702517,1.254542589187622,0,0,0.4276407659053802,0,0,1,0.7953675091266632,0.215000033378601,0.0099999904632568,0.1141840349882841,0,0,0,0,0.4591750800609588,1.254542589187622,0,0,0.4276407659053802,0,0,1,0.7953675091266632,0.215000033378601,0.0099999904632568,0.1141840349882841,0,0,0,0,0.4591750800609588,1.254542589187622,0,0,medium_active,straight,primary,middle_section,section6,design_regular_road,very_low,471.505,0.0,103.7278,multi_correction,medium_response,positive__medium_response__multi_correction,middle_peak,middle_onset,returned_tail,1.254542589187622,1.254542589187622,3,0.07623559236526489,0.07623559236526489,0.0,-0.07623559236526489,-1.1499822950337533,-0.699845801784875,-1.3741132176664381,-1.344885627990802,-0.8691707488386118,0,0,1
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,zx,2025_09_27_18_00_08,test,2,0,0,0.39875662,0.050653964,0.22884703,0.39334777,0.34839597,0.3538988,0.5052946,0.34839597,0.5052946,0.15689863000000004,0.4462907612323761,1,0,0,0.3444459438323974,1.0099999904632568,0.010000005364418,0.2298744320869445,0,0,0,1,0.7798956632614136,1.124341607093811,0,0,0.5052946209907532,0,0,0,0.1255642175674438,2.3600000143051147,0.0600000023841857,1.141372799873352,1,1,0,1,0.9987773895263672,1.124341607093811,0,0,0.348395973443985,0,0,0,0.2373762130737304,0.0600000023841857,0.0550000071525573,0.8957810401916504,1,0,0,1,0.8869653940200806,1.124341607093811,0,0,strong_active,straight,primary,middle_section,section1,design_regular_road,high,20.45,0.0,88.471621,multi_correction,medium_response,negative__medium_response__multi_correction,early_peak,fast_onset,returned_tail,1.124341607093811,-1.124341607093811,5,0.059003859758377075,-0.09789478778839111,0.1568986475467682,0.09789478778839111,0.7126520069621228,0.5324082563980989,0.4437670560686,0.349554203026398,-0.4517390042652237,0,0,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,test,0,0,1,0.38472703,0.021502852,0.20465899,0.36222127,0.28981945,0.37326977,0.3701702,0.28981945,0.28981945,0.0,0.2360097914934158,0,0,0,0.1543581485748291,0.1049998998641967,0.0,0.0207082517445087,0,0,0,1,1.0197218656539917,1.1740800142288208,0,0,0.2898194491863251,0,0,0,0.2460320591926574,0.0899999141693115,0.4350000321865082,0.1590626016259193,0,0,0,1,0.9280479550361632,1.1740800142288208,0,0,0.2898194491863251,0,0,0,0.2460320591926574,0.0899999141693115,0.4350000321865082,0.1590626016259193,0,0,0,1,0.9280479550361632,1.1740800142288208,0,0,strong_active,straight,primary,middle_section,section4,design_regular_road,low,246.255,0.0,117.921,multi_correction,medium_response,negative__medium_response__multi_correction,middle_peak,fast_onset,returned_tail,1.1740800142288208,-1.1740800142288208,3,0.05380965769290927,0.05380965769290927,0.0,-0.05380965769290927,0.08765689611854931,-0.49311484485285845,-0.076512466206604,-0.0473866031618293,0.2815588793658758,0,0,0
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,test,0,2,0,0.34413707,0.010701984,0.1456291,0.2552856,0.34000647,0.5137624,0.21072486,0.21072486,0.34000647,0.12928161,0.2965598702430725,0,0,0,0.4986426830291748,0.440000057220459,0.5849999934434891,0.2777132242918014,1,0,0,1,0.7274556756019592,0.2288129925727844,0,0,0.3400064706802368,0,0,0,0.61350417137146,0.7450000047683716,0.5899999961256981,0.222127690911293,1,0,1,1,0.8423171639442444,0.2288129925727844,0,0,0.2107248604297638,0,0,0,0.3151877522468567,0.6000000238418579,0.5849999934434891,0.3905418217182159,1,0,1,1,0.5440007448196411,0.2288129925727844,0,0,instability_strong,design_high_risk_surface,none,differentmu_road,mu1,design_high_risk_surface,very_low,585.94,0.0,128.5394,multi_correction,small_response,positive__small_response__multi_correction,middle_peak,middle_onset,unsettled_tail,0.2288129925727844,0.2288129925727844,2,0.04344660043716431,-0.08583500981330872,0.12928161025047302,0.08583500981330872,-1.7205589212600252,-0.8730845574169015,-1.3462326654934353,-1.4110841297092478,-0.16367331652575645,0,0,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590,gzj,2025_09_27_12_17_12,test,0,2,0,0.375863,0.019803315,0.23662332,0.4202023,1.1053461,1.185323,1.0572449,1.0572449,1.1053461,0.048101200000000066,1.0713049173355105,0,0,1,1.5137481689453125,0.1499999761581421,0.8450000286102295,0.7766449600458145,0,0,0,1,1.0808558464050293,2.594604015350342,1,1,1.1053460836410522,0,0,1,1.652130365371704,0.0,1.0600000619888306,0.9122294038534164,0,0,0,1,0.9424736499786376,2.594604015350342,1,1,1.057244896888733,0,1,0,1.1856639385223389,0.1100000143051147,0.9800000190734864,1.1890985071659088,0,0,0,1,1.408940076828003,2.594604015350342,1,1,extreme_active,straight,secondary,middle_section,section5,design_regular_road,very_low,392.59,0.0,123.1878,multi_correction,large_response,negative__large_response__multi_correction,middle_peak,fast_onset,residual_tail,2.594604015350342,-2.594604015350342,5,0.03404116630554177,-0.014060020446777566,0.048101186752319336,0.014060020446777566,-0.3072210306327516,-0.552903797498327,0.6110333763770435,0.6920166960148783,2.1631749005230003,0,1,0
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,test,0,0,1,0.37944296,0.0074956715,0.22191204,0.40117517,0.28818434,0.50106376,0.34137347,0.28818434,0.28818434,0.0,0.2790119349956512,0,0,0,0.3306427001953125,0.0650000572204589,0.0600000023841857,0.2112591601908207,0,0,0,1,0.9437992572784424,1.2744419574737549,0,0,0.2881843447685241,0,0,0,0.3498170375823974,0.0400000810623168,0.9350000470876694,0.0077914595603942,0,0,0,1,0.9246249198913574,1.2744419574737549,0,0,0.2881843447685241,0,0,0,0.3498170375823974,0.0400000810623168,0.9350000470876694,0.0077914595603942,0,0,0,1,0.9246249198913574,1.2744419574737549,0,0,strong_active,straight,secondary,middle_section,section3,design_regular_road,low,176.245,-0.0,124.14,multi_correction,medium_response,negative__medium_response__multi_correction,middle_peak,fast_onset,residual_tail,1.2744419574737549,-1.2744419574737549,3,0.009172409772872925,0.009172409772872925,0.0,-0.009172409772872925,-0.14773971314481654,-0.9858811992252725,0.29459691726515336,0.4493731504299849,1.8775909800652273,0,1,1
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,test,1,0,0,0.44738612,0.09526238,0.14882141,0.27822173,0.11730173,0.18096639,0.3036628,0.11730173,0.18096639,0.06366466,0.1723215728998184,1,0,0,0.0637898296117782,0.2250000238418579,0.4000000059604645,0.144241920672357,1,1,0,0,0.0945102125406265,0.1583000421524047,0,0,0.1809663921594619,1,0,0,0.031555950641632,0.3700000047683716,0.2100000083446502,0.2043864428997039,1,1,1,0,0.1267440915107727,0.1583000421524047,0,0,0.117301732301712,0,0,0,0.1327700614929199,0.4149999618530273,0.25,0.0262986570596694,0,1,1,0,0.2910701036453247,0.1583000421524047,0,0,instability_medium,design_special_event_segment,none,fix_road,fix_road,design_special_event_segment,low,245.88,-0.0,7.83919,single_lobe,small_response,negative__small_response__single_lobe,middle_peak,middle_onset,unsettled_tail,0.1583000421524047,-0.1583000421524047,0,0.0086448192596435,-0.0550198405981064,0.0636646598577499,0.0550198405981064,2.8790160805214784,2.101712409125199,-1.2775667660756098,-1.1185910471899159,-7.3768863029122045,0,0,0
