dataset_version,split_strategy,split,n_primary_samples,n_events,n_subjects,n_sessions,n_all_three_modalities_available,n_physio_available,n_eeg_available,note
vehicle_instability_highconf_v0_1,random_event_split,test,136,136,18,61,109,121,124,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,random_event_split,train,634,634,17,83,533,571,596,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,random_event_split,val,136,136,18,62,113,123,126,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,session_level_split,test,139,139,8,13,139,139,139,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,session_level_split,train,611,611,18,59,498,541,568,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,session_level_split,val,156,156,8,12,118,135,139,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,subject_level_split,test,239,239,3,17,239,239,239,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,subject_level_split,train,513,513,13,56,437,497,453,counts only; no label distribution used for assigning splits
vehicle_instability_highconf_v0_1,subject_level_split,val,154,154,2,11,79,79,154,counts only; no label distribution used for assigning splits
