model_name,best_val_rmse,best_epoch,feature_count,feature_names_count
torch_linear_vehicle_context,0.4605954566032068,63,248,248
torch_mlp256_vehicle_context,0.43363787452321123,24,248,248
torch_mlp512_vehicle_context,0.3940711407239717,375,248,248
