feature_set,k,group_family,group_label,sample_count,rmse,tail_rmse,under_amp_rate,severe_under_amp_rate,opposite_peak_rate,model_id
触发前车辆事件加连续风格,3,true_peak_abs_bin,tiny_<0.1,3,0.14733879268169403,0.15357384085655212,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格,3,phase_type,primary,248,0.44917139810540024,0.45907360703248773,0.2217741935483871,0.06451612903225806,0.14112903225806453,G15A_相似历史检索
触发前车辆事件加连续风格,3,phase_type,secondary,501,0.4396678826394314,0.4869653734809788,0.2714570858283433,0.10379241516966067,0.13572854291417166,G15A_相似历史检索
触发前车辆事件加连续风格,3,road_type_anchor,curve,279,0.49537399634184803,0.536505132579782,0.2078853046594982,0.1039426523297491,0.11469534050179211,G15A_相似历史检索
触发前车辆事件加连续风格,3,road_type_anchor,straight,470,0.4116144062832315,0.442840371634613,0.28297872340425534,0.08297872340425531,0.15106382978723404,G15A_相似历史检索
触发前车辆事件加连续风格,3,subj,cwh,171,0.34667500313262495,0.3923310156671973,0.2982456140350877,0.08187134502923976,0.11695906432748537,G15B_检索加残差修正
触发前车辆事件加连续风格,3,subj,gf,267,0.3601271989110034,0.4101552792130673,0.22846441947565543,0.07865168539325842,0.14606741573033707,G15B_检索加残差修正
触发前车辆事件加连续风格,3,subj,tyy,311,0.5232481974090218,0.5373985871936156,0.3183279742765273,0.13183279742765272,0.12861736334405144,G15B_检索加残差修正
触发前车辆事件加连续风格,3,eval_morphology_label,multi_correction,391,0.4054747879066888,0.43443989888538637,0.29923273657289,0.08951406649616368,0.15601023017902813,G15B_检索加残差修正
触发前车辆事件加连续风格,3,eval_morphology_label,reverse_correction,247,0.4436279156128405,0.488563312813338,0.3076923076923077,0.12955465587044535,0.11740890688259109,G15B_检索加残差修正
触发前车辆事件加连续风格,3,eval_morphology_label,single_lobe,111,0.4508904487498709,0.4791881542082305,0.16216216216216217,0.08108108108108109,0.08108108108108109,G15B_检索加残差修正
触发前车辆事件加连续风格,3,true_peak_abs_bin,large_>=0.3,655,0.4596421283904378,0.500069156115633,0.31297709923664124,0.11603053435114503,0.11755725190839694,G15B_检索加残差修正
触发前车辆事件加连续风格,3,true_peak_abs_bin,medium_0.1-0.3,91,0.18319366950091426,0.17332143571923722,0.06593406593406594,0.0,0.24175824175824176,G15B_检索加残差修正
触发前车辆事件加连续风格,3,true_peak_abs_bin,tiny_<0.1,3,0.14311967293421426,0.13782531333466372,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格,3,phase_type,primary,248,0.43410681356345454,0.44436640196269556,0.25,0.08064516129032258,0.13306451612903225,G15B_检索加残差修正
触发前车辆事件加连续风格,3,phase_type,secondary,501,0.42017382689697774,0.4661240641905103,0.29740518962075846,0.11177644710578842,0.1317365269461078,G15B_检索加残差修正
触发前车辆事件加连续风格,3,road_type_anchor,curve,279,0.4738292542409726,0.5170316335120936,0.22939068100358423,0.11827956989247312,0.1111111111111111,G15B_检索加残差修正
触发前车辆事件加连续风格,3,road_type_anchor,straight,470,0.39567492575721536,0.4244238257368511,0.3127659574468085,0.09148936170212765,0.14468085106382977,G15B_检索加残差修正
触发前车辆事件加连续风格,5,subj,cwh,171,0.34669796824019555,0.3897482930568227,0.30994152046783624,0.09941520467836257,0.12280701754385964,G15A_相似历史检索
触发前车辆事件加连续风格,5,subj,gf,267,0.3696707875122515,0.4149301018660072,0.2546816479400749,0.10861423220973783,0.13108614232209737,G15A_相似历史检索
触发前车辆事件加连续风格,5,subj,tyy,311,0.5173549881965592,0.5369935621270892,0.3440514469453376,0.1382636655948553,0.13183279742765272,G15A_相似历史检索
触发前车辆事件加连续风格,5,eval_morphology_label,multi_correction,391,0.40910978064588877,0.4414591974223895,0.3069053708439898,0.10741687979539642,0.15089514066496162,G15A_相似历史检索
触发前车辆事件加连续风格,5,eval_morphology_label,reverse_correction,247,0.43687129931652596,0.4774338970024908,0.3562753036437247,0.14979757085020243,0.11740890688259109,G15A_相似历史检索
触发前车辆事件加连续风格,5,eval_morphology_label,single_lobe,111,0.4596010720743252,0.48559976919545783,0.18018018018018017,0.09009009009009009,0.08108108108108109,G15A_相似历史检索
触发前车辆事件加连续风格,5,true_peak_abs_bin,large_>=0.3,655,0.4625454267870834,0.5017736735661293,0.3374045801526718,0.13587786259541984,0.11755725190839694,G15A_相似历史检索
触发前车辆事件加连续风格,5,true_peak_abs_bin,medium_0.1-0.3,91,0.17048637315139667,0.16852239447205766,0.07692307692307693,0.0,0.21978021978021978,G15A_相似历史检索
触发前车辆事件加连续风格,5,true_peak_abs_bin,tiny_<0.1,3,0.13444655388593674,0.14699968323111534,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格,5,phase_type,primary,248,0.44176248117019573,0.4539298142753391,0.24596774193548387,0.09274193548387097,0.12903225806451613,G15A_相似历史检索
触发前车辆事件加连续风格,5,phase_type,secondary,501,0.41781987791170855,0.4628017947947729,0.3333333333333333,0.1317365269461078,0.12974051896207583,G15A_相似历史检索
触发前车辆事件加连续风格,5,road_type_anchor,curve,279,0.47793086797105794,0.5269094135772477,0.2616487455197133,0.12186379928315412,0.1003584229390681,G15A_相似历史检索
触发前车辆事件加连续风格,5,road_type_anchor,straight,470,0.394770514893722,0.4200650356264111,0.32978723404255317,0.11702127659574468,0.14680851063829786,G15A_相似历史检索
触发前车辆事件加连续风格,5,subj,cwh,171,0.3356380875260509,0.37695810241265254,0.3333333333333333,0.10526315789473684,0.12280701754385964,G15B_检索加残差修正
触发前车辆事件加连续风格,5,subj,gf,267,0.35531417275552224,0.403204112986891,0.26591760299625467,0.10486891385767791,0.11610486891385768,G15B_检索加残差修正
触发前车辆事件加连续风格,5,subj,tyy,311,0.5037787374815756,0.5220324844271663,0.34726688102893893,0.1414790996784566,0.11254019292604502,G15B_检索加残差修正
触发前车辆事件加连续风格,5,eval_morphology_label,multi_correction,391,0.3959351853346047,0.42758736573159695,0.3273657289002558,0.12276214833759591,0.1278772378516624,G15B_检索加残差修正
触发前车辆事件加连续风格,5,eval_morphology_label,reverse_correction,247,0.42394129494544464,0.4639857552138719,0.3603238866396761,0.13360323886639677,0.11336032388663968,G15B_检索加残差修正
触发前车辆事件加连续风格,5,eval_morphology_label,single_lobe,111,0.4451714156044496,0.4745612143966797,0.17117117117117117,0.08108108108108109,0.08108108108108109,G15B_检索加残差修正
触发前车辆事件加连续风格,5,true_peak_abs_bin,large_>=0.3,655,0.4478994583696809,0.48803057365034147,0.3511450381679389,0.13587786259541984,0.10534351145038168,G15B_检索加残差修正
触发前车辆事件加连续风格,5,true_peak_abs_bin,medium_0.1-0.3,91,0.1664770025514312,0.15764282387937165,0.06593406593406594,0.01098901098901099,0.1978021978021978,G15B_检索加残差修正
触发前车辆事件加连续风格,5,true_peak_abs_bin,tiny_<0.1,3,0.13821066170930862,0.1539712076385816,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格,5,phase_type,primary,248,0.43041875793959106,0.44151094647484923,0.2540322580645161,0.08870967741935484,0.10483870967741936,G15B_检索加残差修正
触发前车辆事件加连续风格,5,phase_type,secondary,501,0.4035815019569473,0.44904734852524875,0.34530938123752497,0.13572854291417166,0.1217564870259481,G15B_检索加残差修正
触发前车辆事件加连续风格,5,road_type_anchor,curve,279,0.45967825261815903,0.5110010201625499,0.27598566308243727,0.13620071684587814,0.08602150537634409,G15B_检索加残差修正
触发前车辆事件加连续风格,5,road_type_anchor,straight,470,0.3844424509978358,0.4082939398118315,0.3382978723404255,0.11063829787234042,0.13404255319148936,G15B_检索加残差修正
触发前车辆事件加连续风格,10,subj,cwh,171,0.330033869945515,0.37971906899883034,0.38596491228070173,0.1286549707602339,0.10526315789473684,G15A_相似历史检索
触发前车辆事件加连续风格,10,subj,gf,267,0.3427400936403971,0.39517702361436263,0.3333333333333333,0.12359550561797752,0.12359550561797752,G15A_相似历史检索
触发前车辆事件加连续风格,10,subj,tyy,311,0.509460745780606,0.5334734060109811,0.41479099678456594,0.18006430868167203,0.12861736334405144,G15A_相似历史检索
触发前车辆事件加连续风格,10,eval_morphology_label,multi_correction,391,0.39067579258014173,0.42796808369505357,0.3989769820971867,0.1483375959079284,0.13554987212276215,G15A_相似历史检索
触发前车辆事件加连续风格,10,eval_morphology_label,reverse_correction,247,0.4219825307608616,0.46856108593645124,0.4291497975708502,0.1700404858299595,0.11740890688259109,G15A_相似历史检索
触发前车辆事件加连续风格,10,eval_morphology_label,single_lobe,111,0.44509701534837215,0.4800391569565814,0.1981981981981982,0.0990990990990991,0.08108108108108109,G15A_相似历史检索
触发前车辆事件加连续风格,10,true_peak_abs_bin,large_>=0.3,655,0.44735839443693637,0.49349893980325404,0.41068702290076337,0.16793893129770993,0.11297709923664122,G15A_相似历史检索
触发前车辆事件加连续风格,10,true_peak_abs_bin,medium_0.1-0.3,91,0.14285648151577174,0.141709541410699,0.16483516483516483,0.01098901098901099,0.18681318681318682,G15A_相似历史检索
触发前车辆事件加连续风格,10,true_peak_abs_bin,tiny_<0.1,3,0.12333350876967113,0.0723605112483104,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格,10,phase_type,primary,248,0.4277399657744794,0.4548835354902211,0.3225806451612903,0.10887096774193548,0.11290322580645161,G15A_相似历史检索
触发前车辆事件加连续风格,10,phase_type,secondary,501,0.39982071295083166,0.4461942885662178,0.40718562874251496,0.16766467065868262,0.12574850299401197,G15A_相似历史检索
触发前车辆事件加连续风格,10,road_type_anchor,curve,279,0.45382400373778037,0.5065956101101893,0.3225806451612903,0.15770609318996415,0.08602150537634409,G15A_相似历史检索
触发前车辆事件加连续风格,10,road_type_anchor,straight,470,0.3824953013991422,0.41492400032448323,0.4127659574468085,0.1425531914893617,0.1425531914893617,G15A_相似历史检索
触发前车辆事件加连续风格,10,subj,cwh,171,0.3262867794007237,0.37528395514434193,0.3567251461988304,0.13450292397660818,0.1111111111111111,G15B_检索加残差修正
触发前车辆事件加连续风格,10,subj,gf,267,0.33711122150780554,0.38966266946929895,0.31086142322097376,0.11610486891385768,0.12734082397003746,G15B_检索加残差修正
触发前车辆事件加连续风格,10,subj,tyy,311,0.5033398970745959,0.5265902456590887,0.3954983922829582,0.17684887459807075,0.11254019292604502,G15B_检索加残差修正
触发前车辆事件加连续风格,10,eval_morphology_label,multi_correction,391,0.3863152792424802,0.423233246707055,0.38107416879795397,0.15089514066496162,0.1329923273657289,G15B_检索加残差修正
触发前车辆事件加连续风格,10,eval_morphology_label,reverse_correction,247,0.4146643585793161,0.4598441962906827,0.39271255060728744,0.16194331983805668,0.11336032388663968,G15B_检索加残差修正
触发前车辆事件加连续风格,10,eval_morphology_label,single_lobe,111,0.44027993385050745,0.476732788573917,0.1891891891891892,0.09009009009009009,0.07207207207207207,G15B_检索加残差修正
触发前车辆事件加连续风格,10,true_peak_abs_bin,large_>=0.3,655,0.44058358214852467,0.4868511315719544,0.3969465648854962,0.1633587786259542,0.10687022900763359,G15B_检索加残差修正
触发前车辆事件加连续风格,10,true_peak_abs_bin,medium_0.1-0.3,91,0.14673541011391106,0.14136521886665743,0.07692307692307693,0.02197802197802198,0.1978021978021978,G15B_检索加残差修正
触发前车辆事件加连续风格,10,true_peak_abs_bin,tiny_<0.1,3,0.13575826088587442,0.07710979382197063,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格,10,phase_type,primary,248,0.42283015025238835,0.44743454867162774,0.29435483870967744,0.11290322580645161,0.11693548387096774,G15B_检索加残差修正
触发前车辆事件加连续风格,10,phase_type,secondary,501,0.39417278672198575,0.44115626229021604,0.3872255489021956,0.16167664670658682,0.11776447105788423,G15B_检索加残差修正
触发前车辆事件加连续风格,10,road_type_anchor,curve,279,0.4470455323789923,0.5002036446832308,0.3118279569892473,0.15053763440860216,0.08243727598566308,G15B_检索加残差修正
触发前车辆事件加连续风格,10,road_type_anchor,straight,470,0.3779079571841879,0.409417528960299,0.3829787234042553,0.1425531914893617,0.13829787234042554,G15B_检索加残差修正
触发前车辆事件加连续风格,20,subj,cwh,171,0.33620746804085394,0.38377518353341095,0.42105263157894735,0.19883040935672514,0.1111111111111111,G15A_相似历史检索
触发前车辆事件加连续风格,20,subj,gf,267,0.34809230374039785,0.39398321596563757,0.3970037453183521,0.1760299625468165,0.12734082397003746,G15A_相似历史检索
触发前车辆事件加连续风格,20,subj,tyy,311,0.5035269430859488,0.5302674698814079,0.4662379421221865,0.22508038585209003,0.1157556270096463,G15A_相似历史检索
触发前车辆事件加连续风格,20,eval_morphology_label,multi_correction,391,0.3922033267586356,0.42993629480833595,0.4629156010230179,0.2020460358056266,0.14066496163682865,G15A_相似历史检索
触发前车辆事件加连续风格,20,eval_morphology_label,reverse_correction,247,0.42206492931827116,0.4656383098566882,0.4817813765182186,0.2388663967611336,0.0931174089068826,G15A_相似历史检索
触发前车辆事件加连续风格,20,eval_morphology_label,single_lobe,111,0.4452924606230882,0.47400454392337854,0.2072072072072072,0.11711711711711711,0.0990990990990991,G15A_相似历史检索
触发前车辆事件加连续风格,20,true_peak_abs_bin,large_>=0.3,655,0.45063978585464354,0.49481966526652793,0.4595419847328244,0.22442748091603054,0.11755725190839694,G15A_相似历史检索
触发前车辆事件加连续风格,20,true_peak_abs_bin,medium_0.1-0.3,91,0.12723928755456274,0.12542430447557798,0.24175824175824176,0.04395604395604396,0.13186813186813187,G15A_相似历史检索
触发前车辆事件加连续风格,20,true_peak_abs_bin,tiny_<0.1,3,0.09372217704852422,0.07058857443432014,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格,20,phase_type,primary,248,0.42181531469818323,0.44629952953677743,0.3467741935483871,0.14516129032258066,0.0967741935483871,G15A_相似历史检索
触发前车辆事件加连续风格,20,phase_type,secondary,501,0.4040295476811434,0.4492015466168374,0.47305389221556887,0.22954091816367264,0.12974051896207583,G15A_相似历史检索
触发前车辆事件加连续风格,20,road_type_anchor,curve,279,0.4564255553107428,0.5019279854358791,0.3870967741935484,0.1971326164874552,0.1039426523297491,G15A_相似历史检索
触发前车辆事件加连续风格,20,road_type_anchor,straight,470,0.3823112159610746,0.41637095796499163,0.4574468085106383,0.20425531914893616,0.1276595744680851,G15A_相似历史检索
触发前车辆事件加连续风格,20,subj,cwh,171,0.32970514059153916,0.3791112699791005,0.38596491228070173,0.18128654970760233,0.10526315789473684,G15B_检索加残差修正
触发前车辆事件加连续风格,20,subj,gf,267,0.3401895258087344,0.38861609389133445,0.3857677902621723,0.16853932584269662,0.12734082397003746,G15B_检索加残差修正
触发前车辆事件加连续风格,20,subj,tyy,311,0.4960889528682186,0.5223427809703005,0.4437299035369775,0.2090032154340836,0.09646302250803858,G15B_检索加残差修正
触发前车辆事件加连续风格,20,eval_morphology_label,multi_correction,391,0.3860292834375063,0.423899803351125,0.45012787723785164,0.19437340153452684,0.1329923273657289,G15B_检索加残差修正
触发前车辆事件加连续风格,20,eval_morphology_label,reverse_correction,247,0.41301060900816067,0.45675903791373196,0.44129554655870445,0.2145748987854251,0.08502024291497975,G15B_检索加残差修正
触发前车辆事件加连续风格,20,eval_morphology_label,single_lobe,111,0.4373223110362216,0.4727281409206691,0.1981981981981982,0.10810810810810811,0.08108108108108109,G15B_检索加残差修正
触发前车辆事件加连续风格,20,true_peak_abs_bin,large_>=0.3,655,0.44144613329349586,0.48740385110482914,0.4381679389312977,0.21221374045801528,0.10687022900763359,G15B_检索加残差修正
触发前车辆事件加连续风格,20,true_peak_abs_bin,medium_0.1-0.3,91,0.13204992116316333,0.12682493516131416,0.21978021978021978,0.02197802197802198,0.13186813186813187,G15B_检索加残差修正
触发前车辆事件加连续风格,20,true_peak_abs_bin,tiny_<0.1,3,0.1100288803378741,0.08217918127775192,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格,20,phase_type,primary,248,0.414684102239628,0.4391394186682338,0.3387096774193548,0.13709677419354838,0.09274193548387097,G15B_检索加残差修正
触发前车辆事件加连续风格,20,phase_type,secondary,501,0.39651135612509686,0.4433743578591895,0.44510978043912175,0.21357285429141717,0.11776447105788423,G15B_检索加残差修正
触发前车辆事件加连续风格,20,road_type_anchor,curve,279,0.44714279918794564,0.4956947943616298,0.35842293906810035,0.1935483870967742,0.08243727598566308,G15B_检索加残差修正
触发前车辆事件加连续风格,20,road_type_anchor,straight,470,0.376044693192903,0.4100814499793218,0.44042553191489364,0.1851063829787234,0.125531914893617,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,subj,cwh,171,0.4414711315729465,0.48759009987551566,0.17543859649122806,0.04093567251461988,0.13450292397660818,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,subj,gf,267,0.4926059197648411,0.5704792701056722,0.14232209737827714,0.0299625468164794,0.16853932584269662,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,subj,tyy,311,0.6442232161544719,0.690852936165605,0.17363344051446947,0.06430868167202572,0.1832797427652733,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,eval_morphology_label,multi_correction,391,0.5302647396426676,0.589110884848801,0.1483375959079284,0.04603580562659847,0.1815856777493606,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,eval_morphology_label,reverse_correction,247,0.5754722922980061,0.623495276602596,0.19433198380566802,0.05668016194331984,0.1700404858299595,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,eval_morphology_label,single_lobe,111,0.5215819360570865,0.5964454598892648,0.14414414414414414,0.02702702702702703,0.10810810810810811,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,true_peak_abs_bin,large_>=0.3,655,0.5868539488156334,0.6516316432164598,0.17862595419847327,0.05343511450381679,0.15267175572519084,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,true_peak_abs_bin,medium_0.1-0.3,91,0.2481755146777237,0.2546506904393107,0.054945054945054944,0.0,0.27472527472527475,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,true_peak_abs_bin,tiny_<0.1,3,0.13248533010482788,0.18639873589078584,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,phase_type,primary,248,0.5520275887552528,0.5445060162699872,0.13709677419354838,0.03225806451612903,0.1693548387096774,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,phase_type,secondary,501,0.5398561323132225,0.6297677511167146,0.17564870259481039,0.05389221556886228,0.1656686626746507,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,road_type_anchor,curve,279,0.5982773806699502,0.6682003830496128,0.14336917562724014,0.043010752688172046,0.12903225806451613,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,road_type_anchor,straight,470,0.5115986704113001,0.5619643159012528,0.17446808510638298,0.04893617021276596,0.18936170212765957,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,1,subj,cwh,171,0.34344347668757214,0.3874068584685263,0.30409356725146197,0.0935672514619883,0.0935672514619883,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,subj,gf,267,0.3658525820416904,0.4204509399224366,0.2397003745318352,0.06741573033707865,0.1348314606741573,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,subj,tyy,311,0.5096788240470879,0.5412695579009185,0.2861736334405145,0.12540192926045016,0.1414790996784566,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,eval_morphology_label,multi_correction,391,0.406004235215123,0.4492002091229991,0.2915601023017903,0.10485933503836317,0.1483375959079284,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,eval_morphology_label,reverse_correction,247,0.4441921285802295,0.4853122700872993,0.30364372469635625,0.11336032388663968,0.11740890688259109,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,eval_morphology_label,single_lobe,111,0.4185448330533397,0.4624539980715191,0.14414414414414414,0.036036036036036036,0.08108108108108109,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,true_peak_abs_bin,large_>=0.3,655,0.45486046176489076,0.5058310815424637,0.3053435114503817,0.11145038167938931,0.11755725190839694,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,true_peak_abs_bin,medium_0.1-0.3,91,0.18330853534760055,0.16670571099762077,0.054945054945054944,0.0,0.2087912087912088,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,true_peak_abs_bin,tiny_<0.1,3,0.10230300823847453,0.11740938449899356,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,phase_type,primary,248,0.43793395073002866,0.43910891828202314,0.21370967741935484,0.07661290322580645,0.10887096774193548,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,phase_type,secondary,501,0.4118043281762543,0.4749357176260528,0.3033932135728543,0.10778443113772455,0.1377245508982036,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,road_type_anchor,curve,279,0.46232428305572076,0.5172820385632282,0.24014336917562723,0.08243727598566308,0.12186379928315412,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,1,road_type_anchor,straight,470,0.39560236856341363,0.43089386703287985,0.2936170212765957,0.10638297872340426,0.13191489361702127,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,subj,cwh,171,0.3596634849775256,0.40251751435778993,0.2631578947368421,0.07017543859649122,0.12280701754385964,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,subj,gf,267,0.38247444354388377,0.4339185807581865,0.21348314606741572,0.06741573033707865,0.149812734082397,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,subj,tyy,311,0.5449872567674738,0.5614917428289627,0.29260450160771706,0.1189710610932476,0.13504823151125403,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,eval_morphology_label,multi_correction,391,0.4250857741536234,0.4550736447381775,0.26342710997442453,0.06649616368286446,0.16112531969309463,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,eval_morphology_label,reverse_correction,247,0.4616471485494964,0.5061457211393033,0.2874493927125506,0.12550607287449392,0.1214574898785425,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,eval_morphology_label,single_lobe,111,0.4763854578942866,0.5077378362467563,0.17117117117117117,0.09009009009009009,0.09009009009009009,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,true_peak_abs_bin,large_>=0.3,655,0.48120070952381794,0.5217510192662136,0.2870229007633588,0.10076335877862595,0.12213740458015267,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,true_peak_abs_bin,medium_0.1-0.3,91,0.19215032366196533,0.18794503923669292,0.054945054945054944,0.01098901098901099,0.25274725274725274,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,true_peak_abs_bin,tiny_<0.1,3,0.14734167357285818,0.1535906158387661,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,phase_type,primary,248,0.4517821767292316,0.4635478125682341,0.2217741935483871,0.06451612903225806,0.14112903225806453,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,phase_type,secondary,501,0.4412618550563049,0.48772620862375893,0.2754491017964072,0.10179640718562874,0.13572854291417166,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,road_type_anchor,curve,279,0.5014838633064087,0.5454281750051672,0.21505376344086022,0.1039426523297491,0.11469534050179211,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,road_type_anchor,straight,470,0.41106419436078756,0.44071537704464603,0.28297872340425534,0.08085106382978724,0.15106382978723404,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,3,subj,cwh,171,0.3434554986786424,0.38660153793988,0.2982456140350877,0.08187134502923976,0.11695906432748537,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,subj,gf,267,0.3633687001014693,0.414522996946667,0.23595505617977527,0.07865168539325842,0.14606741573033707,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,subj,tyy,311,0.5257287134335547,0.5408328318507246,0.3279742765273312,0.13183279742765272,0.12861736334405144,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,eval_morphology_label,multi_correction,391,0.4077622310908707,0.4374661700004507,0.309462915601023,0.08951406649616368,0.15601023017902813,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,eval_morphology_label,reverse_correction,247,0.44215030548905554,0.4859775752093085,0.3076923076923077,0.12955465587044535,0.11740890688259109,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,eval_morphology_label,single_lobe,111,0.45590815555539216,0.4855836065872027,0.17117117117117117,0.08108108108108109,0.08108108108108109,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,true_peak_abs_bin,large_>=0.3,655,0.46178101144219175,0.5026101365258903,0.32061068702290074,0.11603053435114503,0.11755725190839694,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,true_peak_abs_bin,medium_0.1-0.3,91,0.17975327700049012,0.16882385429158642,0.06593406593406594,0.0,0.24175824175824176,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,true_peak_abs_bin,tiny_<0.1,3,0.14261745909849802,0.13763457102080187,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,phase_type,primary,248,0.43592853647386354,0.4481621410419804,0.24596774193548387,0.08064516129032258,0.13306451612903225,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,phase_type,secondary,501,0.4214404910847455,0.4667491075841193,0.3093812375249501,0.11177644710578842,0.1317365269461078,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,road_type_anchor,curve,279,0.4789392407249165,0.5246884346769382,0.22939068100358423,0.11827956989247312,0.1111111111111111,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,3,road_type_anchor,straight,470,0.3949530104611148,0.4225477459642323,0.32340425531914896,0.09148936170212765,0.14468085106382977,G15B_检索加残差修正
触发前车辆事件加连续风格和肌电,5,subj,cwh,171,0.3455239121110467,0.3878244737391932,0.3157894736842105,0.10526315789473684,0.12280701754385964,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,subj,gf,267,0.36694017773989435,0.4121491391550094,0.2546816479400749,0.10486891385767791,0.1348314606741573,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,subj,tyy,311,0.5194888000535237,0.5383016037548086,0.33440514469453375,0.1382636655948553,0.12861736334405144,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,eval_morphology_label,multi_correction,391,0.40823975441705845,0.4410106481655556,0.30179028132992325,0.10997442455242967,0.15089514066496162,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,eval_morphology_label,reverse_correction,247,0.43746056217654994,0.4762925959554188,0.3562753036437247,0.145748987854251,0.11740890688259109,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,eval_morphology_label,single_lobe,111,0.4589561298153959,0.4837312549352646,0.18018018018018017,0.09009009009009009,0.08108108108108109,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,true_peak_abs_bin,large_>=0.3,655,0.46206792482665476,0.500774946925408,0.33435114503816793,0.13587786259541984,0.11603053435114503,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,true_peak_abs_bin,medium_0.1-0.3,91,0.17099807038903236,0.16840645219045844,0.07692307692307693,0.0,0.23076923076923078,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,true_peak_abs_bin,tiny_<0.1,3,0.13443935910860697,0.147008848687013,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,phase_type,primary,248,0.442328420888272,0.4555024259231774,0.24596774193548387,0.09274193548387097,0.125,G15A_相似历史检索
触发前车辆事件加连续风格和肌电,5,phase_type,secondary,501,0.4170083530217469,0.46069661138240925,0.32934131736526945,0.1317365269461078,0.1317365269461078,G15A_相似历史检索
