feature_set,k,group_family,group_label,sample_count,rmse,tail_rmse,under_amp_rate,severe_under_amp_rate,opposite_peak_rate,model_id
触发前车辆和事件信息,3,eval_morphology_label,reverse_correction,247,0.4489921544365555,0.510508469611346,0.2591093117408907,0.08906882591093117,0.12550607287449392,G15A_相似历史检索
触发前车辆和事件信息,3,eval_morphology_label,single_lobe,111,0.4899854711047164,0.5264640142218219,0.18018018018018017,0.07207207207207207,0.09009009009009009,G15A_相似历史检索
触发前车辆和事件信息,3,true_peak_abs_bin,large_>=0.3,655,0.4826660899544945,0.5344451273215636,0.2732824427480916,0.09312977099236641,0.1251908396946565,G15A_相似历史检索
触发前车辆和事件信息,3,true_peak_abs_bin,medium_0.1-0.3,91,0.178018194183216,0.18988694343715906,0.054945054945054944,0.01098901098901099,0.2087912087912088,G15A_相似历史检索
触发前车辆和事件信息,3,true_peak_abs_bin,tiny_<0.1,3,0.10010689248641332,0.12228186056017876,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆和事件信息,3,phase_type,primary,248,0.4598216180869889,0.47548253972443844,0.2056451612903226,0.06854838709677419,0.11290322580645161,G15A_相似历史检索
触发前车辆和事件信息,3,phase_type,secondary,501,0.4363483113428195,0.49857973249186716,0.2654690618762475,0.08982035928143713,0.14570858283433133,G15A_相似历史检索
触发前车辆和事件信息,3,road_type_anchor,curve,279,0.5024359997588888,0.5681441904055655,0.18996415770609318,0.08602150537634409,0.11469534050179211,G15A_相似历史检索
触发前车辆和事件信息,3,road_type_anchor,straight,470,0.4095034496502039,0.4450976312913476,0.27872340425531916,0.08085106382978724,0.14680851063829786,G15A_相似历史检索
触发前车辆和事件信息,3,subj,cwh,171,0.3275766895746278,0.3739644995296908,0.2982456140350877,0.09941520467836257,0.09941520467836257,G15B_检索加残差修正
触发前车辆和事件信息,3,subj,gf,267,0.35304331606470246,0.413987202487872,0.23595505617977527,0.07116104868913857,0.11235955056179775,G15B_检索加残差修正
触发前车辆和事件信息,3,subj,tyy,311,0.5064520438671879,0.5325508820509891,0.3054662379421222,0.1189710610932476,0.12540192926045016,G15B_检索加残差修正
触发前车辆和事件信息,3,eval_morphology_label,multi_correction,391,0.39419764649037203,0.43208836194942407,0.29923273657289,0.10230179028132992,0.1329923273657289,G15B_检索加残差修正
触发前车辆和事件信息,3,eval_morphology_label,reverse_correction,247,0.4175360019088757,0.47493715796182273,0.29959514170040485,0.10526315789473684,0.10931174089068826,G15B_检索加残差修正
触发前车辆和事件信息,3,eval_morphology_label,single_lobe,111,0.45515398828832954,0.4851334167828968,0.16216216216216217,0.06306306306306306,0.06306306306306306,G15B_检索加残差修正
触发前车辆和事件信息,3,true_peak_abs_bin,large_>=0.3,655,0.4468424614888566,0.4969946038781288,0.3068702290076336,0.11145038167938931,0.1083969465648855,G15B_检索加残差修正
触发前车辆和事件信息,3,true_peak_abs_bin,medium_0.1-0.3,91,0.16267684523712148,0.15613721513731793,0.08791208791208792,0.0,0.16483516483516483,G15B_检索加残差修正
触发前车辆和事件信息,3,true_peak_abs_bin,tiny_<0.1,3,0.0997865858177344,0.12196156134208043,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆和事件信息,3,phase_type,primary,248,0.4290589329996897,0.44175986058619476,0.23387096774193547,0.08064516129032258,0.0967741935483871,G15B_检索加残差修正
触发前车辆和事件信息,3,phase_type,secondary,501,0.4019523943419347,0.46017842590083885,0.3013972055888224,0.10578842315369262,0.12375249500998003,G15B_检索加残差修正
触发前车辆和事件信息,3,road_type_anchor,curve,279,0.4619839288107383,0.5256460705925594,0.22580645161290322,0.08960573476702509,0.1003584229390681,G15B_检索加残差修正
触发前车辆和事件信息,3,road_type_anchor,straight,470,0.38061967832135396,0.41159698533270744,0.31063829787234043,0.10212765957446808,0.12340425531914893,G15B_检索加残差修正
触发前车辆和事件信息,5,subj,cwh,171,0.3381949861190821,0.3928167918991101,0.27485380116959063,0.08187134502923976,0.10526315789473684,G15A_相似历史检索
触发前车辆和事件信息,5,subj,gf,267,0.3595697648739547,0.41668810377992715,0.2696629213483146,0.0749063670411985,0.1348314606741573,G15A_相似历史检索
触发前车辆和事件信息,5,subj,tyy,311,0.5021022645654786,0.5210880150844813,0.33440514469453375,0.12218649517684887,0.13183279742765272,G15A_相似历史检索
触发前车辆和事件信息,5,eval_morphology_label,multi_correction,391,0.39646012439866507,0.43379858167141755,0.3069053708439898,0.09207161125319693,0.1483375959079284,G15A_相似历史检索
触发前车辆和事件信息,5,eval_morphology_label,reverse_correction,247,0.4205120536329051,0.4690023473113293,0.340080971659919,0.11336032388663968,0.10526315789473684,G15A_相似历史检索
触发前车辆和事件信息,5,eval_morphology_label,single_lobe,111,0.46043142558889344,0.49573822158413966,0.17117117117117117,0.07207207207207207,0.0990990990990991,G15A_相似历史检索
触发前车辆和事件信息,5,true_peak_abs_bin,large_>=0.3,655,0.4509795726767478,0.4971639189101357,0.3236641221374046,0.1083969465648855,0.11755725190839694,G15A_相似历史检索
触发前车辆和事件信息,5,true_peak_abs_bin,medium_0.1-0.3,91,0.15628169919108295,0.1581198905113634,0.12087912087912088,0.01098901098901099,0.1978021978021978,G15A_相似历史检索
触发前车辆和事件信息,5,true_peak_abs_bin,tiny_<0.1,3,0.12567313263813654,0.15149696419636408,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆和事件信息,5,phase_type,primary,248,0.4379867804086497,0.45600636872733313,0.2661290322580645,0.08870967741935484,0.12096774193548387,G15A_相似历史检索
触发前车辆和事件信息,5,phase_type,secondary,501,0.4019352347030492,0.4538846075267135,0.313373253493014,0.0998003992015968,0.12974051896207583,G15A_相似历史检索
触发前车辆和事件信息,5,road_type_anchor,curve,279,0.4707663620164531,0.5240626542972514,0.2616487455197133,0.0967741935483871,0.1003584229390681,G15A_相似历史检索
触发前车辆和事件信息,5,road_type_anchor,straight,470,0.38009884920209014,0.413345292056019,0.3191489361702128,0.09574468085106383,0.1425531914893617,G15A_相似历史检索
触发前车辆和事件信息,5,subj,cwh,171,0.3271032035220088,0.3784816224966743,0.30994152046783624,0.08771929824561403,0.0935672514619883,G15B_检索加残差修正
触发前车辆和事件信息,5,subj,gf,267,0.34676914627241734,0.403114564333125,0.27715355805243447,0.07865168539325842,0.10486891385767791,G15B_检索加残差修正
触发前车辆和事件信息,5,subj,tyy,311,0.4902838081528711,0.5098111964372912,0.3279742765273312,0.13504823151125403,0.12218649517684887,G15B_检索加残差修正
触发前车辆和事件信息,5,eval_morphology_label,multi_correction,391,0.38434509457567767,0.42123769799633254,0.32225063938618925,0.10485933503836317,0.1278772378516624,G15B_检索加残差修正
触发前车辆和事件信息,5,eval_morphology_label,reverse_correction,247,0.4091641967927637,0.4557459724705048,0.340080971659919,0.1214574898785425,0.0931174089068826,G15B_检索加残差修正
触发前车辆和事件信息,5,eval_morphology_label,single_lobe,111,0.44736743788864164,0.48315345134317605,0.17117117117117117,0.06306306306306306,0.08108108108108109,G15B_检索加残差修正
触发前车辆和事件信息,5,true_peak_abs_bin,large_>=0.3,655,0.4378405434655324,0.4840676360301503,0.3374045801526718,0.11603053435114503,0.10076335877862595,G15B_检索加残差修正
触发前车辆和事件信息,5,true_peak_abs_bin,medium_0.1-0.3,91,0.1519608504988335,0.1467627408392318,0.08791208791208792,0.02197802197802198,0.17582417582417584,G15B_检索加残差修正
触发前车辆和事件信息,5,true_peak_abs_bin,tiny_<0.1,3,0.1287602757414182,0.1611723999182383,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆和事件信息,5,phase_type,primary,248,0.42594725817381857,0.44240830322321983,0.2540322580645161,0.09274193548387097,0.0967741935483871,G15B_检索加残差修正
触发前车辆和事件信息,5,phase_type,secondary,501,0.3899508067174348,0.4414889601128038,0.3313373253493014,0.10978043912175649,0.1157684630738523,G15B_检索加残差修正
触发前车辆和事件信息,5,road_type_anchor,curve,279,0.4556631058935196,0.5096955222601746,0.26523297491039427,0.1003584229390681,0.08960573476702509,G15B_检索加残差修正
触发前车辆和事件信息,5,road_type_anchor,straight,470,0.36993673967712737,0.4014854840537969,0.32978723404255317,0.10638297872340426,0.12127659574468085,G15B_检索加残差修正
触发前车辆和事件信息,10,subj,cwh,171,0.3246074459183286,0.3736596205952572,0.36257309941520466,0.13450292397660818,0.08771929824561403,G15A_相似历史检索
触发前车辆和事件信息,10,subj,gf,267,0.34462712776292576,0.39695230236256057,0.31835205992509363,0.10112359550561797,0.1198501872659176,G15A_相似历史检索
触发前车辆和事件信息,10,subj,tyy,311,0.49464968336788023,0.5168137558080088,0.38263665594855306,0.1832797427652733,0.1189710610932476,G15A_相似历史检索
触发前车辆和事件信息,10,eval_morphology_label,multi_correction,391,0.38143121668368657,0.41718293100719334,0.3657289002557545,0.14066496163682865,0.1278772378516624,G15A_相似历史检索
触发前车辆和事件信息,10,eval_morphology_label,reverse_correction,247,0.41629977359885145,0.461264283995819,0.4089068825910931,0.1659919028340081,0.09716599190283401,G15A_相似历史检索
触发前车辆和事件信息,10,eval_morphology_label,single_lobe,111,0.4449884512604357,0.4825255291721037,0.1981981981981982,0.0990990990990991,0.09009009009009009,G15A_相似历史检索
触发前车辆和事件信息,10,true_peak_abs_bin,large_>=0.3,655,0.4394346300085992,0.48420861195061954,0.38778625954198476,0.16030534351145037,0.11145038167938931,G15A_相似历史检索
触发前车辆和事件信息,10,true_peak_abs_bin,medium_0.1-0.3,91,0.14555404982069037,0.14557524451187678,0.13186813186813187,0.02197802197802198,0.12087912087912088,G15A_相似历史检索
触发前车辆和事件信息,10,true_peak_abs_bin,tiny_<0.1,3,0.09475556761026382,0.06904994354893763,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆和事件信息,10,phase_type,primary,248,0.42396735906180355,0.45578619160674394,0.29435483870967744,0.11290322580645161,0.09274193548387097,G15A_相似历史检索
触发前车辆和事件信息,10,phase_type,secondary,501,0.3916476304287801,0.4342837572662892,0.3852295409181637,0.15768463073852296,0.1217564870259481,G15A_相似历史检索
触发前车辆和事件信息,10,road_type_anchor,curve,279,0.45623136694980354,0.5124768633028245,0.3333333333333333,0.14695340501792115,0.1039426523297491,G15A_相似历史检索
触发前车辆和事件信息,10,road_type_anchor,straight,470,0.37036343938968286,0.3992129639306284,0.3680851063829787,0.14042553191489363,0.11702127659574468,G15A_相似历史检索
触发前车辆和事件信息,10,subj,cwh,171,0.3205182643182445,0.36820260132526794,0.34502923976608185,0.10526315789473684,0.0935672514619883,G15B_检索加残差修正
触发前车辆和事件信息,10,subj,gf,267,0.3381501336822684,0.39058568524301385,0.2846441947565543,0.09737827715355805,0.11235955056179775,G15B_检索加残差修正
触发前车辆和事件信息,10,subj,tyy,311,0.48861054940766074,0.510298061618803,0.3729903536977492,0.17041800643086816,0.10932475884244373,G15B_检索加残差修正
触发前车辆和事件信息,10,eval_morphology_label,multi_correction,391,0.37691197759660006,0.41245702085087593,0.3452685421994885,0.13554987212276215,0.13043478260869565,G15B_检索加残差修正
触发前车辆和事件信息,10,eval_morphology_label,reverse_correction,247,0.4084723995478168,0.4515642346399516,0.3805668016194332,0.13765182186234817,0.08906882591093117,G15B_检索加残差修正
触发前车辆和事件信息,10,eval_morphology_label,single_lobe,111,0.43952543989897846,0.47878071028101554,0.1981981981981982,0.09009009009009009,0.06306306306306306,G15B_检索加残差修正
触发前车辆和事件信息,10,true_peak_abs_bin,large_>=0.3,655,0.4323753020121851,0.4771490372717381,0.36793893129770994,0.1450381679389313,0.10381679389312977,G15B_检索加残差修正
触发前车辆和事件信息,10,true_peak_abs_bin,medium_0.1-0.3,91,0.14872903186459463,0.14514565789191933,0.10989010989010989,0.02197802197802198,0.13186813186813187,G15B_检索加残差修正
触发前车辆和事件信息,10,true_peak_abs_bin,tiny_<0.1,3,0.10414167990287145,0.07028188960005839,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆和事件信息,10,phase_type,primary,248,0.4181849808627439,0.44730540451353357,0.2782258064516129,0.10887096774193548,0.09274193548387097,G15B_检索加残差修正
触发前车辆和事件信息,10,phase_type,secondary,501,0.38591360180320855,0.42918159606905576,0.36327345309381237,0.13972055888223553,0.11377245508982035,G15B_检索加残差修正
触发前车辆和事件信息,10,road_type_anchor,curve,279,0.44874921230111925,0.505244613982283,0.32616487455197135,0.12903225806451613,0.0967741935483871,G15B_检索加残差修正
触发前车辆和事件信息,10,road_type_anchor,straight,470,0.3656416160113951,0.39359249499765164,0.3404255319148936,0.12978723404255318,0.1127659574468085,G15B_检索加残差修正
触发前车辆和事件信息,20,subj,cwh,171,0.33026424106972957,0.3797369599342346,0.42105263157894735,0.1871345029239766,0.09941520467836257,G15A_相似历史检索
触发前车辆和事件信息,20,subj,gf,267,0.34533355564353396,0.38840418440823476,0.38202247191011235,0.16104868913857678,0.1198501872659176,G15A_相似历史检索
触发前车辆和事件信息,20,subj,tyy,311,0.4973494950741817,0.5228249083581558,0.4533762057877814,0.21221864951768488,0.10932475884244373,G15A_相似历史检索
触发前车辆和事件信息,20,eval_morphology_label,multi_correction,391,0.3880458878700995,0.4214212906682659,0.45524296675191817,0.19437340153452684,0.13554987212276215,G15A_相似历史检索
触发前车辆和事件信息,20,eval_morphology_label,reverse_correction,247,0.41423395159183,0.458119598009929,0.46153846153846156,0.21862348178137653,0.07692307692307693,G15A_相似历史检索
触发前车辆和事件信息,20,eval_morphology_label,single_lobe,111,0.44426314727411614,0.48023620293148467,0.2072072072072072,0.0990990990990991,0.0990990990990991,G15A_相似历史检索
触发前车辆和事件信息,20,true_peak_abs_bin,large_>=0.3,655,0.44487024629275307,0.4875837980421217,0.4442748091603053,0.21068702290076335,0.11145038167938931,G15A_相似历史检索
触发前车辆和事件信息,20,true_peak_abs_bin,medium_0.1-0.3,91,0.1287162247226461,0.12766275409568142,0.26373626373626374,0.03296703296703297,0.10989010989010989,G15A_相似历史检索
触发前车辆和事件信息,20,true_peak_abs_bin,tiny_<0.1,3,0.08391659210125606,0.08426184828082721,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆和事件信息,20,phase_type,primary,248,0.4200032531028433,0.4424872573149661,0.3629032258064516,0.16129032258064516,0.0967741935483871,G15A_相似历史检索
触发前车辆和事件信息,20,phase_type,secondary,501,0.39759307540581373,0.4421170540339873,0.4491017964071856,0.20159680638722555,0.11776447105788423,G15A_相似历史检索
触发前车辆和事件信息,20,road_type_anchor,curve,279,0.44921151367032824,0.4954106353597188,0.3870967741935484,0.1935483870967742,0.0967741935483871,G15A_相似历史检索
触发前车辆和事件信息,20,road_type_anchor,straight,470,0.3787764366676516,0.4106764183399525,0.44042553191489364,0.1851063829787234,0.11914893617021277,G15A_相似历史检索
触发前车辆和事件信息,20,subj,cwh,171,0.3242629579546159,0.37363714463355246,0.38596491228070173,0.16374269005847952,0.0935672514619883,G15B_检索加残差修正
触发前车辆和事件信息,20,subj,gf,267,0.3378283223799998,0.38373914250427305,0.3595505617977528,0.14232209737827714,0.1198501872659176,G15B_检索加残差修正
触发前车辆和事件信息,20,subj,tyy,311,0.4902733362779932,0.5141313027656395,0.42443729903536975,0.19614147909967847,0.10610932475884244,G15B_检索加残差修正
触发前车辆和事件信息,20,eval_morphology_label,multi_correction,391,0.381896662351954,0.41486492902850325,0.42710997442455245,0.1815856777493606,0.13043478260869565,G15B_检索加残差修正
触发前车辆和事件信息,20,eval_morphology_label,reverse_correction,247,0.4066613908359396,0.4496848852852518,0.4251012145748988,0.1862348178137652,0.08097165991902834,G15B_检索加残差修正
触发前车辆和事件信息,20,eval_morphology_label,single_lobe,111,0.4356502428113877,0.47712418040982235,0.1981981981981982,0.09009009009009009,0.09009009009009009,G15B_检索加残差修正
触发前车辆和事件信息,20,true_peak_abs_bin,large_>=0.3,655,0.4361256573548299,0.47971326092983246,0.42290076335877863,0.19083969465648856,0.10534351145038168,G15B_检索加残差修正
触发前车辆和事件信息,20,true_peak_abs_bin,medium_0.1-0.3,91,0.1337830975324243,0.1292631879428422,0.18681318681318682,0.02197802197802198,0.13186813186813187,G15B_检索加残差修正
触发前车辆和事件信息,20,true_peak_abs_bin,tiny_<0.1,3,0.095856008430322,0.0900006430844466,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆和事件信息,20,phase_type,primary,248,0.4124936760823813,0.4349372309347194,0.33064516129032256,0.1532258064516129,0.0846774193548387,G15B_检索加残差修正
触发前车辆和事件信息,20,phase_type,secondary,501,0.3908696682629233,0.43588963007840686,0.4231536926147705,0.17764471057884232,0.11976047904191617,G15B_检索加残差修正
触发前车辆和事件信息,20,road_type_anchor,curve,279,0.4407811927806092,0.49073379736820966,0.36200716845878134,0.17562724014336917,0.08243727598566308,G15B_检索加残差修正
触发前车辆和事件信息,20,road_type_anchor,straight,470,0.3726514525156706,0.4028306563305569,0.4106382978723404,0.16595744680851063,0.12340425531914893,G15B_检索加残差修正
触发前车辆事件加连续风格,1,subj,cwh,171,0.4383481791493488,0.48518484663109335,0.17543859649122806,0.04093567251461988,0.1286549707602339,G15A_相似历史检索
触发前车辆事件加连续风格,1,subj,gf,267,0.4935752839436022,0.5703237330129419,0.14232209737827714,0.0299625468164794,0.16853932584269662,G15A_相似历史检索
触发前车辆事件加连续风格,1,subj,tyy,311,0.6445423430161269,0.6880260497643058,0.17684887459807075,0.06752411575562701,0.1864951768488746,G15A_相似历史检索
触发前车辆事件加连续风格,1,eval_morphology_label,multi_correction,391,0.5308672633698529,0.5865466576260145,0.15089514066496162,0.04859335038363171,0.17902813299232737,G15A_相似历史检索
触发前车辆事件加连续风格,1,eval_morphology_label,reverse_correction,247,0.5753410962006824,0.6220882981035271,0.19433198380566802,0.05668016194331984,0.17408906882591094,G15A_相似历史检索
触发前车辆事件加连续风格,1,eval_morphology_label,single_lobe,111,0.5181662827595934,0.5966089567723306,0.14414414414414414,0.02702702702702703,0.10810810810810811,G15A_相似历史检索
触发前车辆事件加连续风格,1,true_peak_abs_bin,large_>=0.3,655,0.5865853134343643,0.6495980731716365,0.1801526717557252,0.0549618320610687,0.15267175572519084,G15A_相似历史检索
触发前车辆事件加连续风格,1,true_peak_abs_bin,medium_0.1-0.3,91,0.2481755146777237,0.2546506904393107,0.054945054945054944,0.0,0.27472527472527475,G15A_相似历史检索
触发前车辆事件加连续风格,1,true_peak_abs_bin,tiny_<0.1,3,0.13248533010482788,0.18639873589078584,0.0,0.0,0.0,G15A_相似历史检索
触发前车辆事件加连续风格,1,phase_type,primary,248,0.5519579030543326,0.5496154418440475,0.14112903225806453,0.036290322580645164,0.1693548387096774,G15A_相似历史检索
触发前车辆事件加连续风格,1,phase_type,secondary,501,0.5395394175010408,0.6245798750254447,0.17564870259481039,0.05389221556886228,0.1656686626746507,G15A_相似历史检索
触发前车辆事件加连续风格,1,road_type_anchor,curve,279,0.5982773806699502,0.6682003830496128,0.14336917562724014,0.043010752688172046,0.12903225806451613,G15A_相似历史检索
触发前车辆事件加连续风格,1,road_type_anchor,straight,470,0.5112242955714464,0.5591302980728289,0.17659574468085107,0.05106382978723404,0.18936170212765957,G15A_相似历史检索
触发前车辆事件加连续风格,1,subj,cwh,171,0.340778373726453,0.38358192805919733,0.30994152046783624,0.10526315789473684,0.08187134502923976,G15B_检索加残差修正
触发前车辆事件加连续风格,1,subj,gf,267,0.36674045954136814,0.42002826353555983,0.23595505617977527,0.06367041198501873,0.1348314606741573,G15B_检索加残差修正
触发前车辆事件加连续风格,1,subj,tyy,311,0.5091025736602173,0.5370550631183136,0.2829581993569132,0.12540192926045016,0.14469453376205788,G15B_检索加残差修正
触发前车辆事件加连续风格,1,eval_morphology_label,multi_correction,391,0.4065662874170886,0.44645461009438997,0.29411764705882354,0.10997442455242967,0.14578005115089515,G15B_检索加残差修正
触发前车辆事件加连续风格,1,eval_morphology_label,reverse_correction,247,0.44239752038348057,0.4814236736535905,0.29959514170040485,0.10931174089068826,0.11740890688259109,G15B_检索加残差修正
触发前车辆事件加连续风格,1,eval_morphology_label,single_lobe,111,0.4169738657504052,0.46206108786098593,0.13513513513513514,0.036036036036036036,0.08108108108108109,G15B_检索加残差修正
触发前车辆事件加连续风格,1,true_peak_abs_bin,large_>=0.3,655,0.4542062671869311,0.5027090106358509,0.3053435114503817,0.11297709923664122,0.11603053435114503,G15B_检索加残差修正
触发前车辆事件加连续风格,1,true_peak_abs_bin,medium_0.1-0.3,91,0.18357336688991432,0.16619064312960422,0.04395604395604396,0.0,0.2087912087912088,G15B_检索加残差修正
触发前车辆事件加连续风格,1,true_peak_abs_bin,tiny_<0.1,3,0.10447453955809276,0.12214340021212895,0.0,0.0,0.0,G15B_检索加残差修正
触发前车辆事件加连续风格,1,phase_type,primary,248,0.43803920667438256,0.4408117846075085,0.20967741935483872,0.08064516129032258,0.10887096774193548,G15B_检索加残差修正
触发前车辆事件加连续风格,1,phase_type,secondary,501,0.4109580474208572,0.4699458245693626,0.3033932135728543,0.10778443113772455,0.13572854291417166,G15B_检索加残差修正
触发前车辆事件加连续风格,1,road_type_anchor,curve,279,0.4625255532936597,0.5166184278038134,0.23655913978494625,0.08243727598566308,0.12544802867383512,G15B_检索加残差修正
触发前车辆事件加连续风格,1,road_type_anchor,straight,470,0.39463633115779845,0.4268673177332954,0.2936170212765957,0.10851063829787234,0.1276595744680851,G15B_检索加残差修正
触发前车辆事件加连续风格,3,subj,cwh,171,0.3628860603560481,0.40873361372372563,0.26900584795321636,0.07602339181286549,0.12280701754385964,G15A_相似历史检索
触发前车辆事件加连续风格,3,subj,gf,267,0.3782434053021424,0.4287329084215483,0.20599250936329588,0.06741573033707865,0.149812734082397,G15A_相似历史检索
触发前车辆事件加连续风格,3,subj,tyy,311,0.5421981041670038,0.5577323863752953,0.28938906752411575,0.1189710610932476,0.13504823151125403,G15A_相似历史检索
触发前车辆事件加连续风格,3,eval_morphology_label,multi_correction,391,0.4220481624688639,0.4518407299552503,0.2608695652173913,0.06905370843989769,0.16112531969309463,G15A_相似历史检索
触发前车辆事件加连续风格,3,eval_morphology_label,reverse_correction,247,0.4632675977883793,0.5088284794799229,0.2834008097165992,0.12550607287449392,0.1214574898785425,G15A_相似历史检索
触发前车辆事件加连续风格,3,eval_morphology_label,single_lobe,111,0.47045214192287343,0.49972564697282407,0.17117117117117117,0.09009009009009009,0.09009009009009009,G15A_相似历史检索
触发前车辆事件加连续风格,3,true_peak_abs_bin,large_>=0.3,655,0.47854596153470397,0.518860781135194,0.28396946564885495,0.10229007633587786,0.12213740458015267,G15A_相似历史检索
触发前车辆事件加连续风格,3,true_peak_abs_bin,medium_0.1-0.3,91,0.19536807416723326,0.19236674166929263,0.054945054945054944,0.01098901098901099,0.25274725274725274,G15A_相似历史检索
