split,seed,local_idx,subj,sample_key,phase_type,road_type_anchor,mechanism_tag,is_curve,structure_slice,structure_heavy,valid_future_len,eval_morphology_label,rmse_2s_abs_steer,rmse_pre_tail_abs_steer,rmse_tail_abs_steer,tail_pre_gap_abs_steer,tail_pre_ratio_abs_steer,late_mean_abs_err_steer,trend_corr,tail_trend_corr,shape_corr,tail_shape_corr,direction_match,tail_direction_match,tail_slope_abs_err,boundary_slope_abs_err,boundary_shift_abs_err,turning_count_abs_err,turning_has_reversal_match,first_reversal_time_abs_err_s,peak_time_abs_err_s,peak_abs_amp_err,range_abs_err,extrema_count_abs_err,interaction_slice,reversal_slice,effective_mechanism_tag,true_peak_abs,pred_peak_abs,amp_ratio_pred_over_gt,under_amp,severe_under_amp,opposite_at_true_peak,tail_drift_risk,true_peak_abs_bin,model_id,feature_set,k
test,2026,543,tyy,tyy::Entity_Recording_2025_09_28_14_23_43_vehicle_aligned_cleaned.csv::106::trigger_idx,secondary,straight,unknown,0,structure_heavy,1,400,reverse_correction,1.000745415687561,1.5770429372787476,0.9604650735855103,-0.6165778636932373,0.6090291169576785,0.9057928323745728,0.007978113639967595,-0.14745936300233375,0.722335960107831,-0.9799230000154387,1,0,2.0332833230495453,0.9536862373352051,0.5429602861404419,1,0,,0.0,0.02738475799560547,1.5393426418304443,1,unknown,reversal,unknown,2.4825599193573,2.4824249744415283,0.9999452400484066,0,0,0,0,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,544,tyy,tyy::Entity_Recording_2025_09_28_14_23_43_vehicle_aligned_cleaned.csv::107::trigger_idx,primary,straight,unknown,0,structure_heavy,1,400,multi_correction,0.8094477653503418,0.6311240196228027,0.7573474049568176,0.1262233853340149,1.1999977332656047,0.7559525370597839,-0.40687175722524316,0.7511068189655662,0.08789629657624004,0.8134145744081036,0,1,0.27202585339546204,1.5387177467346191,0.2004561424255371,1,1,0.35000000000000003,0.2,0.7569504976272583,0.2958976626396179,3,unknown,reversal,unknown,1.6680099964141846,0.9124642014503479,0.5470372817756733,1,0,0,0,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,546,tyy,tyy::Entity_Recording_2025_09_28_14_23_43_vehicle_aligned_cleaned.csv::109::trigger_idx,secondary,straight,unknown,0,structure_heavy,1,400,multi_correction,0.4980817437171936,0.49317827820777893,0.7620376944541931,0.2688594162464142,1.5451566151126712,0.7606260776519775,0.6553722808590292,-0.3620478624040661,0.5035553218942699,0.6195873034289427,1,1,0.15224689245224,0.2213934063911438,0.7779974341392517,2,0,,1.05,0.2649707794189453,0.27387571334838867,2,unknown,reversal,unknown,1.2615200281143188,0.9990829229354858,0.7919669198292184,0,0,0,1,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,553,tyy,tyy::Entity_Recording_2025_09_28_14_23_43_vehicle_aligned_cleaned.csv::116::trigger_idx,secondary,straight,unknown,0,non_structure_heavy,0,400,single_lobe,0.21254372596740723,0.25557518005371094,0.14507201313972473,-0.1105031669139862,0.5676294835552576,0.12915068864822388,0.7566236892415366,-0.18779980822607953,0.77515460059138,0.6800026041588986,1,1,0.35884939879179,0.008603781461715698,0.1765681505203247,1,1,0.4,0.7000000000000001,0.12174133956432343,0.2729772925376892,2,non_interaction,non_reversal,obstacle_reactive,0.1932079941034317,0.2929345369338989,1.5161537292465823,0,0,0,0,medium_0.1-0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,571,tyy,tyy::Entity_Recording_2025_09_28_14_23_43_vehicle_aligned_cleaned.csv::134::trigger_idx,primary,straight,unknown,0,structure_heavy,1,400,multi_correction,1.0485152006149292,0.7904115915298462,1.3013519048690796,0.5109403133392334,1.6464230817846113,1.296905517578125,0.47975816817838957,0.4985859342462303,0.9303977987540122,0.7038798431377051,1,1,0.2869367226958275,1.7035354375839233,0.6736352443695068,1,1,0.05,0.25,1.4267784357070923,2.831878662109375,5,unknown,reversal,unknown,2.3265199661254883,0.8994385600090027,0.38660238747252645,1,1,0,1,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,602,tyy,tyy::Entity_Recording_2025_09_28_14_40_01_vehicle_aligned_cleaned.csv::10::trigger_idx,primary,straight,unknown,0,structure_heavy,1,400,reverse_correction,1.27522873878479,1.6946003437042236,1.2667570114135742,-0.4278433322906494,0.7475255204830877,1.1374003887176514,0.27188639634630185,0.7747579618584355,0.22151803664594222,0.9973202264355145,1,1,3.3783546090126038,0.14001023769378662,2.410966455936432,2,1,0.2,0.2,0.9912760257720947,0.8186048269271851,2,unknown,reversal,unknown,1.9593100547790527,0.9704138040542603,0.4952831770571987,1,0,0,0,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,612,tyy,tyy::Entity_Recording_2025_09_28_14_40_01_vehicle_aligned_cleaned.csv::20::trigger_idx,secondary,straight,unknown,0,structure_heavy,1,400,reverse_correction,2.584226369857788,3.1237940788269043,3.2781758308410645,0.15438175201416016,1.0494212286803244,3.278104305267334,0.45735708214904164,-0.32433628205668213,-0.6450462217371133,-0.14777746696016336,0,0,0.15795808285474777,0.771980881690979,0.6226659417152405,1,1,0.9,0.9,2.3421382904052734,1.5600781440734863,2,unknown,reversal,unknown,3.080859899520874,0.7414782047271729,0.24067240583386457,1,1,1,0,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,613,tyy,tyy::Entity_Recording_2025_09_28_14_40_01_vehicle_aligned_cleaned.csv::21::trigger_idx,secondary,curve,unknown,1,structure_heavy,1,400,multi_correction,0.8620192408561707,1.0872153043746948,0.7013059854507446,-0.3859093189239502,0.6450479276536832,0.6670324206352234,0.8075527910729303,-0.47534254742607207,0.9839546518030742,0.0831382862609657,1,1,0.22065427899360657,0.8785653114318848,1.420154094696045,1,1,0.05,0.0,0.0687251091003418,1.0372133255004883,3,unknown,reversal,unknown,2.7120699882507324,2.7120656967163086,0.9999980488953103,0,0,0,0,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,614,tyy,tyy::Entity_Recording_2025_09_28_14_40_01_vehicle_aligned_cleaned.csv::22::trigger_idx,primary,curve,unknown,1,structure_heavy,1,400,reverse_correction,0.9418838024139404,0.5400491952896118,0.9978691935539246,0.45781999826431274,1.8477375464681924,0.9902353882789612,-0.4146201017784916,0.5922252719476736,0.14067684657341398,0.5762273067535026,1,1,0.6717544496059418,0.19492924213409424,1.0501943230628967,1,1,0.2,0.30000000000000004,0.53480064868927,1.3579306602478027,3,unknown,reversal,unknown,2.5160698890686035,2.041083574295044,0.811218627886359,0,0,0,1,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
test,2026,615,tyy,tyy::Entity_Recording_2025_09_28_14_44_09_vehicle_aligned_cleaned.csv::1::trigger_idx,secondary,straight,unknown,0,structure_heavy,1,400,multi_correction,0.9881852865219116,0.8469260931015015,1.6915650367736816,0.8446389436721802,1.9972994462905966,1.6442062854766846,0.35102081627688747,0.6081544682466753,0.6189645775941366,-0.8084256887559418,0,0,2.7185760736465454,1.475515365600586,3.071193218231201,1,1,0.2,0.45,1.3756576776504517,1.8113466501235962,5,unknown,reversal,unknown,2.0666399002075195,0.6985903382301331,0.3380317974738547,1,1,1,1,large_>=0.3,G15B_检索加残差修正,触发前车辆事件加连续风格,1
