feature_set,test_sample_key,rank,distance,neighbor_sample_key,neighbor_subj,neighbor_phase_type,neighbor_road_type,neighbor_morphology
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,3,3.7885642051696777,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::3::trigger_idx,yyl,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,4,3.8747618198394775,yzy::Entity_Recording_2025_09_27_14_13_03_vehicle_aligned_cleaned.csv::10::trigger_idx,yzy,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,5,3.9565298557281494,byx::Entity_Recording_2025_09_28_17_46_00_vehicle_aligned_cleaned.csv::15::trigger_idx,byx,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,1,10.0339937210083,yyl::Entity_Recording_2025_09_28_09_39_01_vehicle_aligned_cleaned.csv::9::trigger_idx,yyl,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,2,10.10882568359375,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::6::trigger_idx,zdq,secondary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,3,11.533637046813965,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::8::trigger_idx,yyl,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,4,11.546082496643066,zx::Entity_Recording_2025_09_27_16_32_00_vehicle_aligned_cleaned.csv::31::trigger_idx,zx,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,5,12.085657119750977,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::5::trigger_idx,zdq,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,1,14.780874252319336,zx::Entity_Recording_2025_09_27_16_46_13_vehicle_aligned_cleaned.csv::17::trigger_idx,zx,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,2,15.142086029052734,yzy::Entity_Recording_2025_09_27_14_13_03_vehicle_aligned_cleaned.csv::13::trigger_idx,yzy,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,3,16.795198440551758,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::7::trigger_idx,zdq,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,4,16.807992935180664,zx::Entity_Recording_2025_09_27_17_56_42_vehicle_aligned_cleaned.csv::20::trigger_idx,zx,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,5,17.00467300415039,zx::Entity_Recording_2025_09_27_17_14_07_vehicle_aligned_cleaned.csv::13::trigger_idx,zx,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,1,7.4091997146606445,zxy::Entity_Recording_2025_09_28_16_01_55_vehicle_aligned_cleaned.csv::29::trigger_idx,zxy,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,2,8.766658782958984,lx::Entity_Recording_2025_09_26_08_58_43_vehicle_aligned_cleaned.csv::20::trigger_idx,lx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,3,8.807068824768066,zdq::Entity_Recording_2025_09_26_16_03_48_vehicle_aligned_cleaned.csv::13::trigger_idx,zdq,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,4,9.435914039611816,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::19::trigger_idx,byx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,5,9.492203712463379,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::11::trigger_idx,zdq,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,1,5.081564426422119,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::11::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,2,5.875155925750732,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::15::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,3,6.037075996398926,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::93::trigger_idx,byx,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,4,6.046906471252441,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::20::trigger_idx,rjy,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,5,6.277833461761475,byx::Entity_Recording_2025_09_28_17_35_43_vehicle_aligned_cleaned.csv::65::trigger_idx,byx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,1,3.247448444366455,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::84::trigger_idx,byx,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,2,3.260193347930908,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::77::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,3,3.6649389266967773,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::68::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,4,3.722099781036377,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::63::trigger_idx,zt,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,5,3.911508083343506,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::85::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,1,4.257032871246338,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::14::trigger_idx,rjy,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,2,4.71156120300293,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::1::trigger_idx,lx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,3,4.730355262756348,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::4::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,4,4.919854640960693,rjy::Entity_Recording_2025_09_28_20_02_20_vehicle_aligned_cleaned.csv::3::trigger_idx,rjy,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,5,4.9654622077941895,zdq::Entity_Recording_2025_09_26_15_21_51_vehicle_aligned_cleaned.csv::3::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,1,5.1950364112854,yyl::Entity_Recording_2025_09_28_09_14_23_vehicle_aligned_cleaned.csv::64::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,2,5.771864891052246,yyl::Entity_Recording_2025_09_28_09_39_01_vehicle_aligned_cleaned.csv::28::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,3,6.207568168640137,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::19::trigger_idx,zdq,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,4,6.438098430633545,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::20::trigger_idx,rjy,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,5,6.512215614318848,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::11::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,1,5.886005401611328,yzy::Entity_Recording_2025_09_27_15_07_57_vehicle_aligned_cleaned.csv::55::trigger_idx,yzy,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,2,6.047595500946045,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::24::trigger_idx,lx,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,3,6.397474765777588,rjy::Entity_Recording_2025_09_28_19_33_26_vehicle_aligned_cleaned.csv::40::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,4,6.790872097015381,rjy::Entity_Recording_2025_09_28_19_51_44_vehicle_aligned_cleaned.csv::40::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,5,6.794809818267822,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::31::trigger_idx,yyl,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,1,4.4569268226623535,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::79::trigger_idx,lx,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,2,4.796156883239746,zx::Entity_Recording_2025_09_27_16_32_00_vehicle_aligned_cleaned.csv::112::trigger_idx,zx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,3,5.038862705230713,lx::Entity_Recording_2025_09_26_09_06_38_vehicle_aligned_cleaned.csv::46::trigger_idx,lx,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,4,5.060561656951904,lxy::Entity_Recording_2025_09_28_18_19_35_vehicle_aligned_cleaned.csv::78::trigger_idx,lxy,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,5,5.561224460601807,gzj::Entity_Recording_2025_09_27_12_17_12_vehicle_aligned_cleaned.csv::51::trigger_idx,gzj,secondary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,1,8.735937118530273,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::80::trigger_idx,lx,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,2,9.162795066833496,yzy::Entity_Recording_2025_09_27_15_07_57_vehicle_aligned_cleaned.csv::77::trigger_idx,yzy,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,3,9.959086418151855,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::92::trigger_idx,zt,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,4,10.159958839416504,lx::Entity_Recording_2025_09_26_09_06_38_vehicle_aligned_cleaned.csv::48::trigger_idx,lx,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,5,10.351805686950684,zdq::Entity_Recording_2025_09_26_15_27_09_vehicle_aligned_cleaned.csv::49::trigger_idx,zdq,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,1,4.52841854095459,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::11::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,2,4.760986328125,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::15::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,3,5.15474796295166,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::20::trigger_idx,rjy,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,4,5.311849594116211,byx::Entity_Recording_2025_09_28_17_25_18_vehicle_aligned_cleaned.csv::29::trigger_idx,byx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,5,5.713238716125488,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::16::trigger_idx,zdq,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,1,6.101001739501953,yzy::Entity_Recording_2025_09_27_14_26_04_vehicle_aligned_cleaned.csv::46::trigger_idx,yzy,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,2,6.128493785858154,byx::Entity_Recording_2025_09_28_17_35_43_vehicle_aligned_cleaned.csv::48::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,3,6.199138641357422,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::25::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,4,6.521792888641357,rjy::Entity_Recording_2025_09_28_20_02_20_vehicle_aligned_cleaned.csv::47::trigger_idx,rjy,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,5,6.541897773742676,byx::Entity_Recording_2025_09_28_17_46_00_vehicle_aligned_cleaned.csv::35::trigger_idx,byx,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,1,5.581380844116211,gzj::Entity_Recording_2025_09_27_12_17_12_vehicle_aligned_cleaned.csv::21::trigger_idx,gzj,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,2,7.05914831161499,rjy::Entity_Recording_2025_09_28_19_51_44_vehicle_aligned_cleaned.csv::58::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,3,7.7492289543151855,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::17::trigger_idx,yyl,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,4,7.842644214630127,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::40::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,5,7.9569268226623535,zxy::Entity_Recording_2025_09_28_16_12_11_vehicle_aligned_cleaned.csv::100::trigger_idx,zxy,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,1,5.006857395172119,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::48::trigger_idx,zt,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,2,6.02475643157959,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::29::trigger_idx,zt,secondary,straight,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,3,6.931050777435303,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::55::trigger_idx,yyl,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,4,7.031562328338623,yzy::Entity_Recording_2025_09_27_14_13_03_vehicle_aligned_cleaned.csv::40::trigger_idx,yzy,primary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,5,7.166655540466309,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::47::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,1,16.099916458129883,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::24::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,2,16.6278133392334,rjy::Entity_Recording_2025_09_28_19_33_26_vehicle_aligned_cleaned.csv::18::trigger_idx,rjy,primary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,3,18.392553329467773,txj::Entity_Recording_2025_09_27_08_40_46_vehicle_aligned_cleaned.csv::6::trigger_idx,txj,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,4,18.522424697875977,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::30::trigger_idx,zt,primary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,5,18.689815521240234,zdq::Entity_Recording_2025_09_26_15_14_51_vehicle_aligned_cleaned.csv::14::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,1,8.519046783447266,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::9::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,2,11.093043327331543,zx::Entity_Recording_2025_09_27_17_29_08_vehicle_aligned_cleaned.csv::27::trigger_idx,zx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,3,11.17036247253418,zx::Entity_Recording_2025_09_27_17_29_08_vehicle_aligned_cleaned.csv::37::trigger_idx,zx,secondary,curve,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,4,11.37221908569336,lxy::Entity_Recording_2025_09_28_17_55_52_vehicle_aligned_cleaned.csv::22::trigger_idx,lxy,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,5,11.526782035827637,gzj::Entity_Recording_2025_09_27_12_04_23_vehicle_aligned_cleaned.csv::26::trigger_idx,gzj,secondary,curve,single_lobe
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,1,7.710737705230713,yzy::Entity_Recording_2025_09_27_14_26_04_vehicle_aligned_cleaned.csv::17::trigger_idx,yzy,secondary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,2,8.03075122833252,txj::Entity_Recording_2025_09_27_08_40_46_vehicle_aligned_cleaned.csv::2::trigger_idx,txj,primary,straight,reverse_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,3,8.081697463989258,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::16::trigger_idx,zt,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,4,8.089896202087402,lx::Entity_Recording_2025_09_26_08_58_43_vehicle_aligned_cleaned.csv::8::trigger_idx,lx,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,5,8.311976432800293,rjy::Entity_Recording_2025_09_28_19_33_26_vehicle_aligned_cleaned.csv::7::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,1,6.178250312805176,zx::Entity_Recording_2025_09_27_16_46_13_vehicle_aligned_cleaned.csv::15::trigger_idx,zx,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,2,6.8331379890441895,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::5::trigger_idx,zdq,primary,curve,single_lobe
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,3,7.062664031982422,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::12::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,4,7.922206401824951,zx::Entity_Recording_2025_09_27_17_45_11_vehicle_aligned_cleaned.csv::12::trigger_idx,zx,secondary,curve,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,5,8.06556510925293,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::9::trigger_idx,lx,secondary,curve,single_lobe
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::10::trigger_idx,1,8.578910827636719,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::13::trigger_idx,yyl,primary,curve,multi_correction
触发前车辆事件加连续风格和肌电,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::10::trigger_idx,2,11.282648086547852,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::18::trigger_idx,rjy,primary,curve,multi_correction
