feature_set,test_sample_key,rank,distance,neighbor_sample_key,neighbor_subj,neighbor_phase_type,neighbor_road_type,neighbor_morphology
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,1,2.1693108081817627,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::7::trigger_idx,rjy,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,2,2.7534573078155518,gzj::Entity_Recording_2025_09_27_12_28_14_vehicle_aligned_cleaned.csv::8::trigger_idx,gzj,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,3,2.9945883750915527,zx::Entity_Recording_2025_09_27_16_46_13_vehicle_aligned_cleaned.csv::14::trigger_idx,zx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,4,3.3503522872924805,zx::Entity_Recording_2025_09_27_17_25_16_vehicle_aligned_cleaned.csv::14::trigger_idx,zx,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::6::trigger_idx,5,3.5231852531433105,byx::Entity_Recording_2025_09_28_17_46_00_vehicle_aligned_cleaned.csv::15::trigger_idx,byx,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,1,9.951462745666504,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::6::trigger_idx,zdq,secondary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,2,9.981745719909668,yyl::Entity_Recording_2025_09_28_09_39_01_vehicle_aligned_cleaned.csv::9::trigger_idx,yyl,primary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,3,11.116250991821289,zx::Entity_Recording_2025_09_27_16_32_00_vehicle_aligned_cleaned.csv::31::trigger_idx,zx,secondary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,4,11.487881660461426,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::8::trigger_idx,yyl,primary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::7::trigger_idx,5,11.95740795135498,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::5::trigger_idx,zdq,primary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,1,14.44710636138916,zx::Entity_Recording_2025_09_27_16_46_13_vehicle_aligned_cleaned.csv::17::trigger_idx,zx,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,2,15.072993278503418,yzy::Entity_Recording_2025_09_27_14_13_03_vehicle_aligned_cleaned.csv::13::trigger_idx,yzy,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,3,16.515043258666992,zx::Entity_Recording_2025_09_27_17_56_42_vehicle_aligned_cleaned.csv::20::trigger_idx,zx,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,4,16.693593978881836,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::7::trigger_idx,zdq,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_23_28_vehicle_aligned_cleaned.csv::8::trigger_idx,5,16.715364456176758,zx::Entity_Recording_2025_09_27_17_14_07_vehicle_aligned_cleaned.csv::13::trigger_idx,zx,primary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,1,6.433990955352783,zxy::Entity_Recording_2025_09_28_16_01_55_vehicle_aligned_cleaned.csv::29::trigger_idx,zxy,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,2,8.630452156066895,zdq::Entity_Recording_2025_09_26_16_03_48_vehicle_aligned_cleaned.csv::13::trigger_idx,zdq,primary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,3,8.675098419189453,lx::Entity_Recording_2025_09_26_08_58_43_vehicle_aligned_cleaned.csv::20::trigger_idx,lx,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,4,9.264252662658691,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::19::trigger_idx,byx,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_27_21_vehicle_aligned_cleaned.csv::12::trigger_idx,5,9.327999114990234,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::11::trigger_idx,zdq,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,1,4.979630947113037,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::11::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,2,5.761721611022949,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::93::trigger_idx,byx,primary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,3,5.786559104919434,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::15::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,4,5.883749961853027,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::20::trigger_idx,rjy,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::16::trigger_idx,5,6.0159101486206055,byx::Entity_Recording_2025_09_28_17_35_43_vehicle_aligned_cleaned.csv::65::trigger_idx,byx,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,1,2.6984541416168213,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::84::trigger_idx,byx,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,2,2.7217116355895996,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::77::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,3,3.1970300674438477,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::63::trigger_idx,zt,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,4,3.197131395339966,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::68::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_35_47_vehicle_aligned_cleaned.csv::20::trigger_idx,5,3.198375701904297,zx::Entity_Recording_2025_09_27_17_14_07_vehicle_aligned_cleaned.csv::42::trigger_idx,zx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,1,4.022912979125977,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::14::trigger_idx,rjy,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,2,4.3927836418151855,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::4::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,3,4.533594131469727,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::1::trigger_idx,lx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,4,4.60469913482666,zx::Entity_Recording_2025_09_27_18_17_48_vehicle_aligned_cleaned.csv::15::trigger_idx,zx,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::1::trigger_idx,5,4.643359661102295,zdq::Entity_Recording_2025_09_26_15_21_51_vehicle_aligned_cleaned.csv::3::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,1,5.089404582977295,yyl::Entity_Recording_2025_09_28_09_14_23_vehicle_aligned_cleaned.csv::64::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,2,5.670637130737305,yyl::Entity_Recording_2025_09_28_09_39_01_vehicle_aligned_cleaned.csv::28::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,3,5.952942848205566,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::19::trigger_idx,zdq,primary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,4,6.284850120544434,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::20::trigger_idx,rjy,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::18::trigger_idx,5,6.432940483093262,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::11::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,1,5.693530082702637,yzy::Entity_Recording_2025_09_27_15_07_57_vehicle_aligned_cleaned.csv::55::trigger_idx,yzy,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,2,5.910604953765869,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::24::trigger_idx,lx,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,3,6.2282514572143555,rjy::Entity_Recording_2025_09_28_19_33_26_vehicle_aligned_cleaned.csv::40::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,4,6.367687225341797,lxy::Entity_Recording_2025_09_28_17_55_52_vehicle_aligned_cleaned.csv::76::trigger_idx,lxy,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_45_40_vehicle_aligned_cleaned.csv::28::trigger_idx,5,6.645153522491455,rjy::Entity_Recording_2025_09_28_19_51_44_vehicle_aligned_cleaned.csv::40::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,1,3.614548921585083,zx::Entity_Recording_2025_09_27_16_32_00_vehicle_aligned_cleaned.csv::112::trigger_idx,zx,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,2,4.2284088134765625,gzj::Entity_Recording_2025_09_27_12_17_12_vehicle_aligned_cleaned.csv::51::trigger_idx,gzj,secondary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,3,4.276476860046387,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::79::trigger_idx,lx,secondary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,4,4.438606262207031,lxy::Entity_Recording_2025_09_28_18_19_35_vehicle_aligned_cleaned.csv::78::trigger_idx,lxy,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::32::trigger_idx,5,4.8784074783325195,lx::Entity_Recording_2025_09_26_09_06_38_vehicle_aligned_cleaned.csv::46::trigger_idx,lx,secondary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,1,8.643776893615723,lx::Entity_Recording_2025_09_26_09_17_22_vehicle_aligned_cleaned.csv::80::trigger_idx,lx,primary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,2,9.014357566833496,yzy::Entity_Recording_2025_09_27_15_07_57_vehicle_aligned_cleaned.csv::77::trigger_idx,yzy,primary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,3,9.774690628051758,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::92::trigger_idx,zt,primary,curve,single_lobe
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,4,10.082813262939453,lx::Entity_Recording_2025_09_26_09_06_38_vehicle_aligned_cleaned.csv::48::trigger_idx,lx,primary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_19_56_16_vehicle_aligned_cleaned.csv::33::trigger_idx,5,10.200170516967773,zdq::Entity_Recording_2025_09_26_15_27_09_vehicle_aligned_cleaned.csv::49::trigger_idx,zdq,primary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,1,4.413431644439697,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::11::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,2,4.651782989501953,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::15::trigger_idx,yyl,primary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,3,4.961410999298096,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::20::trigger_idx,rjy,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,4,5.000535488128662,byx::Entity_Recording_2025_09_28_17_25_18_vehicle_aligned_cleaned.csv::29::trigger_idx,byx,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::8::trigger_idx,5,5.436259746551514,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::16::trigger_idx,zdq,secondary,curve,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,1,5.860714912414551,byx::Entity_Recording_2025_09_28_17_35_43_vehicle_aligned_cleaned.csv::48::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,2,5.926171779632568,yzy::Entity_Recording_2025_09_27_14_26_04_vehicle_aligned_cleaned.csv::46::trigger_idx,yzy,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,3,5.934238433837891,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::25::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,4,6.26608943939209,gzj::Entity_Recording_2025_09_27_12_28_14_vehicle_aligned_cleaned.csv::31::trigger_idx,gzj,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::13::trigger_idx,5,6.2676472663879395,gzj::Entity_Recording_2025_09_27_11_53_25_vehicle_aligned_cleaned.csv::29::trigger_idx,gzj,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,1,4.295926570892334,gzj::Entity_Recording_2025_09_27_12_17_12_vehicle_aligned_cleaned.csv::21::trigger_idx,gzj,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,2,6.916161060333252,rjy::Entity_Recording_2025_09_28_19_51_44_vehicle_aligned_cleaned.csv::58::trigger_idx,rjy,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,3,7.058082580566406,zxy::Entity_Recording_2025_09_28_16_12_11_vehicle_aligned_cleaned.csv::100::trigger_idx,zxy,secondary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,4,7.412261486053467,gzj::Entity_Recording_2025_09_27_11_53_25_vehicle_aligned_cleaned.csv::97::trigger_idx,gzj,primary,straight,multi_correction
触发前车辆和事件信息,cwh::Entity_Recording_2025_09_26_20_06_19_vehicle_aligned_cleaned.csv::17::trigger_idx,5,7.635202884674072,byx::Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned.csv::40::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,1,4.183405876159668,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::48::trigger_idx,zt,secondary,straight,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,2,5.336463451385498,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::29::trigger_idx,zt,secondary,straight,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,3,6.413791656494141,byx::Entity_Recording_2025_09_28_17_15_52_vehicle_aligned_cleaned.csv::47::trigger_idx,byx,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,4,6.479532241821289,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::55::trigger_idx,yyl,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_03_00_vehicle_aligned_cleaned.csv::18::trigger_idx,5,6.526272773742676,zdq::Entity_Recording_2025_09_26_15_27_09_vehicle_aligned_cleaned.csv::21::trigger_idx,zdq,secondary,straight,single_lobe
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,1,15.890678405761719,zdq::Entity_Recording_2025_09_26_15_37_30_vehicle_aligned_cleaned.csv::24::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,2,16.55182647705078,rjy::Entity_Recording_2025_09_28_19_33_26_vehicle_aligned_cleaned.csv::18::trigger_idx,rjy,primary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,3,18.06382942199707,txj::Entity_Recording_2025_09_27_08_40_46_vehicle_aligned_cleaned.csv::6::trigger_idx,txj,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,4,18.469606399536133,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::30::trigger_idx,zt,primary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::1::trigger_idx,5,18.509862899780273,zdq::Entity_Recording_2025_09_26_15_14_51_vehicle_aligned_cleaned.csv::14::trigger_idx,zdq,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,1,8.489917755126953,yyl::Entity_Recording_2025_09_28_09_29_01_vehicle_aligned_cleaned.csv::9::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,2,10.621386528015137,gzj::Entity_Recording_2025_09_27_12_04_23_vehicle_aligned_cleaned.csv::26::trigger_idx,gzj,secondary,curve,single_lobe
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,3,10.626654624938965,zx::Entity_Recording_2025_09_27_17_29_08_vehicle_aligned_cleaned.csv::27::trigger_idx,zx,secondary,curve,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,4,10.707343101501465,zx::Entity_Recording_2025_09_27_17_29_08_vehicle_aligned_cleaned.csv::37::trigger_idx,zx,secondary,curve,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_18_49_vehicle_aligned_cleaned.csv::10::trigger_idx,5,11.061193466186523,lxy::Entity_Recording_2025_09_28_17_55_52_vehicle_aligned_cleaned.csv::22::trigger_idx,lxy,primary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,1,7.281510829925537,txj::Entity_Recording_2025_09_27_08_40_46_vehicle_aligned_cleaned.csv::2::trigger_idx,txj,primary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,2,7.595114231109619,yzy::Entity_Recording_2025_09_27_14_26_04_vehicle_aligned_cleaned.csv::17::trigger_idx,yzy,secondary,straight,reverse_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,3,7.938651084899902,zt::Entity_Recording_2025_09_28_11_20_08_vehicle_aligned_cleaned.csv::16::trigger_idx,zt,primary,straight,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,4,8.05285358428955,lx::Entity_Recording_2025_09_26_08_58_43_vehicle_aligned_cleaned.csv::8::trigger_idx,lx,primary,straight,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::5::trigger_idx,5,8.13056755065918,zdq::Entity_Recording_2025_09_26_15_27_09_vehicle_aligned_cleaned.csv::2::trigger_idx,zdq,secondary,straight,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,1,5.20012092590332,zx::Entity_Recording_2025_09_27_16_46_13_vehicle_aligned_cleaned.csv::15::trigger_idx,zx,secondary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,2,6.162473201751709,zdq::Entity_Recording_2025_09_26_15_52_46_vehicle_aligned_cleaned.csv::5::trigger_idx,zdq,primary,curve,single_lobe
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,3,6.919034957885742,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::12::trigger_idx,yyl,secondary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,4,7.159677982330322,zx::Entity_Recording_2025_09_27_17_45_11_vehicle_aligned_cleaned.csv::12::trigger_idx,zx,secondary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::9::trigger_idx,5,7.783649921417236,txj::Entity_Recording_2025_09_27_09_06_19_vehicle_aligned_cleaned.csv::18::trigger_idx,txj,secondary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::10::trigger_idx,1,8.522388458251953,yyl::Entity_Recording_2025_09_28_09_49_11_vehicle_aligned_cleaned.csv::13::trigger_idx,yyl,primary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::10::trigger_idx,2,11.19073486328125,rjy::Entity_Recording_2025_09_28_20_15_42_vehicle_aligned_cleaned.csv::18::trigger_idx,rjy,primary,curve,multi_correction
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::10::trigger_idx,3,13.04802131652832,zx::Entity_Recording_2025_09_27_17_56_42_vehicle_aligned_cleaned.csv::19::trigger_idx,zx,secondary,curve,single_lobe
触发前车辆和事件信息,gf::Entity_Recording_2025_09_26_10_30_12_vehicle_aligned_cleaned.csv::10::trigger_idx,4,13.606266975402832,lx::Entity_Recording_2025_09_26_08_58_43_vehicle_aligned_cleaned.csv::15::trigger_idx,lx,primary,curve,multi_correction
