sample_id,formal_rmse,gt_peak_abs,selected_rmse,delta_selected_minus_formal
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000205285__pre2_label2_old_main,0.5779538750648499,0.8585270047187805,0.7722727060317993,0.19431883096694946
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre2_label2_old_main,0.7630838751792908,1.5163418054580688,0.4524875283241272,-0.3105963468551636
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000275220__pre2_label2_old_main,0.05689956992864609,0.2598803639411926,0.2483893632888794,0.1914897933602333
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000334120__pre2_label2_old_main,0.43935626745224,1.424536943435669,0.5397741794586182,0.10041791200637817
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre2_label2_old_main,1.0787782669067383,2.145881175994873,1.4312907457351685,0.3525124788284302
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000066795__pre2_label2_old_main,0.7498478293418884,0.9204869866371155,0.8429815173149109,0.09313368797302246
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000134810__pre2_label2_old_main,0.17113715410232544,0.42725691199302673,0.609857439994812,0.4387202858924866
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre2_label2_old_main,0.29200124740600586,0.559203028678894,0.41895803809165955,0.1269567906856537
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre2_label2_old_main,0.4973542094230652,1.254542589187622,0.20349615812301636,-0.29385805130004883
vehicle_instability_allraw__gzj__2025_09_27_11_38_49__000051595__pre2_label2_old_main,0.9544359445571899,1.7081509828567505,0.8016836047172546,-0.1527523398399353
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre2_label2_old_main,1.0408821105957031,2.043076992034912,0.6514743566513062,-0.389407753944397
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre2_label2_old_main,0.726585865020752,1.3226046562194824,0.5982373356819153,-0.12834852933883667
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000108865__pre2_label2_old_main,0.5041734576225281,1.0861175060272217,0.20990793406963348,-0.2942655235528946
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000150140__pre2_label2_old_main,0.5695809721946716,0.7656780481338501,0.4984388053417206,-0.07114216685295105
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre2_label2_old_main,0.37333130836486816,0.7986618280410767,0.19491681456565857,-0.1784144937992096
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre2_label2_old_main,0.6308761239051819,1.19834303855896,0.5536123514175415,-0.07726377248764038
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000218105__pre2_label2_old_main,0.38380634784698486,0.8684759736061096,0.2884027361869812,-0.09540361166000366
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000253235__pre2_label2_old_main,0.3014320433139801,0.9171707034111023,0.320486843585968,0.019054800271987915
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre2_label2_old_main,0.5209479928016663,1.1278319358825684,0.5412805080413818,0.020332515239715576
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre2_label2_old_main,0.2917858064174652,1.0026919841766357,0.29757100343704224,0.005785197019577026
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre2_label2_old_main,1.5155655145645142,2.594604015350342,0.9407994747161865,-0.5747660398483276
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000489775__pre2_label2_old_main,0.5385991930961609,0.7225660085678101,0.40714505314826965,-0.13145413994789124
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre2_label2_old_main,0.1642880141735077,0.5124282836914062,0.26890963315963745,0.10462161898612976
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000546730__pre2_label2_old_main,0.16736680269241333,0.43266698718070984,0.29491621255874634,0.127549409866333
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre2_label2_old_main,0.06442452222108841,0.22881299257278442,0.08573222905397415,0.021307706832885742
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000592750__pre2_label2_old_main,1.4640365839004517,2.132270336151123,1.2999987602233887,-0.164037823677063
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre2_label2_old_main,0.29557135701179504,0.5717697739601135,0.16465994715690613,-0.13091140985488892
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000061190__pre2_label2_old_main,0.2696983814239502,0.9779080152511597,0.39006537199020386,0.12036699056625366
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000099655__pre2_label2_old_main,0.5416043996810913,1.0023419857025146,0.5350199937820435,-0.0065844058990478516
