sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,1.1154392957687378,1.944647192955017,0.4061768651008606,1.5384703278541565,0.2088691802669093,0,1,0.6950000524520874,0.35500000417232513,1.0095686540007591,1,0,3,20,0,1,1,1,0,1,1
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000087745__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000087745,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.9898442625999451,1.9746613502502441,0.5485953688621521,1.426065981388092,0.27781744388354485,1,0,0.07499992847442627,0.9200000017881393,1.187283843755722,1,0,4,2,0,1,1,1,0,1,1
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000099815__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000099815,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.44680094718933105,0.05166006088256836,0.7462322115898132,0.6945721507072449,14.445050951181015,1,0,0.2749999761581421,0.10000002384185791,0.6751580834388733,1,0,2,45,0,1,1,0,0,0,0
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000158490__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000158490,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,1.083854079246521,2.112717866897583,0.2772558033466339,1.835462063550949,0.13123181646291926,1,0,1.3299999833106995,1.6649999916553497,2.0063519589602947,1,1,3,2,0,1,1,1,0,1,1
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.39126259088516235,0.9306089878082275,0.2481064796447754,0.6825025081634521,0.26660658009452104,0,1,1.4350000023841858,0.47999998927116394,0.9039076250046492,1,0,1,2,0,0,1,0,0,1,0
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000219320__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000219320,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.126580148935318,0.7374014258384705,0.4670249819755554,0.27037644386291504,0.6333388648449106,1,0,0.034999966621398926,0.07999999821186066,0.27127209305763245,0,0,3,1,0,1,0,0,0,0,0
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000243065__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000243065,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.6881574392318726,0.9133307933807373,0.2528913915157318,0.6604394018650055,0.2768891548916711,1,0,0.5700000524520874,0.9250000417232513,0.7777632921934128,1,0,3,28,0,1,1,0,0,1,0
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000257595__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000257595,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.4976055324077606,1.2873549461364746,0.34538254141807556,0.941972404718399,0.26828851083736854,1,0,0.009999990463256836,0.9550000131130219,0.9427828192710876,1,0,5,4,0,1,1,0,0,1,0
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000299300__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000299300,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.5528268218040466,0.5049239993095398,0.38899633288383484,0.11592766642570496,0.7704057113858112,0,1,0.6700000762939453,0.7499999850988388,0.5073356628417969,1,1,2,6,0,1,1,0,0,0,0
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000343900__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000343900,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,formal_ridge_vehicle_context_no_subject,0.18021725118160248,0.5319759845733643,0.675462007522583,0.14348602294921875,1.26972274521808,1,0,0.2799999713897705,0.32499992847442627,0.011992573738098145,0,0,1,2,0,0,1,0,0,0,0
