split_strategy,split_name,n_events,old_2s_may_miss_future_peak_rate,old_2s_may_miss_future_change_rate,label2_needs_review_rate,label3_still_needs_review_rate
default_split,test,139,0.2446043165467626,0.6690647482014388,0.9136690647482014,0.6762589928057554
default_split,train,611,0.2618657937806874,0.6890343698854338,0.8985270049099836,0.6661211129296236
default_split,val,156,0.33974358974358976,0.7756410256410257,0.9358974358974359,0.7115384615384616
session_level_split,test,139,0.2446043165467626,0.6690647482014388,0.9136690647482014,0.6762589928057554
session_level_split,train,611,0.2618657937806874,0.6890343698854338,0.8985270049099836,0.6661211129296236
session_level_split,val,156,0.33974358974358976,0.7756410256410257,0.9358974358974359,0.7115384615384616
subject_level_split,test,239,0.24267782426778242,0.6694560669456067,0.9246861924686193,0.6861924686192469
subject_level_split,train,513,0.2826510721247563,0.7115009746588694,0.8947368421052632,0.6666666666666666
subject_level_split,val,154,0.2857142857142857,0.7142857142857143,0.922077922077922,0.6883116883116883
