window_config_id,n_samples,label_end_rel_s,peak_near_end_rate,tail_unsettled_rate,response_unsettled_rate,event_duration_exceeds_label_rate,median_peak_abs,median_peak_time_s,median_tail_over_peak,median_reversal_count,mean_label_valid_ratio
pre1_label2_event_trigger,906,2.0,0.3973509933774834,0.739514348785872,0.7869757174392936,1.0,0.8901184797286987,1.590000033378601,0.8762061172695941,2.0,1.0
pre2_label2_old_main,906,2.0,0.3973509933774834,0.739514348785872,0.7869757174392936,1.0,0.8901184797286987,1.590000033378601,0.8762061172695941,2.0,1.0
pre3_label3_response_coverage,906,3.0,0.271523178807947,0.6501103752759382,0.6754966887417219,1.0,1.078526496887207,1.9800000190734863,0.6152779207225008,3.0,1.0
