episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,sample_id,anchor_steer_abs,target_peak_signed,target_peak_abs,target_final_delta,input_valid_ratio,label_valid_ratio,split
V03_hzh_2025_09_27_19_22_27_0011,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,11,305.502,316.68,307.387,11.177999999999995,11.533679444231124,6.217036893127707,extreme,弯道/曲率,True,303.502,305.502,305.502,310.502,4,True,True,True,True,True,False,True,True,True,0.00669,1.229125,12.5905,0.363597,1.59743,0.191034,0.00806165,1.0,95.5725,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,307.095,after_condition,1.5930000000000175,1.284737,8.0,1.388757,17.418400000015843,medium,3.258265987593215,False,308.795,-2.693042,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,301.31,4.192000000000007,middle_section,design_regular_road,roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况先出现，方向盘响应偏晚,响应时序分析,V03_hzh_2025_09_27_19_22_27_0011,0.5754349827766418,-2.9199349880218506,2.9199349880218506,-2.845414876937866,1.0,1.0,val
V03_hzh_2025_09_27_19_22_27_0014,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,14,351.557,387.942,386.117,36.38499999999999,7.803495387327079,2.3350191149050854,extreme,低附着,True,349.557,351.557,351.557,356.557,4,True,True,True,True,False,True,True,True,True,0.001588,0.0015924999999999,0.766417,0.0248161,0.0334194,0.0124401,2.66453e-09,0.8,123.988,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,,none,,1.0,8.0,-0.2014984,2.0594000000018733,none,0.0,False,355.44,0.2769842,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,359.71,-8.152999999999963,middle_section,design_regular_road,roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_hzh_2025_09_27_19_22_27_0014,-0.2506295144557953,0.2993242144584656,0.2993242144584656,-0.03970599174499512,1.0,1.0,val
V03_hzh_2025_09_27_19_22_27_0015,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,15,407.22,428.772,414.397,21.551999999999964,2.2546722588466688,1.3799693816828016,weak,低附着,True,405.22,407.22,407.22,412.22,0,False,False,False,False,False,True,False,False,True,0.0007395,0.00073975,0.464815,0.0150213,0.0128119,0.00861751,9.28925e-10,0.8,123.5125,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,,none,,1.0,8.0,0.1103049999999999,1.0122800000009191,none,0.0,False,409.41,0.109258,True,False,return,episode_candidates_v0_6.csv,382.505,24.715000000000032,middle_section,design_regular_road,roll_rate;ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_hzh_2025_09_27_19_22_27_0015,-0.15306499600410461,0.10524299740791321,0.10524299740791321,0.03316099941730499,1.0,1.0,val
V03_hzh_2025_09_27_19_22_27_0016,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,16,436.89,437.89,437.722,1.0,3.989320077870165,3.426098487354916,medium,低附着,True,434.89,436.89,436.89,441.89,1,True,False,True,False,False,True,False,False,True,0.0028799999999999,0.0029569999999999,2.30866,0.0960078,0.131425,0.0321306,1.34585e-09,0.2,101.6585,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,,none,,1.0,8.0,-0.5916664,4.572799999952172,none,0.0,False,438.31,0.3359757,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,436.88,0.0099999999999909,middle_section,design_regular_road,roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_hzh_2025_09_27_19_22_27_0016,-0.5714210271835327,0.5372125506401062,0.5372125506401062,0.4541350305080414,1.0,1.0,val
V03_hzh_2025_09_27_19_22_27_0017,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,17,452.8,452.957,452.895,0.1569999999999822,3.579022677414449,3.332005170285984,medium,低附着,True,450.8,452.8,452.8,457.8,1,True,False,True,False,False,True,False,False,True,0.001759,0.0018044999999999,1.41341,0.06583,0.0922018,0.0196658,1.36334e-09,0.2,106.126,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,,none,,1.0,8.0,-0.251677,3.909600000003558,none,0.0,False,455.675,0.3614575,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,452.785,0.0149999999999863,middle_section,design_regular_road,roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_hzh_2025_09_27_19_22_27_0017,-0.385019987821579,0.43266749382019043,0.43266749382019043,-0.029321014881134033,1.0,1.0,val
V03_hzh_2025_09_27_19_22_27_0024,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,24,559.74,569.45,565.34,9.710000000000036,11.212272648655102,5.874349161046395,extreme,弯道/曲率,True,557.74,559.74,559.74,564.74,4,True,True,True,True,True,False,True,True,True,0.002563,0.0025739999999999,3.51984,0.125671,0.703889,0.128431,0.00551661,1.0,108.117,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,,none,,1.0,8.0,-0.546114,5.30580000000482,none,0.0,False,564.73,-2.0942251,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,556.545,3.19500000000005,differentmu_road,design_high_risk_surface,ay;roll_rate;ay;roll_rate;roll_rate;roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_hzh_2025_09_27_19_22_27_0024,-0.47088998556137085,-1.657019853591919,1.657019853591919,-1.657019853591919,1.0,1.0,val
V03_hzh_2025_09_27_19_33_25_0000,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,0,3.18,4.331,3.205,1.1510000000000002,5.19902747718512,3.440537494530454,strong,低附着,True,1.1800000000000002,3.18,3.18,8.18,2,True,False,True,False,False,True,False,False,True,0.0007244999999999,0.0007749999999999,0.554031,0.0302746,1.01079,0.0855493,5.39122e-09,0.8,10.30355,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,,none,,1.0,8.0,0.254294,2.268800000000053,none,0.0,False,8.005,-0.627096,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,3.185,-0.0049999999999998,middle_section,design_regular_road,roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况明确但未见明显方向盘响应,响应类型分类,V03_hzh_2025_09_27_19_33_25_0000,0.3253290057182312,-0.7093009948730469,0.7093009948730469,-0.7091270089149475,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_N000,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,-1,23.0,23.0,23.0,0.0,1.3453952614393014,1.3453952614393014,normal,普通驾驶对照,True,21.0,23.0,23.0,28.0,0,False,False,False,False,False,False,False,False,True,0.0011379999999999,0.0011709999999999,0.458725,0.0164592,0.017606,0.0064868,1.01249e-09,0.8,110.0665,,,,,,,none,,1.0,8.0,-0.1562069,1.1520000000002266,none,0.0,False,23.2,-0.1309,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,35.035,-12.034999999999997,middle_section,design_regular_road,roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_hzh_2025_09_27_19_33_25_N000,-0.214151993393898,0.13247059285640717,0.13247059285640717,0.05550199747085571,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0001,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,1,30.006,63.456,59.66,33.45,4.594747669902133,1.6748504777482796,strong,低附着,True,28.006,30.006,30.006,35.006,1,True,False,True,False,False,True,False,False,True,0.001151,0.00243675,0.661088,0.021863,0.0212989,0.00742806,3.20128e-09,0.8,127.6,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,,none,,1.0,8.0,-0.1570794999999999,1.8500000000016787,none,0.0,False,32.86,-0.1752304999999999,False,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,35.035,-5.028999999999996,middle_section,design_regular_road,roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况明确但未见明显方向盘响应,响应类型分类,V03_hzh_2025_09_27_19_33_25_0001,-0.07033679634332657,-0.1947782039642334,0.1947782039642334,0.1396263986825943,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_N001,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,-2,103.0,103.0,103.0,0.0,1.77500017446547,1.77500017446547,normal,普通驾驶对照,True,101.0,103.0,103.0,108.0,0,False,False,False,False,False,False,False,False,True,0.0017064999999999,0.001724,0.504089,0.0207217,0.0195374,0.00775253,5.93025e-08,0.8,102.2825,,,,,,,none,,1.0,8.0,-0.170344,2.02460000000184,none,0.0,False,105.53,0.1619662,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,115.635,-12.635000000000003,curve1,design_curve_context,roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,V03_hzh_2025_09_27_19_33_25_N001,-0.23980799317359924,0.19809459149837494,0.19809459149837494,-0.005235999822616577,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0003,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,3,119.91,149.491,138.681,29.581000000000017,10.493510996607268,3.689140762486391,extreme,低附着,True,117.91,119.91,119.91,124.91,4,True,True,True,True,True,True,True,True,True,0.0011149999999999,0.00112,0.840497,0.0277493,0.0341829,0.0134342,8.5878e-08,0.8,127.0565,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,,none,,1.0,8.0,0.3555241,3.036800000002762,none,0.0,False,120.27,0.1804671,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,115.635,4.274999999999992,curve1,design_curve_context,roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,V03_hzh_2025_09_27_19_33_25_0003,-0.03438299894332886,-0.21485000848770142,0.21485000848770142,-0.07190800458192825,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0007,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,7,244.191,248.411,246.73,4.219999999999999,3.7158163326327527,2.184338979046769,medium,低附着,True,242.191,244.191,244.191,249.191,1,True,False,True,False,False,True,False,False,True,0.0037949999999999,0.0042900000000001,3.11994,0.120582,0.171865,0.0422525,2.13157e-08,0.8,126.915,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,246.586,after_condition,2.3950000000000102,1.0,8.0,-0.541052,10.472000000009515,weak,1.8500520000011893,False,247.105,-0.5927140000000001,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,245.64,-1.448999999999984,middle_section,design_regular_road,roll_rate;roll_rate,,,weak_or_conservative,弱响应/保守响应,存在工况压力但驾驶员响应不激烈,风格/弱响应分析,V03_hzh_2025_09_27_19_33_25_0007,-0.0938986986875534,-0.6433283090591431,0.6433283090591431,-0.005759604275226593,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0008,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,8,256.535,266.515,266.355,9.97999999999996,1.9243121740185043,1.1748115869526052,weak,低附着,True,254.53500000000005,256.535,256.535,261.535,0,False,False,False,False,False,True,True,True,True,0.0014045,0.0014065,0.71196,0.0218645,0.0287008,0.00835016,1.54407e-08,0.8,126.47125,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,,none,,1.0,8.0,-0.124267,1.2916000000011785,none,0.0,False,258.75,0.1685988,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,245.64,10.89500000000004,middle_section,design_regular_road,roll_rate;roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_hzh_2025_09_27_19_33_25_0008,-0.19216099381446838,0.13264529407024384,0.13264529407024384,0.03403399884700775,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0009,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,9,273.041,280.581,275.996,7.54000000000002,9.259153119112598,5.233115372259266,extreme,弯道/曲率,True,271.041,273.041,273.041,278.041,4,True,True,True,True,True,False,True,True,True,0.0047950000000001,1.21806,10.0137,0.465741,0.963797,0.12674,0.00806158,1.0,107.165,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,275.166,after_condition,2.125,2.3342896315,8.0,1.477772,29.28660000002664,strong,3.6330713978498,False,277.7,-3.818609,False,False,sustained_same_side,episode_candidates_v0_6.csv,269.285,3.755999999999972,middle_section,design_regular_road,roll_rate,,,delayed_or_no_steer,延迟或无明显转向响应,工况先出现，方向盘响应偏晚,响应时序分析,V03_hzh_2025_09_27_19_33_25_0009,0.8026769757270813,-3.940776824951172,3.940776824951172,-3.860146999359131,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0013,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,13,353.506,354.775,354.591,1.2690000000000057,8.054038942045814,5.988038097933423,extreme,低附着,True,351.506,353.506,353.506,358.506,3,True,True,True,True,False,True,False,False,True,0.01126,1.24316,5.37171,0.339264,1.92037,0.3601,2.02497e-09,0.8,46.2445,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,,none,,1.291370091,8.0,-0.8878495,7.749400000007049,none,0.0,False,355.61,-1.004961,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,353.51,-0.004000000000019,middle_section,design_regular_road,roll_rate;ay,,,delayed_or_no_steer,延迟或无明显转向响应,工况明确但未见明显方向盘响应,响应类型分类,V03_hzh_2025_09_27_19_33_25_0013,-0.0809832513332367,-0.7508407831192017,0.7508407831192017,-0.016406148672103882,1.0,1.0,train
V03_hzh_2025_09_27_19_33_25_0016,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_33_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,38765934,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,226180,565.456,0.0,565.456,250.0000000059117,24,0,16,390.891,421.05,416.561,30.158999999999992,1.7908357384003777,1.1414536426994353,weak,低附着,True,388.891,390.891,390.891,395.891,0,False,False,False,False,False,True,True,True,True,0.0014739999999999,0.001476,0.4423034999999999,0.0147686,0.0192324,0.00796394,3.57988e-09,0.8,126.8,4.533511880000001,0.2075411260000002,0.1052802339,0.0683333021,0.0025,,none,,1.0,8.0,0.1634501,1.256600000001145,none,0.0,False,390.891,0.0709476999999999,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,377.495,13.396000000000017,middle_section,design_regular_road,roll_rate;roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,V03_hzh_2025_09_27_19_33_25_0016,-0.05576330050826073,-0.11178869009017944,0.11178869009017944,-0.09730169177055359,1.0,1.0,train
