review_label_uid,subject,session_stamp,vehicle_raw_absolute_path,source_event_uid,source_anchor,source_event_type,source_event_level,source_curvature_anchor,leakage_risk_anchor,causal_anchor_status,review_label_suffix,auto_event_role,event_start_rel_s,event_end_rel_s,anchor_rel_s,review_start_rel_s,review_end_rel_s,original_road_start_rel_s,original_road_end_rel_s,original_road_duration_s,direction_hint,pre_points,response_points,curve_points,steer_baseline,steer_delta_peak_signed,steer_delta_peak_abs,curve_peak_abs,curve_mean,speed_median,yaw_peak_abs,ay_peak_abs,roll_peak_abs,nearby_old_v400_count,nearby_dynamic_count,nearby_road_count,codex_review_score,codex_recommended_decision,codex_evidence_reason,codex_review_status
codex_tyy_2025_09_28_14_44_09_0003_entry,tyy,2025_09_28_14_44_09,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00003,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0060364360430288,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,entry,curve_entry,371.855,383.855,371.855,363.855,393.855,371.855,414.8,42.945,right,400,4400,2400,-0.327773,1.0574949999999999,1.0574949999999999,0.0025019,-0.00153907013375,69.17474999999999,0.19464,4.4971,0.0870279,6,3,1,56.06819910758376,needs_human_review,road=curve_entry; score=56.1; curve_peak=0.002502; steer_delta_peak=1.057; old=6; dynamic=3; speed=69.2,codex_auto_reviewed_not_human_verified
codex_xst_2025_09_26_11_34_18_0003_full,xst,2025_09_26_11_34_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010845859782757,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,428.415,430.73,428.415,413.572,445.572,428.415,430.73,2.315,left,400,3431,463,-0.142244,-0.40997799999999995,0.40997799999999995,0.00108405,0.0009403251166306695,87.56434999999999,0.159698,3.32567,0.046072,3,1,1,50.0,needs_human_review,road=curve_short; score=50.0; curve_peak=0.001084; steer_delta_peak=0.41; old=3; dynamic=1; speed=87.6,codex_auto_reviewed_not_human_verified
codex_yyl_2025_09_28_09_14_23_0003_full,yyl,2025_09_28_09_14_23,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_14_23_vehicle.csv,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010843455220665,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,506.785,508.695,506.785,491.74,523.74,506.785,508.695,1.91,left,400,3391,383,-0.208916,1.2463359999999999,1.2463359999999999,0.00108436,0.0009414194203655353,105.973,0.228937,6.26328,0.0839376,4,2,1,55.38564685019817,needs_human_review,road=curve_short; score=55.4; curve_peak=0.001084; steer_delta_peak=1.246; old=4; dynamic=2; speed=106,codex_auto_reviewed_not_human_verified
codex_yyl_2025_09_28_09_14_23_0004_exit,yyl,2025_09_28_09_14_23,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_14_23_vehicle.csv,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00004,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0061672699941255,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,exit,curve_exit_or_return,692.285,704.285,692.285,682.285,712.285,671.405,704.285,32.88,right,400,4000,2400,0.300197,-0.633555,0.633555,0.00231935,-0.0018936857891666667,88.83945,0.165471,3.88798,0.0540362,2,4,0,55.0,needs_human_review,road=curve_exit_or_return; score=55.0; curve_peak=0.002319; steer_delta_peak=0.6336; old=2; dynamic=4; speed=88.8,codex_auto_reviewed_not_human_verified
codex_yyl_2025_09_28_09_29_01_0003_full,yyl,2025_09_28_09_29_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_29_01_vehicle.csv,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010845419966048,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,312.925,314.93,312.925,297.928,329.928,312.925,314.93,2.005,left,400,3400,401,-0.2803,1.154361,1.154361,0.00108383,0.0009415566633416458,100.3065,0.354019,8.00565,0.100509,5,1,1,55.67281673826532,needs_human_review,road=curve_short; score=55.7; curve_peak=0.001084; steer_delta_peak=1.154; old=5; dynamic=1; speed=100,codex_auto_reviewed_not_human_verified
codex_yyl_2025_09_28_09_39_01_0003_full,yyl,2025_09_28_09_39_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_39_01_vehicle.csv,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010839760195889,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,312.385,314.355,312.385,297.37,329.37,312.385,314.355,1.97,left,400,3397,394,-0.356047,0.6836450000000001,0.6836450000000001,0.00108366,0.0009411840177664974,104.2435,0.387102,6.83573,0.0971793,8,3,1,57.9672422832981,needs_human_review,road=curve_short; score=58.0; curve_peak=0.001084; steer_delta_peak=0.6836; old=8; dynamic=3; speed=104,codex_auto_reviewed_not_human_verified
codex_yyl_2025_09_28_09_49_11_0003_full,yyl,2025_09_28_09_49_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010845560031279,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,289.295,291.295,289.295,274.295,306.295,289.295,291.295,2.0,left,400,3400,400,-0.337634,0.999114,0.999114,0.0010839,0.0009413065074999999,103.838,0.274561,6.37777,0.0900411,4,2,1,54.347592389006344,needs_human_review,road=curve_short; score=54.3; curve_peak=0.001084; steer_delta_peak=0.9991; old=4; dynamic=2; speed=104,codex_auto_reviewed_not_human_verified
codex_yzy_2025_09_27_14_13_03_0004_exit,yzy,2025_09_27_14_13_03,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,raw_road_curvature_onset__yzy__2025_09_27_14_13_03__00004,raw_road_curvature_onset,curve_right_or_negative,extreme,-0.0060344699941633,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,exit,curve_exit_or_return,586.67,598.67,586.67,576.67,606.67,566.23,598.67,32.44,right,400,4000,2400,-0.100531,0.534594,0.534594,0.00239315,-0.0019288603458333334,93.58525,0.236591,5.23179,0.0730305,4,7,0,57.0,needs_human_review,road=curve_exit_or_return; score=57.0; curve_peak=0.002393; steer_delta_peak=0.5346; old=4; dynamic=7; speed=93.6,codex_auto_reviewed_not_human_verified
codex_yzy_2025_09_27_14_26_04_0003_full,yzy,2025_09_27_14_26_04,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_26_04_vehicle.csv,raw_road_curvature_onset__yzy__2025_09_27_14_26_04__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010807239768071,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,353.075,355.04,353.075,338.058,370.058,353.075,355.04,1.965,left,400,3397,393,-0.168773,0.946666,0.946666,0.00108042,0.0009393334503816794,102.244,0.31491,6.14268,0.086517,8,2,1,55.02950021141649,needs_human_review,road=curve_short; score=55.0; curve_peak=0.00108; steer_delta_peak=0.9467; old=8; dynamic=2; speed=102,codex_auto_reviewed_not_human_verified
codex_zdq_2025_09_26_15_37_30_0003_full,zdq,2025_09_26_15_37_30,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_37_30_vehicle.csv,raw_road_curvature_onset__zdq__2025_09_26_15_37_30__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010809273213958,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,274.54,276.485,274.54,259.513,291.513,274.54,276.485,1.945,left,400,3394,389,-0.334754,0.3536036,0.3536036,0.00108095,0.0009400464704370179,103.4135,0.334318,6.86274,0.0955518,4,3,1,57.00378858350951,needs_human_review,road=curve_short; score=57.0; curve_peak=0.001081; steer_delta_peak=0.3536; old=4; dynamic=3; speed=103,codex_auto_reviewed_not_human_verified
codex_zdq_2025_09_26_15_52_46_0003_full,zdq,2025_09_26_15_52_46,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_52_46_vehicle.csv,raw_road_curvature_onset__zdq__2025_09_26_15_52_46__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010809699877175,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,339.66,341.61,339.66,324.635,356.635,339.66,341.61,1.95,left,400,3395,389,-0.2244495,0.3267255,0.3267255,0.00108051,0.0009393521131105399,104.22,0.3932,7.9005,0.139265,4,1,1,54.40794587737844,needs_human_review,road=curve_short; score=54.4; curve_peak=0.001081; steer_delta_peak=0.3267; old=4; dynamic=1; speed=104,codex_auto_reviewed_not_human_verified
codex_zdq_2025_09_26_16_03_48_0003_full,zdq,2025_09_26_16_03_48,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_16_03_48_vehicle.csv,raw_road_curvature_onset__zdq__2025_09_26_16_03_48__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010848672411996,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,311.5,313.61,311.5,296.555,328.555,311.5,313.61,2.11,left,401,3412,423,-0.246266,0.31119230000000003,0.31119230000000003,0.00108489,0.0009409754160756502,96.09085,0.305147,5.00268,0.0706718,3,3,1,54.0,needs_human_review,road=curve_short; score=54.0; curve_peak=0.001085; steer_delta_peak=0.3112; old=3; dynamic=3; speed=96.1,codex_auto_reviewed_not_human_verified
codex_zx_2025_09_27_17_14_07_0003_full,zx,2025_09_27_17_14_07,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,raw_road_curvature_onset__zx__2025_09_27_17_14_07__00003,raw_road_curvature_onset,curve_left_or_positive,weak,0.0010814699966429,low_if_road_context_available_before_response,codex_auto_reviewed_candidate,full,curve_short,370.12,371.855,370.12,354.988,386.988,370.12,371.855,1.735,left,400,3373,346,-0.0959933,-0.9220567,0.9220567,0.00108059,0.0009401723063583816,115.92500000000001,0.29526,6.38388,0.0867334,6,3,1,57.35585961945032,needs_human_review,road=curve_short; score=57.4; curve_peak=0.001081; steer_delta_peak=0.9221; old=6; dynamic=3; speed=116,codex_auto_reviewed_not_human_verified
