best_epoch,best_val_rmse,epochs_ran,early_stopping_patience,max_epochs,optimizer,loss,model_name,window_config_id,split_strategy,train_n,val_n,test_n,label_scale_train_std,context_feature_count,vehicle_feature_count,vehicle_input_tokens,vehicle_input_downsample_step,uses_subject_id,uses_physio,uses_eeg,uses_continuous_style,server_used,credential_file_read,raw_files_modified,standardization_scope
32,0.716799259185791,44,12,80,"AdamW(lr=2e-3, weight_decay=1e-4)",masked trajectory MSE + 0.08 first-difference MSE,vehicle_transformer_context_no_subject,pre2_label2_old_main,session_level_split,611,156,139,0.7895501255989075,35,9,101,4,False,False,False,False,False,False,False,train split only
