event_uid,anchor_source,anchor_source_priority,subject,session_stamp,event_index_in_source,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,source_reference_path,anchor_time_rel_s,anchor_time_abs_s,event_start_rel_s,event_end_rel_s,event_duration_s,event_type,event_level,phase_type,road_type_anchor,curvature_anchor,trigger_type,anchor_signal,anchor_value,source_detail,leakage_risk_anchor,causal_anchor_status,raw_dynamic_peak_time_rel_s,raw_dynamic_peak_score
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00022,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,22,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,360.45,1759088367.295,360.45,361.64,1.1899999999999977,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.7621799889371141,"{""steer_rate"": 1.235719367500121, ""yaw_rate"": 0.11649899542246879, ""ay"": 1.7621799889371141, ""roll_rate"": 0.04373002587514212}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,360.48,1.5446492093751512
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00023,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,23,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,362.36,1759088369.205,362.36,371.46,9.099999999999966,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,3.690919851542475,"{""steer_rate"": 1.5428365381658815, ""yaw_rate"": 0.18333199962235355, ""ay"": 3.690919851542475, ""roll_rate"": 0.052156606719500107}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,366.61,2.8391691165711346
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00024,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,24,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,372.475,1759088379.32,372.475,373.185,0.7099999999999795,steer_rate,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.408555999999999,"{""steer_rate"": 2.408555999999999, ""yaw_rate"": 0.05423259978256718, ""ay"": 1.3351299808888033, ""roll_rate"": 0.08289944337571938}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,372.49,3.010694999999999
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00025,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,25,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,375.40000000000003,1759088382.2450001,375.40000000000003,380.295,4.894999999999982,steer_rate,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.645913475023914,"{""steer_rate"": 2.645913475023914, ""yaw_rate"": 0.08330459988327306, ""ay"": 2.017979582091206, ""roll_rate"": 0.08656403933875742}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,378.425,3.3073918437798926
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00026,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,26,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,386.825,1759088393.67,386.825,399.975,13.150000000000034,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,12.273159999999994,"{""steer_rate"": 12.273159999999994, ""yaw_rate"": 0.2419949981403777, ""ay"": 5.315919816163658, ""roll_rate"": 0.31798144428257114}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,388.83500000000004,15.341449999999991
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00027,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,27,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,417.075,1759088423.92,417.075,421.54,4.465000000000032,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,13.271410649378279,"{""steer_rate"": 13.271410649378279, ""yaw_rate"": 0.3085639999618539, ""ay"": 5.726459390787739, ""roll_rate"": 0.5159786514290964}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,417.88,16.589263311722846
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00028,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,28,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,428.885,1759088435.73,428.885,430.125,1.240000000000009,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,2.051419994659292,"{""steer_rate"": 2.0385549398681366, ""yaw_rate"": 0.07801559978372193, ""ay"": 2.051419994659292, ""roll_rate"": 0.09682521441411202}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,429.685,2.548193674835171
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00029,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,29,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,439.35,1759088446.195,439.35,442.37,3.019999999999982,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,7.39316000000001,"{""steer_rate"": 7.39316000000001, ""yaw_rate"": 0.24361599979972362, ""ay"": 5.252829979515564, ""roll_rate"": 0.2523173467207632}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,441.475,9.241450000000011
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00030,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,30,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,445.725,1759088452.57,445.725,451.26,5.534999999999968,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,11.756520000000004,"{""steer_rate"": 11.756520000000004, ""yaw_rate"": 0.247382, ""ay"": 5.368549671959205, ""roll_rate"": 0.27511357615828785}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,447.595,14.695650000000004
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00031,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,31,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,452.995,1759088459.84,452.995,458.07,5.074999999999989,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,7.14878427742691,"{""steer_rate"": 7.14878427742691, ""yaw_rate"": 0.18905399880984175, ""ay"": 4.499287012539544, ""roll_rate"": 0.2368370926565476}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,454.285,8.935980346783637
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00032,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,32,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,458.735,1759088465.58,458.735,459.54,0.8050000000000068,steer_rate,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.6389600000000013,"{""steer_rate"": 2.6389600000000013, ""yaw_rate"": 0.07155369975300395, ""ay"": 1.5856999419225497, ""roll_rate"": 0.08375685353344152}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,458.755,3.2987000000000015
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00033,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,33,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,509.6,1759088516.445,509.6,509.76,0.15999999999996817,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.20775644485967,"{""steer_rate"": 1.20775644485967, ""yaw_rate"": 0.0084758110073902, ""ay"": 0.43334690615609794, ""roll_rate"": 0.009889808675908433}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,509.68,1.5096955560745875
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00034,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,34,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,515.32,1759088522.165,515.32,516.5600000000001,1.240000000000009,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.7732275365634957,"{""steer_rate"": 1.7732275365634957, ""yaw_rate"": 0.06397299921212994, ""ay"": 1.455759995803928, ""roll_rate"": 0.12810288457846294}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,515.65,2.5620576915692586
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00035,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,35,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,517.1,1759088523.945,517.1,517.285,0.18499999999994543,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.3471897198682985,"{""steer_rate"": 0.5375543610490197, ""yaw_rate"": 0.05165419990272742, ""ay"": 1.3471897198682985, ""roll_rate"": 0.026027881237961764}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,517.1800000000001,1.0362997845140758
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00036,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,36,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,517.705,1759088524.55,517.705,531.53,13.824999999999932,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,8.971000000000002,"{""steer_rate"": 8.971000000000002, ""yaw_rate"": 0.22728099890139175, ""ay"": 5.418009793152972, ""roll_rate"": 0.2661780858963611}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,520.625,11.213750000000001
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00037,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,37,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,532.525,1759088539.3700001,532.525,534.175,1.6499999999999773,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.0524961647540416,"{""steer_rate"": 2.0524961647540416, ""yaw_rate"": 0.05852419998054458, ""ay"": 1.6424799572743083, ""roll_rate"": 0.09682266317440313}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,533.945,2.565620205942552
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00038,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,38,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,538.535,1759088545.38,538.535,542.425,3.8899999999999864,steer_rate,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.5551583487689156,"{""steer_rate"": 2.5551583487689156, ""yaw_rate"": 0.07632949932065038, ""ay"": 2.3520298355140357, ""roll_rate"": 0.1342667310394076}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,538.645,3.1939479359611442
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00039,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,39,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,543.53,1759088550.375,543.53,544.34,0.8100000000000591,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.5200398602135927,"{""steer_rate"": 0.4886861212312174, ""yaw_rate"": 0.0548753997219152, ""ay"": 1.5200398602135927, ""roll_rate"": 0.019751925103514423}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,543.96,1.1692614309335327
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00040,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,40,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,560.115,1759088566.96,560.115,581.145,21.029999999999973,ay,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,6.349349993629304,"{""steer_rate"": 3.860398155931377, ""yaw_rate"": 0.22564799953268733, ""ay"": 6.349349993629304, ""roll_rate"": 0.1507920827173763}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,566.855,4.884115379714849
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00041,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,41,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,583.635,1759088590.48,583.635,595.5600000000001,11.925000000000068,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,10.611483649085251,"{""steer_rate"": 10.611483649085251, ""yaw_rate"": 0.4721249617756113, ""ay"": 7.518159951935865, ""roll_rate"": 0.9728725581482094}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,592.17,19.457451162964187
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00042,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,42,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,598.58,1759088605.425,598.58,602.09,3.509999999999991,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,4.153876111738963,"{""steer_rate"": 4.153876111738963, ""yaw_rate"": 0.1408949998912837, ""ay"": 3.6974599984741574, ""roll_rate"": 0.2679810588828543}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,599.665,5.359621177657085
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00043,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,43,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,621.52,1759088628.365,621.52,621.94,0.42000000000007276,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.891959999999998,"{""steer_rate"": 1.891959999999998, ""yaw_rate"": 0.0390921998163177, ""ay"": 1.0132199826045658, ""roll_rate"": 0.08346000563095135}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,621.625,2.3649499999999977
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00044,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,44,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,624.645,1759088631.49,624.645,626.0600000000001,1.4150000000000773,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,2.841169845119335,"{""steer_rate"": 1.8709898928602642, ""yaw_rate"": 0.11660299562273577, ""ay"": 2.841169845119335, ""roll_rate"": 0.04987002734616747}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,625.37,2.33873736607533
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00045,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_33_26,45,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,,627.075,1759088633.92,627.075,639.1750000000001,12.100000000000023,ay,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,11.503991403586049,"{""steer_rate"": 9.704017829455225, ""yaw_rate"": 0.5564499783033403, ""ay"": 11.503991403586049, ""roll_rate"": 0.7820230367053822}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,634.95,15.640460734107643
raw_road_curvature_onset__rjy__2025_09_28_19_44_42__00001,raw_road_curvature_onset,1,rjy,2025_09_28_19_44_42,1,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,133.71,1759088816.143,133.71,147.59,13.879999999999995,curve_left_or_positive,extreme,candidate,curve,0.010899300367156197,raw_curvature_threshold,zx1|lanecurvatureXY,0.010899300367156197,raw vehicle curvature crossing |curvature|>=8e-4 for >=0.8s,low_if_road_context_available_before_response,candidate_unverified,,
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_44_42__00001,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_44_42,1,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,37.29,1759088719.7229998,37.29,38.385,1.0949999999999989,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.3736222630488135,"{""steer_rate"": 2.3736222630488135, ""yaw_rate"": 0.06714599952164792, ""ay"": 1.854249878886134, ""roll_rate"": 0.07891230789199523}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,38.0,2.9670278288110166
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_44_42__00002,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_44_42,2,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,57.895,1759088740.3279998,57.895,58.265,0.36999999999999744,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.8151600000000017,"{""steer_rate"": 1.8151600000000017, ""yaw_rate"": 0.04021209830623246, ""ay"": 0.9092458528380576, ""roll_rate"": 0.07053200843604072}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,57.99,2.268950000000002
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_44_42__00003,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_44_42,3,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,59.79,1759088742.2229998,59.79,63.0,3.210000000000001,steer_rate,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,3.6581638957468243,"{""steer_rate"": 3.6581638957468243, ""yaw_rate"": 0.1619789961605951, ""ay"": 3.049619697105522, ""roll_rate"": 0.17856856544014899}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,61.2,4.57270486968353
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_44_42__00004,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_44_42,4,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,90.145,1759088772.5779998,90.145,97.99000000000001,7.845000000000013,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,10.423009805716838,"{""steer_rate"": 10.423009805716838, ""yaw_rate"": 0.29846999979400124, ""ay"": 9.004251253252152, ""roll_rate"": 0.9305096402874691}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,95.98,18.61019280574938
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_44_42__00005,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_44_42,5,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,98.44500000000001,1759088780.8779998,98.44500000000001,98.96000000000001,0.5150000000000006,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.4117799912454698,"{""steer_rate"": 0.684156784359452, ""yaw_rate"": 0.04794480618996731, ""ay"": 1.4117799912454698, ""roll_rate"": 0.02682017552983959}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,98.78,1.0859846086503613
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_44_42__00006,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_44_42,6,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_44_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_44_42_vehicle.csv,5b5abba83d45b9ab931f971a3e31909a3e683748b21a57a708cc039986cd1337,,132.74,1759088815.1729999,132.74,140.49,7.75,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,17.94199999999999,"{""steer_rate"": 17.94199999999999, ""yaw_rate"": 1.0395699702446224, ""ay"": 12.473798072286783, ""roll_rate"": 0.6550537878222364}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,138.51,22.427499999999984
raw_vehicle_dynamic_onset__rjy__2025_09_28_19_49_06__00001,raw_vehicle_dynamic_onset,3,rjy,2025_09_28_19_49_06,1,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_49_06_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_49_06_vehicle.csv,0f77553cb88ef531340fbaee40806ddf4dfde56ff53ee471e653ad6e63095752,,20.7,1759088967.5140002,20.7,21.025000000000002,0.32500000000000284,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.3997299148619655,"{""steer_rate"": 0.46075692428591, ""yaw_rate"": 0.056933097543391195, ""ay"": 1.3997299148619655, ""roll_rate"": 0.02830401953186814}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,20.86,1.0767153191245888
