event_uid,anchor_source,anchor_source_priority,subject,session_stamp,event_index_in_source,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,source_reference_path,anchor_time_rel_s,anchor_time_abs_s,event_start_rel_s,event_end_rel_s,event_duration_s,event_type,event_level,phase_type,road_type_anchor,curvature_anchor,trigger_type,anchor_signal,anchor_value,source_detail,leakage_risk_anchor,causal_anchor_status,raw_dynamic_peak_time_rel_s,raw_dynamic_peak_score
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_45_40__00026,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_45_40,26,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,84d62a3d6c6629280b4a509503cfcc9aca56bb2fd67cc033d64040913d12a5d4,,463.08,1758916403.299,463.08,467.145,4.064999999999998,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,2.03800999973299,"{""steer_rate"": 0.3560800000000003, ""yaw_rate"": 0.07386699988555624, ""ay"": 2.03800999973299, ""roll_rate"": 0.024490021911503443}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,466.18,1.5676999997946075
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_45_40__00027,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_45_40,27,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,84d62a3d6c6629280b4a509503cfcc9aca56bb2fd67cc033d64040913d12a5d4,,467.79,1758916408.009,467.79,470.89,3.099999999999966,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,2.5157099337402222,"{""steer_rate"": 0.5235987016352806, ""yaw_rate"": 0.08651199997997427, ""ay"": 2.5157099337402222, ""roll_rate"": 0.024952141667253236}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,469.805,1.9351614874924785
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_45_40__00028,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_45_40,28,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,84d62a3d6c6629280b4a509503cfcc9aca56bb2fd67cc033d64040913d12a5d4,,484.685,1758916424.904,484.685,487.745,3.0600000000000023,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,2.0048899966429827,"{""steer_rate"": 1.9268064464560197, ""yaw_rate"": 0.0697493999975205, ""ay"": 2.0048899966429827, ""roll_rate"": 0.05870188938402991}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,486.04,2.4085080580700247
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_45_40__00029,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_45_40,29,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,84d62a3d6c6629280b4a509503cfcc9aca56bb2fd67cc033d64040913d12a5d4,,516.705,1758916456.924,516.705,517.745,1.0399999999999636,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.8653898954746784,"{""steer_rate"": 1.5847600000000017, ""yaw_rate"": 0.08277639941118677, ""ay"": 1.8653898954746784, ""roll_rate"": 0.05944575327755247}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,517.49,1.980950000000002
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_45_40__00030,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_45_40,30,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,84d62a3d6c6629280b4a509503cfcc9aca56bb2fd67cc033d64040913d12a5d4,,519.105,1758916459.3240001,519.105,528.65,9.544999999999959,ay,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,5.170089963495928,"{""steer_rate"": 1.2843924924893058, ""yaw_rate"": 0.29953499695212743, ""ay"": 5.170089963495928, ""roll_rate"": 0.060794050479656}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,525.79,3.9769922796122525
raw_road_curvature_onset__cwh__2025_09_26_19_56_16__00001,raw_road_curvature_onset,1,cwh,2025_09_26_19_56_16,1,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,123.39,1758916700.1420002,123.39,141.495,18.105000000000004,curve_left_or_positive,extreme,candidate,curve,0.01089663987716371,raw_curvature_threshold,zx1|lanecurvatureXY,0.01089663987716371,raw vehicle curvature crossing |curvature|>=8e-4 for >=0.8s,low_if_road_context_available_before_response,candidate_unverified,,
raw_road_curvature_onset__cwh__2025_09_26_19_56_16__00002,raw_road_curvature_onset,1,cwh,2025_09_26_19_56_16,2,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,256.18,1758916832.9320002,256.18,272.485,16.305000000000007,curve_right_or_negative,extreme,candidate,curve,-0.008165280008010685,raw_curvature_threshold,zx1|lanecurvatureXY,-0.008165280008010685,raw vehicle curvature crossing |curvature|>=8e-4 for >=0.8s,low_if_road_context_available_before_response,candidate_unverified,,
raw_road_curvature_onset__cwh__2025_09_26_19_56_16__00003,raw_road_curvature_onset,1,cwh,2025_09_26_19_56_16,3,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,276.57,1758916853.322,276.57,278.47,1.900000000000034,curve_left_or_positive,weak,candidate,curve,0.0010844940090787754,raw_curvature_threshold,zx1|lanecurvatureXY,0.0010844940090787754,raw vehicle curvature crossing |curvature|>=8e-4 for >=0.8s,low_if_road_context_available_before_response,candidate_unverified,,
raw_road_curvature_onset__cwh__2025_09_26_19_56_16__00004,raw_road_curvature_onset,1,cwh,2025_09_26_19_56_16,4,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,423.105,1758916999.857,423.105,458.72,35.61500000000001,curve_right_or_negative,extreme,candidate,curve,-0.00603353000572221,raw_curvature_threshold,zx1|lanecurvatureXY,-0.00603353000572221,raw vehicle curvature crossing |curvature|>=8e-4 for >=0.8s,low_if_road_context_available_before_response,candidate_unverified,,
raw_road_curvature_onset__cwh__2025_09_26_19_56_16__00005,raw_road_curvature_onset,1,cwh,2025_09_26_19_56_16,5,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,502.545,1758917079.2970002,502.545,514.585,12.04000000000002,curve_left_or_positive,extreme,candidate,curve,0.01825038096991042,raw_curvature_threshold,zx1|lanecurvatureXY,0.01825038096991042,raw vehicle curvature crossing |curvature|>=8e-4 for >=0.8s,low_if_road_context_available_before_response,candidate_unverified,,
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00001,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,1,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,80.745,1758916657.497,80.745,81.78,1.0349999999999966,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.5567948267220466,"{""steer_rate"": 1.5567948267220466, ""yaw_rate"": 0.044962699847789805, ""ay"": 1.362419999923704, ""roll_rate"": 0.07286708133962892}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,81.33,1.9459935334025582
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00002,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,2,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,82.26,1758916659.012,82.26,82.51,0.25,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.214752469769495,"{""steer_rate"": 1.214752469769495, ""yaw_rate"": 0.028463299588022108, ""ay"": 0.6568669234676047, ""roll_rate"": 0.06377945630940511}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,82.265,1.5184405872118685
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00003,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,3,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,83.425,1758916660.177,83.425,87.53,4.105000000000004,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,4.740319999999998,"{""steer_rate"": 4.740319999999998, ""yaw_rate"": 0.1316349993190596, ""ay"": 3.693449992236894, ""roll_rate"": 0.4594597581703295}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,85.11,9.18919516340659
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00004,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,4,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,121.905,1758916698.657,121.905,127.3,5.394999999999996,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,2.2270496779133833,"{""steer_rate"": 1.4311999999999991, ""yaw_rate"": 0.11782799631508671, ""ay"": 2.2270496779133833, ""roll_rate"": 0.03923987021443448}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,127.25,1.7889999999999988
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00005,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,5,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,128.38,1758916705.1320002,128.38,142.6,14.219999999999999,ay,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,5.9446099082586334,"{""steer_rate"": 3.001958135786514, ""yaw_rate"": 0.27234899948502767, ""ay"": 5.9446099082586334, ""roll_rate"": 0.08426969119863792}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,135.13,4.572776852506641
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00006,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,6,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,153.9,1758916730.6520002,153.9,161.69,7.789999999999992,ay,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,3.3842099843791718,"{""steer_rate"": 2.8762602898067673, ""yaw_rate"": 0.12316899948118823, ""ay"": 3.3842099843791718, ""roll_rate"": 0.16360152767845174}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,159.9,3.595325362258459
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00007,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,7,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,181.99,1758916758.742,181.99,188.155,6.164999999999992,ay,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,4.688579901964559,"{""steer_rate"": 4.237639906382517, ""yaw_rate"": 0.18782099961090973, ""ay"": 4.688579901964559, ""roll_rate"": 0.1828130689103159}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,185.39000000000001,5.297049882978146
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00008,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,8,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,196.555,1758916773.3070002,196.555,197.065,0.5099999999999909,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.8424098153728479,"{""steer_rate"": 1.5219141179146647, ""yaw_rate"": 0.06555689987182914, ""ay"": 1.8424098153728479, ""roll_rate"": 0.04628585583931755}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,196.91,1.9023926473933308
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00009,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,9,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,197.62,1758916774.372,197.62,197.78,0.1599999999999966,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,0.746229079618524,"{""steer_rate"": 0.1954772433337415, ""yaw_rate"": 0.0432358, ""ay"": 0.746229079618524, ""roll_rate"": 0.052724914149924765}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,197.72,1.0544982829984952
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00010,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,10,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,205.005,1758916781.7570002,205.005,211.10500000000002,6.100000000000023,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,4.321441790016609,"{""steer_rate"": 4.321441790016609, ""yaw_rate"": 0.1198529998855617, ""ay"": 3.3817797040957505, ""roll_rate"": 0.14130345019262278}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,206.035,5.40180223752076
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00011,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,11,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,213.66,1758916790.4120002,213.66,217.59,3.930000000000007,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,5.302279068322818,"{""steer_rate"": 5.302279068322818, ""yaw_rate"": 0.1402879991798198, ""ay"": 3.861019945295896, ""roll_rate"": 0.20157521582024093}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,216.26500000000001,6.6278488354035225
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00012,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,12,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,218.13,1758916794.8820002,218.13,220.165,2.0349999999999966,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,2.3108143076876084,"{""steer_rate"": 2.3108143076876084, ""yaw_rate"": 0.08383429995803728, ""ay"": 2.247999998397864, ""roll_rate"": 0.12398511654768446}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,218.70000000000002,2.8885178846095103
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00013,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,13,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,221.005,1758916797.7570002,221.005,221.41,0.40500000000000114,steer_rate,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,1.752291784322986,"{""steer_rate"": 1.752291784322986, ""yaw_rate"": 0.04313429973394363, ""ay"": 1.0347403564371462, ""roll_rate"": 0.07255863804733553}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,221.02,2.1903647304037324
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00014,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,14,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,256.86,1758916833.612,256.86,258.355,1.4950000000000045,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.6168296965240727,"{""steer_rate"": 0.5585132689692879, ""yaw_rate"": 0.06437709900452998, ""ay"": 1.6168296965240727, ""roll_rate"": 0.02771615979755091}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,258.09000000000003,1.2437151511723636
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00015,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,15,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,259.325,1758916836.0770001,259.325,275.145,15.819999999999993,ay,strong,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,4.711269514896086,"{""steer_rate"": 2.974010763749385, ""yaw_rate"": 0.20466499920652348, ""ay"": 4.711269514896086, ""roll_rate"": 0.12622241548759291}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,273.83,3.717513454686731
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00016,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,287.875,1758916864.627,287.875,294.745,6.8700000000000045,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,4.942760000000007,"{""steer_rate"": 4.942760000000007, ""yaw_rate"": 0.17691499962807544, ""ay"": 4.546889800267003, ""roll_rate"": 0.2551398802883051}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,293.2,6.178450000000009
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00017,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,17,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,309.365,1758916886.117,309.365,313.045,3.680000000000007,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,6.164460346599018,"{""steer_rate"": 6.164460346599018, ""yaw_rate"": 0.22887599867251568, ""ay"": 4.991319992675948, ""roll_rate"": 0.31628816237668256}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,310.21,7.7055754332487725
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00018,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,18,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,320.7,1758916897.4520001,320.7,322.685,1.9850000000000136,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.96993,"{""steer_rate"": 1.9198345002925339, ""yaw_rate"": 0.06848659916349584, ""ay"": 1.96993, ""roll_rate"": 0.09272187298943173}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,320.82,2.399793125365667
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00019,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,19,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,325.105,1758916901.857,325.105,325.265,0.15999999999996817,ay,weak,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.3143599964524126,"{""steer_rate"": 0.11867999999999879, ""yaw_rate"": 0.033130495797644245, ""ay"": 1.3143599964524126, ""roll_rate"": 0.010069960656152593}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,325.19,1.0110461511172404
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00020,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,20,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,329.69,1758916906.4420002,329.69,333.785,4.095000000000027,ay,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,5.710589765008791,"{""steer_rate"": 5.550136210567691, ""yaw_rate"": 0.24943799974823572, ""ay"": 5.710589765008791, ""roll_rate"": 0.3520766192268532}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,330.65500000000003,7.041532384537064
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00021,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,21,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,383.77,1758916960.522,383.77,384.485,0.7150000000000318,ay,medium,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,ay,1.673359989986649,"{""steer_rate"": 0.5515538942982179, ""yaw_rate"": 0.07492889983368305, ""ay"": 1.673359989986649, ""roll_rate"": 0.07684952865747649}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,383.865,1.5369905731495297
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00022,raw_vehicle_dynamic_onset,3,cwh,2025_09_26_19_56_16,22,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,,388.18,1758916964.9320002,388.18,397.54,9.360000000000014,steer_rate,extreme,candidate,unknown_from_raw_dynamic,,raw_dynamic_threshold,steer_rate,5.01256465922761,"{""steer_rate"": 5.01256465922761, ""yaw_rate"": 0.14649999919126427, ""ay"": 3.571649979687197, ""roll_rate"": 0.18532924702433523}",high_response_derived_anchor_not_valid_for_event_trigger_claim,candidate_unverified,394.08,6.265705824034511
