old_event_uid,subject,session_stamp,old_anchor_source,old_anchor_time_rel_s,phase_type,event_level,nearest_raw_road_curvature_onset_event_uid,nearest_raw_road_curvature_onset_delta_s,nearest_raw_road_curvature_onset_within_0p5s,nearest_raw_road_curvature_onset_within_1s,nearest_raw_vehicle_dynamic_onset_event_uid,nearest_raw_vehicle_dynamic_onset_delta_s,nearest_raw_vehicle_dynamic_onset_within_0p5s,nearest_raw_vehicle_dynamic_onset_within_1s
old_v400_context__byx__2025_09_28_17_05_51__00087,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,515.37,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,30.940000000000055,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00050,-5.009999999999991,False,False
old_v400_context__byx__2025_09_28_17_05_51__00088,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,518.565,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,27.745000000000005,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00050,-8.205000000000041,False,False
old_v400_context__byx__2025_09_28_17_05_51__00089,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,530.155,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,16.155000000000086,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00051,-1.2999999999999545,False,False
old_v400_context__byx__2025_09_28_17_05_51__00090,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,534.415,primary,weak,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,11.895000000000095,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00052,-1.6999999999999318,False,False
old_v400_context__byx__2025_09_28_17_05_51__00091,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,550.645,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,-4.334999999999923,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00055,-0.8949999999999818,False,True
old_v400_context__byx__2025_09_28_17_05_51__00092,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,555.905,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,-9.594999999999914,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00055,-6.154999999999973,False,False
old_v400_context__byx__2025_09_28_17_05_51__00093,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,558.225,primary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,-11.914999999999964,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00055,-8.475000000000023,False,False
old_v400_context__byx__2025_09_28_17_05_51__00094,byx,2025_09_28_17_05_51,old_v400_context_trigger_idx,561.58,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,-15.269999999999982,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00055,-11.830000000000041,False,False
old_v400_context__byx__2025_09_28_17_15_52__00001,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,12.715,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,118.67500000000001,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00003,0.04499999999999993,True,True
old_v400_context__byx__2025_09_28_17_15_52__00002,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,15.275,primary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,116.11500000000001,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00004,-0.6349999999999998,False,True
old_v400_context__byx__2025_09_28_17_15_52__00003,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,17.305,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,114.08500000000001,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00005,-1.3650000000000002,False,False
old_v400_context__byx__2025_09_28_17_15_52__00004,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,28.89,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,102.50000000000001,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00006,-0.23999999999999844,True,True
old_v400_context__byx__2025_09_28_17_15_52__00005,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,33.51,primary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,97.88000000000002,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00007,-1.5449999999999982,False,False
old_v400_context__byx__2025_09_28_17_15_52__00006,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,36.23,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,95.16000000000003,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00008,-0.014999999999993463,True,True
old_v400_context__byx__2025_09_28_17_15_52__00007,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,40.245,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,91.14500000000001,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00009,1.2250000000000014,False,False
old_v400_context__byx__2025_09_28_17_15_52__00008,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,43.355,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,88.03500000000003,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00010,0.09000000000000341,True,True
old_v400_context__byx__2025_09_28_17_15_52__00009,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,58.8,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,72.59000000000002,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00011,-0.0449999999999946,True,True
old_v400_context__byx__2025_09_28_17_15_52__00010,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,60.605,primary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,70.78500000000003,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00011,-1.8499999999999943,False,False
old_v400_context__byx__2025_09_28_17_15_52__00011,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,79.44,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,51.95000000000002,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00014,-0.045000000000001705,True,True
old_v400_context__byx__2025_09_28_17_15_52__00012,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,87.37,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,44.02000000000001,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00015,0.015000000000000568,True,True
old_v400_context__byx__2025_09_28_17_15_52__00013,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,89.785,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,41.60500000000002,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00015,-2.3999999999999915,False,False
old_v400_context__byx__2025_09_28_17_15_52__00014,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,91.625,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,39.765000000000015,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00015,-4.239999999999995,False,False
old_v400_context__byx__2025_09_28_17_15_52__00015,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,93.44,primary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,37.95000000000002,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00015,-6.054999999999993,False,False
old_v400_context__byx__2025_09_28_17_15_52__00016,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,103.825,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,27.565000000000012,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00016,-0.1700000000000017,True,True
old_v400_context__byx__2025_09_28_17_15_52__00017,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,106.63,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,24.76000000000002,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00017,-0.044999999999987494,True,True
old_v400_context__byx__2025_09_28_17_15_52__00018,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,107.78,primary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,23.610000000000014,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00017,-1.1949999999999932,False,False
old_v400_context__byx__2025_09_28_17_15_52__00019,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,131.185,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,0.2050000000000125,True,True,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00019,-0.09999999999999432,True,True
old_v400_context__byx__2025_09_28_17_15_52__00020,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,133.265,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-1.8749999999999716,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00019,-2.1799999999999784,False,False
old_v400_context__byx__2025_09_28_17_15_52__00021,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,135.775,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-4.384999999999991,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00019,-4.689999999999998,False,False
old_v400_context__byx__2025_09_28_17_15_52__00022,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,138.665,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-7.274999999999977,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00019,-7.579999999999984,False,False
old_v400_context__byx__2025_09_28_17_15_52__00023,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,140.47,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-9.079999999999984,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00020,9.205000000000013,False,False
old_v400_context__byx__2025_09_28_17_15_52__00024,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,142.285,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-10.894999999999982,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00020,7.390000000000015,False,False
old_v400_context__byx__2025_09_28_17_15_52__00025,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,144.1,primary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-12.70999999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00020,5.575000000000017,False,False
old_v400_context__byx__2025_09_28_17_15_52__00026,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,145.915,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-14.524999999999977,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00020,3.7600000000000193,False,False
old_v400_context__byx__2025_09_28_17_15_52__00027,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,150.26,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-18.869999999999976,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00020,-0.5849999999999795,False,True
old_v400_context__byx__2025_09_28_17_15_52__00028,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,154.435,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-23.044999999999987,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00020,-4.759999999999991,False,False
old_v400_context__byx__2025_09_28_17_15_52__00029,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,163.92,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-32.52999999999997,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00021,-0.044999999999987494,True,True
old_v400_context__byx__2025_09_28_17_15_52__00030,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,166.335,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-34.94499999999999,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00021,-2.460000000000008,False,False
old_v400_context__byx__2025_09_28_17_15_52__00031,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,168.14,primary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-36.74999999999997,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00021,-4.264999999999986,False,False
old_v400_context__byx__2025_09_28_17_15_52__00032,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,170.91,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-39.51999999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00021,-7.034999999999997,False,False
old_v400_context__byx__2025_09_28_17_15_52__00033,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,173.96,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-42.56999999999999,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00022,5.615000000000009,False,False
old_v400_context__byx__2025_09_28_17_15_52__00034,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,176.85,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-45.45999999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00022,2.7250000000000227,False,False
old_v400_context__byx__2025_09_28_17_15_52__00035,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,178.795,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-47.40499999999997,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00022,0.7800000000000296,False,True
old_v400_context__byx__2025_09_28_17_15_52__00036,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,180.785,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-49.39499999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00022,-1.2099999999999795,False,False
old_v400_context__byx__2025_09_28_17_15_52__00037,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,183.12,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-51.72999999999999,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00023,3.509999999999991,False,False
old_v400_context__byx__2025_09_28_17_15_52__00038,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,186.675,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-55.285,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00023,-0.045000000000015916,True,True
old_v400_context__byx__2025_09_28_17_15_52__00039,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,191.655,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-60.264999999999986,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00023,-5.025000000000006,False,False
old_v400_context__byx__2025_09_28_17_15_52__00040,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,193.46,secondary,extreme_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-62.06999999999999,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00023,-6.8300000000000125,False,False
old_v400_context__byx__2025_09_28_17_15_52__00041,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,194.69,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-63.29999999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00023,-8.060000000000002,False,False
old_v400_context__byx__2025_09_28_17_15_52__00042,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,196.505,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,-65.11499999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00024,8.189999999999998,False,False
old_v400_context__byx__2025_09_28_17_15_52__00043,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,198.855,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,64.035,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00024,5.840000000000003,False,False
old_v400_context__byx__2025_09_28_17_15_52__00044,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,207.305,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,55.58499999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00025,-0.009999999999990905,True,True
old_v400_context__byx__2025_09_28_17_15_52__00045,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,211.355,secondary,weak,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,51.535,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00026,1.8000000000000114,False,False
old_v400_context__byx__2025_09_28_17_15_52__00046,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,217.225,secondary,medium_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,45.66499999999999,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00027,-0.8849999999999909,False,True
old_v400_context__byx__2025_09_28_17_15_52__00047,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,219.03,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,43.859999999999985,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00027,-2.6899999999999977,False,False
old_v400_context__byx__2025_09_28_17_15_52__00048,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,220.835,primary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,42.05499999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00028,3.490000000000009,False,False
old_v400_context__byx__2025_09_28_17_15_52__00049,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,224.99,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,37.89999999999998,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00028,-0.664999999999992,False,True
old_v400_context__byx__2025_09_28_17_15_52__00050,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,226.795,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,36.095,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00028,-2.4699999999999704,False,False
old_v400_context__byx__2025_09_28_17_15_52__00051,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,229.195,secondary,strong_active,raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,33.69499999999999,False,False,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00028,-4.869999999999976,False,False
