event_uid,anchor_source,anchor_source_priority,subject,session_stamp,event_index_in_source,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,source_reference_path,anchor_time_rel_s,anchor_time_abs_s,event_start_rel_s,event_end_rel_s,event_duration_s,event_type,event_level,phase_type,road_type_anchor,curvature_anchor,trigger_type,anchor_signal,anchor_value,source_detail,leakage_risk_anchor,causal_anchor_status,old_keep_for_training,old_primary_score,old_trigger_score,old_episode_id
old_v400_context__byx__2025_09_28_17_05_51__00014,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,14,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,158.565,1759079310.4550002,157.365,160.365,3.0,context_residual,strong_active,secondary,straight,2.71907e-08,context_residual,trigger_idx/200Hz,31713.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,1.956339365,13.439000000000014,8
old_v400_context__byx__2025_09_28_17_05_51__00015,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,15,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,160.505,1759079312.3950002,159.305,162.305,3.0,context_residual,strong_active,secondary,curve,0.00869885,context_residual,trigger_idx/200Hz,32101.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,4.665234017,14.780000000000015,8
old_v400_context__byx__2025_09_28_17_05_51__00016,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,16,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,165.9,1759079317.7900002,165.14,167.7,2.5600000000000023,context_residual,medium_active,secondary,curve,-0.00699177,context_residual,trigger_idx/200Hz,33180.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,1.89255506225,5.855218543370603,8
old_v400_context__byx__2025_09_28_17_05_51__00017,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,17,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,170.03,1759079321.92,168.83,171.83,3.0,context_residual,weak,secondary,curve,-0.00699174,context_residual,trigger_idx/200Hz,34006.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,1.4207216079325002,14.193999999999892,8
old_v400_context__byx__2025_09_28_17_05_51__00018,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,171.855,1759079323.7450001,170.655,173.655,3.0,context_residual,strong_active,secondary,curve,-0.00699169,context_residual,trigger_idx/200Hz,34371.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,2.5009884854,7.509132367177486,8
old_v400_context__byx__2025_09_28_17_05_51__00019,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,19,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,176.01,1759079327.9,174.81,177.81,3.0,context_residual,medium_active,secondary,curve,-0.00699163,context_residual,trigger_idx/200Hz,35202.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,2.287838148249999,6.883400805921229,8
old_v400_context__byx__2025_09_28_17_05_51__00020,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,20,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,177.82,1759079329.71,176.62,179.62,3.0,context_residual,extreme_active,primary,curve,-0.000145178,context_residual,trigger_idx/200Hz,35564.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,5.566883565,40.89833333333333,8
old_v400_context__byx__2025_09_28_17_05_51__00021,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,21,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,179.75,1759079331.64,178.55,181.55,3.0,context_residual,extreme_active,secondary,curve,-8.87507e-05,context_residual,trigger_idx/200Hz,35950.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,5.2198968375,22.340000000000103,8
old_v400_context__byx__2025_09_28_17_05_51__00022,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,22,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,182.66,1759079334.5500002,181.46,184.46,3.0,context_residual,weak,secondary,straight,-3.16517e-06,context_residual,trigger_idx/200Hz,36532.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,1.1833200500000003,13.497333333333325,8
old_v400_context__byx__2025_09_28_17_05_51__00023,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,23,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,187.7,1759079339.5900002,187.26,189.5,2.240000000000009,context_residual,weak,secondary,straight,-6.21546e-11,context_residual,trigger_idx/200Hz,37540.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,0.87923467035,16.057,8
old_v400_context__byx__2025_09_28_17_05_51__00024,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,24,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,190.06,1759079341.95,188.86,191.86,3.0,context_residual,strong_active,secondary,straight,0.0,context_residual,trigger_idx/200Hz,38012.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,2.325385955,14.544666666666725,8
old_v400_context__byx__2025_09_28_17_05_51__00025,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,25,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,193.5,1759079345.39,192.3,195.3,3.0,context_residual,medium_active,secondary,straight,-6.21546e-11,context_residual,trigger_idx/200Hz,38700.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,1.887888394999999,13.38099999999994,8
old_v400_context__byx__2025_09_28_17_05_51__00026,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,26,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,196.24,1759079348.13,195.04,198.04,3.0,context_residual,extreme_active,secondary,straight,0.0,context_residual,trigger_idx/200Hz,39248.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,4.8451929775,4.647455586335761,8
old_v400_context__byx__2025_09_28_17_05_51__00027,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,27,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,198.05,1759079349.94,196.85,199.85,3.0,context_residual,extreme_active,secondary,straight,7.94946e-10,context_residual,trigger_idx/200Hz,39610.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,4.406482954,18.384666666666643,8
old_v400_context__byx__2025_09_28_17_05_51__00028,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,28,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,212.07,1759079363.96,211.06,213.165,2.1049999999999898,context_residual,weak,secondary,straight,-9.1617e-10,context_residual,trigger_idx/200Hz,42414.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,0.6242785594999999,13.671333333333331,9
old_v400_context__byx__2025_09_28_17_05_51__00029,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,29,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,219.335,1759079371.2250001,218.135,221.135,3.0,context_residual,weak,secondary,straight,-1.5403e-09,context_residual,trigger_idx/200Hz,43867.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,1.0728084344999995,22.16566666666668,9
old_v400_context__byx__2025_09_28_17_05_51__00030,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,30,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,221.25,1759079373.14,220.05,223.05,3.0,context_residual,extreme_active,secondary,straight,6.52128e-10,context_residual,trigger_idx/200Hz,44250.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,4.738935025299999,16.173333333333318,9
old_v400_context__byx__2025_09_28_17_05_51__00031,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,31,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,223.055,1759079374.9450002,221.855,224.855,3.0,context_residual,extreme_active,primary,straight,-2.72051e-09,context_residual,trigger_idx/200Hz,44611.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,5.878551415,27.657212769220006,9
old_v400_context__byx__2025_09_28_17_05_51__00032,old_v400_context_trigger_idx,2,byx,2025_09_28_17_05_51,32,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,01_datasets/多模态数据/被试数据集合/byx/event/Entity_Recording_2025_09_28_17_05_51_vehicle_aligned_cleaned_events_v400_context.csv,226.745,1759079378.635,226.095,228.545,2.4499999999999886,context_residual,strong_active,secondary,straight,1.77634e-09,context_residual,trigger_idx/200Hz,45349.0,old processed v400 context event table; reference only,medium_old_processed_anchor_unverified,old_reference_needs_raw_validation,True,2.047844237175,5.216594371641016,9
