model_name,best_val_rmse,best_epoch,feature_count,feature_names_count
torch_linear_vehicle_context,0.6807806716926995,23,248,248
torch_mlp256_vehicle_context,0.6213081757460512,101,248,248
torch_mlp512_vehicle_context,0.6156743005676175,38,248,248
