variant_id,name_cn,anchor_label,sample_count,extra_episode_count,dropped_count,split_counts_json,category_counts_json,val_selected_model,val_rmse_for_selected,test_rmse_steer,test_primary_rmse_0_2s,test_tail_rmse_2_5s,test_wrong_side_rate_large,test_severe_amp_under_rate_large,test_large_response_recall,prediction_npz,large_response_plot,badcase_plot,delta_rmse_vs_train_review_nolat,delta_wrong_side_vs_train_review_nolat,delta_severe_under_vs_train_review_nolat,delta_large_recall_vs_train_review_nolat,screening_score
v20_train_review_anchor_nolat,v2.0 训练候选 + 全部待复核，推荐锚点，去横向偏移,model_anchor_s_v1_8,1092,0,355,"{""train"": 753, ""val"": 170, ""test"": 169}","{""train_noncurve_secondary_dynamic"": 321, ""train_noncurve_vehicle_dynamic"": 260, ""review_curve_height_pose_abnormal"": 156, ""train_curve_normal_or_weak"": 148, ""review_speed_brake_only"": 82, ""review_mapping_uncertain"": 56, ""review_fast_steer_weak_vehicle"": 48, ""train_curve_roll_dynamic"": 21}",torch_mlp256_vehicle_context,0.6205238030438209,0.38415686380052916,0.31338437825409654,0.4266732871981157,0.3333333333333333,0.5,1.0,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_train_review_anchor_nolat\tables\v20_train_review_anchor_nolat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_train_review_anchor_nolat\figures\v20_train_review_anchor_nolat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_train_review_anchor_nolat\figures\v20_train_review_anchor_nolat_badcase_overview.png,0.0,0.0,0.0,0.0,0.0
v20_train_review_anchor_lat,v2.0 训练候选 + 全部待复核，推荐锚点，保留横向偏移,model_anchor_s_v1_8,1092,0,355,"{""train"": 753, ""val"": 170, ""test"": 169}","{""train_noncurve_secondary_dynamic"": 321, ""train_noncurve_vehicle_dynamic"": 260, ""review_curve_height_pose_abnormal"": 156, ""train_curve_normal_or_weak"": 148, ""review_speed_brake_only"": 82, ""review_mapping_uncertain"": 56, ""review_fast_steer_weak_vehicle"": 48, ""train_curve_roll_dynamic"": 21}",torch_mlp256_vehicle_context,0.6315635553924033,0.37728770137931006,0.312639372263796,0.41599545855289854,0.3333333333333333,0.5,0.8333333333333334,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_train_review_anchor_lat\tables\v20_train_review_anchor_lat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_train_review_anchor_lat\figures\v20_train_review_anchor_lat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_train_review_anchor_lat\figures\v20_train_review_anchor_lat_badcase_overview.png,-0.006869162421219099,0.0,0.0,-0.16666666666666663,-0.018130837578780895
v20_noncurve_train_review_anchor_nolat,v2.0 非弯道训练候选 + 非弯道待复核，推荐锚点，去横向偏移,model_anchor_s_v1_8,767,0,238,"{""train"": 530, ""test"": 122, ""val"": 115}","{""train_noncurve_secondary_dynamic"": 321, ""train_noncurve_vehicle_dynamic"": 260, ""review_speed_brake_only"": 82, ""review_mapping_uncertain"": 56, ""review_fast_steer_weak_vehicle"": 48}",torch_mlp512_vehicle_context,0.6156742763646234,0.381016351676844,0.34366989286058813,0.40521063260535034,0.8333333333333334,0.5,1.0,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_noncurve_train_review_anchor_nolat\tables\v20_noncurve_train_review_anchor_nolat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_noncurve_train_review_anchor_nolat\figures\v20_noncurve_train_review_anchor_nolat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_noncurve_train_review_anchor_nolat\figures\v20_noncurve_train_review_anchor_nolat_badcase_overview.png,-0.0031405121236851574,0.5,0.0,0.0,-0.17185948787631483
v20_curve_train_review_anchor_nolat,v2.0 弯道训练候选 + 弯道待复核，推荐锚点，去横向偏移,model_anchor_s_v1_8,381,0,140,"{""train"": 261, ""test"": 65, ""val"": 55}","{""review_curve_height_pose_abnormal"": 156, ""train_curve_normal_or_weak"": 148, ""review_mapping_uncertain"": 56, ""train_curve_roll_dynamic"": 21}",torch_mlp256_vehicle_context,0.6659186284198618,0.5455628320555518,0.4177441394550061,0.6166593972198635,0.5,0.5,1.0,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_curve_train_review_anchor_nolat\tables\v20_curve_train_review_anchor_nolat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_curve_train_review_anchor_nolat\figures\v20_curve_train_review_anchor_nolat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_review_inclusion_vehicle_only_gpu\v20_curve_train_review_anchor_nolat\figures\v20_curve_train_review_anchor_nolat_badcase_overview.png,0.16140596825502262,0.16666666666666669,0.0,0.0,-0.21973930158835597
