window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,track_id,candidate_model,policy_name,threshold,keypoint_selected_rate
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.20,188,0.44818312804319166,0.9095744680851063,0.09042553191489362,0.8723404255319149,0.3576639551827882,1.0236170858249545,0.06914893617021277,0.3983776533698782,0.41734042317864106,0.13972669828991513,0.03723404255319149,0.3404255319148936,0.06914893617021277,0.925531914893617,0.35638297872340424,0.7161298353527044,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.20,0.2,0.6117021276595744
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.20,42,0.5840313031454218,0.8809523809523809,0.11904761904761904,0.5,0.545940490047168,2.253303255272127,0.2857142857142857,0.4765476208357584,0.7749999967359361,0.20272085938329004,0.07142857142857142,0.30952380952380953,0.023809523809523808,0.9285714285714286,0.11904761904761904,0.9245856820645655,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.20,0.2,0.8333333333333334
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.25,40,0.5478582234216213,0.825,0.175,0.875,0.40654348991811273,1.2598765388243236,0.125,0.419750003516674,0.4797499982640147,0.18765740248491053,0.075,0.425,0.025,0.95,0.425,0.659948768507552,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.25,0.25,0.55
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.25,188,0.42377406725237265,0.9202127659574468,0.0797872340425532,0.9148936170212766,0.3449899323601672,1.0231017442386097,0.05319148936170213,0.37819148401947733,0.3690159555247172,0.1342814625321362,0.031914893617021274,0.2978723404255319,0.06914893617021277,0.925531914893617,0.4308510638297872,0.6439197118644381,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.25,0.25,0.5372340425531915
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.25,42,0.574859283532898,0.8809523809523809,0.11904761904761904,0.5,0.5419647484819405,2.2518991344347414,0.2857142857142857,0.48892857276258017,0.6823809496348813,0.205521750548069,0.07142857142857142,0.2857142857142857,0.023809523809523808,0.9285714285714286,0.2857142857142857,0.9103631866400461,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.25,0.25,0.6666666666666666
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.30,40,0.5441576191009694,0.8,0.2,0.875,0.38087824545800686,1.2314536342841762,0.1,0.419750003516674,0.3973749980330467,0.18665361649473192,0.075,0.4,0.025,0.95,0.5,0.659948768507552,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.30,0.3,0.475
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.30,188,0.41318291251852557,0.9202127659574468,0.0797872340425532,0.9148936170212766,0.3434603497227456,1.0077273580827506,0.05319148936170213,0.3761968038025055,0.3564893597380278,0.132880155316014,0.026595744680851064,0.2872340425531915,0.06914893617021277,0.925531914893617,0.46808510638297873,0.6273501496735189,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.30,0.3,0.5
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.30,42,0.574859283532898,0.8809523809523809,0.11904761904761904,0.5,0.5419647484819405,2.2518991344347414,0.2857142857142857,0.48892857276258017,0.6823809496348813,0.205521750548069,0.07142857142857142,0.2857142857142857,0.023809523809523808,0.9285714285714286,0.2857142857142857,0.9103631866400461,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.30,0.3,0.6666666666666666
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.35,40,0.542549025116446,0.8,0.2,0.875,0.3832092773169279,1.2294556687477431,0.1,0.41137500256299975,0.3906249970197678,0.18921292741433712,0.075,0.35,0.025,0.95,0.55,0.6544340884147892,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.35,0.35,0.425
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.35,188,0.40459263971302706,0.9202127659574468,0.0797872340425532,0.9148936170212766,0.3413499036526426,1.0083153228325286,0.047872340425531915,0.3657978693062955,0.3343351043047423,0.12955429660282688,0.026595744680851064,0.26595744680851063,0.07446808510638298,0.925531914893617,0.5106382978723404,0.6117342308191593,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.35,0.35,0.4574468085106383
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.35,42,0.5828288151084563,0.8809523809523809,0.11904761904761904,0.5,0.5575747167581915,2.2406982665384056,0.2857142857142857,0.4809523813781284,0.6814285667524451,0.20739059309467536,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.9285714285714286,0.35714285714285715,0.9428399185407593,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.35,0.35,0.5952380952380952
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.40,40,0.542549025116446,0.8,0.2,0.875,0.3832092773169279,1.2294556687477431,0.1,0.41137500256299975,0.3906249970197678,0.18921292741433712,0.075,0.35,0.025,0.95,0.55,0.6544340884147892,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.40,0.4,0.425
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.40,188,0.3982244207139981,0.9202127659574468,0.0797872340425532,0.9361702127659575,0.3403174361174411,1.0067026860142119,0.0425531914893617,0.3621808489427922,0.3241489337400553,0.12757842758350924,0.026595744680851064,0.2553191489361702,0.07446808510638298,0.925531914893617,0.5319148936170213,0.5997672374738698,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.40,0.4,0.43617021276595747
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.40,42,0.5899267472637244,0.8809523809523809,0.11904761904761904,0.5,0.5689236142607272,2.2319166021568924,0.2619047619047619,0.49845237888040994,0.6780952355336576,0.20535349892045632,0.07142857142857142,0.23809523809523808,0.023809523809523808,0.9285714285714286,0.42857142857142855,0.9428399185407593,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.40,0.4,0.5238095238095238
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.45,40,0.5381331918869422,0.8,0.2,0.875,0.3795120518654585,1.232747329684802,0.1,0.41062500029802323,0.3744999963790178,0.18776062542456198,0.075,0.3,0.025,0.95,0.65,0.648367710695391,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.45,0.45,0.325
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.45,188,0.38272150119204096,0.925531914893617,0.07446808510638298,0.9361702127659575,0.3401756758226993,0.9959393802092619,0.0425531914893617,0.3511702097318274,0.31561169987346266,0.1243661377358218,0.026595744680851064,0.23404255319148937,0.07446808510638298,0.925531914893617,0.5851063829787234,0.5654146719852149,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.45,0.45,0.3829787234042553
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.45,42,0.6017108365748004,0.8809523809523809,0.11904761904761904,0.5,0.5592906862298959,2.2018981634661237,0.2619047619047619,0.5042857151655924,0.6577380943511214,0.20113138880706122,0.07142857142857142,0.23809523809523808,0.023809523809523808,0.9285714285714286,0.5,0.9840931379987724,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.45,0.45,0.4523809523809524
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.50,40,0.5377365187817731,0.8,0.2,0.875,0.38148831836879254,1.2278569978029679,0.1,0.410624997317791,0.3579999964684248,0.18798879787209438,0.075,0.275,0.025,0.95,0.675,0.648367710695391,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.50,0.5,0.3
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.50,188,0.37160113397026745,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.33927369157367565,0.9773880469643392,0.047872340425531915,0.32542552616684994,0.28749999851781005,0.12067634676025181,0.02127659574468085,0.22340425531914893,0.07446808510638298,0.925531914893617,0.6595744680851063,0.5569774772502792,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.50,0.5,0.30851063829787234
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.50,42,0.5756983736645928,0.8809523809523809,0.11904761904761904,0.5,0.533603380174895,2.208398120072476,0.2619047619047619,0.49785714135283515,0.5505952379178434,0.19665320402358477,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.9285714285714286,0.5714285714285714,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.50,0.5,0.38095238095238093
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.55,40,0.5406317980267351,0.775,0.225,0.75,0.390119444206357,1.1948780690309877,0.125,0.4287499949336052,0.3567499976605177,0.18700166262569834,0.075,0.2,0.025,0.95,0.75,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.55,0.55,0.225
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.55,188,0.3700958204014325,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.3376221148733129,0.9700040057370926,0.047872340425531915,0.32699467487474704,0.2800265944543037,0.11853525480747769,0.015957446808510637,0.22872340425531915,0.07446808510638298,0.925531914893617,0.6861702127659575,0.5569774772502792,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.55,0.55,0.28191489361702127
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.55,42,0.5746093030958431,0.8809523809523809,0.11904761904761904,0.5,0.5292419805924409,3.1596292969647624,0.23809523809523808,0.5120238001857486,0.5159523811723504,0.20177986088267794,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.9285714285714286,0.6904761904761905,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.55,0.55,0.2619047619047619
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.60,40,0.5364298463397007,0.775,0.225,0.75,0.39724960215389726,1.197013241345055,0.125,0.4339999958872795,0.3216249980032444,0.1890302542771678,0.075,0.175,0.025,0.95,0.8,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.60,0.6,0.175
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.60,188,0.36644852710360115,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.3377523424619056,0.9708561250481412,0.047872340425531915,0.32031914298521713,0.2735904249105048,0.11708165259652227,0.015957446808510637,0.2074468085106383,0.07446808510638298,0.925531914893617,0.7287234042553191,0.5473319108884404,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.60,0.6,0.2393617021276596
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.60,42,0.5742294804893862,0.8809523809523809,0.11904761904761904,0.5,0.5255332930258653,3.1389918130700134,0.23809523809523808,0.5192857093754268,0.5135714285785243,0.20378371280588253,0.047619047619047616,0.23809523809523808,0.023809523809523808,0.9285714285714286,0.7380952380952381,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.60,0.6,0.21428571428571427
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.65,40,0.5364298463397007,0.775,0.225,0.75,0.39724960215389726,1.197013241345055,0.125,0.4339999958872795,0.3216249980032444,0.1890302542771678,0.075,0.175,0.025,0.95,0.8,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.65,0.65,0.175
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.65,188,0.36124260422425414,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.3331536776683432,0.968511818236861,0.0425531914893617,0.31787233363757744,0.2552659567841824,0.11608289345856468,0.015957446808510637,0.17553191489361702,0.07446808510638298,0.925531914893617,0.7659574468085106,0.5473319108884404,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.65,0.65,0.20212765957446807
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.65,42,0.5742294804893862,0.8809523809523809,0.11904761904761904,0.5,0.5255332930258653,3.1389918130700134,0.23809523809523808,0.5192857093754268,0.5135714285785243,0.20378371280588253,0.047619047619047616,0.23809523809523808,0.023809523809523808,0.9285714285714286,0.7380952380952381,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.65,0.65,0.21428571428571427
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.70,40,0.5364298463397007,0.775,0.225,0.75,0.39724960215389726,1.197013241345055,0.125,0.4339999958872795,0.3216249980032444,0.1890302542771678,0.075,0.175,0.025,0.95,0.8,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.70,0.7,0.175
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.70,188,0.3535575769136596,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.32962079369958414,0.9632790555139994,0.03723404255319149,0.31111701459009594,0.2329787217239116,0.11047858177342738,0.015957446808510637,0.16489361702127658,0.06914893617021277,0.925531914893617,0.8191489361702128,0.5421576575797411,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.70,0.7,0.14893617021276595
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.70,42,0.5751834101437333,0.8809523809523809,0.11904761904761904,0.5,0.5202195474590885,3.142563520594719,0.21428571428571427,0.5244047549508867,0.5273809509263152,0.20270321160214685,0.047619047619047616,0.21428571428571427,0.023809523809523808,0.9285714285714286,0.7857142857142857,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.70,0.7,0.16666666666666666
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.75,40,0.5385695645083503,0.775,0.225,0.75,0.4067828763276339,1.208978548180951,0.125,0.4372499957680702,0.3142499979585409,0.18956690486520525,0.075,0.175,0.025,0.95,0.825,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.75,0.75,0.15
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.75,188,0.33677466514807647,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.3166980612626735,0.957855444076698,0.03723404255319149,0.3054255268516693,0.20869680712039165,0.10565329146126537,0.015957446808510637,0.11702127659574468,0.06914893617021277,0.925531914893617,0.8936170212765957,0.5291692680854614,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.75,0.75,0.07446808510638298
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.75,42,0.575370880426451,0.8809523809523809,0.11904761904761904,0.5,0.5200309541055445,3.1354751699255394,0.21428571428571427,0.5280952332984834,0.5167857137109552,0.20507988644290578,0.047619047619047616,0.19047619047619047,0.023809523809523808,0.9285714285714286,0.8333333333333334,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.75,0.75,0.11904761904761904
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.80,40,0.5345446759116794,0.775,0.225,0.75,0.4166799072176218,1.1981436102902063,0.125,0.4468749985098839,0.28087499681860206,0.18609616865869608,0.075,0.1,0.025,0.95,0.95,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.80,0.8,0.025
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.80,188,0.33345885891801347,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.31695827667383436,0.961660618896671,0.031914893617021274,0.3030585052960731,0.20061170083886765,0.10516867482688887,0.015957446808510637,0.10106382978723404,0.06914893617021277,0.925531914893617,0.9148936170212766,0.520692098776021,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.80,0.8,0.05319148936170213
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.80,42,0.5688608839244811,0.8809523809523809,0.11904761904761904,0.5,0.5140941867317783,3.1179956333270424,0.21428571428571427,0.5061904724155154,0.5014285711305482,0.20368348452454565,0.047619047619047616,0.19047619047619047,0.023809523809523808,0.9285714285714286,0.8571428571428571,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.80,0.8,0.09523809523809523
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.85,40,0.5345446759116794,0.775,0.225,0.75,0.4166799072176218,1.1981436102902063,0.125,0.4468749985098839,0.28087499681860206,0.18609616865869608,0.075,0.1,0.025,0.95,0.95,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.85,0.85,0.025
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.85,188,0.33165852012051,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.31524724243803226,0.9613228719331074,0.026595744680851064,0.2999202072461869,0.19244680708234616,0.10516645118773434,0.015957446808510637,0.09042553191489362,0.06914893617021277,0.925531914893617,0.9308510638297872,0.520692098776021,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.85,0.85,0.03723404255319149
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.85,42,0.5725360826216237,0.8809523809523809,0.11904761904761904,0.5,0.5074063540016213,3.111189009820322,0.21428571428571427,0.5190476172027134,0.5274999998509884,0.20765049243493489,0.047619047619047616,0.14285714285714285,0.023809523809523808,0.9285714285714286,0.9285714285714286,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.85,0.85,0.023809523809523808
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.90,40,0.5345446759116794,0.775,0.225,0.75,0.4166799072176218,1.1981436102902063,0.125,0.4468749985098839,0.28087499681860206,0.18609616865869608,0.075,0.1,0.025,0.95,0.95,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.90,0.9,0.025
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.90,188,0.33165153620191967,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3122814582224856,0.9615820576775692,0.02127659574468085,0.3018351009392992,0.18638297717304939,0.10475045056645804,0.015957446808510637,0.0797872340425532,0.06914893617021277,0.925531914893617,0.9468085106382979,0.520692098776021,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.90,0.9,0.02127659574468085
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.90,42,0.5725360826216237,0.8809523809523809,0.11904761904761904,0.5,0.5074063540016213,3.111189009820322,0.21428571428571427,0.5190476172027134,0.5274999998509884,0.20765049243493489,0.047619047619047616,0.14285714285714285,0.023809523809523808,0.9285714285714286,0.9285714285714286,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.90,0.9,0.023809523809523808
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_balanced__thr_0.95,40,0.5345446759116794,0.775,0.225,0.75,0.4166799072176218,1.1981436102902063,0.125,0.4468749985098839,0.28087499681860206,0.18609616865869608,0.075,0.1,0.025,0.95,0.95,0.6789069643375906,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.95,0.95,0.025
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_balanced__thr_0.95,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.95,0.95,0.0
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_balanced__thr_0.95,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,logreg_engineered_balanced,logreg_engineered_balanced__thr_0.95,0.95,0.0
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_conservative__thr_0.05,40,0.5474203443155446,0.825,0.175,0.875,0.408308033272624,1.2580969066062155,0.125,0.41050000339746473,0.4752499980852008,0.18847678173915483,0.075,0.4,0.025,0.95,0.45,0.659948768507552,B_response3s_strict_core,logreg_engineered_conservative,logreg_engineered_conservative__thr_0.05,0.05,0.525
pre3_label3_response_coverage,session_level_split,train,logreg_engineered_conservative__thr_0.05,188,0.4176852100016286,0.9095744680851063,0.09042553191489362,0.9148936170212766,0.34360948621117055,1.0049833951634253,0.05851063829787234,0.38063829400120897,0.3672872314507023,0.13192983722547066,0.031914893617021274,0.2765957446808511,0.06914893617021277,0.925531914893617,0.48404255319148937,0.6356974793102107,B_response3s_strict_core,logreg_engineered_conservative,logreg_engineered_conservative__thr_0.05,0.05,0.48404255319148937
pre3_label3_response_coverage,session_level_split,val,logreg_engineered_conservative__thr_0.05,42,0.5877775450067735,0.8809523809523809,0.11904761904761904,0.5,0.5700624897877686,2.2394059008190044,0.2857142857142857,0.4802380935067222,0.7117857097515038,0.20720560271773172,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.9285714285714286,0.30952380952380953,0.9582369063554723,B_response3s_strict_core,logreg_engineered_conservative,logreg_engineered_conservative__thr_0.05,0.05,0.6428571428571429
pre3_label3_response_coverage,session_level_split,test,logreg_engineered_conservative__thr_0.10,40,0.5344532393292165,0.8,0.2,0.875,0.38868315182626245,1.2197404587197576,0.1,0.432499997317791,0.3343749977648258,0.19037499934784133,0.075,0.25,0.025,0.95,0.725,0.648367710695391,B_response3s_strict_core,logreg_engineered_conservative,logreg_engineered_conservative__thr_0.10,0.1,0.25
