oracle_best_index,oracle_best_model,oracle_sample_rmse,rbf_kernel_ridge_context_no_subject__sample_rmse,segment_abs_rf_piecewise__sample_rmse,segment_resid_rf_piecewise__sample_rmse,segment_abs_rf_blend_25__sample_rmse,segment_abs_rf_blend_50__sample_rmse,segment_resid_rf_blend_25__sample_rmse,segment_resid_rf_blend_50__sample_rmse,rbf_abs_keypoint_scaled__sample_rmse,rbf_resid_keypoint_scaled__sample_rmse,rbf_abs_keypoint_scaled_blend_50__sample_rmse,rbf_resid_keypoint_scaled_blend_50__sample_rmse,sample_id,split,gain_over_rbf
0,rbf_kernel_ridge_context_no_subject,0.019453513,0.019453513,0.101747476,0.1652665,0.038851324,0.05957157,0.03352451,0.07656026,0.08926588,0.1480458,0.053876624,0.064360484,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,train,0.0
8,rbf_resid_keypoint_scaled,0.30186146,0.4343881,0.4299804,0.4192506,0.4184446,0.41222385,0.40835813,0.39659867,0.34514862,0.30186146,0.3870939,0.35875192,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,train,0.13252664
8,rbf_resid_keypoint_scaled,0.48644057,0.52411544,0.92431355,0.846444,0.603888,0.70091724,0.5804949,0.6567814,0.5013377,0.48644057,0.5109793,0.50470656,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,train,0.037674874
10,rbf_resid_keypoint_scaled_blend_50,0.0031706668,0.046395674,0.31418115,0.26009938,0.097621,0.16757636,0.075920604,0.133732,0.14384113,0.04797901,0.09462497,0.0031706668,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,train,0.04322501
8,rbf_resid_keypoint_scaled,0.17276964,0.20635219,0.261136,0.2604638,0.18052422,0.18310301,0.18006991,0.1823454,0.20596579,0.17276964,0.19763781,0.18289688,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,train,0.033582553
8,rbf_resid_keypoint_scaled,0.11675066,0.17593822,0.46938542,0.3409427,0.24321231,0.3164063,0.2070297,0.24707271,0.19493556,0.11675066,0.18505663,0.1401046,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,train,0.05918756
1,segment_abs_rf_piecewise,0.15145636,0.2255061,0.15145636,0.25256187,0.20069124,0.17916277,0.2264822,0.23151025,0.20154306,0.205829,0.2100656,0.21427138,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,train,0.07404974
9,rbf_abs_keypoint_scaled_blend_50,0.016459111,0.04514218,0.06126444,0.06624825,0.023642492,0.01875998,0.04852777,0.0534087,0.0660868,0.052056506,0.016459111,0.04850707,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,train,0.02868307
2,segment_resid_rf_piecewise,0.13350122,0.2453993,0.24336848,0.13350122,0.24463096,0.2440356,0.21103229,0.17955366,0.24789909,0.24651857,0.24661744,0.24595214,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,val,0.11189808
1,segment_abs_rf_piecewise,0.43142104,0.46975958,0.43142104,0.45975295,0.45305437,0.4408643,0.46139094,0.45687404,0.4553962,0.48079222,0.46175328,0.47523323,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,val,0.038338542
1,segment_abs_rf_piecewise,0.075843655,0.19875683,0.075843655,0.15768503,0.16275448,0.12855063,0.16169049,0.1387457,0.18640895,0.2620375,0.19195417,0.21948977,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,val,0.122913174
8,rbf_resid_keypoint_scaled,0.2869758,0.2922014,0.43727422,0.43704864,0.30890423,0.34118378,0.32311398,0.35825682,0.4366682,0.2869758,0.3492356,0.2894629,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,val,0.005225599
0,rbf_kernel_ridge_context_no_subject,0.43459985,0.43459985,0.6002173,0.5653581,0.46001905,0.49775663,0.4574224,0.48766124,0.5554739,0.49406144,0.48154616,0.457113,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,val,0.0
7,rbf_abs_keypoint_scaled,0.39124203,0.5240593,0.5550802,0.65192026,0.52188295,0.5264811,0.54781693,0.5776263,0.39124203,0.4978549,0.45074376,0.5108427,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,val,0.13281727
8,rbf_resid_keypoint_scaled,0.18541178,0.19877943,0.33096424,0.29827473,0.21764809,0.24831533,0.20320316,0.22388992,0.23716517,0.18541178,0.21476519,0.19029558,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,val,0.013367653
8,rbf_resid_keypoint_scaled,0.3344278,0.39029592,0.57140744,0.49662358,0.41944835,0.46134025,0.39637274,0.41763878,0.41533884,0.3344278,0.4011597,0.35671502,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,train,0.05586812
4,segment_abs_rf_blend_50,0.22243454,0.33395147,0.24986866,0.24658628,0.26669252,0.22243454,0.28372854,0.24841131,0.32164532,0.35133618,0.32722324,0.33718076,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,train,0.11151694
8,rbf_resid_keypoint_scaled,0.12598708,0.13701566,0.31857234,0.24291314,0.16727258,0.21174254,0.14721552,0.17130198,0.1403048,0.12598708,0.133844,0.13090943,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,train,0.011028573
1,segment_abs_rf_piecewise,0.40508917,0.49353972,0.40508917,0.4898743,0.45507717,0.42624614,0.47808006,0.47217876,0.5093262,0.55920637,0.5012501,0.52199364,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,train,0.08845055
9,rbf_abs_keypoint_scaled_blend_50,0.19190648,0.22771148,0.3815192,0.4001216,0.25499973,0.29160425,0.26117682,0.30283284,0.1929296,0.195019,0.19190648,0.20897967,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,train,0.035805
4,segment_abs_rf_blend_50,0.08035658,0.16232017,0.15824081,0.14512922,0.107672215,0.08035658,0.12997997,0.113414675,0.13212556,0.16472991,0.13277036,0.16349779,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,train,0.081963584
8,rbf_resid_keypoint_scaled,0.5669429,0.81663686,1.492515,1.2480826,0.9544916,1.1191773,0.8037088,0.887375,1.2942417,0.5669429,1.0549667,0.6916204,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,train,0.24969399
7,rbf_abs_keypoint_scaled,0.08528514,0.16461954,0.09742827,0.14560051,0.140062,0.11911648,0.1515098,0.14349361,0.08528514,0.13149509,0.1213528,0.1478097,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,train,0.07933439
1,segment_abs_rf_piecewise,0.24683622,0.38937882,0.24683622,0.28834626,0.3288731,0.28027984,0.3408784,0.30492643,0.30754372,0.3001669,0.3169075,0.3233302,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,train,0.1425426
7,rbf_abs_keypoint_scaled,0.1462372,0.1993813,0.23956114,0.22271518,0.18680985,0.19031298,0.18878213,0.18949619,0.1462372,0.15988858,0.16557282,0.17743361,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,train,0.053144112
1,segment_abs_rf_piecewise,0.0631532,0.101339564,0.0631532,0.28127506,0.08900744,0.07805745,0.14393869,0.18887973,0.06419578,0.18164274,0.077071495,0.13979481,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,train,0.038186364
7,rbf_abs_keypoint_scaled,0.13506137,0.2841408,0.22048725,0.33034992,0.22843471,0.19316056,0.25766847,0.25757438,0.13506137,0.24541831,0.20333238,0.2646095,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,train,0.14907943
7,rbf_abs_keypoint_scaled,0.10961173,0.18194336,0.34687173,0.36825466,0.19845314,0.23667105,0.19565798,0.23894133,0.10961173,0.1188514,0.12717429,0.117185734,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,train,0.07233163
7,rbf_abs_keypoint_scaled,0.20446011,0.40331513,0.52992195,0.5827253,0.41529697,0.44207853,0.44050723,0.48372728,0.20446011,0.44683757,0.29763126,0.4247422,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,train,0.19885501
6,segment_resid_rf_blend_50,0.03967209,0.08572128,0.117309004,0.09562275,0.054591,0.050922178,0.052848782,0.03967209,0.13042016,0.13527822,0.053630657,0.051103074,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,train,0.046049185
0,rbf_kernel_ridge_context_no_subject,0.15133587,0.15133587,1.1223996,1.0664403,0.35595074,0.6061739,0.35513303,0.5884362,0.26231146,0.2141579,0.1967481,0.17881264,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,train,0.0
8,rbf_resid_keypoint_scaled,0.101432964,0.14990923,0.16815811,0.13877493,0.15276307,0.15681797,0.13915078,0.13338147,0.14713153,0.101432964,0.14848223,0.11825305,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,train,0.048476264
7,rbf_abs_keypoint_scaled,0.09828183,0.38382244,0.73531985,0.70726347,0.4271417,0.50963,0.4320257,0.5084998,0.09828183,0.13463692,0.20083123,0.25225338,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,train,0.2855406
8,rbf_resid_keypoint_scaled,0.21645711,0.25431386,0.31501368,0.288099,0.24663086,0.2555456,0.24001896,0.24147023,0.23384671,0.21645711,0.23217855,0.22654483,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,train,0.037856743
7,rbf_abs_keypoint_scaled,0.16404003,0.23055643,0.5669364,0.49223185,0.2833337,0.36609924,0.26708692,0.330027,0.16404003,0.16960059,0.18371165,0.1935758,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,train,0.0665164
1,segment_abs_rf_piecewise,0.25789377,0.28556678,0.25789377,0.37576622,0.26861238,0.2579034,0.2955794,0.3150377,0.34087527,0.28911418,0.29691988,0.28372183,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,train,0.027673006
8,rbf_resid_keypoint_scaled,0.019121557,0.020188434,0.095457576,0.06458803,0.03407201,0.0535049,0.025794536,0.037129864,0.02165472,0.019121557,0.020878745,0.019605711,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,train,0.0010668766
7,rbf_abs_keypoint_scaled,0.4332434,0.50073814,0.8870751,0.98474425,0.57630444,0.66978854,0.5858255,0.7027372,0.4332434,0.46912903,0.46143284,0.4536193,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,train,0.06749475
8,rbf_resid_keypoint_scaled,0.14076127,0.26916018,0.3234757,0.29624173,0.27465433,0.28599972,0.23500308,0.22811882,0.19947453,0.14076127,0.23249812,0.14503893,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,train,0.12839891
0,rbf_kernel_ridge_context_no_subject,0.9316312,0.9316312,1.6283491,1.5543388,1.097816,1.2707813,1.07747,1.2315093,1.4838051,1.2872794,1.2004781,1.107049,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,train,0.0
9,rbf_abs_keypoint_scaled_blend_50,0.04935114,0.22394638,0.54277945,0.57164323,0.2503287,0.3279912,0.2773464,0.3632465,0.21056604,0.04992645,0.04935114,0.116079904,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,train,0.17459524
10,rbf_resid_keypoint_scaled_blend_50,0.110803664,0.11121198,0.16383734,0.14394483,0.117368616,0.12906167,0.11459334,0.12156539,0.11368111,0.11240235,0.11185651,0.110803664,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,train,0.00040831417
1,segment_abs_rf_piecewise,0.5041019,0.73548925,0.5041019,0.6827454,0.6457185,0.57255334,0.6904366,0.6654484,0.66723686,0.68637985,0.68424785,0.69352746,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,val,0.23138738
1,segment_abs_rf_piecewise,1.0088953,1.3378159,1.0088953,1.1987485,1.2410799,1.1525948,1.2799847,1.23657,1.4272499,1.428551,1.3783728,1.3763629,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,val,0.3289206
7,rbf_abs_keypoint_scaled,0.4672852,0.61156785,0.54659927,0.6786466,0.5746897,0.5505862,0.61724573,0.63066816,0.4672852,0.6217914,0.52975607,0.61659247,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,val,0.14428267
3,segment_abs_rf_blend_25,0.5723485,0.5910531,0.6498005,0.64939684,0.5723485,0.57660955,0.57576346,0.5810498,0.64746267,0.63670754,0.591226,0.5918171,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,val,0.018704653
1,segment_abs_rf_piecewise,0.3336734,0.4929598,0.3336734,0.42308295,0.4353343,0.38696194,0.4606192,0.43728927,0.46494645,0.5081494,0.47813812,0.4991505,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,val,0.15928641
0,rbf_kernel_ridge_context_no_subject,1.1165884,1.1165884,1.4844553,1.3540467,1.2052132,1.2963802,1.1688108,1.2262466,1.3639824,1.169275,1.2379632,1.1427894,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,val,0.0
2,segment_resid_rf_piecewise,0.38163656,0.5598909,0.47187617,0.38163656,0.50921154,0.47550058,0.49580002,0.44191894,0.6094741,0.5454865,0.5829449,0.5510079,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,val,0.17825437
4,segment_abs_rf_blend_50,0.24078083,0.26253211,0.27699566,0.2720768,0.24441132,0.24078083,0.25542325,0.25468436,0.2982119,0.26434374,0.25569773,0.25699922,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,val,0.021751285
7,rbf_abs_keypoint_scaled,0.18857291,0.44535494,0.4860172,0.485305,0.40429738,0.3976683,0.41852817,0.41669825,0.18857291,0.21324271,0.29636204,0.32165945,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,train,0.25678203
2,segment_resid_rf_piecewise,0.29246396,0.50001085,0.40862265,0.29246396,0.45314762,0.42025432,0.43581125,0.37748164,0.379361,0.37433472,0.41247973,0.40628535,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,train,0.20754689
8,rbf_resid_keypoint_scaled,0.10119473,0.22283338,0.46933645,0.49245042,0.25535765,0.31437048,0.269537,0.3353468,0.120421246,0.10119473,0.16859652,0.16099618,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,train,0.12163865
0,rbf_kernel_ridge_context_no_subject,0.4411561,0.4411561,0.5076574,0.49778038,0.45657417,0.472853,0.45342588,0.46702775,0.4537591,0.47388327,0.44724312,0.4559895,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,train,0.0
0,rbf_kernel_ridge_context_no_subject,0.71415323,0.71415323,0.80878276,0.7935104,0.7322489,0.75427586,0.7282176,0.7463267,0.87780714,0.94524956,0.7894993,0.82138216,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,train,0.0
5,segment_resid_rf_blend_25,0.13711327,0.15488547,0.2028835,0.23653819,0.15102234,0.15898386,0.13711327,0.14965639,0.20646459,0.39725944,0.16157907,0.24941626,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,train,0.017772198
2,segment_resid_rf_piecewise,0.07883161,0.14939241,0.49206087,0.07883161,0.23287725,0.31859696,0.124021284,0.10190712,0.14922166,0.14029594,0.14930703,0.14479446,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,val,0.0705608
6,segment_resid_rf_blend_50,0.66918683,0.678246,0.72730225,0.67241,0.68409336,0.69435644,0.6721964,0.66918683,0.87056434,0.7269604,0.77173346,0.70231956,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,val,0.009059191
0,rbf_kernel_ridge_context_no_subject,0.7106443,0.7106443,0.97294194,0.9409143,0.7593028,0.8209645,0.75500494,0.80937564,0.84935194,0.7227005,0.7675157,0.71512777,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,val,0.0
1,segment_abs_rf_piecewise,0.30286792,0.6372591,0.30286792,0.52155745,0.5421794,0.4518664,0.60757583,0.578347,0.6472902,0.64496696,0.6409706,0.6408071,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,val,0.3343912
10,rbf_resid_keypoint_scaled_blend_50,0.2014765,0.20428672,0.304935,0.3438679,0.20855857,0.22940488,0.22919516,0.26245293,0.21158049,0.20619433,0.20584793,0.2014765,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,train,0.002810225
8,rbf_resid_keypoint_scaled,0.18498191,0.22349209,0.24349181,0.2951748,0.21106365,0.21048556,0.23369499,0.24972947,0.19971193,0.18498191,0.19550057,0.1993877,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,train,0.038510174
8,rbf_resid_keypoint_scaled,0.39253125,0.44629076,0.5538179,0.6295913,0.44686383,0.4666702,0.46969715,0.5105197,0.4154037,0.39253125,0.41501898,0.41280264,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,test,0.053759515
7,rbf_abs_keypoint_scaled,0.786768,0.9599703,1.1064286,0.9237019,0.9869132,1.0207461,0.94265854,0.93072,0.786768,0.8939099,0.8722458,0.920726,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,test,0.17320228
7,rbf_abs_keypoint_scaled,1.04603,1.1559497,1.1812904,1.20143,1.1552405,1.1592695,1.1638978,1.1741691,1.04603,1.0930196,1.1006106,1.1242936,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,test,0.10991967
7,rbf_abs_keypoint_scaled,0.65826106,0.75735724,0.7971332,0.7348047,0.76399565,0.7728913,0.7477359,0.740725,0.65826106,0.67923486,0.7064417,0.7176548,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,test,0.09909618
7,rbf_abs_keypoint_scaled,0.109114595,0.25710073,0.33027065,0.37495115,0.253295,0.26584557,0.268542,0.29416674,0.109114595,0.11552268,0.16391572,0.17804232,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,train,0.14798614
10,rbf_resid_keypoint_scaled_blend_50,0.4473054,0.45505315,0.7586397,0.6440627,0.525518,0.6005091,0.4969909,0.54307705,0.46271795,0.44820264,0.44828817,0.4473054,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,train,0.0077477396
0,rbf_kernel_ridge_context_no_subject,0.003350717,0.003350717,0.021138236,0.118100986,0.0049169995,0.010054503,0.028119422,0.05808008,0.010412007,0.014606239,0.0051434017,0.008470616,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,train,0.0
8,rbf_resid_keypoint_scaled,0.06940887,0.10771379,0.15525502,0.11700224,0.10656373,0.11557391,0.09407122,0.09099258,0.114025325,0.06940887,0.11071472,0.087568946,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,train,0.038304918
0,rbf_kernel_ridge_context_no_subject,0.61605024,0.61605024,0.77893734,0.76624626,0.62996954,0.6637121,0.63253844,0.66450715,0.7561794,0.63611156,0.67199963,0.6215776,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,train,0.0
8,rbf_resid_keypoint_scaled,0.2743301,0.3210606,0.30755928,0.31358898,0.2961232,0.28485805,0.2995897,0.29072618,0.29318246,0.2743301,0.30513117,0.2952204,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,train,0.04673049
9,rbf_abs_keypoint_scaled_blend_50,0.20499787,0.20735788,0.3441045,0.34190518,0.22056718,0.25120214,0.21728419,0.24684902,0.2103871,0.2204281,0.20499787,0.2083914,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,train,0.002360016
8,rbf_resid_keypoint_scaled,0.12568073,0.1434397,0.17834423,0.16815272,0.14463122,0.15134251,0.141194,0.14493471,0.1370527,0.12568073,0.13616762,0.13236322,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,train,0.017758965
10,rbf_resid_keypoint_scaled_blend_50,0.0075985985,0.032116424,0.15118293,0.18241592,0.057938125,0.088144295,0.059371367,0.09864148,0.052408207,0.034405474,0.040024698,0.0075985985,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,train,0.024517827
6,segment_resid_rf_blend_50,0.28109437,0.32019404,0.43067017,0.31443298,0.3164999,0.33647224,0.29214483,0.28109437,0.42570207,0.30242205,0.37134752,0.3112325,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,test,0.039099663
8,rbf_resid_keypoint_scaled,0.20429878,0.2593437,0.7115742,0.22382087,0.34513614,0.4578049,0.23327419,0.21742932,0.48099503,0.20429878,0.37002966,0.23143043,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,val,0.055044934
2,segment_resid_rf_piecewise,0.7811282,1.0621147,0.9613401,0.7811282,1.0237983,0.9937485,0.9857441,0.91281885,1.0296596,0.8619368,1.0456308,0.95993286,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,val,0.2809865
9,rbf_abs_keypoint_scaled_blend_50,0.13438274,0.15392447,0.32530564,0.35261047,0.15545705,0.19497037,0.15841775,0.20576093,0.15549058,0.16626373,0.13438274,0.14506994,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,train,0.019541726
5,segment_resid_rf_blend_25,0.13619646,0.14759816,0.27004343,0.20599136,0.14349194,0.16945368,0.13619646,0.14461015,0.18284792,0.16353028,0.16460967,0.15543406,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,train,0.011401698
8,rbf_resid_keypoint_scaled,0.21336484,0.21700203,0.3066355,0.27903172,0.22721857,0.24690819,0.2192037,0.2312975,0.21404725,0.21336484,0.21538462,0.21446228,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,train,0.0036371946
2,segment_resid_rf_piecewise,0.18122466,0.24135831,0.42234173,0.18122466,0.2699148,0.3126348,0.22471224,0.2089839,0.37810805,0.18730633,0.30969545,0.21426532,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre3_label3_response_coverage,test,0.06013365
