window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,track_id,rbf_ref_rmse,rbf_ref_wrong_side,rbf_ref_large_recall,rbf_ref_difficult_rmse,rmse_delta_vs_rbf,wrong_side_delta_vs_rbf,large_recall_delta_vs_rbf,difficult_rmse_delta_vs_rbf
pre3_label3_response_coverage,session_level_split,train,keypoint_oracle_piecewise,188,0.4963280286946983,1.0,0.0,1.0,4.457412882054106e-05,0.9946808510638298,0.005319148936170213,0.00787234052698663,0.32106383081446305,4.36421127078381e-05,0.005319148936170213,0.4946808510638298,0.03723404255319149,0.925531914893617,0.0,0.8508731980376288,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.1662170688429026,-0.05851063829787234,0.08510638297872342,0.3301810992616079
pre3_label3_response_coverage,session_level_split,train,keypoint_oracle_rbf_scaled,188,0.41462769691947227,0.9627659574468085,0.03723404255319149,1.0,0.059951754197716076,1.0432237217617115,0.0,0.2969414831951578,0.19984042656389958,7.975688006015534e-10,0.0,0.06382978723404255,0.06382978723404255,0.925531914893617,0.9627659574468085,0.6476873782521425,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0845167370676766,-0.021276595744680854,0.08510638297872342,0.12699527947612155
pre3_label3_response_coverage,session_level_split,train,keypoint_residual_vehicle_transformer_no_subject,188,0.5636981435585351,0.8617021276595744,0.13829787234042554,0.723404255319149,0.5106482595165677,1.3241325576083638,0.19680851063829788,0.5098404274817477,0.7170478696835801,0.17718453341838036,0.09574468085106383,0.48404255319148937,0.0425531914893617,0.925531914893617,0.0,0.9067564105933167,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.23358718370673942,0.0797872340425532,-0.1914893617021276,0.3860643118172957
pre3_label3_response_coverage,session_level_split,train,keypoint_segment_oracle,188,0.26090999430516093,0.9521276595744681,0.047872340425531915,1.0,0.15806130161310764,0.956753837390274,0.015957446808510637,0.25345744057855707,0.18558510565298034,0.08772264279615867,0.015957446808510637,0.10106382978723404,0.09574468085106383,0.925531914893617,0.8457446808510638,0.38527584910155926,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.06920096554663474,-0.010638297872340427,0.08510638297872342,-0.1354162496744617
pre3_label3_response_coverage,session_level_split,train,rbf_abs_keypoint_scaled,188,0.32966163676015986,0.9308510638297872,0.06914893617021277,0.9574468085106383,0.21351907523646158,0.9557847259757742,0.0851063829787234,0.32736701494518744,0.3135904249180346,0.1113108411416451,0.031914893617021274,0.0797872340425532,0.05851063829787234,0.925531914893617,0.925531914893617,0.5134295977235017,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.0004493230916358115,0.010638297872340427,0.042553191489361764,-0.0072625010525192435
pre3_label3_response_coverage,session_level_split,train,rbf_abs_keypoint_scaled_blend_50,188,0.3148268076429017,0.9361702127659575,0.06382978723404255,0.9787234042553191,0.24141677509141254,0.9466525631907313,0.026595744680851064,0.2910106333487846,0.18534574567518652,0.10408087055312787,0.015957446808510637,0.06382978723404255,0.07446808510638298,0.925531914893617,0.9627659574468085,0.48854501203643624,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.015284152208893953,0.0053191489361702066,0.06382978723404253,-0.03214708673958472
pre3_label3_response_coverage,session_level_split,train,rbf_kernel_ridge_context_no_subject,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124192,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rbf_resid_keypoint_scaled,188,0.31127560449611086,0.9202127659574468,0.0797872340425532,0.9787234042553191,0.1974608399508957,1.0513365291932315,0.02127659574468085,0.31624999000354015,0.2592553202102476,0.07395207568349198,0.015957446808510637,0.07446808510638298,0.06914893617021277,0.925531914893617,0.9414893617021277,0.4389654952522275,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.018835355355684813,0.021276595744680854,0.06382978723404253,-0.08172660352379346
pre3_label3_response_coverage,session_level_split,train,rbf_resid_keypoint_scaled_blend_50,188,0.30723308546621403,0.9308510638297872,0.06914893617021277,0.9787234042553191,0.23650546929739574,0.9918602247116854,0.026595744680851064,0.32406914289644423,0.19305850941925606,0.08802219248436233,0.005319148936170213,0.05851063829787234,0.06914893617021277,0.925531914893617,0.9574468085106383,0.4580118207005151,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.022877874385581642,0.010638297872340427,0.06382978723404253,-0.06268027807550586
pre3_label3_response_coverage,session_level_split,train,segment_abs_rf_blend_25,188,0.3426814688149066,0.9468085106382979,0.05319148936170213,0.9361702127659575,0.2856495677285451,0.9395398321287436,0.026595744680851064,0.27037234152568146,0.225984042044729,0.1032358412630856,0.015957446808510637,0.06382978723404255,0.06382978723404255,0.925531914893617,0.9521276595744681,0.5529087369268088,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.012570508963110905,-0.0053191489361702135,0.021276595744680882,0.03221663815078779
pre3_label3_response_coverage,session_level_split,train,segment_abs_rf_blend_50,188,0.3762383177893478,0.9414893617021277,0.05851063829787234,0.9361702127659575,0.25768744395154114,0.9492226788103398,0.05319148936170213,0.2683244711382592,0.3205585080654697,0.1040808715079812,0.015957446808510637,0.07446808510638298,0.14361702127659576,0.925531914893617,0.9308510638297872,0.6164112667063134,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.04612735793755213,0.0,0.021276595744680882,0.09571916793029245
pre3_label3_response_coverage,session_level_split,train,segment_abs_rf_piecewise,188,0.486627857509828,0.9361702127659575,0.06382978723404255,0.9574468085106383,0.21529475313195207,1.0220977953816404,0.0851063829787234,0.28726064041256905,0.508085106757093,0.1113108416543679,0.031914893617021274,0.5425531914893617,0.03723404255319149,0.925531914893617,0.0,0.8046572710393162,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.15651689765803234,0.0053191489361702066,0.042553191489361764,0.2839651722632952
pre3_label3_response_coverage,session_level_split,train,segment_resid_rf_blend_25,188,0.33773594412467983,0.9308510638297872,0.06914893617021277,0.9574468085106383,0.2775931289379901,1.0164123480109823,0.015957446808510637,0.28869680576819057,0.2367553182758708,0.0961598674964873,0.015957446808510637,0.06914893617021277,0.05851063829787234,0.925531914893617,0.9574468085106383,0.5378660365664473,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.007624984272884161,0.010638297872340427,0.042553191489361764,0.017173937790426308
pre3_label3_response_coverage,session_level_split,train,segment_resid_rf_blend_50,188,0.36733396242257543,0.9308510638297872,0.06914893617021277,0.9574468085106383,0.24531682315183448,1.117373651950237,0.031914893617021274,0.27444148658120887,0.3262499984195258,0.08802219130287066,0.005319148936170213,0.0851063829787234,0.11702127659574468,0.925531914893617,0.9308510638297872,0.590473584430477,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.03722300257077976,0.010638297872340427,0.042553191489361764,0.06978148565445608
pre3_label3_response_coverage,session_level_split,train,segment_resid_rf_piecewise,188,0.47328706478639754,0.9095744680851063,0.09042553191489362,0.9787234042553191,0.2020716842640429,1.3609771824235894,0.031914893617021274,0.24960106191165904,0.4532712794681813,0.07395207287466272,0.015957446808510637,0.526595744680851,0.03723404255319149,0.925531914893617,0.0,0.7687106942899514,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.14317610493460187,0.03191489361702128,0.06382978723404253,0.24801859551393046
pre3_label3_response_coverage,session_level_split,train,topk_vehicle_transformer_branch0_no_subject,188,0.4281761094026442,0.9095744680851063,0.09042553191489362,0.7659574468085106,0.3820503267281233,1.2516374034431637,0.14893617021276595,0.4314361740141473,0.39885638243063015,0.23962058036859354,0.14893617021276595,0.17553191489361702,0.20212765957446807,0.925531914893617,0.5904255319148937,0.6536547551264176,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.09806514955084855,0.03191489361702128,-0.14893617021276595,0.1329626563503966
pre3_label3_response_coverage,session_level_split,train,topk_vehicle_transformer_branch1_no_subject,188,0.5339386968385176,0.8936170212765957,0.10638297872340426,0.7659574468085106,0.455126318010561,1.3619045378051513,0.1595744680851064,0.5288297875606,0.36824468195319493,0.2823992403821049,0.18085106382978725,0.14361702127659576,0.15425531914893617,0.925531914893617,0.43617021276595747,0.7427164913289922,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.2038277369867219,0.047872340425531915,-0.14893617021276595,0.22202439255297124
pre3_label3_response_coverage,session_level_split,train,topk_vehicle_transformer_branch2_no_subject,188,0.48894965122488193,0.8829787234042553,0.11702127659574468,0.7446808510638298,0.4016385427973372,1.8037110434254058,0.10106382978723404,0.48803191418026354,0.44345744768593537,0.3840063111478849,0.32978723404255317,0.13297872340425532,0.24468085106382978,0.925531914893617,0.6542553191489362,0.7294846770610872,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.15883869137308626,0.05851063829787234,-0.17021276595744683,0.20879257828506625
pre3_label3_response_coverage,session_level_split,train,topk_vehicle_transformer_top1_no_subject,188,0.45143211957618967,0.8936170212765957,0.10638297872340426,0.723404255319149,0.36987009458243847,1.2583734807034734,0.14893617021276595,0.4654255321526781,0.4098936169249739,0.3100961141496961,0.22340425531914893,0.13297872340425532,0.22340425531914893,0.925531914893617,0.6702127659574468,0.6973613610061375,B_response3s_strict_core,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.121321159724394,0.047872340425531915,-0.1914893617021276,0.17666926223011659
pre3_label3_response_coverage,session_level_split,val,keypoint_oracle_piecewise,42,0.49716336418894747,1.0,0.0,1.0,0.0002119030271257673,0.9761904761904762,0.023809523809523808,0.007023809211594718,0.31285714517746654,3.31135732786996e-05,0.0,0.42857142857142855,0.023809523809523808,0.9285714285714286,0.0,0.8410788894167799,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.07431886059156034,-0.11904761904761904,0.5,-0.06985365428064527
pre3_label3_response_coverage,session_level_split,val,keypoint_oracle_rbf_scaled,42,0.5645631001191854,0.9523809523809523,0.047619047619047616,1.0,0.17716509587175788,0.9954922895811869,0.023809523809523808,0.585833327401252,0.31380952149629593,1.77394776117234e-09,0.0,0.11904761904761904,0.047619047619047616,0.9285714285714286,0.8809523809523809,0.8966963136202707,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.0069191246613223845,-0.07142857142857142,0.5,-0.014236230077154466
pre3_label3_response_coverage,session_level_split,val,keypoint_residual_vehicle_transformer_no_subject,42,0.5983004641535546,0.9047619047619048,0.09523809523809523,0.5,0.5912717589665026,2.7175859572586596,0.23809523809523808,0.5014285750332332,0.7934523794267859,0.20815568596368567,0.047619047619047616,0.40476190476190477,0.047619047619047616,0.9285714285714286,0.0,0.95711332634618,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.026818239373046837,-0.023809523809523808,0.0,0.0461807826487548
pre3_label3_response_coverage,session_level_split,val,keypoint_segment_oracle,42,0.4881188165619712,0.9285714285714286,0.07142857142857142,0.7,0.4144680290704682,2.4900616494351615,0.11904761904761904,0.4769047647714615,0.40845238133555367,0.1888700704578133,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.9285714285714286,0.6428571428571429,0.7841059673624831,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.0833634082185366,-0.047619047619047616,0.19999999999999996,-0.1268265763349421
pre3_label3_response_coverage,session_level_split,val,rbf_abs_keypoint_scaled,42,0.6121135650460875,0.9047619047619048,0.09523809523809523,0.6,0.5221819828702359,2.7565377535278053,0.21428571428571427,0.5351190503154483,0.5776190461502189,0.20024733980729556,0.09523809523809523,0.16666666666666666,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9591082925992118,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.040631340265579685,-0.023809523809523808,0.09999999999999998,0.048175748901786664
pre3_label3_response_coverage,session_level_split,val,rbf_abs_keypoint_scaled_blend_50,42,0.585840680923702,0.9047619047619048,0.09523809523809523,0.6,0.51016650110874,2.9328599340311223,0.19047619047619047,0.5334523823999223,0.5109523816832474,0.19805940952625992,0.09523809523809523,0.16666666666666666,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.927460624898049,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.014358456143194198,-0.023809523809523808,0.09999999999999998,0.01652808120062388
pre3_label3_response_coverage,session_level_split,val,rbf_kernel_ridge_context_no_subject,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390648,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rbf_resid_keypoint_scaled,42,0.5886308328455361,0.9047619047619048,0.09523809523809523,0.6,0.47195177857897114,2.878958800034322,0.21428571428571427,0.5521428521190371,0.5794047622808388,0.21002141863018983,0.09523809523809523,0.16666666666666666,0.023809523809523808,0.9285714285714286,0.9285714285714286,0.9437008591955213,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.01714860806502827,-0.023809523809523808,0.09999999999999998,0.03276831549809611
pre3_label3_response_coverage,session_level_split,val,rbf_resid_keypoint_scaled_blend_50,42,0.5757362348878149,0.9047619047619048,0.09523809523809523,0.5,0.4861598625069573,2.991349788963668,0.21428571428571427,0.5330952342067447,0.5503571439711821,0.20729777903761715,0.047619047619047616,0.16666666666666666,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9199259618913737,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.004254010107307082,-0.023809523809523808,0.0,0.0089934181939485
pre3_label3_response_coverage,session_level_split,val,segment_abs_rf_blend_25,42,0.5611430375456088,0.8809523809523809,0.11904761904761904,0.5,0.5038205237083492,2.8075710330556265,0.21428571428571427,0.4984523760420935,0.540238099793593,0.2006145980263855,0.07142857142857142,0.14285714285714285,0.047619047619047616,0.9285714285714286,0.9523809523809523,0.8880061653466,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.010339187234899017,0.0,0.0,-0.022926378350825116
pre3_label3_response_coverage,session_level_split,val,segment_abs_rf_blend_50,42,0.5631786520998524,0.8809523809523809,0.11904761904761904,0.6,0.5055105897287527,2.5272476615282526,0.21428571428571427,0.48333334426085156,0.6757142868425164,0.19805940522859428,0.09523809523809523,0.16666666666666666,0.047619047619047616,0.9285714285714286,0.9523809523809523,0.8779189278335082,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.008303572680655402,0.0,0.09999999999999998,-0.033013615863916934
pre3_label3_response_coverage,session_level_split,val,segment_abs_rf_piecewise,42,0.6031127116349027,0.8809523809523809,0.11904761904761904,0.7,0.5178947066444726,2.6982901680891325,0.16666666666666666,0.4179761970327014,0.7150000065919899,0.2002473317441486,0.09523809523809523,0.5714285714285714,0.047619047619047616,0.9285714285714286,0.0,0.8974433900812355,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.031630486854394846,0.0,0.19999999999999996,-0.01348915361618963
pre3_label3_response_coverage,session_level_split,val,segment_resid_rf_blend_25,42,0.5647047177847895,0.9285714285714286,0.07142857142857142,0.5,0.4942828904659975,2.969504917122392,0.23809523809523808,0.5257142846073423,0.5884523849402156,0.20657797098448055,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.9285714285714286,0.9523809523809523,0.9039750658300447,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.00677750699571833,-0.047619047619047616,0.0,-0.006957477867380435
pre3_label3_response_coverage,session_level_split,val,segment_resid_rf_blend_50,42,0.5680258192073576,0.9285714285714286,0.07142857142857142,0.5,0.4829272044201692,2.8628989430736134,0.19047619047619047,0.5367857168118159,0.650714287268264,0.20729778535730606,0.047619047619047616,0.11904761904761904,0.09523809523809523,0.9285714285714286,0.9523809523809523,0.9102591639156993,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,-0.0034564055731501897,-0.047619047619047616,0.0,-0.0006733797817258802
pre3_label3_response_coverage,session_level_split,val,segment_resid_rf_piecewise,42,0.6037917781004655,0.9285714285714286,0.07142857142857142,0.6,0.4637264066508838,2.9271092666094396,0.16666666666666666,0.5745238236018589,0.6755952354343164,0.21002143302134105,0.09523809523809523,0.5,0.023809523809523808,0.9285714285714286,0.0,0.9609670827097576,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.03230955331995766,-0.047619047619047616,0.09999999999999998,0.05003453901233246
pre3_label3_response_coverage,session_level_split,val,topk_vehicle_transformer_branch0_no_subject,42,0.6210183257590106,0.8809523809523809,0.11904761904761904,0.3,0.5297821926928702,2.3607572748552283,0.23809523809523808,0.5114285725922811,0.5798809516820169,0.3092299197312622,0.21428571428571427,0.19047619047619047,0.16666666666666666,0.9285714285714286,0.4523809523809524,0.9690886826936559,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.049536100978502806,0.0,-0.2,0.05815613899623073
pre3_label3_response_coverage,session_level_split,val,topk_vehicle_transformer_branch1_no_subject,42,0.6682583207223814,0.8571428571428571,0.14285714285714285,0.6,0.5141342292938914,2.2530517310412406,0.16666666666666666,0.531190479795138,0.5182142807170749,0.3032391545850606,0.19047619047619047,0.07142857142857142,0.19047619047619047,0.9285714285714286,0.4523809523809524,1.0032834112732236,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.09677609594187364,0.023809523809523808,0.09999999999999998,0.09235086757579847
pre3_label3_response_coverage,session_level_split,val,topk_vehicle_transformer_branch2_no_subject,42,0.7042971288288278,0.8809523809523809,0.11904761904761904,0.4,0.635119983128139,2.9547410728741053,0.2857142857142857,0.5346428574550719,0.60166666403945,0.41850143759733155,0.2857142857142857,0.11904761904761904,0.19047619047619047,0.9285714285714286,0.5952380952380952,1.0484830845747921,B_response3s_strict_core,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.13281490404831997,0.0,-0.09999999999999998,0.13755054087736696
