instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000061235,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,61.235,61.235,61.615,0.38,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00010,ay,weak,1.57643,1.212638,2,0,1,ok,,2600,76,1.57643,-1.57643,1.57643,0.077396,0.072755,2.810712,0.0,133.1165,-0.088226,0.259966,0.259966,22.41,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,1,1,0,1.109697,18.966,1,weak,straight,secondary,0.11,old_v400_context__gzj__2025_09_27_12_04_23__00015,ok,longstraight,longstraight,1513.624693,0.0,5.937549,0.0,high,design_regular_road,0,none,,,,,30.78,hybrid_reject_low_evidence,base_dynamic_score=22.41; lateral_support=+0.4; old_v400_nearby=+3.0; old_v400_primary=+5
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000104230,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,104.23,104.23,105.195,0.965,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00014,ay,medium,1.50482,1.74535,1,0,0,ok,,2600,193,4.3866,-4.3866,1.50368,0.165006,0.154703,2.6582,6e-08,112.677,-0.200363,0.349939,0.349939,46.44,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,0.756009,16.057067,1,weak,straight,secondary,1.005,old_v400_context__gzj__2025_09_27_12_04_23__00021,ok,curve1,curve1,2844.141588,0.0,4.75371,0.0,high,design_curve_context,0,none,,,,,57.9,hybrid_accept_medium,base_dynamic_score=46.44; ay_support=+4.8; yaw_rate_support=+5; lateral_support=+0.2; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000132070,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,132.07,132.07,132.69,0.62,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00016,ay,weak,1.74117,1.339361,0,0,0,ok,,2600,123,1.74117,1.74117,1.74117,0.051119,0.065262,3.055978,6e-08,118.222,-0.227503,0.24967,-0.24967,23.42,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,curve1,curve1,3738.141588,-0.0,3.116107,0.0,high,design_curve_context,0,none,,,,,14.09,hybrid_reject_low_evidence,base_dynamic_score=23.42; lateral_support=+0.7; normal_curve_context_without_enough_instability=-10
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000190120,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,190.12,190.12,191.565,1.445,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00025,ay,medium,2.39086,2.871049,3,0,1,ok,,2600,289,2.75928,-2.75928,2.38445,0.115384,0.113042,2.845531,0.0,103.487,-0.097564,0.612261,-0.612261,36.27,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,3,2,0,2,1.649757,26.063533,3,strong_active,straight,secondary,1.005,old_v400_context__gzj__2025_09_27_12_04_23__00037,ok,middle_section,section3,5086.57442,0.0,279.753394,0.0,low,design_regular_road,0,none,,,,,52.38,hybrid_review_conflict_or_medium,base_dynamic_score=36.27; ay_support=+1.5; lateral_support=+0.4; post_steering_response=+0.7; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_strong=+4
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000244015,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,244.015,244.015,244.3,0.285,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00032,ay,weak,1.44383,1.160649,1,0,1,ok,,2600,58,2.73383,-2.73383,1.44224,0.12143,0.114041,2.264832,0.0,95.20985,-0.287717,0.182475,-0.182475,31.3,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,0,0,0,0.55814,20.129433,1,weak,straight,secondary,4.205,old_v400_context__gzj__2025_09_27_12_04_23__00046,ok,fix_road,fix_road,6672.199113,0.0,278.84529,0.0,low,design_special_event_segment,0,none,,,,,38.27,hybrid_reject_low_evidence,base_dynamic_score=31.30; ay_support=+1.5; old_v400_nearby=+1.5; design_special_segment=+4
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000251045,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,251.045,251.045,252.32,1.275,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00035,ay,medium,1.62028,1.911135,1,0,1,ok,,2600,256,2.80551,-2.80551,1.62028,0.147383,0.109943,2.709503,2e-08,102.8,-0.417308,0.926595,0.926595,36.94,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.038369,15.475333,1,weak,straight,secondary,1.41,old_v400_context__gzj__2025_09_27_12_04_23__00047,ok,fix_road,fix_road,6864.199113,-0.0,281.449399,0.0,low,design_special_event_segment,0,none,,,,,46.29,hybrid_review_conflict_or_medium,base_dynamic_score=36.94; ay_support=+1.6; lateral_support=+0.3; post_steering_response=+2.0; old_v400_nearby=+1.5; design_special_segment=+4
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000266635,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,266.635,266.635,267.1,0.465,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00039,ay,weak,1.4288,1.099077,3,0,1,ok,,2600,92,4.01297,4.01297,1.4288,0.177652,0.161599,2.392801,2e-08,112.5415,-0.297404,0.970228,0.970228,43.29,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,3,2,1,2,1.898813,22.98,3,strong_active,straight,secondary,0.885,old_v400_context__gzj__2025_09_27_12_04_23__00050,ok,middle_section,section4,7331.25558,0.0,281.896497,0.0,low,design_regular_road,0,none,,,,,72.98,hybrid_accept_medium,base_dynamic_score=43.29; ay_support=+4.0; yaw_rate_support=+5; post_steering_response=+2.2; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4
vehicle_instability_onset__gzj__2025_09_27_12_04_23__000297385,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_04_23,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_04_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_04_23_vehicle.csv,0e0ffdd2fc8910a27b145000413d474d45e672895117bbd5b52ba21501236ae6,297.385,297.385,303.365,5.98,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_04_23__00041,ay,strong,4.96109,3.816223,2,1,0,ok,,2600,1195,7.13378,7.13378,4.96109,0.322684,0.35514,2.747807,0.00827953,104.257,0.000175,0.826587,0.826587,70.6,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,0,1.292086,18.558333,1,weak,curve,secondary,2.545,old_v400_context__gzj__2025_09_27_12_04_23__00053,ok,middle_section,section4,8259.25558,0.0,280.354688,0.0,low,design_regular_road,0,none,,,,,92.47,hybrid_accept_high,base_dynamic_score=70.60; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+1.6; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000007360,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,7.36,7.36,7.725,0.365,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00002,roll_rate,extreme,0.515811,10.316222,0,0,0,ok,,5200,145,0.307091,0.307091,0.203216,0.53155,0.018197,2.134242,1e-08,15.8107,0.2385,0.263807,-0.263807,33.83,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,4.624693,0.0,8.442762,0.0,high,design_regular_road,0,none,,,,,37.37,hybrid_reject_low_evidence,base_dynamic_score=33.83; roll_rate_support=+3.5
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000131720,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,131.72,131.72,136.54,4.82,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00007;raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00008,ay;ay,strong;medium,3.22265,3.48435,1,0,0,ok,,5200,1928,3.22265,-3.22265,3.22265,0.174646,0.129788,2.841979,1.1e-07,133.936,-0.165457,0.681376,0.681376,48.44,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,1,1.385956,15.591613,2,medium_active,straight,primary,0.04,old_v400_context__gzj__2025_09_27_12_17_12__00007,ok,curve1,curve1,3447.141588,0.0,5.931572,0.0,high,design_curve_context,0,none,,,,,72.76,hybrid_accept_medium,base_dynamic_score=48.44; ay_support=+2.4; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+1.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000294070,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,294.07,294.07,296.83,2.76,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00025,ay,strong,3.99933,4.188781,2,1,1,ok,,5200,1104,9.7189,-9.7189,3.99933,1.16354,0.401144,2.783944,0.00805647,123.845,-0.011868,0.549429,0.549429,83.48,auto_accept_instability_high,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,2,1.396733,15.940667,2,medium_active,straight,secondary,0.39,old_v400_context__gzj__2025_09_27_12_17_12__00042,ok,middle_section,section4,8165.25558,-0.0,283.866122,0.0,low,design_regular_road,0,none,,,,,100.0,hybrid_accept_high,base_dynamic_score=83.48; ay_support=+8.0; roll_rate_support=+7.8; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+0.4; old_v400_nearby=+3.0; old_v400_active=+5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000362460,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,362.46,362.46,363.31,0.85,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00034,ay,medium,1.61998,2.024568,2,0,1,ok,,5200,340,6.82223,-6.82223,1.61998,0.689223,0.420766,2.893058,0.0,117.6165,0.007156,0.808786,-0.808786,76.06,auto_accept_instability_high,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,1,1.928254,21.642,3,strong_active,straight,secondary,0.155,old_v400_context__gzj__2025_09_27_12_17_12__00059,ok,curve2,curve2,9532.880274,-0.00018372,958.202261,0.0,very_low,design_curve_context,0,none,,,,,100.0,hybrid_accept_high,base_dynamic_score=76.06; ay_support=+8.0; roll_rate_support=+4.6; yaw_rate_support=+5; lateral_support=+0.5; post_steering_response=+1.5; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_strong=+4; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000489775,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,489.775,489.775,489.93,0.155,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00049,ay,weak,1.31023,1.007869,2,0,1,ok,,5200,62,4.98564,-4.98564,1.31023,0.791602,0.205768,2.325119,1.7e-07,98.2559,-0.283092,1.09659,1.09659,66.14,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,1,1,2,3.692255,24.318,3,strong_active,straight,secondary,0.64,old_v400_context__gzj__2025_09_27_12_17_12__00076,ok,differentmu_road,mu1,14032.160724,-0.0,708.056719,0.0,very_low,design_high_risk_surface,0,none,,,,,100.0,hybrid_accept_high,base_dynamic_score=66.14; ay_support=+6.0; roll_rate_support=+5.3; yaw_rate_support=+5; post_steering_response=+2.7; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+2.3
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000518180,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,518.18,518.18,521.405,3.225,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00051;raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00052,ay;ay,strong;strong,3.96506,4.179954,2,0,0,ok,,5200,1290,3.96506,-3.96506,3.96506,0.160208,0.167046,3.473527,0.00585901,98.3043,-0.023737,0.742289,0.742289,53.62,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,1,1,1.635065,14.428333,2,medium_active,curve,secondary,0.125,old_v400_context__gzj__2025_09_27_12_17_12__00078,ok,differentmu_road,mu1,14806.160724,-0.0,634.248439,0.0,very_low,design_high_risk_surface,0,none,,,,,77.94,hybrid_accept_medium,base_dynamic_score=53.62; ay_support=+3.9; yaw_rate_support=+5; lateral_support=+1.2; post_steering_response=+1.2; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000535880,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,535.88,535.88,542.325,6.445,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00055;raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00056;raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00057,ay;ay;ay,medium;weak;weak,2.5707,1.977461,0,0,0,ok,,5200,2577,4.4577,-4.4577,2.5707,0.208204,0.194721,1.811297,0.00252685,92.83025,-0.062919,0.473769,0.473769,58.45,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,15041.160724,-0.0,289.100654,0.0,low,design_high_risk_surface,0,none,,,,,80.46,hybrid_accept_medium,base_dynamic_score=58.45; ay_support=+4.9; yaw_rate_support=+5; post_steering_response=+0.1; multi_second_dynamic_episode=+4; design_high_risk_surface=+8; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000546730,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,546.73,546.73,547.51,0.78,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00058,ay,weak,1.93301,1.486931,1,0,1,ok,,5200,312,3.46316,-3.46316,1.93301,0.147304,0.172514,2.754782,0.00170731,91.5683,-0.267908,1.073552,1.073552,40.82,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,0,1,1,1.561651,17.9184,2,medium_active,straight,primary,2.145,old_v400_context__gzj__2025_09_27_12_17_12__00082,ok,differentmu_road,mu1,14935.160724,-0.0,33.559509,0.0,medium,design_high_risk_surface,0,none,,,,,71.15,hybrid_accept_medium,base_dynamic_score=40.82; ay_support=+2.9; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+2.6; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; design_high_risk_surface=+8; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gzj__2025_09_27_12_17_12__000585940,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,d13252a729d8fc94d0d11982947c1b07540e6ec3a83114fcee6b4e5de0483d30,585.94,585.94,586.355,0.415,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_17_12__00062,ay,weak,1.37474,1.212723,0,0,0,ok,,5200,166,7.35845,7.35845,1.37474,0.332209,0.320399,1.769657,0.00064385,128.5395,-0.109258,0.25953,-0.25953,63.18,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14409.160724,0.0,891.775679,0.0,very_low,design_high_risk_surface,0,none,,,,,76.18,hybrid_accept_medium,base_dynamic_score=63.18; ay_support=+8.0; yaw_rate_support=+5
vehicle_instability_onset__gzj__2025_09_27_12_28_14__000001740,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,1.74,1.74,1.96,0.22,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_28_14__00001,ay,extreme,0.491518,7.050082,0,0,2,ok,,3896,88,0.491518,-0.491518,0.491518,0.528274,0.023159,0.827559,1e-08,9.283355,-0.035779,0.565661,0.565661,24.56,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,1.624693,0.0,8.493223,0.0,high,design_regular_road,0,none,,,,,28.56,hybrid_reject_low_evidence,base_dynamic_score=24.56; roll_rate_support=+3.5; post_steering_response=+0.5
