instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons
vehicle_instability_onset__gzj__2025_09_27_12_28_14__000190505,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,190.505,190.505,190.725,0.22,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_28_14__00023,ay,weak,1.39639,1.431188,0,0,1,ok,,5200,88,3.95894,3.95894,1.39639,0.175464,0.180906,2.924888,0.0,123.4245,-0.022864,0.204204,0.204204,41.81,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section3,4865.57442,0.0,282.250295,0.0,low,design_regular_road,0,none,,,,,51.24,hybrid_review_conflict_or_medium,base_dynamic_score=41.81; ay_support=+3.9; yaw_rate_support=+5; lateral_support=+0.5
vehicle_instability_onset__gzj__2025_09_27_12_28_14__000431900,road_guided_vehicle_instability_v0_1,gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4f0c93c6426234284e4be5038f0b87afc03f9cb28eaf25e6b30d2c098b0f7016,431.9,431.9,432.835,0.935,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gzj__2025_09_27_12_28_14__00046,ay,medium,2.153619,2.487082,1,0,0,ok,,5200,375,3.80433,-3.80433,2.15362,0.195945,0.150229,3.055899,0.0,108.7875,-0.376642,0.350986,0.350986,43.55,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,0.914821,14.660833,1,weak,straight,secondary,1.125,old_v400_context__gzj__2025_09_27_12_28_14__00071,ok,stop,stop,11674.911338,0.0,904.925586,0.0,very_low,design_special_event_segment,0,none,,,,,54.33,hybrid_review_conflict_or_medium,base_dynamic_score=43.55; ay_support=+3.6; yaw_rate_support=+5; lateral_support=+0.7; old_v400_nearby=+1.5
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000005560,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,5.56,5.56,6.865,1.305,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00001,roll_rate,extreme,0.976782,19.535631,0,0,0,ok,,5200,522,0.545137,0.545137,0.423504,1.00231,0.033684,1.653763,1e-08,14.02405,0.244433,0.271311,-0.271311,45.42,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,1.624693,0.0,8.500372,0.0,high,design_regular_road,0,none,,,,,52.1,hybrid_review_conflict_or_medium,base_dynamic_score=45.42; roll_rate_support=+6.7
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000238815,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,238.815,238.815,239.385,0.57,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00019,ay,weak,1.58092,1.216092,1,0,1,ok,,5200,228,2.44188,2.44188,1.58092,0.111208,0.101361,1.521399,2e-08,95.5971,-0.092764,0.418966,0.418966,30.25,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,1,1.281196,28.216233,4,extreme_active,straight,secondary,1.99,old_v400_context__hzh__2025_09_26_21_03_19__00028,ok,fix_road,fix_road,6888.199113,0.0,283.533461,0.0,low,design_special_event_segment,0,none,,,,,47.63,hybrid_review_conflict_or_medium,base_dynamic_score=30.25; ay_support=+0.9; old_v400_nearby=+1.5; old_v400_active=+5; old_v400_extreme=+6; design_special_segment=+4
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000422020,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,422.02,422.02,424.62,2.6,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00041;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00042,ay;ay,medium;medium,2.6559,2.512403,3,0,0,ok,,5200,1039,2.6559,-2.6559,2.6559,0.126906,0.103841,2.835741,0.0,113.2625,0.04852,0.412421,0.412421,42.75,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,3,3,0,0,1.47444,15.882533,1,weak,straight,secondary,0.28,old_v400_context__hzh__2025_09_26_21_03_19__00052,ok,middle_section,section6,13329.536031,0.0,769.45179,0.0,very_low,design_regular_road,0,none,,,,,48.96,hybrid_review_conflict_or_medium,base_dynamic_score=42.75; ay_support=+1.3; lateral_support=+0.4; old_v400_nearby=+4.5
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000550400,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,550.4,550.4,555.66,5.26,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00058,ay,medium,3.13816,2.780764,2,0,0,ok,,5200,2104,3.13816,3.13816,3.13816,0.139254,0.09518,2.212777,6e-08,124.779,-0.253247,0.617497,0.617497,40.92,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,0,1.512301,16.405933,1,weak,curve,secondary,0.095,old_v400_context__hzh__2025_09_26_21_03_19__00070,ok,differentmu_road,mu1,14081.160724,-0.0,1467.331844,0.0,very_low,design_high_risk_surface,0,none,,,,,50.89,hybrid_review_conflict_or_medium,base_dynamic_score=40.92; ay_support=+2.3; post_steering_response=+0.7; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000219255,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,219.255,219.255,223.85,4.595,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00014;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00015,ay;ay,medium;medium,1.92747,2.120524,1,0,0,ok,,2600,919,1.92747,-1.92747,1.92747,0.084605,0.075275,1.814446,0.0,96.99275,0.006458,0.384322,-0.384322,36.38,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,0,0.737585,13.614,1,weak,straight,primary,4.155,old_v400_context__hzh__2025_09_26_21_17_02__00015,ok,middle_section,section3,5131.57442,-0.0,282.797848,0.0,low,design_regular_road,0,none,,,,,46.88,hybrid_review_conflict_or_medium,base_dynamic_score=36.38; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000302825,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,302.825,302.825,305.88,3.055,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00021;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00022,ay;ay,medium;weak,2.62088,2.75762,1,0,0,ok,,2600,611,2.62088,-2.62088,2.62088,0.11984,0.095211,1.798941,2e-08,113.5185,-0.147306,0.499862,0.499862,42.18,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,0,0.948507,14.078987,1,weak,straight,primary,0.08,old_v400_context__hzh__2025_09_26_21_17_02__00022,ok,middle_section,section4,7410.25558,0.0,282.290947,0.0,low,design_regular_road,0,none,,,,,50.13,hybrid_review_conflict_or_medium,base_dynamic_score=42.18; ay_support=+1.2; post_steering_response=+0.2; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000377335,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,377.335,377.335,381.115,3.78,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00028;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00029,ay;ay,medium;medium,2.05787,2.268949,1,0,0,ok,,2600,756,2.70236,-2.70236,2.05602,0.137206,0.113443,2.515024,0.0,96.6424,-0.380482,0.724661,0.724661,43.86,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,0,1.113347,14.894,1,weak,straight,primary,2.575,old_v400_context__hzh__2025_09_26_21_17_02__00029,ok,curve2,curve2,9238.880274,-0.0,711.083908,0.0,very_low,design_curve_context,0,none,,,,,52.93,hybrid_review_conflict_or_medium,base_dynamic_score=43.86; ay_support=+1.4; lateral_support=+0.0; post_steering_response=+1.1; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000390070,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,390.07,390.07,392.445,2.375,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00031;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00032,ay;ay,weak;weak,1.70152,1.308861,0,0,0,ok,,2600,475,3.94488,3.94488,1.70152,0.122436,0.181652,2.045371,0.0,113.485,-0.06545,0.352556,-0.352556,52.53,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,curve2,curve2,9522.880274,-0.00011437,947.722103,0.0,very_low,design_curve_context,0,none,,,,,61.42,hybrid_review_conflict_or_medium,base_dynamic_score=52.53; ay_support=+3.9; yaw_rate_support=+5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000553745,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,553.745,553.745,567.7,13.955,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00047;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00048,ay;ay,medium;medium,3.37413,2.748879,0,0,0,ok,,2600,2791,3.36738,-3.36738,3.36738,0.030415,0.154331,3.427256,0.00600782,77.3108,0.115017,0.173311,0.173311,45.6,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14911.160724,0.0,597.563961,0.0,very_low,design_high_risk_surface,0,none,,,,,58.45,hybrid_review_conflict_or_medium,base_dynamic_score=45.60; ay_support=+2.7; yaw_rate_support=+5; lateral_support=+1.1; multi_second_dynamic_episode=+4; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000598880,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,598.88,598.88,602.16,3.28,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00050,ay,medium,2.13534,2.085668,2,0,0,ok,,2600,656,2.13534,2.13534,2.13534,0.087232,0.073446,2.275473,2.09e-06,103.141,-0.109258,0.448898,-0.448898,32.7,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,1,0,1.122704,15.824,1,weak,straight,secondary,0.93,old_v400_context__hzh__2025_09_26_21_17_02__00045,ok,differentmu_road,mu1,14712.160724,0.0,362.291809,0.0,low,design_high_risk_surface,0,none,,,,,48.97,hybrid_review_conflict_or_medium,base_dynamic_score=32.70; ay_support=+0.3; old_v400_nearby=+3.0; old_v400_primary=+5; design_high_risk_surface=+8
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000652205,road_guided_vehicle_instability_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,652.205,652.205,652.925,0.72,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00055,ay,weak,1.65125,1.270192,3,0,1,ok,,2600,144,2.83932,2.83932,1.64996,0.163151,0.124486,2.870903,0.0,105.166,0.061087,0.71157,-0.71157,35.58,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,3,2,0,0,1.08284,15.126667,1,weak,straight,secondary,1.12,old_v400_context__hzh__2025_09_26_21_17_02__00051,ok,differentmu_road,mu1,13869.160724,0.0,1834.645992,0.0,very_low,design_high_risk_surface,0,none,,,,,48.29,hybrid_review_conflict_or_medium,base_dynamic_score=35.58; ay_support=+1.7; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+1.1; old_v400_nearby=+4.5
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000109385,road_guided_vehicle_instability_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,109.385,109.385,118.56,9.175,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00007;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00008,ay;ay,weak;medium,2.58086,2.146745,2,0,0,ok,,5200,3670,2.58086,-2.58086,2.58086,0.091538,0.105239,2.785135,0.0,113.339,-0.2008,0.527351,0.527351,41.47,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,0,1.093852,15.126,1,weak,straight,secondary,1.37,old_v400_context__hzh__2025_09_27_19_22_27__00008,ok,middle_section,section2,2614.516895,0.0,2.649108,0.0,high,design_regular_road,0,none,,,,,50.3,hybrid_review_conflict_or_medium,base_dynamic_score=41.47; ay_support=+1.2; lateral_support=+0.3; post_steering_response=+0.3; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000186865,road_guided_vehicle_instability_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,186.865,186.865,187.81,0.945,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00010,ay,medium,1.59058,1.823868,1,0,0,ok,,5200,378,3.51449,-3.51449,1.59058,0.200691,0.171109,2.372483,0.00015972,97.69845,-0.083601,0.32306,0.32306,42.56,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,0.648366,14.486193,1,weak,straight,secondary,0.57,old_v400_context__hzh__2025_09_27_19_22_27__00018,ok,middle_section,section3,4633.57442,0.0,281.879198,0.0,low,design_regular_road,0,none,,,,,52.09,hybrid_review_conflict_or_medium,base_dynamic_score=42.56; ay_support=+3.0; yaw_rate_support=+5; old_v400_nearby=+1.5
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000247240,road_guided_vehicle_instability_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,247.24,247.24,249.81,2.57,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00014,ay,medium,2.43358,2.42605,1,0,0,ok,,5200,1028,2.43358,2.43358,2.43358,0.115776,0.094158,2.146267,0.0,111.854,-0.027576,0.542972,-0.542972,35.95,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,0,1.088084,15.474967,1,weak,straight,primary,0.485,old_v400_context__hzh__2025_09_27_19_22_27__00022,ok,fix_road,fix_road,6494.199113,-0.0,282.709787,0.0,low,design_special_event_segment,0,none,,,,,47.7,hybrid_review_conflict_or_medium,base_dynamic_score=35.95; ay_support=+0.9; post_steering_response=+0.4; old_v400_nearby=+1.5; old_v400_primary=+5; design_special_segment=+4
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000320485,road_guided_vehicle_instability_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,320.485,320.485,321.325,0.84,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00019,ay,weak,1.56274,1.202108,0,1,0,ok,,5200,336,3.81788,3.81788,1.56274,0.084811,0.166496,1.702428,0.00664571,98.08105,-0.172962,0.278729,-0.278729,40.6,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,0,0,0,0,,,0,none,none,none,,,ok,curve2,curve2,8691.880274,0.0,253.314965,0.0,low,design_curve_context,0,none,,,,,49.24,hybrid_review_conflict_or_medium,base_dynamic_score=40.60; ay_support=+3.6; yaw_rate_support=+5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000391710,road_guided_vehicle_instability_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,391.71,391.71,392.08,0.37,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00026,ay,weak,1.47061,1.352587,0,0,0,ok,,5200,148,4.30056,4.30056,1.47061,0.156813,0.134199,1.991539,0.0,113.1955,-0.217468,0.228987,0.228987,42.63,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,stop,stop,11598.911338,-0.0,911.806079,0.0,very_low,design_special_event_segment,0,none,,,,,52.23,hybrid_review_conflict_or_medium,base_dynamic_score=42.63; ay_support=+4.6; yaw_rate_support=+5
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000536440,road_guided_vehicle_instability_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,536.44,536.44,538.835,2.395,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00041;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00042,ay;ay,weak;weak,1.66579,1.281377,0,0,0,ok,,5200,958,3.15537,-3.15537,1.66579,0.066817,0.099247,2.698333,4.82e-06,117.889,-0.273842,0.367741,0.367741,43.93,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14671.160724,0.0,437.153831,0.0,low,design_high_risk_surface,0,none,,,,,54.48,hybrid_review_conflict_or_medium,base_dynamic_score=43.93; ay_support=+2.3; lateral_support=+0.2; design_high_risk_surface=+8
