instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons
vehicle_instability_onset__cwh__2025_09_26_19_56_16__000399055,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,399.055,399.055,405.935,6.88,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00023;raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00024;raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00025;raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00026,ay;ay;ay;ay,medium;weak;weak;weak,1.84681,2.234027,0,0,0,ok,,5200,2753,3.57165,-3.57165,1.84681,0.164174,0.126331,3.070812,1.1e-07,118.1515,-0.13823,0.409454,0.409454,49.91,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,13891.160724,0.0,721.45099,0.0,very_low,design_high_risk_surface,0,none,,,,,62.74,hybrid_accept_medium,base_dynamic_score=49.91; ay_support=+3.1; yaw_rate_support=+5; lateral_support=+0.7; multi_second_dynamic_episode=+4
vehicle_instability_onset__cwh__2025_09_26_19_56_16__000502720,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,502.72,502.72,515.055,12.335,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00039;raw_vehicle_dynamic_onset__cwh__2025_09_26_19_56_16__00040,ay;ay,medium;strong,5.31689,4.089915,1,1,0,ok,,5200,4933,4.34329,4.34329,5.31689,0.090689,0.232734,1.289699,0.018976,79.67995,-0.226195,0.486597,-0.486597,55.63,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,1,1,0,0,1.02609,15.126,1,weak,curve,secondary,1.26,old_v400_context__cwh__2025_09_26_19_56_16__00031,ok,differentmu_road,mu1,14283.160724,-0.0,1130.255849,0.0,very_low,design_high_risk_surface,0,none,,,,,70.97,hybrid_accept_medium,base_dynamic_score=55.63; ay_support=+4.7; yaw_rate_support=+5; post_steering_response=+0.2; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__cwh__2025_09_26_20_06_19__000053135,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,53.135,53.135,60.735,7.6,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00002;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00003;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00004,ay;ay;ay,strong;extreme;weak,6.73134,11.384573,3,0,0,ok,,2600,1519,6.73134,6.73134,6.73134,0.57264,0.417528,2.890426,0.0,122.7995,-0.210138,0.80163,0.80163,82.45,auto_accept_instability_high,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,3,3,1,2,3.938331,28.041333,4,extreme_active,straight,secondary,0.58,old_v400_context__cwh__2025_09_26_20_06_19__00001,ok,longstraight,longstraight,1543.624693,0.0,3.505548,0.0,high,design_regular_road,0,none,,,,,100.0,hybrid_accept_high,base_dynamic_score=82.45; ay_support=+8.0; roll_rate_support=+3.8; yaw_rate_support=+5; lateral_support=+0.5; post_steering_response=+1.5; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.5
vehicle_instability_onset__cwh__2025_09_26_20_06_19__000124540,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,124.54,124.54,142.95,18.41,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00006;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00007,ay;ay,strong;extreme,5.54275,5.279638,1,1,0,ok,,2600,3681,5.53552,-5.53552,5.53552,0.136675,0.288282,2.98726,0.010877,85.18295,-0.215897,0.731293,-0.731293,65.85,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,1,2.483757,19.431333,3,strong_active,curve,primary,4.695,old_v400_context__cwh__2025_09_26_20_06_19__00006,ok,curve1,curve1,4172.140217,-0.00729802,9.105683,0.0,high,design_curve_context,0,none,,,,,100.0,hybrid_accept_high,base_dynamic_score=65.85; ay_support=+7.1; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+1.2; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.6; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__cwh__2025_09_26_20_06_19__000180695,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,180.695,180.695,189.79,9.095,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00009;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00010;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00011,ay;ay;ay,extreme;weak;medium,4.85042,5.358137,2,0,0,ok,,2600,1819,4.83551,-4.83551,4.83551,0.195145,0.182111,2.800348,0.0,148.206,-0.129853,1.186653,1.186653,60.62,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,2,1.82672,18.27,3,strong_active,straight,secondary,0.03,old_v400_context__cwh__2025_09_26_20_06_19__00012,ok,middle_section,section3,5655.57442,-0.0,279.457499,0.0,low,design_regular_road,0,none,,,,,90.72,hybrid_accept_high,base_dynamic_score=60.62; ay_support=+5.7; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+3.1; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_strong=+4
vehicle_instability_onset__cwh__2025_09_26_20_06_19__000242065,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,242.065,242.065,244.805,2.74,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00014;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00015,ay;ay,weak;weak,1.655,1.273077,0,1,0,ok,,2600,548,5.08384,-5.08384,1.655,0.066782,0.186404,3.1634,0.00622094,107.384,-0.207694,0.363377,0.363377,57.98,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section4,8133.25558,0.0,279.527765,0.0,low,design_regular_road,0,none,,,,,69.94,hybrid_accept_medium,base_dynamic_score=57.98; ay_support=+6.2; yaw_rate_support=+5; lateral_support=+0.8; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__cwh__2025_09_26_20_06_19__000370585,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,370.585,370.585,381.785,11.2,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00023;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00024;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00025,ay;ay;ay,medium;strong;medium,3.86083,4.022996,2,0,0,ok,,2600,2240,3.86083,-3.86083,3.86083,0.175511,0.132662,2.770168,0.0,135.4375,-0.50248,0.768817,0.768817,52.45,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,1,1,1.932271,24.958333,2,medium_active,straight,secondary,0.92,old_v400_context__cwh__2025_09_26_20_06_19__00029,ok,middle_section,section6,13466.536031,0.0,753.583483,0.0,very_low,design_regular_road,0,none,,,,,79.82,hybrid_accept_medium,base_dynamic_score=52.45; ay_support=+3.7; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+1.3; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5
vehicle_instability_onset__cwh__2025_09_26_20_06_19__000480390,road_guided_vehicle_instability_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,480.39,480.39,489.29,8.9,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00033;raw_vehicle_dynamic_onset__cwh__2025_09_26_20_06_19__00034,ay;ay,medium;strong,5.19538,3.996446,0,1,0,ok,,2600,1781,5.19419,5.19419,5.19419,0.082596,0.353634,2.177535,0.0185387,66.0196,-0.292168,0.352382,-0.352382,63.74,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14256.160724,0.0,1191.217374,0.0,very_low,design_high_risk_surface,0,none,,,,,79.13,hybrid_accept_medium,base_dynamic_score=63.74; ay_support=+6.4; yaw_rate_support=+5; multi_second_dynamic_episode=+4; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gf__2025_09_26_10_03_00__000167090,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,167.09,167.09,170.565,3.475,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00004,ay,strong,2.97756,3.272444,2,1,1,ok,,5200,1390,2.97756,2.97756,2.97756,0.097358,0.179365,1.692827,0.0105022,65.71305,-0.292692,0.815238,-0.815238,41.38,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,2,2,1,1,1.868668,28.506667,2,medium_active,straight,secondary,0.07,old_v400_context__gf__2025_09_26_10_03_00__00008,ok,curve1,curve1,4176.14019,-0.00729802,8.923358,0.0,high,design_curve_context,0,none,,,,,62.86,hybrid_accept_medium,base_dynamic_score=41.38; ay_support=+2.0; yaw_rate_support=+5; post_steering_response=+1.5; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5
vehicle_instability_onset__gf__2025_09_26_10_03_00__000173290,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,173.29,173.29,189.685,16.395,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00006,ay,strong,4.42272,4.459274,2,0,0,ok,,5200,6558,3.78284,-3.78284,4.42272,0.097358,0.213537,2.729309,0.00856116,62.53685,-0.441743,1.630482,1.630482,47.9,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,1,1.860232,15.766333,2,medium_active,curve,secondary,0.045,old_v400_context__gf__2025_09_26_10_03_00__00010,ok,curve1,curve1,4196.140058,-0.00729802,93.477432,0.0,medium,design_curve_context,0,none,,,,,73.66,hybrid_accept_medium,base_dynamic_score=47.90; ay_support=+3.6; yaw_rate_support=+5; lateral_support=+0.3; post_steering_response=+4.9; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gf__2025_09_26_10_03_00__000324875,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,324.875,324.875,343.78,18.905,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00012;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00013;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00014,ay;ay;ay,weak;strong;strong,5.37844,4.58145,0,1,0,ok,,5201,7563,4.46151,-4.46151,5.37844,0.141953,0.182525,2.391497,0.00819824,94.854,-0.062483,0.502131,0.502131,56.33,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section4,8236.25558,0.0,272.158186,0.0,low,design_regular_road,0,none,,,,,70.47,hybrid_accept_medium,base_dynamic_score=56.33; ay_support=+4.9; yaw_rate_support=+5; post_steering_response=+0.2; multi_second_dynamic_episode=+4; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gf__2025_09_26_10_03_00__000552635,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,552.635,552.635,579.55,26.915,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,9,0,9,raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00021;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00022;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00023;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00024;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00025;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00026;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00027;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00028;raw_vehicle_dynamic_onset__gf__2025_09_26_10_03_00__00029,ay;ay;ay;ay;ay;ay;ay;ay;ay,medium;weak;medium;strong;strong;medium;strong;strong;medium,5.1587,3.968231,2,1,0,ok,,5200,10766,3.84158,-3.84158,5.1587,0.131473,0.148434,1.006782,0.00250178,109.19,-0.282569,0.484853,0.484853,51.33,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,2,2,0,0,0.920493,17.2789,1,weak,straight,secondary,0.095,old_v400_context__gf__2025_09_26_10_03_00__00037,ok,differentmu_road,mu1,14645.160724,-0.0,658.723275,0.0,very_low,design_high_risk_surface,0,none,,,,,67.16,hybrid_accept_medium,base_dynamic_score=51.33; ay_support=+3.7; yaw_rate_support=+5; post_steering_response=+0.1; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gf__2025_09_26_10_18_49__000008630,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,8.63,8.63,10.1,1.47,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,2,2,raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00001;raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00002,roll_rate;roll_rate,extreme;extreme,0.525421,10.508425,1,0,0,ok,,5200,588,0.686058,0.686058,0.227554,0.541154,0.053688,2.38095,1e-08,12.13275,0.154375,0.334143,0.334143,39.59,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,1,0.5496,48.869333,3,strong_active,straight,primary,3.115,old_v400_context__gf__2025_09_26_10_18_49__00001,ok,middle_section,section1,2.624693,-0.0,8.50589,0.0,high,design_regular_road,0,none,,,,,58.7,hybrid_accept_medium,base_dynamic_score=39.59; roll_rate_support=+3.6; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4
vehicle_instability_onset__gf__2025_09_26_10_18_49__000149210,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,149.21,149.21,167.33,18.12,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00008,ay,extreme,7.437459,8.246619,2,1,0,ok,,5200,7249,7.43746,7.43746,7.43746,0.301874,0.298872,1.48344,0.0104971,111.579,-0.20909,1.66365,-1.66365,69.3,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,0,2,3.461553,13.439333,4,extreme_active,straight,secondary,0.015,old_v400_context__gf__2025_09_26_10_18_49__00008,ok,curve1,curve1,4169.140237,-0.00729802,16.002251,0.0,high,design_curve_context,0,none,,,,,100.0,hybrid_accept_high,base_dynamic_score=69.30; ay_support=+8.0; yaw_rate_support=+5; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.2; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gf__2025_09_26_10_18_49__000238200,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,238.2,238.2,242.35,4.15,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00013,ay,strong,2.79217,3.18518,1,0,0,ok,,5200,1661,5.35226,5.35226,2.79217,0.321164,0.242407,1.541073,0.0,98.9368,-0.39523,0.690365,0.690365,63.48,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.762054,13.379945,1,weak,straight,secondary,2.45,old_v400_context__gf__2025_09_26_10_18_49__00022,ok,fix_road,fix_road,6519.199113,0.0,272.476806,0.0,low,design_special_event_segment,0,none,,,,,85.69,hybrid_accept_high,base_dynamic_score=63.48; ay_support=+6.7; yaw_rate_support=+5; post_steering_response=+1.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; design_special_segment=+4
vehicle_instability_onset__gf__2025_09_26_10_18_49__000289255,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,289.255,289.255,311.735,22.48,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00014;raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00015;raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00016,ay;ay;ay,extreme;weak;strong,6.82641,5.514987,1,1,0,ok,,5200,8992,6.82641,6.82641,6.82641,0.189131,0.313976,2.86939,0.0081656,114.661,-0.126013,0.948238,0.948238,71.0,auto_accept_instability_medium,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.1609,13.496933,1,weak,curve,secondary,0.085,old_v400_context__gf__2025_09_26_10_18_49__00023,ok,middle_section,section4,8245.25558,0.0,271.666651,0.0,low,design_regular_road,0,none,,,,,92.02,hybrid_accept_high,base_dynamic_score=71.00; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+2.1; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__gf__2025_09_26_10_18_49__000441775,road_guided_vehicle_instability_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,441.775,441.775,442.16,0.385,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__gf__2025_09_26_10_18_49__00031,ay,medium,1.46254,1.835522,2,0,1,ok,,5200,153,3.51496,-3.51496,1.46254,0.124066,0.149072,2.376625,0.0,101.2815,-0.300371,0.942129,0.942129,38.13,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,2,1,1,1.830177,26.064,3,strong_active,straight,secondary,1.125,old_v400_context__gf__2025_09_26_10_18_49__00043,ok,middle_section,section6,13526.536031,0.0,748.649346,0.0,very_low,design_regular_road,0,none,,,,,65.21,hybrid_accept_medium,base_dynamic_score=38.13; ay_support=+3.0; yaw_rate_support=+5; post_steering_response=+2.1; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4
