sample_id,split,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_onset_time_s,gt_tail_signed,gt_tail_abs_ratio,direction_mode,amplitude_mode,peak_timing,tail_mode,reversal_count,zero_crossing,correction_mode,response_family,threshold_small_peak_train_p40,threshold_large_peak_train_p75,threshold_very_large_peak_train_p90,threshold_peak_time_train_median,rbf_sample_rmse,deployable_oracle_rmse,deployable_oracle_gain_over_rbf,deployable_oracle_best_model,deployable_oracle_uses_non_rbf,candidate_spread_mean,candidate_spread_peak,rbf_kernel_ridge_context_no_subject__sample_rmse,keypoint_residual_vehicle_transformer_no_subject__sample_rmse,topk_vehicle_transformer_branch0_no_subject__sample_rmse,topk_vehicle_transformer_branch1_no_subject__sample_rmse,topk_vehicle_transformer_branch2_no_subject__sample_rmse,event_uid,subject,session_stamp,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,train,2.1245858669281006,-2.1245858669281006,1.3600000143051147,0.7350000143051147,-0.00698089599609375,0.003285767878229981,negative,very_large,early_peak,return_near_zero,6,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.50697106,0.50697106,0.0,rbf_kernel_ridge_context_no_subject,0,0.2499289,0.40203565,0.50697106,0.91468734,0.7640863,0.6183546,0.9725737,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,train,1.010895013809204,1.010895013809204,1.4850000143051147,0.17000000178813934,0.25953128933906555,0.2567341670438285,positive,medium,early_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.26026255,0.23742323,0.022839323,topk_vehicle_transformer_branch1_no_subject,1,0.18875347,0.3352798,0.26026255,0.29194087,0.26382294,0.23742323,0.4731106,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,train,1.4650294780731201,-1.4650294780731201,1.7999999523162842,1.4850000143051147,-0.006282448768615723,0.004288274647469014,negative,medium,late_peak,return_near_zero,9,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.30812737,0.30812737,0.0,rbf_kernel_ridge_context_no_subject,0,0.29022476,0.4969651,0.30812737,0.565486,0.38959062,0.44972607,0.6405687,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,medium
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,train,0.10803589969873428,0.10803589969873428,0.36500000953674316,0.04500000178813934,-0.10437038540840149,0.9660713309135728,positive,small,early_peak,opposite_tail,5,1,multi_segment,small|opposite_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.06610926,0.06610926,0.0,rbf_kernel_ridge_context_no_subject,0,0.2081959,0.44176805,0.06610926,0.24610756,0.20380963,0.09697815,0.47856694,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,instability_ay_roll,medium_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,train,1.2260918617248535,-1.2260918617248535,1.8250000476837158,1.0099999904632568,0.17592917382717133,0.14348775921216536,negative,medium,late_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.3243758,0.3243758,0.0,rbf_kernel_ridge_context_no_subject,0,0.23111337,0.39331657,0.3243758,0.34707785,0.36063924,0.4705755,0.4542516,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,instability_ay_roll,extreme_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,val,0.7922049760818481,-0.7922049760818481,1.2999999523162842,0.45500001311302185,-0.18413259088993073,0.23243049014994666,negative,small,early_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5874731,0.33684385,0.25062925,topk_vehicle_transformer_branch1_no_subject,1,0.18881012,0.3192618,0.5874731,0.6220899,0.6364301,0.33684385,0.9049769,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,val,0.3790860176086426,0.3790860176086426,1.9550000429153442,0.4000000059604645,0.08255499601364136,0.21777378267448722,positive,small,late_peak,return_near_zero,4,0,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5422169,0.24055532,0.30166158,topk_vehicle_transformer_branch2_no_subject,1,0.21517074,0.3494565,0.5422169,0.47546196,0.47218454,0.73398286,0.24055532,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,instability_ay_only,extreme_active,straight,curve2,curve2,design_curve_context,very_low
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,val,2.055994987487793,-2.055994987487793,1.3450000286102295,1.0099999904632568,-0.2028069645166397,0.09864176019439047,negative,very_large,early_peak,return_near_zero,7,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.7403136,0.7291309,0.011182666,topk_vehicle_transformer_branch1_no_subject,1,0.19884212,0.37166604,0.7403136,0.88443923,0.85437727,0.7291309,0.9863671,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,val,0.511729896068573,-0.511729896068573,2.319999933242798,0.07500000298023224,-0.11117689311504364,0.21725698257845322,negative,small,late_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.44189796,0.30899352,0.13290444,topk_vehicle_transformer_branch0_no_subject,1,0.15298437,0.21528515,0.44189796,0.35101643,0.30899352,0.42400998,0.37190846,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,val,1.0259090662002563,-1.0259090662002563,2.630000114440918,2.134999990463257,0.10070550441741943,0.09816221313884152,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.42369792,0.4144297,0.009268224,topk_vehicle_transformer_branch0_no_subject,1,0.1522487,0.25783142,0.42369792,0.43042818,0.4144297,0.5147992,0.42769578,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,val,0.2876300811767578,0.2876300811767578,0.574999988079071,0.2750000059604645,0.14835023880004883,0.5157674683854881,positive,small,early_peak,same_side_tail,2,0,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.4512886,0.3391292,0.1121594,keypoint_residual_vehicle_transformer_no_subject,1,0.24835552,0.51540834,0.4512886,0.3391292,0.6909234,0.45241424,1.0095061,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,high
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,val,0.572642982006073,-0.572642982006073,0.9049999713897705,0.47999998927116394,0.07609599828720093,0.1328855860952364,negative,small,early_peak,return_near_zero,6,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.36693996,0.2314333,0.13550666,topk_vehicle_transformer_branch0_no_subject,1,0.22456965,0.3605764,0.36693996,0.40002158,0.2314333,0.27993998,0.44633824,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,val,0.008899927139282227,0.008899927139282227,0.29499998688697815,3.0,0.0013899803161621094,0.15617884218703956,positive,small,early_peak,return_near_zero,0,1,zero_crossing,small|return_near_zero|zero_crossing,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.2627968,0.1477381,0.11505869,keypoint_residual_vehicle_transformer_no_subject,1,0.1331434,0.30071607,0.2627968,0.1477381,0.16685499,0.17828345,0.27690244,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,val,0.20996299386024475,0.20996299386024475,0.574999988079071,0.0949999988079071,0.12391799688339233,0.5901897025047873,positive,small,early_peak,same_side_tail,6,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.11072444,0.11072444,0.0,rbf_kernel_ridge_context_no_subject,0,0.1401896,0.23582527,0.11072444,0.21940453,0.2397442,0.34679714,0.16029498,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,instability_ay_roll,extreme_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,val,2.2067930698394775,2.2067930698394775,1.600000023841858,0.23999999463558197,0.22654396295547485,0.10265754685007857,positive,very_large,late_peak,return_near_zero,5,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,1.2142825,0.8079832,0.4062993,topk_vehicle_transformer_branch1_no_subject,1,0.26958722,0.4279773,1.2142825,0.82593787,0.9474002,0.8079832,1.1923373,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,medium
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,val,1.191012978553772,1.191012978553772,1.6399999856948853,0.925000011920929,-0.13526299595832825,0.11356970779829448,positive,medium,late_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.14735155,0.14735155,0.0,rbf_kernel_ridge_context_no_subject,0,0.19810945,0.28168985,0.14735155,0.17564254,0.19584535,0.45841536,0.20188285,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,val,0.3396410048007965,0.3396410048007965,0.5550000071525574,0.04500000178813934,0.11850818246603012,0.34892189338427076,positive,small,early_peak,same_side_tail,3,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.18414193,0.18414193,0.0,rbf_kernel_ridge_context_no_subject,0,0.214021,0.3747593,0.18414193,0.58888113,0.45287085,0.6125615,0.26783943,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,val,1.3283720016479492,-1.3283720016479492,1.2000000476837158,0.15000000596046448,-0.3504619896411896,0.2638281966244502,negative,medium,early_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.40152502,0.40152502,0.0,rbf_kernel_ridge_context_no_subject,0,0.1804673,0.2463028,0.40152502,0.460285,0.45125532,0.50373596,0.50656193,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,instability_ay_roll,strong_active,straight,middle_section,section4,design_regular_road,low
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,val,2.1387240886688232,2.1387240886688232,1.3650000095367432,0.15000000596046448,0.5663597583770752,0.2648119789633953,positive,very_large,early_peak,return_near_zero,3,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.56126094,0.56126094,0.0,rbf_kernel_ridge_context_no_subject,0,0.24004048,0.37925956,0.56126094,0.6446858,0.70229244,0.66792554,0.8813926,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,instability_ay_roll,extreme_active,straight,curve2,curve2,design_curve_context,very_low
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,train,0.19128787517547607,0.19128787517547607,0.7450000047683716,0.4650000035762787,0.11676207184791565,0.610399753464798,positive,small,early_peak,same_side_tail,4,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.2079864,0.14032374,0.06766266,topk_vehicle_transformer_branch0_no_subject,1,0.20655353,0.42896897,0.2079864,0.4335693,0.14032374,0.22349691,0.31966072,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,instability_roll_only,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,train,0.6354739665985107,-0.6354739665985107,1.1299999952316284,0.5,-0.002793028950691223,0.0043951902005386866,negative,small,early_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.33002272,0.108609766,0.22141296,topk_vehicle_transformer_branch0_no_subject,1,0.24780035,0.36752853,0.33002272,0.39160782,0.108609766,0.34254354,0.35640943,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,train,0.6218609809875488,-0.6218609809875488,2.315000057220459,1.3250000476837158,-0.042063623666763306,0.06764152270812039,negative,small,late_peak,return_near_zero,7,0,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.14205766,0.14205766,0.0,rbf_kernel_ridge_context_no_subject,0,0.16316305,0.3181219,0.14205766,0.48262534,0.30787924,0.44810542,0.17493671,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,train,0.37646758556365967,-0.37646758556365967,1.274999976158142,0.9150000214576721,-0.04171358793973923,0.11080260170947857,negative,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.19938017,0.18321088,0.016169295,keypoint_residual_vehicle_transformer_no_subject,1,0.13001432,0.19321106,0.19938017,0.18321088,0.23961335,0.20771554,0.25241846,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,train,0.9307839870452881,0.9307839870452881,1.5099999904632568,0.13500000536441803,0.25010597705841064,0.26870464096869073,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.26467696,0.18950704,0.07516992,keypoint_residual_vehicle_transformer_no_subject,1,0.22576727,0.33187798,0.26467696,0.18950704,0.25047022,0.2368054,0.43077055,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,train,2.008004903793335,-2.008004903793335,1.3899999856948853,0.7749999761581421,-0.17732524871826172,0.08830917114957013,negative,very_large,early_peak,return_near_zero,3,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.63011795,0.5992784,0.030839562,topk_vehicle_transformer_branch1_no_subject,1,0.24210788,0.33508143,0.63011795,0.85746175,0.7535409,0.5992784,0.92115515,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,train,0.47926750779151917,0.47926750779151917,1.065000057220459,0.625,0.0031419992446899414,0.006555836132452166,positive,small,early_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.11591852,0.11591852,0.0,rbf_kernel_ridge_context_no_subject,0,0.2078839,0.45117772,0.11591852,0.54803836,0.12908733,0.30668294,0.1756867,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,instability_ay_roll,medium_active,straight,middle_section,section6,design_regular_road,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,train,1.631882905960083,1.631882905960083,2.2149999141693115,0.10999999940395355,-0.09983301162719727,0.0611765778430424,positive,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.62807506,0.62807506,0.0,rbf_kernel_ridge_context_no_subject,0,0.43109962,0.5427251,0.62807506,1.2580651,0.6392701,0.6829399,0.8962283,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,instability_ay_roll,extreme_active,curve,curve1,curve1,design_curve_context,high
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,train,1.8336459398269653,-1.8336459398269653,1.6399999856948853,0.10000000149011612,0.03281182050704956,0.017894305435075374,negative,large,late_peak,return_near_zero,4,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.44675022,0.42707095,0.019679278,topk_vehicle_transformer_branch1_no_subject,1,0.21688914,0.34271845,0.44675022,0.5820117,0.5617657,0.42707095,0.80219,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,train,1.2192866802215576,1.2192866802215576,1.5299999713897705,0.05999999865889549,0.2907705307006836,0.23847593467341693,positive,medium,early_peak,return_near_zero,9,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.22875127,0.22875127,0.0,rbf_kernel_ridge_context_no_subject,0,0.29054818,0.4692521,0.22875127,0.5135017,0.37409824,0.6113324,0.35860172,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,train,2.286210060119629,2.286210060119629,1.6349999904632568,0.11500000208616257,0.19722285866737366,0.08626628939645804,positive,very_large,late_peak,return_near_zero,4,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.47813645,0.3938841,0.08425236,topk_vehicle_transformer_branch1_no_subject,1,0.33203796,0.48160225,0.47813645,0.8865983,0.42521006,0.3938841,0.6811074,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,instability_ay_roll,extreme_active,straight,curve2,curve2,design_curve_context,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,train,0.3419100046157837,0.3419100046157837,1.3899999856948853,0.05999999865889549,0.17017006874084473,0.49770426850208965,positive,small,early_peak,same_side_tail,4,0,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.018820059,0.018820059,0.0,rbf_kernel_ridge_context_no_subject,0,0.14126822,0.2189576,0.018820059,0.13506003,0.17838463,0.0930608,0.39439535,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,train,1.0355039834976196,-1.0355039834976196,1.6299999952316284,0.9449999928474426,-0.09302589297294617,0.08983634486729139,negative,medium,late_peak,return_near_zero,6,0,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.30406046,0.0929539,0.21110657,topk_vehicle_transformer_branch1_no_subject,1,0.17883518,0.30372682,0.30406046,0.20682316,0.29237488,0.0929539,0.5824652,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,train,1.7901862859725952,1.7901862859725952,1.284999966621399,0.14000000059604645,0.25691330432891846,0.14351205030561348,positive,large,early_peak,return_near_zero,5,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.28456634,0.28456634,0.0,rbf_kernel_ridge_context_no_subject,0,0.19442369,0.32181984,0.28456634,0.41102678,0.41231957,0.55939585,0.48756877,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,instability_ay_roll,strong_active,straight,stop,stop,design_special_event_segment,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,train,2.1591429710388184,-2.1591429710388184,0.7599999904632568,0.1550000011920929,0.08045966923236847,0.03726463245444894,negative,very_large,early_peak,return_near_zero,4,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.6157488,0.5248626,0.090886235,topk_vehicle_transformer_branch1_no_subject,1,0.30810735,0.43074986,0.6157488,1.2191559,0.7177246,0.5248626,1.0232112,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,test,2.333853006362915,-2.333853006362915,1.9149999618530273,0.16500000655651093,-0.08656801283359528,0.03709231583890674,negative,very_large,late_peak,return_near_zero,8,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.6746936,0.5697331,0.1049605,topk_vehicle_transformer_branch2_no_subject,1,0.21015126,0.31727082,0.6746936,0.7908967,0.6731458,0.9369657,0.5697331,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,test,0.7096503973007202,-0.7096503973007202,2.240000009536743,1.4850000143051147,-0.06597339361906052,0.09296604901512336,negative,small,late_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5553957,0.5541888,0.0012069345,keypoint_residual_vehicle_transformer_no_subject,1,0.22876832,0.31400064,0.5553957,0.5541888,0.6922666,0.7565226,0.85361177,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,instability_ay_roll,weak,curve,curve1,curve1,design_curve_context,very_low
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,train,1.8472609519958496,-1.8472609519958496,1.7899999618530273,1.0950000286102295,0.3555229902267456,0.19245953845482702,negative,large,late_peak,return_near_zero,6,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.41912505,0.33350798,0.085617065,topk_vehicle_transformer_branch2_no_subject,1,0.25087258,0.42097282,0.41912505,0.42091104,0.5057958,0.84018445,0.33350798,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,train,0.031059980392456055,-0.031059980392456055,1.659999966621399,1.5700000524520874,0.01100003719329834,0.35415467280752255,negative,small,late_peak,opposite_tail,3,1,multi_segment,small|opposite_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.05987215,0.052247867,0.0076242834,topk_vehicle_transformer_branch1_no_subject,1,0.16779284,0.28921127,0.05987215,0.13150142,0.222882,0.052247867,0.5030997,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
