sample_id,split,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_onset_time_s,gt_tail_signed,gt_tail_abs_ratio,direction_mode,amplitude_mode,peak_timing,tail_mode,reversal_count,zero_crossing,correction_mode,response_family,threshold_small_peak_train_p40,threshold_large_peak_train_p75,threshold_very_large_peak_train_p90,threshold_peak_time_train_median,rbf_sample_rmse,deployable_oracle_rmse,deployable_oracle_gain_over_rbf,deployable_oracle_best_model,deployable_oracle_uses_non_rbf,candidate_spread_mean,candidate_spread_peak,rbf_kernel_ridge_context_no_subject__sample_rmse,keypoint_residual_vehicle_transformer_no_subject__sample_rmse,topk_vehicle_transformer_branch0_no_subject__sample_rmse,topk_vehicle_transformer_branch1_no_subject__sample_rmse,topk_vehicle_transformer_branch2_no_subject__sample_rmse,event_uid,subject,session_stamp,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425__pre3_label3_response_coverage,train,0.7747515439987183,0.7747515439987183,2.4149999618530273,0.05000000074505806,0.17540520429611206,0.2264018776791263,positive,small,late_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5689505,0.2973403,0.27161017,topk_vehicle_transformer_branch1_no_subject,1,0.21791022,0.32552448,0.5689505,0.609033,0.50137126,0.2973403,0.6744964,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425,gzj,2025_09_27_12_28_14,instability_ay_roll,medium_active,straight,middle_section,section4,design_regular_road,low
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,train,0.9089670181274414,0.9089670181274414,1.25,0.10999999940395355,-0.2267179936170578,0.2494237844670299,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.25521904,0.25521904,0.0,rbf_kernel_ridge_context_no_subject,0,0.23997602,0.4269719,0.25521904,0.492812,0.50532794,0.7778521,0.34168524,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825,gzj,2025_09_27_12_28_14,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,low
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,test,0.5717697739601135,-0.5717697739601135,1.475000023841858,0.06499999761581421,-0.17174199223518372,0.30036913467056475,negative,small,early_peak,same_side_tail,4,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.36668804,0.17594357,0.19074447,keypoint_residual_vehicle_transformer_no_subject,1,0.1881285,0.32725918,0.36668804,0.17594357,0.17980486,0.3036089,0.325469,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,instability_ay_roll,weak,straight,middle_section,section1,design_regular_road,high
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,test,1.2557679414749146,-1.2557679414749146,1.875,0.19499999284744263,-0.2874549925327301,0.22890773290096159,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.32304978,0.32304978,0.0,rbf_kernel_ridge_context_no_subject,0,0.36616182,0.5474961,0.32304978,0.45815638,0.81816614,0.7327505,1.1643623,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,instability_ay_roll,strong_active,straight,curve1,curve1,design_curve_context,high
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,test,0.15830004215240479,-0.15830004215240479,1.350000023841858,0.4050000011920929,-0.15254008769989014,0.9636136897110287,negative,small,early_peak,same_side_tail,0,0,single_sweep,small|same_side_tail|single_sweep,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.17232157,0.1082926,0.06402897,keypoint_residual_vehicle_transformer_no_subject,1,0.14528525,0.26441756,0.17232157,0.1082926,0.11728639,0.1809728,0.30361292,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,instability_roll_only,instability_medium,design_special_event_segment,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,test,0.9698799848556519,0.9698799848556519,0.9049999713897705,0.13500000536441803,-0.14800401031970978,0.15260033471227613,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.6568684,0.49052843,0.16633996,topk_vehicle_transformer_branch2_no_subject,1,0.19941473,0.42160922,0.6568684,0.9332981,0.5998153,0.7235567,0.49052843,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,test,1.102524995803833,-1.102524995803833,1.8600000143051147,0.08500000089406967,-0.20402909815311432,0.18505621090645663,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.35762912,0.31531045,0.042318672,topk_vehicle_transformer_branch2_no_subject,1,0.22198465,0.3352038,0.35762912,0.4953814,0.55131143,0.84425604,0.31531045,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,hzh,2025_09_26_21_03_19,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,test,1.6784822940826416,1.6784822940826416,1.7450000047683716,0.14000000059604645,0.33265918493270874,0.19819046415054406,positive,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.66069776,0.63424486,0.026452899,topk_vehicle_transformer_branch1_no_subject,1,0.24318217,0.3489282,0.66069776,0.86754286,0.88874507,0.63424486,1.1464758,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890,hzh,2025_09_26_21_03_19,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,test,1.3070790767669678,1.3070790767669678,1.6050000190734863,0.07000000029802322,0.19355720281600952,0.14808377416213342,positive,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.657525,0.4022406,0.2552844,topk_vehicle_transformer_branch0_no_subject,1,0.25870624,0.4532095,0.657525,0.58531946,0.4022406,0.46039623,0.6049765,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200,hzh,2025_09_26_21_03_19,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,very_low
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,test,0.7967429757118225,0.7967429757118225,1.9850000143051147,0.38999998569488525,-0.0919790267944336,0.11544378751787314,positive,small,late_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.37773642,0.2251144,0.15262201,keypoint_residual_vehicle_transformer_no_subject,1,0.27592802,0.38559827,0.37773642,0.2251144,0.58157194,0.60428727,0.6869714,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660,hzh,2025_09_26_21_03_19,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230__pre3_label3_response_coverage,train,1.3772419691085815,-1.3772419691085815,2.180000066757202,0.8899999856948853,-0.181688591837883,0.13192205575573676,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.19699311,0.19699311,0.0,rbf_kernel_ridge_context_no_subject,0,0.18947005,0.34165516,0.19699311,0.3973613,0.34963357,0.5671129,0.25528878,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230,hzh,2025_09_26_21_17_02,instability_ay_roll,medium_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495__pre3_label3_response_coverage,train,1.5268155336380005,-1.5268155336380005,2.119999885559082,0.8149999976158142,0.3492404520511627,0.2287378169509544,negative,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.2477251,0.2477251,0.0,rbf_kernel_ridge_context_no_subject,0,0.1999765,0.35158435,0.2477251,0.43757808,0.36716178,0.5765922,0.3049126,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495,hzh,2025_09_26_21_17_02,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775__pre3_label3_response_coverage,train,1.7856509685516357,1.7856509685516357,2.255000114440918,1.1950000524520874,-0.10280001163482666,0.05757004781186833,positive,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.2498363,0.2498363,0.0,rbf_kernel_ridge_context_no_subject,0,0.231604,0.35878497,0.2498363,0.49498332,0.4385465,0.38733503,0.5904925,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775,hzh,2025_09_27_19_22_27,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515__pre3_label3_response_coverage,train,1.2948600053787231,1.2948600053787231,1.5399999618530273,0.22499999403953552,0.2556909918785095,0.19746612824273968,positive,medium,early_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.08940011,0.08940011,0.0,rbf_kernel_ridge_context_no_subject,0,0.18415673,0.3160144,0.08940011,0.20316479,0.22333033,0.39916804,0.28130206,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515,hzh,2025_09_27_19_22_27,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710__pre3_label3_response_coverage,train,1.6920976638793945,-1.6920976638793945,1.6649999618530273,0.8849999904632568,0.05131086707115173,0.030323821234711515,negative,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.28908187,0.21241094,0.07667093,topk_vehicle_transformer_branch0_no_subject,1,0.19548498,0.324466,0.28908187,0.2740884,0.21241094,0.3994624,0.29561248,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710,hzh,2025_09_27_19_22_27,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,low
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360__pre3_label3_response_coverage,train,1.0082778930664062,1.0082778930664062,1.3049999475479126,0.06499999761581421,0.2886779308319092,0.2863079046134522,positive,medium,early_peak,return_near_zero,6,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.2561657,0.2561657,0.0,rbf_kernel_ridge_context_no_subject,0,0.16226555,0.28283972,0.2561657,0.37086397,0.3503083,0.40120968,0.4084903,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360,hzh,2025_09_27_19_33_25,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300__pre3_label3_response_coverage,train,1.6500362157821655,-1.6500362157821655,1.684999942779541,0.1899999976158142,-0.12025320529937744,0.07287913086342404,negative,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.48824212,0.31762293,0.17061919,topk_vehicle_transformer_branch2_no_subject,1,0.19677334,0.29635385,0.48824212,0.5391311,0.57562214,0.8493614,0.31762293,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300,hzh,2025_09_27_19_33_25,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre3_label3_response_coverage,train,0.9880310297012329,-0.9880310297012329,2.005000114440918,0.875,0.08272905647754669,0.08373123311983717,negative,small,late_peak,return_near_zero,4,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.15416946,0.15416946,0.0,rbf_kernel_ridge_context_no_subject,0,0.20950602,0.33019495,0.15416946,0.23551564,0.30961058,0.570748,0.16691566,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885,hzh,2025_09_27_19_33_25,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,low
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre3_label3_response_coverage,train,1.0478951930999756,-1.0478951930999756,1.75,0.14000000059604645,-0.1645844280719757,0.15706191721815957,negative,medium,late_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.17678432,0.17678432,0.0,rbf_kernel_ridge_context_no_subject,0,0.21518351,0.32568818,0.17678432,0.3192146,0.2903034,0.48133594,0.24315847,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405,hzh,2025_09_27_19_33_25,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,high
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,test,1.791234016418457,-1.791234016418457,1.559999942779541,0.25,0.3583141267299652,0.20003758495297472,negative,large,early_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.26457497,0.26457497,0.0,rbf_kernel_ridge_context_no_subject,0,0.20527473,0.3456266,0.26457497,0.5034466,0.47372895,0.68871427,0.2875023,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,hzh,2025_09_27_19_44_05,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,test,1.2744419574737549,-1.2744419574737549,1.690000057220459,0.14000000059604645,-0.2712239921092987,0.21281784589619818,negative,medium,late_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.27901196,0.27901196,0.0,rbf_kernel_ridge_context_no_subject,0,0.20001894,0.31316426,0.27901196,0.3809073,0.2882228,0.5011267,0.34131217,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,test,1.9839180707931519,-1.9839180707931519,1.7799999713897705,0.23999999463558197,0.30316299200057983,0.15281023771277918,negative,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5038023,0.3337097,0.17009261,topk_vehicle_transformer_branch2_no_subject,1,0.22741121,0.3817554,0.5038023,0.55599385,0.520302,0.8616364,0.3337097,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700,hzh,2025_09_27_19_44_05,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,test,1.1740800142288208,-1.1740800142288208,1.5700000524520874,0.1599999964237213,-0.039094991981983185,0.033298405141205155,negative,medium,early_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.23600979,0.23600979,0.0,rbf_kernel_ridge_context_no_subject,0,0.18408763,0.2821494,0.23600979,0.26976085,0.28984594,0.37332398,0.37010586,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,instability_ay_roll,strong_active,straight,middle_section,section4,design_regular_road,low
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,test,1.3761889934539795,1.3761889934539795,1.9049999713897705,0.3400000035762787,0.22200548648834229,0.16131903942288453,positive,medium,late_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.4599532,0.4599532,0.0,rbf_kernel_ridge_context_no_subject,0,0.24424502,0.36413956,0.4599532,0.606501,0.64623874,0.63301164,0.6976606,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,test,0.9915213584899902,-0.9915213584899902,1.1399999856948853,0.11500000208616257,-0.058643050491809845,0.059144515637180664,negative,medium,early_peak,return_near_zero,5,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.3613468,0.3613468,0.0,rbf_kernel_ridge_context_no_subject,0,0.22035675,0.34301406,0.3613468,0.3869812,0.47004265,0.6587856,0.41769847,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445__pre3_label3_response_coverage,train,1.8395723104476929,-1.8395723104476929,2.369999885559082,0.3400000035762787,0.4818856716156006,0.2619552756250854,negative,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.7811084,0.55199516,0.22911322,topk_vehicle_transformer_branch2_no_subject,1,0.21303795,0.33930594,0.7811084,0.7204191,0.7556464,1.0693607,0.55199516,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445,jy,2025_09_26_17_17_11,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,train,2.3631784915924072,2.3631784915924072,1.684999942779541,0.125,0.06632062792778015,0.028064163652357286,positive,very_large,late_peak,return_near_zero,5,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.30207458,0.30207458,0.0,rbf_kernel_ridge_context_no_subject,0,0.360079,0.637462,0.30207458,1.0645533,0.7340753,0.92402,0.73015547,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,train,0.28832799196243286,0.28832799196243286,0.8349999785423279,0.18000000715255737,0.1872740089893341,0.6495172657871339,positive,small,early_peak,same_side_tail,1,0,single_reversal,small|same_side_tail|single_reversal,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.04680604,0.04680604,0.0,rbf_kernel_ridge_context_no_subject,0,0.114439905,0.22951208,0.04680604,0.19915026,0.06796759,0.1755484,0.15783438,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,instability_ay_roll,extreme_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre3_label3_response_coverage,train,1.9676820039749146,1.9676820039749146,1.284999966621399,0.11500000208616257,0.5469860434532166,0.2779849804735979,positive,large,early_peak,return_near_zero,3,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.4173554,0.4173554,0.0,rbf_kernel_ridge_context_no_subject,0,0.30471414,0.5121396,0.4173554,0.5397714,0.70148706,0.9220109,0.51791114,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110,jy,2025_09_26_17_29_44,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,train,1.6941959857940674,1.6941959857940674,1.840000033378601,0.9700000286102295,0.44069671630859375,0.2601214499407752,positive,large,late_peak,return_near_zero,1,0,single_reversal,large|return_near_zero|single_reversal,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.110144734,0.110144734,0.0,rbf_kernel_ridge_context_no_subject,0,0.22483122,0.33480233,0.110144734,0.34395835,0.2846635,0.26914865,0.5072921,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,jy,2025_09_26_17_29_44,instability_ay_roll,medium_active,straight,middle_section,section6,design_regular_road,very_low
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,train,0.23230403661727905,0.23230403661727905,0.3799999952316284,0.06499999761581421,-0.06911446899175644,0.2975172967210318,positive,small,early_peak,return_near_zero,1,1,zero_crossing,small|return_near_zero|zero_crossing,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.105435945,0.08349061,0.021945335,topk_vehicle_transformer_branch2_no_subject,1,0.17460191,0.30605826,0.105435945,0.38103992,0.11143181,0.22063328,0.08349061,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,jy,2025_09_26_17_29_44,instability_ay_roll,instability_strong,design_high_risk_surface,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,train,0.9101839661598206,0.9101839661598206,0.6899999976158142,0.10000000149011612,-0.11554110050201416,0.12694257951993645,positive,small,early_peak,return_near_zero,7,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.047791928,0.047791928,0.0,rbf_kernel_ridge_context_no_subject,0,0.16916804,0.34253755,0.047791928,0.56367224,0.33030868,0.39619145,0.2891359,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,jy,2025_09_26_17_29_44,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,train,1.167451024055481,-1.167451024055481,1.4049999713897705,0.08500000089406967,-0.3007209897041321,0.25758767049558123,negative,medium,early_peak,return_near_zero,8,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.21465318,0.21465318,0.0,rbf_kernel_ridge_context_no_subject,0,0.19138914,0.25846028,0.21465318,0.39876294,0.38577637,0.3669228,0.48912397,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,jy,2025_09_26_17_40_51,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,train,2.8728153705596924,-2.8728153705596924,1.5149999856948853,0.23000000417232513,-0.5396543145179749,0.18784858924395043,negative,very_large,early_peak,return_near_zero,3,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.6089252,0.6089252,0.0,rbf_kernel_ridge_context_no_subject,0,0.262,0.43023914,0.6089252,0.88461846,0.70329255,0.85298854,0.74627113,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515,jy,2025_09_26_17_40_51,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,train,0.11833399534225464,0.11833399534225464,0.9800000190734863,0.7300000190734863,0.015534579753875732,0.13127740434137655,positive,small,early_peak,return_near_zero,1,0,single_reversal,small|return_near_zero|single_reversal,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.21372683,0.10730049,0.10642634,topk_vehicle_transformer_branch1_no_subject,1,0.13827454,0.23671068,0.21372683,0.2666831,0.121064655,0.10730049,0.28523254,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490,jy,2025_09_26_17_40_51,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,train,0.9201330542564392,-0.9201330542564392,0.574999988079071,0.03500000014901161,-0.255515992641449,0.27769461325126704,negative,small,early_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.39752486,0.39752486,0.0,rbf_kernel_ridge_context_no_subject,0,0.20139223,0.27372262,0.39752486,0.5331672,0.4535805,0.54701966,0.44171757,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105,jy,2025_09_26_17_40_51,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,train,0.3000220060348511,-0.3000220060348511,0.9950000047683716,0.16500000655651093,-0.15481102466583252,0.515998898586957,negative,small,early_peak,same_side_tail,2,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.033928223,0.033928223,0.0,rbf_kernel_ridge_context_no_subject,0,0.10611876,0.16298556,0.033928223,0.17839956,0.16701375,0.14534196,0.24938427,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,instability_ay_roll,medium_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,val,1.2203320264816284,-1.2203320264816284,1.6299999952316284,0.9300000071525574,-0.027750998735427856,0.022740531374430526,negative,medium,late_peak,return_near_zero,7,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.22890048,0.13457173,0.094328746,topk_vehicle_transformer_branch0_no_subject,1,0.17161782,0.24811235,0.22890048,0.18666226,0.13457173,0.2792244,0.3191365,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705,jy,2025_09_26_18_01_40,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,val,1.3861379623413086,-1.3861379623413086,1.215000033378601,0.10999999940395355,-0.3282952308654785,0.23684167073164858,negative,medium,early_peak,return_near_zero,6,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.27554795,0.27554795,0.0,rbf_kernel_ridge_context_no_subject,0,0.22096026,0.2791569,0.27554795,0.44505927,0.34958425,0.57710505,0.31103474,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,jy,2025_09_26_18_01_40,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
