episode_uid,subject,session_stamp,vehicle_file,episode_index_in_record,episode_start_s,episode_end_s,episode_duration_s,condition_peak_s,vehicle_response_onset_s,driver_action_onset_s,vehicle_peak_s,driver_peak_s,response_order,driver_minus_vehicle_onset_s,vehicle_risk_level,vehicle_component_count,vehicle_score_peak,condition_score_peak,driver_score_peak,driver_response_type,anchor_quality,is_low_mu_context,is_curve_context,is_roll_context,is_lateral_dynamic_context,min_mu,median_speed_kmh,peak_abs_ay,peak_abs_yaw_rate,peak_abs_roll_rate,peak_abs_roll,steer_angle_range,steer_rate_peak,brake_range,speed_range_kmh,lat_offset_range,recommended_model_window_start_s,recommended_model_window_end_s,road_module_names,road_design_categories,nearest_road_candidate_s,nearest_road_candidate_delta_s,episode_group_id,episode_group_cn,episode_reason_cn,recommended_task_cn,review_panel_path,trajectory_3d_path,has_review_panel_v1_1,has_trajectory_3d_v1_1,manual_decision_v1_1,manual_decision_reason_v1_1,is_train_candidate_v1_1,is_control_candidate_v1_1,is_discarded_v1_1
rec_v1_gzj_2025_09_27_11_53_25_0003,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,3,110.495,113.29,2.7950000000000017,111.905,112.005,110.54,113.15,111.905,驾驶员先动,-1.4649999999999892,中,1,1.479139624654489,2.429453960776148,3.2392719477015306,方向盘快速操作,正常,True,False,True,False,0.8,98.13349558823528,1.7652732352941176,0.1364815588235294,0.132411,0.0228080970588235,1.5959365588235297,7.024494740484222,1.0,60.7966676470588,1.6541124411764705,108.495,115.29,middle_section,连续超车负荷事件段,112.31,0.4174999999999897,secondary,次级训练样本,车辆动态中等且驾驶员有操作,方向盘/车辆联合预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\secondary_次级训练样本\rec_v1_gzj_2025_09_27_11_53_25_0003.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False
rec_v1_gzj_2025_09_27_11_53_25_0004,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,4,122.58,124.69,2.1099999999999994,122.845,123.54,122.595,123.69,122.845,驾驶员先动,-0.9450000000000074,中,1,1.6162887265680934,2.4000000000000004,3.2,方向盘快速操作,正常,True,False,True,False,0.8,85.23975882352941,2.546281470588235,0.1102416764705882,0.1446884411764706,0.0365990705882352,0.9642633823529412,3.1058755709328487,0.54612,17.860747058823534,1.5027414117647058,120.58,126.69,,,118.3,-5.334999999999994,secondary,次级训练样本,车辆动态中等且驾驶员有操作,方向盘/车辆联合预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\secondary_次级训练样本\rec_v1_gzj_2025_09_27_11_53_25_0004.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False
rec_v1_yyl_2025_09_28_09_14_23_0003,yyl,2025_09_28_09_14_23,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_14_23_vehicle.csv,3,125.275,129.31,4.034999999999997,128.625,128.735,125.5,128.79,128.625,驾驶员先动,-3.2350000000000136,中,1,1.3409769859476215,3.0,4.0,方向盘快速操作,正常,True,False,True,False,0.8,9.327502352941178,1.085405294117647,0.1027623823529411,0.1021913117647058,0.0106445294117647,4.058006176470588,19.44027275087079,0.0,0.0957497058823531,2.288605,123.275,131.31,curve1,弯道路段,128.05,0.7575000000000074,secondary,次级训练样本,车辆动态中等且驾驶员有操作,方向盘/车辆联合预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\secondary_次级训练样本\rec_v1_yyl_2025_09_28_09_14_23_0003.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False
rec_v1_zxy_2025_09_28_16_25_51_0009,zxy,2025_09_28_16_25_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_25_51_vehicle.csv,9,246.94,248.88,1.9399999999999975,247.95,247.82,247.665,247.95,247.795,驾驶员先动,-0.1550000000000011,中,1,1.6627248559219825,1.6627248559219825,1.4758823202526252,方向盘快速操作,正常,True,False,True,False,0.8,124.16114705882354,2.493850882352941,0.1016347352941176,0.1891479411764706,0.0364546176470588,0.8425014705882354,3.637080795851192,0.0,1.7032647058823611,0.4443595588235293,244.94,250.88,,,242.85,-5.060000000000002,secondary,次级训练样本,车辆动态中等且驾驶员有操作,方向盘/车辆联合预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\secondary_次级训练样本\rec_v1_zxy_2025_09_28_16_25_51_0009.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False
