episode_uid,subject,session_stamp,vehicle_file,episode_index_in_record,episode_start_s,episode_end_s,episode_duration_s,condition_peak_s,vehicle_response_onset_s,driver_action_onset_s,vehicle_peak_s,driver_peak_s,response_order,driver_minus_vehicle_onset_s,vehicle_risk_level,vehicle_component_count,vehicle_score_peak,condition_score_peak,driver_score_peak,driver_response_type,anchor_quality,is_low_mu_context,is_curve_context,is_roll_context,is_lateral_dynamic_context,min_mu,median_speed_kmh,peak_abs_ay,peak_abs_yaw_rate,peak_abs_roll_rate,peak_abs_roll,steer_angle_range,steer_rate_peak,brake_range,speed_range_kmh,lat_offset_range,recommended_model_window_start_s,recommended_model_window_end_s,road_module_names,road_design_categories,nearest_road_candidate_s,nearest_road_candidate_delta_s,episode_group_id,episode_group_cn,episode_reason_cn,recommended_task_cn,review_panel_path,trajectory_3d_path,has_review_panel_v1_1,has_trajectory_3d_v1_1,manual_decision_v1_1,manual_decision_reason_v1_1,is_train_candidate_v1_1,is_control_candidate_v1_1,is_discarded_v1_1
rec_v1_gf_2025_09_26_10_03_00_0002,gf,2025_09_26_10_03_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,2,98.689,101.594,2.905000000000001,98.699,98.694,,98.699,98.689,缺少一方起点,,极强,1,4.0,4.0,0.3,无明显操作,坐标风险高,True,False,False,True,0.0,97.2576696969697,0.4719131060606061,0.0172764,0.0101421381818181,0.004165074090909,0.1274271666666666,0.5684142791548551,0.0,8.62515606060606,3.433712424242424,96.689,103.594,middle_section,连续超车负荷事件段,98.774,-1.3674999999999926,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_03_00_0017,gf,2025_09_26_10_03_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,17,646.334,647.819,1.4850000000000136,646.37,646.344,,646.37,646.419,缺少一方起点,,极强,1,4.0,4.0,0.3450349035788219,无明显操作,坐标风险高,True,False,False,True,0.0,111.21884848484848,0.3930988333333333,0.0159830636363636,0.017565759090909,0.0046831653030303,0.1260657136363636,0.6900698071576438,0.0,0.6578181818181861,0.6083193499272728,644.334,649.819,,,619.401,-27.675499999999943,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_03_00_0018,gf,2025_09_26_10_03_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,18,653.159,659.27,6.11099999999999,659.22,655.64,653.214,659.22,654.025,驾驶员先动,-2.425999999999931,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,True,0.0,56.05032121212122,1.289690909090909,0.0762485181818181,0.0410614151515151,0.0173489015151515,0.4297713287878788,1.5568123875173518,0.5826343090909092,107.21202348484849,0.8865666803030303,651.159,659.27,,,619.401,-36.81350000000009,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_18_49_0000,gf,2025_09_26_10_18_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,0,0.0,10.118,10.118,8.653,0.008,3.7,8.653,3.875,车辆先变化,3.692,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,False,0.0,0.0,0.1914969696969697,0.0273395257575757,0.4777990303030303,0.0850930378787878,0.5041887787878788,0.7474916437098293,0.4861296818181818,12.051277272727273,0.1231403712121212,0.0,12.118,middle_section,连续超车负荷事件段,0.0,-5.059,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_18_49_0001,gf,2025_09_26_10_18_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,1,12.275,16.103,3.828000000000001,12.295,12.28,,12.295,13.253,缺少一方起点,,极强,1,4.0,4.0,0.6083107468625573,无明显操作,坐标风险高,True,False,False,True,0.0,43.51947348484848,0.6847167575757576,0.0536589984848484,0.0193409772727272,0.0071134186363636,0.6910790000000002,1.2166214937251143,0.0,30.20705,3.4185946969696968,10.275,18.103,middle_section,连续超车负荷事件段,14.615,0.4260000000000001,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_18_49_0009,gf,2025_09_26_10_18_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,9,419.725,421.505,1.7799999999999727,421.36,421.35,,421.36,419.83,缺少一方起点,,极强,1,4.0,4.0,0.8671523262926111,弱操作,坐标风险高,True,False,False,True,0.0,112.54063636363637,1.4276578787878789,0.0742739878787878,0.0490118484848484,0.0212958409090909,0.5459974848484849,1.7343046525852222,0.0,0.8339393939393744,3.4021033333333337,417.725,423.505,,,427.252,6.6370000000000005,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_18_49_0012,gf,2025_09_26_10_18_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,12,476.07,478.835,2.7649999999999864,477.275,476.383,,477.275,477.118,缺少一方起点,,中,1,1.9961046879760933,1.9961046879760933,0.7535492776255104,无明显操作,正常,True,False,True,False,0.0,119.69371212121212,1.847839393939394,0.0627840666666666,0.1009714984848484,0.0270236984848484,0.4280206818181818,1.5070985552510208,0.0,0.2953636363636178,1.0796339242424242,474.07,480.835,,,495.711,18.258500000000023,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_18_49_0015,gf,2025_09_26_10_18_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,15,519.323,520.545,1.22199999999998,519.715,519.68,,519.715,519.998,缺少一方起点,,极强,1,4.0,4.0,0.3198167046227308,无明显操作,坐标风险高,True,False,False,True,0.0,127.14053030303032,1.1981107575757577,0.0425062015151515,0.0494670015151515,0.0169543863636363,0.223679906060606,0.6396334092454616,0.0,2.484060606060595,0.998256196969697,517.323,522.545,,,511.105,-8.82899999999995,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_18_49_0017,gf,2025_09_26_10_18_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,17,573.87,583.83,9.960000000000036,573.908,573.883,575.703,573.908,578.853,车辆先变化,1.8199999999999363,极强,1,4.0,4.0,3.2,制动为主,窗口截断,True,False,False,True,0.0,94.91629696969696,0.6946830606060607,0.0421693712121212,0.0308635499999999,0.0097272151515151,0.1415435136363636,1.0541772880266824,0.5819223787878788,118.53630151515152,445.60587878787874,571.87,583.83,middle_section,连续超车负荷事件段,579.702,0.8519999999999754,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_30_12_0000,gf,2025_09_26_10_30_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,0,0.0,8.24,8.24,7.84,0.005,2.675,7.84,3.595,车辆先变化,2.67,极强,2,4.0,4.0,3.0706999999999995,制动为主,窗口截断,True,False,True,False,0.0,0.0,0.2896366535294117,0.0201149088235294,0.9789541176470588,0.0852253,0.7160729588235294,0.965758996539812,0.33707,6.780631470588236,0.0274977937352941,0.0,10.24,middle_section,连续超车负荷事件段,0.0,-4.12,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_30_12_0001,gf,2025_09_26_10_30_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,1,14.285,17.63,3.344999999999999,14.325,14.295,14.985,14.325,15.005,车辆先变化,0.6899999999999995,极强,1,4.0,4.0,1.223870588235327,弱操作,坐标风险高,True,False,False,True,0.0,56.103025,0.7920435588235293,0.054349994117647,0.0563597294117647,0.0086577429411764,0.5524016705882353,2.447741176470654,0.0,27.118367647058815,3.44524,12.285,19.63,middle_section,连续超车负荷事件段,15.705,-0.2524999999999995,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_30_12_0005,gf,2025_09_26_10_30_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,5,196.26,201.54,5.280000000000001,196.875,198.195,196.275,199.055,196.875,驾驶员先动,-1.9199999999999875,中,1,1.8713272689391147,1.92579,2.56772,制动为主,正常,True,False,True,False,0.0,95.34720294117648,2.09824,0.0970769323529411,0.1067481470588235,0.029326994117647,0.9353833823529412,1.8513764359868488,0.286772,25.18023235294116,0.7477131470588234,194.26,203.54,fix_road|middle_section,施工/维修变道/道路受限|连续超车负荷事件段,198.445,-0.4549999999999841,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_30_12_0018,gf,2025_09_26_10_30_12,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,18,559.215,565.995,6.779999999999973,560.26,559.385,560.805,560.26,561.61,车辆先变化,1.419999999999959,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,True,0.0,101.61676470588236,1.6391667647058823,0.0632498382352941,0.0766015264705882,0.0227371264705882,0.5762460588235294,1.5911539792402014,0.567753,107.77203529411769,213.74876764705883,557.215,565.995,middle_section,连续超车负荷事件段,562.125,-0.4800000000000182,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_40_59_0000,gf,2025_09_26_10_40_59,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,0,0.0,11.01,11.01,9.73,0.005,3.3,9.73,3.725,车辆先变化,3.295,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,False,0.0,0.0,0.2880965294117646,0.0265944323529411,0.9747020588235294,0.085225,0.5198564970588235,0.5973384083045086,0.4267869999999999,12.768520588235294,0.1165462723235294,0.0,13.01,middle_section,连续超车负荷事件段,0.0,-5.505,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_40_59_0006,gf,2025_09_26_10_40_59,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,6,209.335,212.01,2.674999999999983,210.805,,209.37,209.61,210.805,缺少一方起点,,弱,0,0.7199161023222658,2.4000000000000004,3.2,制动为主,正常,True,False,False,False,0.0,76.18981323529411,0.7645184117647059,0.0457000794117647,0.0449466617647058,0.0107046705882352,0.4012767,1.939454325259821,0.2827598,30.31618235294117,0.3887735294117647,207.335,214.01,,,202.2,-8.472500000000025,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_40_59_0014,gf,2025_09_26_10_40_59,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,14,536.46,542.115,5.654999999999973,537.365,537.36,540.62,537.365,540.88,车辆先变化,3.259999999999991,极强,1,4.0,4.0,1.1837,制动为主,坐标风险高,True,False,False,True,0.0,107.27044117647058,1.4310417647058822,0.0504051352941176,0.0566785117647058,0.019910144117647,0.4863718529411764,0.8894530449817455,0.14837,14.1630705882353,3.6805079411764714,534.46,544.115,,,526.455,-12.832499999999982,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_40_59_0016,gf,2025_09_26_10_40_59,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,16,568.05,591.325,23.27500000000009,569.915,568.445,569.415,569.915,574.46,车辆先变化,0.9699999999999136,极强,5,4.0,4.0,4.0,方向盘快速操作,窗口截断,True,True,True,True,0.0,8.748656617647057,13.905364705882352,1.4817438235294118,1.9667902941176472,0.7662323823529411,5.0479820588235285,8.225877006927897,0.5140485294117647,88.98801947058824,19.122382352941177,566.05,591.325,,,554.19,-25.497499999999945,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_52_57_0000,gf,2025_09_26_10_52_57,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,0,0.0,8.504,8.504,8.099,0.0,2.585,8.099,2.865,车辆先变化,2.585,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,False,0.0,0.0,0.2828857619047619,0.0158185761904761,0.966411476190476,0.0852303047619047,0.4871837333333333,1.9883090136053228,0.4959459999999999,6.797284523809523,0.0249121216190476,0.0,10.504,middle_section,连续超车负荷事件段,0.0,-4.252,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_52_57_0001,gf,2025_09_26_10_52_57,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,1,12.224,13.609,1.3849999999999998,12.23,12.225,,12.23,12.334,缺少一方起点,,极强,1,4.0,4.0,0.7913106486920941,无明显操作,坐标风险高,True,False,False,True,0.0,37.86547857142857,0.4117330952380952,0.0388690642857142,0.0136189071428571,0.0035493266666666,0.2209377857142857,1.946917290249166,0.0,11.237290476190472,2.4621811904761906,10.224,15.609,middle_section,连续超车负荷事件段,12.935,0.0185000000000012,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_52_57_0002,gf,2025_09_26_10_52_57,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,2,14.845,20.105,5.26,17.419,17.415,,17.419,14.949,缺少一方起点,,极强,1,4.0,4.0,0.9843726357432474,弱操作,坐标风险高,True,False,False,True,0.0,68.46795238095237,0.654865380952381,0.0301264976190476,0.0274333928571428,0.008147449047619,0.4003704285714285,2.421921286847735,0.0,30.74520476190477,3.457999285714286,12.845,22.105,middle_section,连续超车负荷事件段,17.469,-0.0060000000000002,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_52_57_0010,gf,2025_09_26_10_52_57,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,10,390.674,394.934,4.260000000000048,392.054,,390.775,393.504,392.054,缺少一方起点,,弱,0,0.9548098877991406,2.4000000000000004,3.2,方向盘快速操作,正常,True,False,False,False,0.0,58.06062142857142,0.6858086666666665,0.0477946619047619,0.0448150904761904,0.0095485119047619,0.3665317928571428,7.721074070264179,0.5448789999999999,41.003102380952384,0.3481719142857142,388.674,396.934,middle_section,连续超车负荷事件段,392.97,0.1660000000000536,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gf_2025_09_26_10_52_57_0019,gf,2025_09_26_10_52_57,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,19,611.064,618.31,7.245999999999981,611.194,611.189,611.4,611.194,612.335,车辆先变化,0.2110000000000127,极强,3,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,True,0.0,18.7107,1.957652380952381,0.1116039285714285,0.0649743499999999,0.0272207214285714,0.4752446904761904,2.412502226820065,0.675422,78.02411666666666,39.46111380952381,609.064,618.31,,,577.469,-37.21799999999985,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_38_49_0000,gzj,2025_09_27_11_38_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_38_49_vehicle.csv,0,0.0,10.205,10.205,2.67,0.0,0.225,2.67,3.115,车辆先变化,0.225,极强,5,4.0,4.0,3.9133098615916895,方向盘快速操作,窗口截断,True,False,True,True,0.8,60.42023088235294,5.443074705882354,0.4460743823529411,1.806723823529412,0.3686558235294117,2.417352352941176,7.826619723183379,0.0141176470588235,75.12529705882352,4.015776764705882,0.0,12.205,middle_section,连续超车负荷事件段,4.485,-0.6174999999999997,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_38_49_0001,gzj,2025_09_27_11_38_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_38_49_vehicle.csv,1,12.525,14.065,1.5399999999999991,13.98,13.98,,13.98,12.705,缺少一方起点,,极强,1,4.0,4.0,0.8100819204152205,弱操作,坐标风险高,True,False,False,True,0.8,103.63423529411764,1.3200773529411765,0.0563485264705882,0.0670083705882352,0.015892894117647,0.3866721970588235,1.620163840830441,0.0,7.597376470588244,3.4554170588235293,10.525,16.064999999999998,,,19.402,6.107000000000001,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_38_49_0004,gzj,2025_09_27_11_38_49,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_38_49_vehicle.csv,4,77.795,86.18,8.385000000000005,78.89,78.89,77.805,78.89,77.825,驾驶员先动,-1.0849999999999935,极强,1,4.0,4.0,3.2,制动为主,窗口截断,True,False,False,True,0.8,42.72510294117647,0.4222577647058823,0.0223763411764705,0.0265791117647058,0.0074237055882352,0.1209563235294117,1.888916955016786,0.933984,125.18670588235292,3.478393823529412,75.795,86.18,middle_section,连续超车负荷事件段,78.935,-3.052500000000009,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_41_47_0000,gzj,2025_09_27_11_41_47,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,0,0.0,12.74,12.74,12.41,0.02,0.005,12.41,0.2,驾驶员先动,-0.015,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,False,0.8,0.0,0.6067997352941177,0.0151961382352941,0.7264994411764706,0.0878798617647058,0.421466644117647,0.8799728373702411,1.0,5.962181764705882,0.017566065,0.0,14.74,middle_section,连续超车负荷事件段,0.0,-6.37,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_41_47_0009,gzj,2025_09_27_11_41_47,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,9,203.055,204.4,1.3449999999999989,204.175,204.17,,204.175,203.055,缺少一方起点,,极强,1,4.0,4.0,0.3961391310078527,无明显操作,坐标风险高,True,False,False,True,0.8,130.29623529411765,1.8202970588235292,0.0676429411764705,0.0834887176470588,0.0245877794117647,0.6555251764705883,1.0325843598612623,0.0,1.171882352941168,3.4627391176470583,201.055,206.4,,,208.366,4.638499999999993,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_41_47_0012,gzj,2025_09_27_11_41_47,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,12,242.83,244.735,1.9050000000000007,243.83,243.825,243.865,243.83,243.87,车辆先变化,0.0400000000000204,极强,1,4.0,4.0,1.0302412086677717,弱操作,坐标风险高,True,False,False,True,0.8,127.7293088235294,2.1057129411764706,0.0766911205882353,0.1286989411764706,0.0318373058823529,0.7079365,2.685447802766589,0.0,2.441970588235307,3.4418229411764703,240.83,246.735,,,235.905,-7.877500000000026,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_41_47_0023,gzj,2025_09_27_11_41_47,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,23,586.08,590.39,4.309999999999945,587.96,587.955,589.82,587.96,589.86,车辆先变化,1.865000000000009,极强,1,4.0,4.0,1.2534237580394212,弱操作,坐标风险高,True,False,False,True,0.8,101.46113235294118,2.5005438235294117,0.1006072352941176,0.1124700588235294,0.0334338647058823,1.1156194705882352,3.267200000002972,0.0,6.076655882352924,3.403047058823529,584.08,592.39,,,593.49,5.254999999999996,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_41_47_0026,gzj,2025_09_27_11_41_47,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,26,640.71,641.57,0.8600000000000136,641.225,640.735,,641.225,641.57,缺少一方起点,,极强,1,4.0,4.0,0.3851105723840873,无明显操作,窗口截断,False,False,False,True,1.0,39.074970588235296,0.3380147352941176,0.0250400529411764,0.0114388647058823,0.0036656264705882,0.1489071470588235,1.0038370934204537,0.0141176470588235,18.589929411764704,8.136417647058824,638.71,641.57,,,598.925,-42.21500000000015,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_53_25_0000,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,0,0.0,3.6,3.6,2.01,0.01,0.0,2.01,0.0,驾驶员先动,-0.01,极强,2,4.0,4.0,3.2,制动为主,窗口截断,True,False,True,False,0.8,5.507563529411764,0.5593394117647059,0.0226200852941176,0.8372829411764706,0.0854972588235294,0.3835720429411764,1.724062837370235,1.0,11.576808823529412,0.098900029117647,0.0,5.6,middle_section,连续超车负荷事件段,0.0,-1.8,review,需要复核,窗口/坐标风险,人工复核后再决定,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_53_25_0001,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,1,48.805,52.375,3.5700000000000003,49.095,,48.94,50.18,49.095,缺少一方起点,,弱,0,0.8892038841471491,2.4000000000000004,3.2,方向盘快速操作,正常,True,False,False,False,0.8,57.47103676470588,1.645287058823529,0.1074143823529411,0.0796005823529411,0.0227458235294117,1.2903527941176471,2.9773962768169704,1.0,30.278379411764696,1.315572382352941,46.805,54.375,middle_section,连续超车负荷事件段,50.545,-0.0450000000000017,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_53_25_0011,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,11,247.43,248.695,1.2649999999999864,247.45,,247.435,248.63,247.45,缺少一方起点,,弱,0,0.6483766151734515,2.4000000000000004,3.2,制动为主,可能切在事件中段,True,False,False,False,0.8,109.35157352941177,0.8839952058823529,0.0388467735294117,0.0580419823529411,0.0102408097058823,0.2989491088235294,0.6586930795846553,1.0,27.967702941176483,0.1216952235294117,245.43,250.695,fix_road,施工/维修变道/道路受限,247.493,-0.569500000000005,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
rec_v1_gzj_2025_09_27_11_53_25_0012,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,12,251.79,253.11,1.3200000000000216,251.91,,251.81,253.005,251.91,缺少一方起点,,弱,0,0.734308848305733,2.4000000000000004,3.2,制动为主,可能切在事件中段,True,False,False,False,0.8,93.61815,1.1424882352941177,0.0329203294117647,0.065734544117647,0.0179882323529411,0.1822844744117647,0.8217853460205455,1.0,26.90440294117647,0.6068798823529412,249.79,255.11,,,257.0,4.550000000000011,review,边界复核样本,强度或语义边界不清,人工复核,,,False,False,暂不进入训练,用户复核后认为需要复核类基本可舍去，先整体降为舍弃/暂缓,False,False,True
