window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,candidate_role
pre2_label2_old_main,session_level_split,test,rbf_krr_vehicle_no_subject,67,0.3823369190123317,0.8208955223880597,0.1791044776119403,0.5454545454545454,0.33537325538250046,1.0838497869119437,0.2835820895522388,0.5436567259368612,0.3060447742689901,0.3790074125099093,0.5671641791044776,0.417910447761194,0.029850746268656716,0.5522388059701493,0.9701492537313433,0.642092479153531,stage3_current_clean_vehicle_candidate
pre3_label3_response_coverage,session_level_split,test,rbf_krr_vehicle_no_subject,67,0.46695650606150507,0.7910447761194029,0.208955223880597,0.47058823529411764,0.35847368791921813,0.7414975686105395,0.3582089552238806,0.7452238686938784,0.4720895522788389,0.3925076400159177,0.4626865671641791,0.40298507462686567,0.0,0.8208955223880597,0.9850746268656716,0.8325626346099712,stage3_current_clean_vehicle_candidate
