variant_id,name_cn,anchor_label,sample_count,extra_episode_count,dropped_count,split_counts_json,category_counts_json,val_selected_model,val_rmse_for_selected,test_rmse_steer,test_primary_rmse_0_2s,test_tail_rmse_2_5s,test_wrong_side_rate_large,test_severe_amp_under_rate_large,test_large_response_recall,prediction_npz,large_response_plot,badcase_plot,delta_rmse_vs_all_nolat,delta_wrong_side_vs_all_nolat,delta_severe_under_vs_all_nolat,delta_large_recall_vs_all_nolat,screening_score
v20_noncurve_train_anchor_nolat,v2.0 非弯道训练候选，推荐锚点，去横向偏移,model_anchor_s_v1_8,581,0,165,"{""train"": 405, ""val"": 101, ""test"": 75}","{""train_noncurve_secondary_dynamic"": 321, ""train_noncurve_vehicle_dynamic"": 260}",torch_mlp512_vehicle_context,0.6810080536087451,0.39055486049374705,0.3523328606049883,0.41523248092492115,0.0,0.5,0.5,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_noncurve_train_anchor_nolat\tables\v20_noncurve_train_anchor_nolat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_noncurve_train_anchor_nolat\figures\v20_noncurve_train_anchor_nolat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_noncurve_train_anchor_nolat\figures\v20_noncurve_train_anchor_nolat_badcase_overview.png,-0.0015508497955782352,-1.0,-0.09999999999999998,0.09999999999999998,0.3915508497955782
v20_curve_train_anchor_nolat,v2.0 弯道训练候选，推荐锚点，去横向偏移,model_anchor_s_v1_8,169,0,69,"{""train"": 110, ""val"": 38, ""test"": 21}","{""train_curve_normal_or_weak"": 148, ""train_curve_roll_dynamic"": 21}",torch_linear_vehicle_context,0.4389527078378812,0.3092153903302553,0.28431248920999985,0.3252101356404272,0.0,1.0,0.0,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_curve_train_anchor_nolat\tables\v20_curve_train_anchor_nolat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_curve_train_anchor_nolat\figures\v20_curve_train_anchor_nolat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_curve_train_anchor_nolat\figures\v20_curve_train_anchor_nolat_badcase_overview.png,-0.08289031995906998,-1.0,0.4,-0.4,0.2728903199590699
v20_all_train_anchor_lat,v2.0 全量训练候选，推荐锚点，保留横向偏移,model_anchor_s_v1_8,750,0,234,"{""train"": 515, ""val"": 139, ""test"": 96}","{""train_noncurve_secondary_dynamic"": 321, ""train_noncurve_vehicle_dynamic"": 260, ""train_curve_normal_or_weak"": 148, ""train_curve_roll_dynamic"": 21}",torch_mlp512_vehicle_context,0.6087513201814785,0.38073544564485823,0.35226899261117023,0.4025323666418707,0.6,0.6,0.4,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_all_train_anchor_lat\tables\v20_all_train_anchor_lat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_all_train_anchor_lat\figures\v20_all_train_anchor_lat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_all_train_anchor_lat\figures\v20_all_train_anchor_lat_badcase_overview.png,-0.011370264644467054,-0.4,0.0,0.0,0.15137026464446704
v20_all_train_anchor_nolat,v2.0 全量训练候选，推荐锚点，去横向偏移,model_anchor_s_v1_8,750,0,234,"{""train"": 515, ""val"": 139, ""test"": 96}","{""train_noncurve_secondary_dynamic"": 321, ""train_noncurve_vehicle_dynamic"": 260, ""train_curve_normal_or_weak"": 148, ""train_curve_roll_dynamic"": 21}",torch_mlp512_vehicle_context,0.6296067453479298,0.3921057102893253,0.3459156913051273,0.42124627205079224,1.0,0.6,0.4,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_all_train_anchor_nolat\tables\v20_all_train_anchor_nolat_selected_predictions.npz,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_all_train_anchor_nolat\figures\v20_all_train_anchor_nolat_large_response_overview.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v20_no_history_vehicle_only_gpu_baseline\v20_all_train_anchor_nolat\figures\v20_all_train_anchor_nolat_badcase_overview.png,0.0,0.0,0.0,0.0,0.0
