window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse
pre1_label2_event_trigger,random_event_split,test,history_trend_500ms,136,1.2002890237361985,0.3014705882352941,0.6985294117647058,0.717948717948718,0.559505371721838,1.4531902526445768,0.14705882352941177,0.5154779391253695,0.3640441172893214,1.53087028249095,0.9044117647058824,0.8235294117647058,0.04411764705882353,0.7647058823529411,0.0,1.929664970082837
pre1_label2_event_trigger,random_event_split,test,ridge_vehicle_context_no_subject,136,0.681540535127659,0.7573529411764706,0.2426470588235294,0.1794871794871795,0.6998047404648626,1.4949405574631354,0.36764705882352944,0.4912500094403239,0.3777205897084273,0.7214411077678532,0.6176470588235294,0.18382352941176472,0.014705882352941176,0.7647058823529411,1.0,1.0723383356912835
pre1_label2_event_trigger,random_event_split,test,ridge_vehicle_history_no_subject,136,0.6697912285206835,0.7573529411764706,0.2426470588235294,0.05128205128205128,0.673355617779581,1.1532979897484406,0.4338235294117647,0.44330882741247907,0.3534926470670411,0.6844301394063651,0.5661764705882353,0.16911764705882354,0.022058823529411766,0.7647058823529411,1.0,1.1033740742026852
pre1_label2_event_trigger,random_event_split,test,train_mean_all,136,0.7791095814510106,0.5661764705882353,0.4338235294117647,0.0,1.020747030263438,0.17703361790282426,0.9558823529411765,0.4936029669993064,1.4544117635472076,0.7608741454177481,0.6764705882352942,0.17647058823529413,0.04411764705882353,0.7647058823529411,0.0,1.3843430676990507
pre1_label2_event_trigger,random_event_split,test,train_mean_by_event_type,136,0.7727069177908782,0.5588235294117647,0.4411764705882353,0.0,0.9945746624075315,0.3197397287996829,0.9044117647058824,0.4451838376767495,1.3419485292808317,0.7568270669811789,0.6985294117647058,0.18382352941176472,0.11764705882352941,0.7647058823529411,0.47794117647058826,1.3618547933631802
pre1_label2_event_trigger,random_event_split,test,zero_response_hold_current,136,0.7829997186200564,0.5661764705882353,0.4338235294117647,0.0,1.0968085151603992,0.0,1.0,1.4774264723939055,1.601985292687245,0.7728009948452168,0.7132352941176471,0.8235294117647058,0.04411764705882353,0.7647058823529411,0.0,1.393283371947466
pre1_label2_event_trigger,random_event_split,train,history_trend_500ms,634,1.1374779869339893,0.30757097791798105,0.692429022082019,0.6289308176100629,0.5671181721296616,1.6274280306104199,0.18138801261829654,0.47718454095937474,0.4035883281344683,1.4125822771960144,0.889589905362776,0.7839116719242902,0.07886435331230283,0.694006309148265,0.0,1.8446991639556598
pre1_label2_event_trigger,random_event_split,train,ridge_vehicle_context_no_subject,634,0.6102649201355119,0.777602523659306,0.222397476340694,0.32075471698113206,0.5740453781037113,2.3486619152551413,0.30757097791798105,0.4640851755294514,0.3367113565544272,0.5961971522410979,0.5347003154574133,0.1971608832807571,0.0031545741324921135,0.694006309148265,0.998422712933754,1.0756937406829403
pre1_label2_event_trigger,random_event_split,train,ridge_vehicle_history_no_subject,634,0.6486932093543845,0.7665615141955836,0.2334384858044164,0.20754716981132076,0.5851905547223445,2.3667435730628728,0.3391167192429022,0.42236593241101184,0.3729574132787081,0.6258640938801309,0.5599369085173501,0.20977917981072555,0.02996845425867508,0.694006309148265,0.9921135646687698,1.17104973993689
pre1_label2_event_trigger,random_event_split,train,train_mean_all,634,0.7962615485997109,0.5331230283911672,0.4668769716088328,0.0,0.9562990700690904,0.3991512588206321,0.9305993690851735,0.45584387050160097,1.4274921148562987,0.7529690300088011,0.7176656151419558,0.21608832807570977,0.07886435331230283,0.694006309148265,0.0,1.482143299143534
pre1_label2_event_trigger,random_event_split,train,train_mean_by_event_type,634,0.792565678947194,0.5299684542586751,0.47003154574132494,0.0,0.9305181012133412,0.619379950709658,0.8769716088328076,0.40324133486495783,1.2500078871652296,0.7546518958351437,0.7318611987381703,0.2192429022082019,0.1309148264984227,0.694006309148265,0.47634069400630913,1.4734232205536486
pre1_label2_event_trigger,random_event_split,train,zero_response_hold_current,634,0.7971778865931493,0.5331230283911672,0.4668769716088328,0.0,1.030968755460124,0.0,1.0,1.519440064741422,1.5395504742690393,0.7598886013571584,0.7476340694006309,0.7839116719242902,0.07886435331230283,0.694006309148265,0.0,1.4835056423964192
