sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000185120__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000185120,zxy,2025_09_28_16_35_30,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,3.064340353012085,2.7082290649414062,1.676651120185852,1.0315779447555542,0.619095017437946,0,1,0.12000000476837158,0.42000001668930054,4.252398490905762,1,1,3,42,0,1,1,1,1,0,1
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000460020__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000460020,zxy,2025_09_28_16_35_30,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.745926022529602,0.4502899646759033,2.412558078765869,1.9622681140899658,5.357787799029255,0,1,0.21999990940093994,0.015000000596046448,2.735531210899353,1,1,4,16,0,1,1,0,0,0,0
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590,gzj,2025_09_27_12_17_12,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.5155655145645142,2.594604015350342,0.22780679166316986,2.366797223687172,0.08780021549161511,1,0,0.13499999046325684,1.8700000047683716,2.27766877412796,1,0,2,6,0,1,1,1,0,1,1
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000471085__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000471085,zxy,2025_09_28_16_35_30,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.5065414905548096,2.6043848991394043,0.38614943623542786,2.2182354629039764,0.14826895838745935,0,1,0.2950000762939453,0.8650000095367432,2.9799022674560547,1,0,1,15,0,0,1,1,0,1,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000592750__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000592750,gzj,2025_09_27_12_17_12,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.4640365839004517,2.132270336151123,0.23083563148975372,1.9014347046613693,0.10825814512170441,1,0,0.31000006198883057,1.4399999976158142,1.7720626294612885,1,0,2,17,0,1,1,1,0,1,1
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000554145__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000554145,tyy,2025_09_28_14_44_09,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.4488881826400757,0.05044001340866089,1.847090482711792,1.796650469303131,36.6195478130986,1,0,0.2549999952316284,1.6399999717250466,1.5939969420433044,1,1,0,102,0,0,1,0,0,0,0
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890,hzh,2025_09_26_21_03_19,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.121194839477539,1.6784822940826416,0.21141476929187775,1.4670675247907639,0.1259559126939879,1,0,0.2549999952316284,1.8599999994039536,1.4602573364973068,1,0,1,9,0,0,1,1,0,1,1
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.1041945219039917,2.333853006362915,0.47053664922714233,1.8633163571357727,0.20161366116216048,1,0,0.3349999189376831,1.3399999886751175,1.9457955360412598,1,0,8,4,0,1,1,1,0,1,1
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000138490__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000138490,gf,2025_09_26_10_30_12,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.102030634880066,1.9250980615615845,0.2899574041366577,1.6351406574249268,0.15061955020693987,1,0,1.1749999523162842,1.7450000047683716,1.670873910188675,1,0,1,13,0,0,1,1,0,1,1
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785,gf,2025_09_26_10_30_12,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.0787782669067383,2.145881175994873,0.7043913006782532,1.4414898753166199,0.3282527050229999,1,0,0.41999995708465576,0.7249999940395355,0.4291641116142273,0,1,1,26,0,0,1,1,0,1,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.0408821105957031,2.043076992034912,0.5514414310455322,1.4916355609893799,0.26990731783254757,1,0,0.009999990463256836,0.9850000292062759,1.4550410509109497,1,0,2,4,0,1,1,1,0,1,1
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200,hzh,2025_09_26_21_03_19,pre2_label2_old_main,session_level_split,test,ridge_vehicle_context_no_subject,1.0219638347625732,1.3070790767669678,0.28354960680007935,1.0235294699668884,0.2169337814674788,0,1,0.10000002384185791,1.4950000569224358,1.0536759495735168,1,1,2,7,0,1,1,0,0,1,0
