model_name,best_val_rmse,best_epoch,feature_count,feature_names_count
torch_linear_vehicle_context,0.4471272750169541,53,249,249
torch_mlp256_vehicle_context,0.42231633801965296,26,249,249
torch_mlp512_vehicle_context,0.42762509347847166,20,249,249
