instability_event_uid,subject,session_stamp,anchor_time_rel_s,recommended_decision,instability_role,instability_review_score,road_guided_instability_score,old_v400_min_abs_anchor_gap_s,old_v400_road_type_mode,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,road_design_nearest_dist_m,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,steering_delta_peak_post3s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000025150,zxy,2025_09_28_16_01_55,25.15,hybrid_reject_low_evidence,instability_ay_only,26.24,29.24,0.01,straight,section1,design_regular_road,high,1.867025,1.56115,0.095839,0.07877,0.37769,46.8,exit,21.65,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000059410,zxy,2025_09_28_16_01_55,59.41,hybrid_reject_low_evidence,instability_ay_only,26.82,26.82,,none,longstraight,design_regular_road,high,5.525574,1.706,0.127252,0.076894,0.335103,61.3,exit,1.89,longstraight,longstraight,high,长直线路段,longstraight,high
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000102725,zxy,2025_09_28_16_01_55,102.725,hybrid_reject_low_evidence,instability_ay_only,23.84,26.84,0.155,straight,section2,design_regular_road,high,2.189281,1.44486,0.089767,0.071357,0.447153,104.4,exit,1.675,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000130460,zxy,2025_09_28_16_01_55,130.46,hybrid_accept_medium,instability_ay_only,50.48,62.72,2.635,straight,curve1,design_curve_context,high,3.356861,1.96517,0.133944,0.17486,0.380133,104.5,entry,-25.96,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000158840,zxy,2025_09_28_16_01_55,158.84,hybrid_accept_medium,instability_ay_only,55.06,74.89,1.17,curve,curve1,design_curve_context,medium,111.124196,1.37826,0.334788,0.250145,0.675268,104.5,entry,-54.34,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000209050,zxy,2025_09_28_16_01_55,209.05,hybrid_reject_low_evidence,instability_ay_only,28.9,39.46,0.705,curve,curve1,design_curve_context,very_low,1690.86092,0.897002,0.106521,0.097744,0.353604,104.5,entry,-104.55,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000257980,zxy,2025_09_28_16_01_55,257.98,hybrid_accept_medium,instability_ay_only,46.35,73.94,0.855,curve,curve1,design_curve_context,very_low,2965.488485,1.32666,0.211154,0.269882,1.58773,104.5,entry,-153.48,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000277900,zxy,2025_09_28_16_01_55,277.9,hybrid_accept_high,instability_ay_only,63.85,96.52,1.52,curve,curve1,design_curve_context,very_low,3289.537511,2.94588,0.608062,0.224877,0.670555,104.5,entry,-173.4,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000333195,zxy,2025_09_28_16_01_55,333.195,hybrid_accept_medium,instability_roll_only,41.71,74.66,0.84,curve,curve1,design_curve_context,very_low,3902.22574,0.286587,0.613877,0.195047,1.754059,104.5,entry,-228.695,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000342225,zxy,2025_09_28_16_01_55,342.225,hybrid_accept_medium,instability_ay_only,47.49,61.69,2.57,curve,curve1,design_curve_context,very_low,3877.867321,0.918573,0.610932,0.357683,0.3145,562.7,exit,220.475,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000349230,zxy,2025_09_28_16_01_55,349.23,hybrid_accept_high,instability_ay_only,53.8,84.86,1.73,curve,curve1,design_curve_context,very_low,3873.174509,1.73491,0.581087,0.367869,0.08674,562.7,exit,213.47,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000361740,zxy,2025_09_28_16_01_55,361.74,hybrid_accept_medium,instability_ay_only,43.44,67.77,0.76,curve,curve1,design_curve_context,very_low,3943.199619,0.753854,0.556683,0.21869,0.213803,562.7,exit,200.96,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000394610,zxy,2025_09_28_16_01_55,394.61,hybrid_accept_medium,instability_ay_only,50.89,73.24,1.91,curve,curve1,design_curve_context,very_low,4766.173009,2.114,0.204828,0.149387,0.465479,562.7,exit,168.09,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000401795,zxy,2025_09_28_16_01_55,401.795,hybrid_review_conflict_or_medium,instability_ay_only,43.44,47.04,0.11,curve,curve1,design_curve_context,very_low,5031.739771,1.19684,0.180538,0.098697,0.298276,562.7,exit,160.905,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000419030,zxy,2025_09_28_16_01_55,419.03,hybrid_accept_medium,instability_ay_only,50.7,65.86,3.66,curve,curve1,design_curve_context,very_low,5552.480264,3.83224,0.09115,0.172258,0.312763,562.7,exit,143.67,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000436035,zxy,2025_09_28_16_01_55,436.035,hybrid_accept_high,instability_ay_only,59.4,86.83,1.05,curve,curve1,design_curve_context,very_low,5778.992239,3.51867,0.271611,0.200885,1.036725,562.7,exit,126.665,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000468090,zxy,2025_09_28_16_01_55,468.09,hybrid_reject_low_evidence,instability_ay_only,21.59,18.09,1.375,curve,curve1,design_curve_context,very_low,5533.652383,0.771908,0.084062,0.052763,0.24644,562.7,exit,94.61,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_01_55__000471540,zxy,2025_09_28_16_01_55,471.54,hybrid_reject_low_evidence,instability_ay_only,34.1,24.1,,none,curve1,design_curve_context,very_low,5506.702677,1.65315,0.084062,0.052763,0.407884,562.7,exit,91.16,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000032735,zxy,2025_09_28_16_12_11,32.735,hybrid_reject_low_evidence,instability_ay_only,31.14,35.8,0.105,straight,section1,design_regular_road,high,3.11741,0.83967,0.118581,0.101599,0.277158,41.305,exit,8.57,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000077745,zxy,2025_09_28_16_12_11,77.745,hybrid_accept_high,instability_ay_only,65.72,84.54,0.265,straight,section2,design_regular_road,high,5.506404,1.35108,0.423156,0.361941,0.413993,96.805,exit,19.06,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000087330,zxy,2025_09_28_16_12_11,87.33,hybrid_accept_medium,instability_ay_only,47.68,70.25,0.79,straight,section2,design_regular_road,high,6.380559,1.76981,0.180764,0.158118,0.345051,96.805,exit,9.475,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000128540,zxy,2025_09_28_16_12_11,128.54,hybrid_reject_low_evidence,instability_ay_only,25.04,15.2,,none,curve1,design_curve_context,high,3.067131,1.49154,0.073757,0.05299,0.487558,96.905,entry,-31.635,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000181285,zxy,2025_09_28_16_12_11,181.285,hybrid_accept_high,instability_ay_only,66.25,99.54,1.625,straight,section3,design_regular_road,low,284.26248,1.668,0.434119,0.302538,0.356396,171.2,entry,-10.085,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000185765,zxy,2025_09_28_16_12_11,185.765,hybrid_reject_low_evidence,instability_ay_only,29.71,40.06,0.23,straight,section3,design_regular_road,low,282.854934,0.374108,0.17422,0.105532,0.324108,171.2,entry,-14.565,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000221395,zxy,2025_09_28_16_12_11,221.395,hybrid_accept_medium,instability_ay_only,35.59,58.14,2.615,straight,fix_road,design_special_event_segment,low,282.272942,1.52939,0.173392,0.124008,0.337722,208.7,entry,-12.695,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000487685,zxy,2025_09_28_16_12_11,487.685,hybrid_accept_high,instability_ay_only,69.44,100.0,0.07,straight,mu1,design_high_risk_surface,very_low,697.693867,3.89879,1.0275,0.122831,0.61933,470.405,entry,-17.28,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000507880,zxy,2025_09_28_16_12_11,507.88,hybrid_accept_medium,instability_ay_only,41.73,64.33,1.095,curve,mu1,design_high_risk_surface,very_low,629.299766,2.86736,0.162319,0.157961,0.722916,470.405,entry,-37.475,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_12_11__000564290,zxy,2025_09_28_16_12_11,564.29,hybrid_reject_low_evidence,instability_ay_only,38.68,44.49,2.79,straight,mu1,design_high_risk_surface,very_low,725.771245,2.12356,0.127868,0.072006,0.412945,613.905,exit,49.615,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_33__000000090,zxy,2025_09_28_16_25_33,0.09,hybrid_reject_low_evidence,instability_roll_only,0.0,0.0,,none,section1,design_regular_road,high,8.500488,0.0,0.008914,0.00117,0.000175,0.0,entry,-0.09,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000024395,zxy,2025_09_28_16_25_51,24.395,hybrid_reject_low_evidence,instability_ay_only,33.68,37.01,3.49,straight,section1,design_regular_road,high,2.837518,0.955612,0.17244,0.097359,0.388074,33.405,exit,9.01,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000037870,zxy,2025_09_28_16_25_51,37.87,hybrid_accept_medium,instability_ay_only,54.86,79.55,0.665,straight,longstraight,design_regular_road,high,2.827871,1.82686,0.260668,0.184254,0.35788,33.5,entry,-4.37,longstraight,longstraight,high,长直线路段,longstraight,high
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000087725,zxy,2025_09_28_16_25_51,87.725,hybrid_reject_low_evidence,instability_ay_only,28.17,31.7,1.09,straight,curve1,design_curve_context,high,6.090274,1.37467,0.135953,0.107557,0.677363,80.605,entry,-7.12,curve1,curve1,medium,弯道路段,curve1,medium
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000121540,zxy,2025_09_28_16_25_51,121.54,hybrid_accept_high,instability_ay_only,62.61,97.14,0.17,straight,curve1,design_curve_context,high,16.248789,6.11897,0.105095,0.255916,1.194151,148.405,exit,26.865,curve1,curve1,medium,弯道路段,curve1,medium
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000180880,zxy,2025_09_28_16_25_51,180.88,hybrid_accept_high,instability_ay_only,67.88,100.0,0.03,straight,section3,design_regular_road,low,278.842633,2.29157,0.425708,0.322151,1.315284,182.7,exit,1.82,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000254255,zxy,2025_09_28_16_25_51,254.255,hybrid_accept_high,instability_ay_only,79.53,100.0,0.125,curve,section4,design_regular_road,low,279.884974,1.46484,1.2258,1.09835,1.082715,258.5,exit,4.245,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000321365,zxy,2025_09_28_16_25_51,321.365,hybrid_review_conflict_or_medium,instability_ay_only,45.59,54.5,,none,section5,design_regular_road,very_low,996.32704,1.46595,0.22835,0.15604,0.239109,316.7,entry,-4.665,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000332765,zxy,2025_09_28_16_25_51,332.765,hybrid_reject_low_evidence,instability_ay_only,28.1,29.6,0.54,straight,section5,design_regular_road,very_low,966.106681,1.83101,0.096385,0.08147,0.343131,346.2,exit,13.435,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000342005,zxy,2025_09_28_16_25_51,342.005,hybrid_reject_low_evidence,instability_ay_only,27.37,31.52,0.945,straight,section5,design_regular_road,very_low,942.530153,1.43788,0.080597,0.080776,0.458149,346.2,exit,4.195,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000361220,zxy,2025_09_28_16_25_51,361.22,hybrid_review_conflict_or_medium,instability_ay_only,37.42,47.31,1.345,straight,stop,design_special_event_segment,very_low,899.538754,1.54036,0.158799,0.141403,0.584947,346.305,entry,-14.915,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000393125,zxy,2025_09_28_16_25_51,393.125,hybrid_reject_low_evidence,instability_ay_only,20.29,23.67,0.37,straight,section6,design_regular_road,very_low,815.171503,1.39219,0.046531,0.068587,0.542186,384.605,entry,-8.52,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000437125,zxy,2025_09_28_16_25_51,437.125,hybrid_accept_high,instability_ay_only,83.86,100.0,1.01,straight,mu1,design_high_risk_surface,very_low,696.691727,5.90348,0.787061,0.216608,0.697696,421.605,entry,-15.52,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000450020,zxy,2025_09_28_16_25_51,450.02,hybrid_accept_medium,instability_ay_only,48.26,65.56,0.095,curve,mu1,design_high_risk_surface,very_low,656.880701,4.99204,0.139598,0.143357,0.346099,421.605,entry,-28.415,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000500430,zxy,2025_09_28_16_25_51,500.43,hybrid_accept_medium,instability_ay_only,49.32,70.56,2.87,straight,mu1,design_high_risk_surface,low,335.484222,1.59483,0.197542,0.124871,0.404044,556.105,exit,55.675,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_25_51__000519270,zxy,2025_09_28_16_25_51,519.27,hybrid_accept_medium,instability_ay_only,47.91,61.35,0.375,straight,mu1,design_high_risk_surface,very_low,889.680451,2.41405,0.181179,0.124003,0.280213,556.105,exit,36.835,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000211435,zxy,2025_09_28_16_35_30,211.435,hybrid_accept_medium,instability_roll_only,43.1,77.05,1.42,straight,section3,design_regular_road,low,263.412088,0.494029,1.85195,0.139219,1.172165,174.7,entry,-36.735,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000299360,zxy,2025_09_28_16_35_30,299.36,hybrid_accept_high,instability_ay_only,61.62,86.07,1.015,straight,section3,design_regular_road,low,281.990068,1.41122,0.366206,0.331712,0.286757,303.0,exit,3.64,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000327995,zxy,2025_09_28_16_35_30,327.995,hybrid_review_conflict_or_medium,instability_ay_only,35.78,54.17,0.86,straight,fix_road,design_special_event_segment,low,284.206755,1.91639,0.14627,0.108886,0.530144,303.1,entry,-24.895,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000367835,zxy,2025_09_28_16_35_30,367.835,hybrid_reject_low_evidence,instability_ay_only,25.19,29.03,0.23,straight,section4,design_regular_road,low,280.499776,1.36441,0.094063,0.064491,0.387638,353.3,entry,-14.535,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000377405,zxy,2025_09_28_16_35_30,377.405,hybrid_accept_high,instability_ay_only,62.69,92.03,0.015,straight,section4,design_regular_road,low,280.597036,15.0258,0.137677,0.260336,0.53058,384.605,exit,7.2,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000461470,zxy,2025_09_28_16_35_30,461.47,hybrid_accept_medium,instability_ay_only,44.52,71.59,1.845,curve,section4,design_regular_road,low,205.502023,1.52248,0.685758,0.176624,0.36966,437.805,entry,-23.665,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000467085,zxy,2025_09_28_16_35_30,467.085,hybrid_accept_medium,instability_ay_only,52.41,81.16,4.985,curve,section4,design_regular_road,low,246.888375,1.00797,0.700874,0.305893,0.0946,489.805,exit,22.72,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000500265,zxy,2025_09_28_16_35_30,500.265,hybrid_accept_medium,instability_ay_only,42.6,57.3,1.445,curve,curve2,design_curve_context,low,199.20365,2.60138,0.078254,0.155864,0.445058,489.9,entry,-10.365,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000527905,zxy,2025_09_28_16_35_30,527.905,hybrid_reject_low_evidence,instability_ay_only,25.96,19.44,2.36,straight,curve2,design_curve_context,low,430.907286,1.38368,0.08212,0.078214,0.498205,558.9,exit,30.995,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000544250,zxy,2025_09_28_16_35_30,544.25,hybrid_accept_medium,instability_ay_only,48.89,66.19,1.14,straight,curve2,design_curve_context,very_low,716.319581,2.17277,0.207533,0.169812,0.676839,558.9,exit,14.65,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000548860,zxy,2025_09_28_16_35_30,548.86,hybrid_reject_low_evidence,instability_ay_only,28.76,31.25,2.075,straight,curve2,design_curve_context,very_low,806.323606,1.50402,0.083039,0.083451,0.524646,558.9,exit,10.04,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000566510,zxy,2025_09_28_16_35_30,566.51,hybrid_reject_low_evidence,instability_ay_only,30.72,34.25,1.135,straight,section5,design_regular_road,very_low,989.29712,1.32562,0.146576,0.085262,0.401077,559.0,entry,-7.51,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000575655,zxy,2025_09_28_16_35_30,575.655,hybrid_reject_low_evidence,instability_ay_only,35.86,41.48,2.955,straight,section5,design_regular_road,very_low,964.100973,1.88122,0.078243,0.069959,0.478221,585.205,exit,9.55,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__zxy__2025_09_28_16_35_30__000593430,zxy,2025_09_28_16_35_30,593.43,hybrid_review_conflict_or_medium,instability_ay_only,42.9,54.66,0.345,straight,stop,design_special_event_segment,very_low,910.890238,1.54145,0.155692,0.174366,0.277508,585.3,entry,-8.13,stop,stop,very_low,特殊道路段,stop,very_low
