old_event_uid,subject,session_stamp,old_anchor_time_rel_s,old_phase_type,old_event_level,old_road_type_anchor,old_trigger_type,old_curvature_anchor,nearest_road_curvature_event_uid,nearest_road_curvature_time_rel_s,nearest_road_curvature_delta_s,nearest_nonsteering_dynamic_event_uid,nearest_nonsteering_dynamic_time_rel_s,nearest_nonsteering_dynamic_delta_s,nearest_nonsteering_dynamic_type,nearest_road_guided_event_uid,nearest_road_guided_time_rel_s,nearest_road_guided_delta_s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability,within_1s_road_curvature,within_1s_nonsteering_dynamic,within_1s_module_boundary,old_anchor_audit_bucket
old_v400_context__yyl__2025_09_28_09_49_11__00015,yyl,2025_09_28_09_49_11,156.975,primary,weak,curve,context_residual,-0.0069917,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-21.745,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00013,149.155,-7.82,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000149155,149.155,-7.82,169.0,exit,12.025,curve1,curve1,low,弯道路段,curve1,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00016,yyl,2025_09_28_09_49_11,174.185,secondary,weak,straight,context_residual,4.44089e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-38.955,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00015,177.575,3.39,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000177575,177.575,3.39,169.105,entry,-5.08,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00017,yyl,2025_09_28_09_49_11,176.89,secondary,weak,straight,context_residual,7.76932e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-41.66,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00015,177.575,0.685,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000177575,177.575,0.685,169.105,entry,-7.785,middle_section,section3,low,普通连接段,section3,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00018,yyl,2025_09_28_09_49_11,178.775,secondary,strong_active,straight,context_residual,6.21546e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-43.545,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00015,177.575,-1.2,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000177575,177.575,-1.2,169.105,entry,-9.67,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00019,yyl,2025_09_28_09_49_11,180.945,primary,medium_active,straight,context_residual,0.0,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-45.715,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00016,183.26,2.315,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000177575,177.575,-3.37,169.105,entry,-11.84,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00020,yyl,2025_09_28_09_49_11,202.12,secondary,medium_active,straight,context_residual,-2.36042e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-66.89,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00016,183.26,-18.86,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000221440,221.44,19.32,203.105,exit,0.985,middle_section,section3,low,普通连接段,section3,low,False,False,True,old_close_to_road_only
old_v400_context__yyl__2025_09_28_09_49_11__00021,yyl,2025_09_28_09_49_11,204.35,primary,strong_active,straight,context_residual,4.72085e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,65.21,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00020,221.44,17.09,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000221440,221.44,17.09,203.205,entry,-1.145,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00022,yyl,2025_09_28_09_49_11,208.32,secondary,weak,straight,context_residual,0.0,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,61.24,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00020,221.44,13.12,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000221440,221.44,13.12,203.205,entry,-5.115,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00023,yyl,2025_09_28_09_49_11,210.355,secondary,strong_active,straight,context_residual,-2.24843e-09,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,59.205,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00020,221.44,11.085,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000221440,221.44,11.085,203.205,entry,-7.15,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00024,yyl,2025_09_28_09_49_11,214.84,secondary,medium_active,straight,context_residual,2.24843e-09,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,54.72,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00020,221.44,6.6,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000221440,221.44,6.6,203.205,entry,-11.635,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00025,yyl,2025_09_28_09_49_11,217.97,secondary,strong_active,straight,context_residual,0.0,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,51.59,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00020,221.44,3.47,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000221440,221.44,3.47,203.205,entry,-14.765,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00026,yyl,2025_09_28_09_49_11,225.205,secondary,medium_active,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,44.355,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00021,225.31,0.105,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000225310,225.31,0.105,242.205,exit,17.0,fix_road,fix_road,low,特殊道路段,fix_road,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00027,yyl,2025_09_28_09_49_11,227.18,secondary,strong_active,straight,context_residual,-8.26023e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,42.38,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00021,225.31,-1.87,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000225310,225.31,-1.87,242.205,exit,15.025,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00028,yyl,2025_09_28_09_49_11,271.32,secondary,weak,curve,context_residual,-0.00124332,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,-1.76,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00027,270.445,-0.875,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000269015,269.015,-2.305,273.5,exit,2.18,middle_section,section4,low,普通连接段,section4,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00029,yyl,2025_09_28_09_49_11,276.145,secondary,medium_active,curve,context_residual,-0.00730825,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,269.56,-6.585,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00027,270.445,-5.7,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000269015,269.015,-7.13,273.605,entry,-2.54,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00030,yyl,2025_09_28_09_49_11,279.995,primary,strong_active,curve,context_residual,0.00649449,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,9.3,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00028,288.6,8.605,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000288600,288.6,8.605,273.605,entry,-6.39,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00031,yyl,2025_09_28_09_49_11,285.25,secondary,weak,curve,context_residual,0.0066455,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,4.045,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00028,288.6,3.35,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000288600,288.6,3.35,273.605,entry,-11.645,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00032,yyl,2025_09_28_09_49_11,302.275,primary,medium_active,straight,context_residual,-3.81934e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,-12.98,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00028,288.6,-13.675,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000288600,288.6,-13.675,325.105,exit,22.83,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00033,yyl,2025_09_28_09_49_11,327.585,primary,strong_active,straight,context_residual,9.32322e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,-38.29,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00031,331.715,4.13,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000331715,331.715,4.13,325.205,entry,-2.38,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00034,yyl,2025_09_28_09_49_11,351.47,secondary,strong_active,straight,context_residual,8.88178e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,-62.175,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00032,349.455,-2.015,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000349455,349.455,-2.015,352.905,exit,1.435,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00035,yyl,2025_09_28_09_49_11,354.97,primary,strong_active,straight,context_residual,8.41562e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,-65.675,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00034,359.375,4.405,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000359375,359.375,4.405,353.0,entry,-1.97,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00036,yyl,2025_09_28_09_49_11,360.73,secondary,weak,straight,context_residual,-8.57101e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,289.295,-71.435,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00034,359.375,-1.355,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000359375,359.375,-1.355,353.0,entry,-7.73,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00037,yyl,2025_09_28_09_49_11,393.415,secondary,weak,straight,context_residual,1.69777e-12,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,58.125,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,21.35,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,21.35,385.105,entry,-8.31,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00038,yyl,2025_09_28_09_49_11,395.635,secondary,weak,straight,context_residual,8.88178e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,55.905,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,19.13,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,19.13,385.105,entry,-10.53,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00039,yyl,2025_09_28_09_49_11,402.54,primary,weak,straight,context_residual,1.32548e-09,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,49.0,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,12.225,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,12.225,385.105,entry,-17.435,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00040,yyl,2025_09_28_09_49_11,417.53,secondary,weak,straight,context_residual,4.30507e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,34.01,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,-2.765,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,-2.765,420.605,exit,3.075,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00041,yyl,2025_09_28_09_49_11,420.345,primary,strong_active,straight,context_residual,4.13012e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,31.195,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,-5.58,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,-5.58,420.605,exit,0.26,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,True,old_close_to_road_only
old_v400_context__yyl__2025_09_28_09_49_11__00042,yyl,2025_09_28_09_49_11,423.37,secondary,weak,straight,context_residual,4.2855e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,28.17,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,-8.605,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,-8.605,420.705,entry,-2.665,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00043,yyl,2025_09_28_09_49_11,425.355,secondary,medium_active,straight,context_residual,8.72639e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,26.185,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,-10.59,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,-10.59,420.705,entry,-4.65,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00044,yyl,2025_09_28_09_49_11,428.52,secondary,strong_active,straight,context_residual,3.10773e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,23.02,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00036,414.765,-13.755,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000414765,414.765,-13.755,420.705,entry,-7.815,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00045,yyl,2025_09_28_09_49_11,447.42,secondary,weak,straight,context_residual,4.63221e-14,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,4.12,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00039,442.35,-5.07,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000442350,442.35,-5.07,420.705,entry,-26.715,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00046,yyl,2025_09_28_09_49_11,453.4,primary,weak,curve,context_residual,-0.00099297,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-1.86,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00040,453.34,-0.06,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000453340,453.34,-0.06,420.705,entry,-32.695,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00047,yyl,2025_09_28_09_49_11,462.435,secondary,weak,curve,context_residual,-0.00250507,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-10.895,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00043,467.13,4.695,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000453340,453.34,-9.095,420.705,entry,-41.73,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00048,yyl,2025_09_28_09_49_11,466.275,primary,medium_active,curve,context_residual,-0.00543614,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-14.735,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00043,467.13,0.855,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000453340,453.34,-12.935,420.705,entry,-45.57,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00049,yyl,2025_09_28_09_49_11,475.555,secondary,weak,curve,context_residual,-0.00194531,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-24.015,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00046,475.28,-0.275,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000496630,496.63,21.075,420.705,entry,-54.85,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00050,yyl,2025_09_28_09_49_11,482.92,secondary,weak,curve,context_residual,0.000455264,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-31.38,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00046,475.28,-7.64,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000496630,496.63,13.71,542.805,exit,59.885,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00051,yyl,2025_09_28_09_49_11,485.5,secondary,strong_active,straight,context_residual,-5.06244e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-33.96,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00046,475.28,-10.22,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000496630,496.63,11.13,542.805,exit,57.305,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00052,yyl,2025_09_28_09_49_11,487.695,secondary,medium_active,straight,context_residual,1.55386e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,451.54,-36.155,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00050,496.63,8.935,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000496630,496.63,8.935,542.805,exit,55.11,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00053,yyl,2025_09_28_09_49_11,490.13,primary,weak,straight,context_residual,9.03717e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00005,525.85,35.72,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00050,496.63,6.5,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000496630,496.63,6.5,542.805,exit,52.675,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00054,yyl,2025_09_28_09_49_11,495.17,secondary,weak,straight,context_residual,8.57101e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00005,525.85,30.68,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00050,496.63,1.46,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000496630,496.63,1.46,542.805,exit,47.635,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00055,yyl,2025_09_28_09_49_11,513.275,primary,weak,straight,context_residual,1.09426e-06,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00005,525.85,12.575,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00053,513.265,-0.01,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000512345,512.345,-0.93,542.805,exit,29.53,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00056,yyl,2025_09_28_09_49_11,536.365,primary,strong_active,curve,context_residual,0.0125,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00005,525.85,-10.515,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00054,526.99,-9.375,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000526990,526.99,-9.375,542.805,exit,6.44,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
