subject,session_stamp,vehicle_raw_relative_path,segment_index,module_name,instance_name,road_risk_class_cn,entry_time_rel_s,exit_time_rel_s,duration_s,road_s_start_m,road_s_end_m,road_s_min_m,road_s_max_m,median_nearest_dist_m,p90_nearest_dist_m,point_count,high_point_ratio,medium_point_ratio,low_point_ratio,very_low_point_ratio,segment_mapping_reliability
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0,middle_section,section1,普通连接段,0.0,46.7,46.7,2.625,1157.625,2.625,1157.625,5.826,8.321,468,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,1,longstraight,longstraight,长直线路段,46.805,59.1,12.295,1161.625,1609.625,1161.625,1609.625,3.165,3.42,124,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,2,middle_section,section2,普通连接段,59.2,110.1,50.9,1612.517,2770.517,1612.517,2770.517,6.286,25.509,510,0.8451,0.1549,0.0,0.0,high
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,3,curve1,curve1,弯道路段,110.2,186.7,76.5,2772.142,4586.574,2772.142,4586.574,7.362,281.121,766,0.5731,0.1488,0.2781,0.0,medium
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,4,middle_section,section3,普通连接段,186.805,220.7,33.895,4589.574,5746.199,4589.574,5746.199,280.824,282.789,340,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,5,fix_road,fix_road,特殊道路段,220.805,270.0,49.195,5750.199,7192.256,5750.199,7192.256,282.395,283.764,493,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,6,middle_section,section4,普通连接段,270.1,302.4,32.3,7196.256,8351.256,7196.256,8351.256,280.153,282.808,324,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,7,curve2,curve2,弯道路段,302.5,351.0,48.5,8353.88,9579.88,8353.88,9579.88,455.682,887.83,486,0.0,0.0,0.5412,0.4588,low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,8,middle_section,section5,普通连接段,351.1,374.9,23.8,10436.287,11338.287,10436.287,11338.287,971.522,1003.341,239,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,9,stop,stop,特殊道路段,375.0,410.2,35.2,11341.911,12499.911,11341.911,12499.911,886.956,923.06,353,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,10,middle_section,section6,普通连接段,410.3,447.0,36.7,12502.536,13660.161,12502.536,13660.161,786.04,826.187,368,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,11,differentmu_road,mu1,高风险路面,447.1,565.4,118.3,13663.161,14401.161,13663.161,15047.161,670.404,1292.682,1184,0.011,0.0769,0.2052,0.7069,very_low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,0,middle_section,section1,普通连接段,0.0,44.705,44.705,1.625,1157.625,1.625,1157.625,5.124,7.098,448,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,1,longstraight,longstraight,长直线路段,44.805,57.605,12.8,1160.625,1610.625,1160.625,1610.625,2.587,3.922,129,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,2,middle_section,section2,普通连接段,57.705,91.905,34.2,1613.517,2770.517,1613.517,2770.517,4.051,6.274,343,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,3,curve1,curve1,弯道路段,92.0,160.105,68.105,2773.142,4584.14,2773.142,4584.14,16.436,283.0,682,0.5073,0.1569,0.3358,0.0,low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,4,middle_section,section3,普通连接段,160.205,191.405,31.2,4587.574,5743.574,4587.574,5743.574,280.863,282.586,313,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,5,fix_road,fix_road,特殊道路段,191.5,234.305,42.805,5747.199,7192.256,5747.199,7192.256,281.406,283.733,429,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,6,middle_section,section4,普通连接段,234.405,267.105,32.7,7196.256,8351.256,7196.256,8351.256,280.584,283.381,328,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,7,curve2,curve2,弯道路段,267.205,320.405,53.2,8353.88,9577.88,8353.88,9577.88,499.006,890.84,533,0.0,0.0,0.5009,0.4991,low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,8,middle_section,section5,普通连接段,320.5,347.805,27.305,10433.287,11340.287,10433.287,11340.287,972.009,1000.369,274,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,9,stop,stop,特殊道路段,347.905,382.305,34.4,11343.911,12500.536,11343.911,12500.536,888.969,922.771,345,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,10,middle_section,section6,普通连接段,382.405,415.5,33.095,12504.536,13660.161,12504.536,13660.161,784.375,827.284,332,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,11,differentmu_road,mu1,高风险路面,415.605,533.705,118.1,13664.161,14380.161,13664.161,15045.161,670.021,1230.276,1182,0.011,0.0702,0.2107,0.7081,very_low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,0,middle_section,section1,普通连接段,0.0,42.605,42.605,0.0,1159.625,0.0,1159.625,5.104,7.671,427,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,1,longstraight,longstraight,长直线路段,42.7,53.5,10.8,1163.625,1610.625,1163.625,1610.625,4.315,6.468,109,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,2,middle_section,section2,普通连接段,53.605,121.805,68.2,1615.517,2771.142,1615.517,2771.142,6.497,38.059,683,0.7818,0.2182,0.0,0.0,high
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,3,curve1,curve1,弯道路段,121.905,190.7,68.795,2775.142,4584.14,2775.142,4584.14,7.049,280.417,689,0.5486,0.1553,0.2961,0.0,medium
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,4,middle_section,section3,普通连接段,190.805,225.2,34.395,4587.574,5744.574,4587.574,5744.574,280.107,282.392,345,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,5,fix_road,fix_road,特殊道路段,225.305,306.305,81.0,5748.199,7191.199,5748.199,7191.199,279.794,283.318,811,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,6,middle_section,section4,普通连接段,306.405,336.7,30.295,7194.256,8350.256,7194.256,8350.256,279.786,281.015,304,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,7,curve2,curve2,弯道路段,336.805,384.0,47.195,8353.88,9578.88,8353.88,9578.88,467.795,889.534,473,0.0,0.0,0.5307,0.4693,low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,8,middle_section,section5,普通连接段,384.105,409.7,25.595,10436.287,11339.287,10436.287,11339.287,973.831,1002.737,257,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,9,stop,stop,特殊道路段,409.805,441.7,31.895,11342.911,12498.911,11342.911,12498.911,886.348,923.449,320,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,10,middle_section,section6,普通连接段,441.805,481.0,39.195,12502.536,13660.161,12502.536,13660.161,793.779,826.674,393,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,11,differentmu_road,mu1,高风险路面,481.105,585.305,104.2,13664.161,14296.161,13664.161,15046.161,664.72,1127.488,1043,0.0125,0.0805,0.2224,0.6846,very_low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,0,middle_section,section1,普通连接段,0.0,75.7,75.7,0.0,1158.625,0.0,1158.625,5.982,8.498,758,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,1,longstraight,longstraight,长直线路段,75.805,95.305,19.5,1161.625,1611.517,1161.625,1611.517,5.363,6.335,196,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,2,middle_section,section2,普通连接段,95.405,132.105,36.7,1614.517,2768.517,1614.517,2768.517,5.816,7.397,368,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,3,curve1,curve1,弯道路段,132.2,228.605,96.405,2772.142,4586.574,2772.142,4586.574,140.203,280.195,965,0.3399,0.2228,0.4373,0.0,low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,4,middle_section,section3,普通连接段,228.7,261.7,33.0,4590.574,5745.574,4590.574,5745.574,281.395,284.256,331,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,5,fix_road,fix_road,特殊道路段,261.805,302.7,40.895,5749.199,7190.199,5749.199,7190.199,282.216,283.455,410,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,6,middle_section,section4,普通连接段,302.805,335.305,32.5,7194.256,8351.88,7194.256,8351.88,280.81,282.73,326,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,7,curve2,curve2,弯道路段,335.405,383.105,47.7,8354.88,9578.88,8354.88,9578.88,452.701,888.225,478,0.0,0.0,0.5418,0.4582,low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,8,middle_section,section5,普通连接段,383.2,405.7,22.5,10437.287,11339.287,10437.287,11339.287,971.482,1002.578,226,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,9,stop,stop,特殊道路段,405.805,438.2,32.395,11342.911,12500.536,11342.911,12500.536,887.296,922.856,325,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,10,middle_section,section6,普通连接段,438.305,470.405,32.1,12504.536,13658.536,12504.536,13658.536,786.05,827.42,322,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,11,differentmu_road,mu1,高风险路面,470.5,585.805,115.305,13662.161,14341.161,13662.161,15046.161,666.713,1179.757,1154,0.0113,0.0754,0.2201,0.6932,very_low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,0,middle_section,section1,普通连接段,0.0,40.305,40.305,6.625,1156.625,6.625,1156.625,4.366,5.57,404,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,1,longstraight,longstraight,长直线路段,40.405,51.5,11.095,1160.625,1611.517,1160.625,1611.517,3.731,4.908,112,1.0,0.0,0.0,0.0,high
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,2,middle_section,section2,普通连接段,51.605,100.405,48.8,1615.517,2771.142,1615.517,2771.142,4.37,38.886,489,0.7464,0.2536,0.0,0.0,high
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,3,curve1,curve1,弯道路段,100.5,168.0,67.5,2774.142,4586.574,2774.142,4586.574,15.76,281.397,676,0.5074,0.142,0.3506,0.0,low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,4,middle_section,section3,普通连接段,168.105,201.5,33.395,4590.574,5746.199,4590.574,5746.199,281.336,283.615,335,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,5,fix_road,fix_road,特殊道路段,201.605,249.2,47.595,5750.199,7191.199,5750.199,7191.199,281.504,283.344,477,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,6,middle_section,section4,普通连接段,249.305,282.305,33.0,7195.256,8351.256,7195.256,8351.256,280.342,281.694,331,0.0,0.0,1.0,0.0,low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,7,curve2,curve2,弯道路段,282.405,336.605,54.2,8353.88,9578.88,8353.88,9578.88,421.672,885.579,543,0.0,0.0,0.5727,0.4273,low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,8,middle_section,section5,普通连接段,336.7,370.5,33.8,10435.287,11338.287,10435.287,11338.287,975.33,999.718,339,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,9,stop,stop,特殊道路段,370.605,404.7,34.095,11341.911,12498.911,11341.911,12498.911,889.394,922.515,342,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,10,middle_section,section6,普通连接段,404.805,436.805,32.0,12502.536,13658.536,12502.536,13658.536,789.039,827.666,321,0.0,0.0,0.0,1.0,very_low
byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,11,differentmu_road,mu1,高风险路面,436.905,547.405,110.5,13662.161,14325.161,13662.161,15048.161,668.861,1240.2,1106,0.0108,0.075,0.2125,0.7016,very_low
cwh,2025_09_26_19_23_28,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,0,middle_section,section1,普通连接段,0.0,61.305,61.305,0.0,1156.625,0.0,1156.625,4.926,8.5,614,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_23_28,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,1,longstraight,longstraight,长直线路段,61.405,72.905,11.5,1160.625,1610.625,1160.625,1610.625,2.422,3.655,116,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_23_28,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,2,middle_section,section2,普通连接段,73.0,105.405,32.405,1614.517,2771.142,1614.517,2771.142,2.375,2.954,325,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_23_28,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,3,curve1,curve1,弯道路段,105.5,164.0,58.5,2773.142,4211.14,2773.142,4211.14,3.482,205.38,586,0.6365,0.1451,0.2184,0.0,medium
cwh,2025_09_26_19_27_21,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,0,middle_section,section1,普通连接段,0.0,43.105,43.105,27.625,1157.625,27.625,1157.625,5.427,6.057,432,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_27_21,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,1,longstraight,longstraight,长直线路段,43.2,56.7,13.5,1161.625,1609.625,1161.625,1609.625,2.921,5.291,136,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_27_21,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,2,middle_section,section2,普通连接段,56.805,92.805,36.0,1612.517,2770.517,1612.517,2770.517,3.827,5.335,361,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_27_21,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,3,curve1,curve1,弯道路段,92.9,433.9,341.0,2774.142,4225.14,2774.142,4225.14,4000.288,5676.037,3411,0.0947,0.0756,0.0331,0.7965,very_low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,0,middle_section,section1,普通连接段,0.0,40.1,40.1,11.625,1157.625,11.625,1157.625,3.741,5.878,402,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,1,longstraight,longstraight,长直线路段,40.2,53.2,13.0,1161.625,1609.625,1161.625,1609.625,2.997,5.273,131,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,2,middle_section,section2,普通连接段,53.3,88.2,34.9,1612.517,2770.517,1612.517,2770.517,2.769,5.759,350,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,3,curve1,curve1,弯道路段,88.3,158.405,70.105,2774.142,4585.14,2774.142,4585.14,16.095,280.835,702,0.51,0.1795,0.3105,0.0,low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,4,middle_section,section3,普通连接段,158.5,191.7,33.2,4588.574,5744.574,4588.574,5744.574,279.624,281.752,333,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,5,fix_road,fix_road,特殊道路段,191.805,237.9,46.095,5748.199,7189.199,5748.199,7189.199,282.255,282.718,462,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,6,middle_section,section4,普通连接段,238.0,273.1,35.1,7193.256,8351.88,7193.256,8351.88,279.447,280.535,352,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,7,curve2,curve2,弯道路段,273.2,323.605,50.405,8354.88,9577.88,8354.88,9577.88,454.262,891.255,505,0.0,0.0,0.5446,0.4554,low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,8,middle_section,section5,普通连接段,323.7,349.7,26.0,10433.287,11340.287,10433.287,11340.287,972.925,1002.593,261,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,9,stop,stop,特殊道路段,349.805,381.405,31.6,11343.911,12498.911,11343.911,12498.911,882.26,922.791,317,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,10,middle_section,section6,普通连接段,381.5,417.2,35.7,12501.536,13657.536,12501.536,13657.536,787.688,825.719,358,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_35_47,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_35_47_vehicle.csv,11,differentmu_road,mu1,高风险路面,417.3,549.405,132.105,13661.161,14418.161,13661.161,15045.161,675.798,1339.111,1322,0.0121,0.0749,0.202,0.711,very_low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,0,middle_section,section1,普通连接段,0.0,43.0,43.0,0.625,1159.625,0.625,1159.625,2.938,7.566,431,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,1,longstraight,longstraight,长直线路段,43.105,56.2,13.095,1163.625,1611.517,1163.625,1611.517,2.956,3.126,132,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,2,middle_section,section2,普通连接段,56.305,93.7,37.395,1614.517,2771.142,1614.517,2771.142,3.124,5.636,375,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,3,curve1,curve1,弯道路段,93.805,160.805,67.0,2775.142,4586.574,2775.142,4586.574,21.957,280.747,671,0.4948,0.1744,0.3308,0.0,low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,4,middle_section,section3,普通连接段,160.905,192.5,31.595,4589.574,5744.574,4589.574,5744.574,279.852,282.368,317,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,5,fix_road,fix_road,特殊道路段,192.605,236.2,43.595,5749.199,7192.256,5749.199,7192.256,281.323,282.509,437,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,6,middle_section,section4,普通连接段,236.305,270.905,34.6,7196.256,8351.88,7196.256,8351.88,279.359,279.899,347,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,7,curve2,curve2,弯道路段,271.0,320.905,49.905,8354.88,9578.88,8354.88,9578.88,428.666,881.789,500,0.0,0.0,0.566,0.434,low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,8,middle_section,section5,普通连接段,321.0,343.0,22.0,10436.287,11340.287,10436.287,11340.287,972.434,1002.583,221,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,9,stop,stop,特殊道路段,343.105,373.305,30.2,11344.911,12500.536,11344.911,12500.536,883.396,923.569,303,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,10,middle_section,section6,普通连接段,373.405,407.0,33.595,12504.536,13658.536,12504.536,13658.536,787.675,825.453,337,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_45_40,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_45_40_vehicle.csv,11,differentmu_road,mu1,高风险路面,407.105,538.905,131.8,13661.161,14426.161,13661.161,15045.161,673.784,1311.697,1319,0.0114,0.0743,0.1948,0.7195,very_low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,0,middle_section,section1,普通连接段,0.0,36.205,36.205,35.625,1156.625,35.625,1156.625,3.41,5.537,363,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,1,longstraight,longstraight,长直线路段,36.305,49.105,12.8,1160.625,1610.625,1160.625,1610.625,2.874,3.423,129,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,2,middle_section,section2,普通连接段,49.205,85.605,36.4,1613.517,2771.142,1613.517,2771.142,3.301,5.559,365,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,3,curve1,curve1,弯道路段,85.705,152.105,66.4,2775.142,4585.14,2775.142,4585.14,23.541,280.906,665,0.4902,0.188,0.3218,0.0,low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,4,middle_section,section3,普通连接段,152.205,183.805,31.6,4588.574,5745.574,4588.574,5745.574,279.681,281.674,317,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,5,fix_road,fix_road,特殊道路段,183.905,225.705,41.8,5749.199,7191.199,5749.199,7191.199,281.822,283.319,419,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,6,middle_section,section4,普通连接段,225.805,260.805,35.0,7195.256,8350.256,7195.256,8350.256,279.363,280.004,351,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,7,curve2,curve2,弯道路段,260.905,309.5,48.595,8352.88,9578.88,8352.88,9578.88,434.004,883.357,487,0.0,0.0,0.5606,0.4394,low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8,middle_section,section5,普通连接段,309.605,331.705,22.1,10436.287,11340.911,10436.287,11340.911,972.83,1000.957,222,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,9,stop,stop,特殊道路段,331.805,358.5,26.695,11344.911,12499.911,11344.911,12499.911,885.087,923.548,268,0.0,0.0,0.0,1.0,very_low
