subject,session_stamp,vehicle_raw_relative_path,segment_index,module_name,instance_name,road_risk_class_cn,entry_time_rel_s,exit_time_rel_s,duration_s,road_s_start_m,road_s_end_m,road_s_min_m,road_s_max_m,median_nearest_dist_m,p90_nearest_dist_m,point_count,high_point_ratio,medium_point_ratio,low_point_ratio,very_low_point_ratio,segment_mapping_reliability
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,1,longstraight,longstraight,长直线路段,39.305,51.805,12.5,1160.625,1609.625,1160.625,1609.625,2.559,3.127,126,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,2,middle_section,section2,普通连接段,51.905,88.5,36.595,1612.517,2769.517,1612.517,2769.517,2.859,3.586,367,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,3,curve1,curve1,弯道路段,88.605,157.805,69.2,2773.142,4586.14,2773.142,4586.14,29.155,274.821,693,0.482,0.1515,0.3665,0.0,low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,4,middle_section,section3,普通连接段,157.905,194.405,36.5,4588.574,5744.574,4588.574,5744.574,272.534,272.96,366,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,5,fix_road,fix_road,特殊道路段,194.5,242.805,48.305,5747.199,7189.199,5747.199,7189.199,272.656,274.791,484,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,6,middle_section,section4,普通连接段,242.905,278.0,35.095,7193.256,8351.256,7193.256,8351.256,272.834,273.237,352,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,7,curve2,curve2,弯道路段,278.105,331.205,53.1,8352.88,9578.88,8352.88,9578.88,395.732,900.755,532,0.0,0.0,0.5921,0.4079,low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,8,middle_section,section5,普通连接段,331.305,363.205,31.9,10434.287,11340.287,10434.287,11340.287,975.865,1000.394,320,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,9,stop,stop,特殊道路段,363.305,393.805,30.5,11342.911,12497.911,11342.911,12497.911,886.758,922.824,306,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,10,middle_section,section6,普通连接段,393.905,426.305,32.4,12501.536,13660.161,12501.536,13660.161,783.156,824.229,325,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_27_09,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,11,differentmu_road,mu1,高风险路面,426.405,541.305,114.9,13663.161,14490.161,13663.161,15025.161,678.076,1342.258,1150,0.0113,0.0774,0.2157,0.6957,very_low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,0,middle_section,section1,普通连接段,0.0,41.2,41.2,2.625,1157.625,2.625,1157.625,5.278,7.395,413,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,1,longstraight,longstraight,长直线路段,41.305,53.7,12.395,1161.625,1609.625,1161.625,1609.625,2.934,3.251,125,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,2,middle_section,section2,普通连接段,53.805,89.305,35.5,1612.517,2769.517,1612.517,2769.517,2.924,4.643,356,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,3,curve1,curve1,弯道路段,89.4,148.6,59.2,2773.142,4584.14,2773.142,4584.14,27.517,273.393,593,0.4857,0.1585,0.3558,0.0,low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,4,middle_section,section3,普通连接段,148.7,178.7,30.0,4587.574,5743.574,4587.574,5743.574,272.694,273.51,301,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,5,fix_road,fix_road,特殊道路段,178.805,225.805,47.0,5747.199,7189.199,5747.199,7189.199,273.058,274.939,471,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,6,middle_section,section4,普通连接段,225.9,256.0,30.1,7193.256,8351.256,7193.256,8351.256,272.467,273.216,302,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,7,curve2,curve2,弯道路段,256.1,307.805,51.705,8352.88,9578.88,8352.88,9578.88,401.549,884.612,518,0.0,0.0,0.5849,0.4151,low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,8,middle_section,section5,普通连接段,307.9,339.1,31.2,10435.287,11339.287,10435.287,11339.287,978.195,1003.176,313,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,9,stop,stop,特殊道路段,339.2,369.7,30.5,11342.911,12498.911,11342.911,12498.911,883.382,923.773,306,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,10,middle_section,section6,普通连接段,369.805,405.805,36.0,12503.536,13660.161,12503.536,13660.161,784.056,823.435,361,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_37_30,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,11,differentmu_road,mu1,高风险路面,405.9,523.6,117.7,13663.161,14484.161,13663.161,15024.161,669.058,1344.496,1178,0.0136,0.0857,0.2037,0.6969,very_low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,0,middle_section,section1,普通连接段,0.0,42.0,42.0,1.625,1157.625,1.625,1157.625,2.609,7.112,421,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,1,longstraight,longstraight,长直线路段,42.105,55.5,13.395,1160.625,1610.625,1160.625,1610.625,2.477,3.786,135,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,2,middle_section,section2,普通连接段,55.605,92.305,36.7,1613.517,2769.517,1613.517,2769.517,2.487,3.796,368,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,3,curve1,curve1,弯道路段,92.405,181.805,89.4,2774.142,4586.14,2774.142,4586.14,108.815,272.777,895,0.3877,0.2939,0.3184,0.0,low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,4,middle_section,section3,普通连接段,181.905,219.805,37.9,4588.574,5746.199,4588.574,5746.199,272.755,273.184,380,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,5,fix_road,fix_road,特殊道路段,219.905,289.0,69.095,5749.199,7190.199,5749.199,7190.199,272.905,276.092,692,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,6,middle_section,section4,普通连接段,289.105,323.105,34.0,7193.256,8350.256,7193.256,8350.256,272.638,275.046,341,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,7,curve2,curve2,弯道路段,323.205,375.805,52.6,8352.88,9578.88,8352.88,9578.88,452.276,908.576,527,0.0,0.0,0.5427,0.4573,low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,8,middle_section,section5,普通连接段,375.905,408.205,32.3,10433.287,11340.287,10433.287,11340.287,973.655,998.743,324,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,9,stop,stop,特殊道路段,408.305,441.205,32.9,11343.911,12498.911,11343.911,12498.911,881.565,921.014,330,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,10,middle_section,section6,普通连接段,441.305,476.205,34.9,12502.536,13658.536,12502.536,13658.536,786.945,824.663,350,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_15_52_46,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,11,differentmu_road,mu1,高风险路面,476.305,601.305,125.0,13661.161,14506.161,13661.161,15025.161,663.877,1339.561,1251,0.0128,0.0791,0.2246,0.6835,very_low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,0,middle_section,section1,普通连接段,0.0,44.3,44.3,4.625,1156.625,4.625,1156.625,3.257,7.54,444,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,1,longstraight,longstraight,长直线路段,44.4,59.0,14.6,1160.625,1610.625,1160.625,1610.625,3.345,3.558,147,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,2,middle_section,section2,普通连接段,59.1,99.4,40.3,1613.517,2771.142,1613.517,2771.142,3.219,5.868,404,1.0,0.0,0.0,0.0,high
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,3,curve1,curve1,弯道路段,99.5,177.5,78.0,2774.142,4586.574,2774.142,4586.574,54.015,272.966,781,0.4341,0.2087,0.3572,0.0,low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,4,middle_section,section3,普通连接段,177.6,210.9,33.3,4589.574,5746.199,4589.574,5746.199,273.462,274.927,334,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,5,fix_road,fix_road,特殊道路段,211.0,259.6,48.6,5750.199,7192.199,5750.199,7192.199,273.287,275.419,487,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,6,middle_section,section4,普通连接段,259.7,292.7,33.0,7195.256,8351.88,7195.256,8351.88,272.683,273.849,331,0.0,0.0,1.0,0.0,low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,7,curve2,curve2,弯道路段,292.8,345.6,52.8,8354.88,9578.88,8354.88,9578.88,399.945,895.284,529,0.0,0.0,0.586,0.414,low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,8,middle_section,section5,普通连接段,345.7,376.8,31.1,10434.287,11339.287,10434.287,11339.287,974.817,1000.795,312,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,9,stop,stop,特殊道路段,376.9,411.3,34.4,11342.911,12497.911,11342.911,12497.911,888.728,922.661,345,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,10,middle_section,section6,普通连接段,411.4,440.0,28.6,12501.536,13659.536,12501.536,13659.536,784.646,826.179,287,0.0,0.0,0.0,1.0,very_low
zdq,2025_09_26_16_03_48,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,11,differentmu_road,mu1,高风险路面,440.1,557.8,117.7,13662.161,14386.161,13662.161,15025.161,669.899,1248.778,1178,0.0127,0.0857,0.2301,0.6715,very_low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,0,middle_section,section1,普通连接段,0.0,63.7,63.7,0.0,1157.625,0.0,1157.625,5.534,8.5,638,1.0,0.0,0.0,0.0,high
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,1,longstraight,longstraight,长直线路段,63.805,76.805,13.0,1161.625,1611.517,1161.625,1611.517,2.373,5.094,131,1.0,0.0,0.0,0.0,high
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,2,middle_section,section2,普通连接段,76.9,116.2,39.3,1614.517,2771.142,1614.517,2771.142,4.715,5.966,394,1.0,0.0,0.0,0.0,high
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,3,curve1,curve1,弯道路段,116.305,188.5,72.195,2773.142,4586.14,2773.142,4586.14,9.932,282.677,723,0.5228,0.1508,0.3264,0.0,low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,4,middle_section,section3,普通连接段,188.605,229.605,41.0,4589.574,5745.574,4589.574,5745.574,279.795,281.64,411,0.0,0.0,1.0,0.0,low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,5,fix_road,fix_road,特殊道路段,229.7,281.4,51.7,5748.199,7192.199,5748.199,7192.199,279.589,282.195,518,0.0,0.0,1.0,0.0,low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,6,middle_section,section4,普通连接段,281.5,316.2,34.7,7195.256,8350.256,7195.256,8350.256,279.19,279.386,348,0.0,0.0,1.0,0.0,low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,7,curve2,curve2,弯道路段,316.305,367.0,50.695,8353.88,9578.88,8353.88,9578.88,520.116,896.044,508,0.0,0.0,0.4803,0.5197,very_low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,8,middle_section,section5,普通连接段,367.105,402.305,35.2,10434.287,11339.287,10434.287,11339.287,975.279,998.34,353,0.0,0.0,0.0,1.0,very_low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,9,stop,stop,特殊道路段,402.4,442.4,40.0,11341.911,12497.911,11341.911,12497.911,893.727,924.278,401,0.0,0.0,0.0,1.0,very_low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,10,middle_section,section6,普通连接段,442.5,475.5,33.0,12501.536,13658.536,12501.536,13658.536,782.421,827.367,331,0.0,0.0,0.0,1.0,very_low
zt,2025_09_28_11_20_08,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,11,differentmu_road,mu1,高风险路面,475.605,624.805,149.2,13661.161,14338.161,13661.161,15047.161,676.088,1287.732,1493,0.0107,0.0777,0.213,0.6986,very_low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,0,middle_section,section1,普通连接段,0.0,59.2,59.2,0.0,1157.625,0.0,1157.625,6.456,8.496,593,1.0,0.0,0.0,0.0,high
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,1,longstraight,longstraight,长直线路段,59.305,71.7,12.395,1161.625,1611.517,1161.625,1611.517,3.468,3.577,125,1.0,0.0,0.0,0.0,high
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,2,middle_section,section2,普通连接段,71.805,182.305,110.5,1615.517,2771.142,1615.517,2771.142,6.132,40.358,1106,0.8101,0.1899,0.0,0.0,high
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,3,curve1,curve1,弯道路段,182.4,257.305,74.905,2772.142,4585.14,2772.142,4585.14,6.23,282.085,750,0.5747,0.1693,0.256,0.0,medium
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,4,middle_section,section3,普通连接段,257.4,290.0,32.6,4588.574,5743.574,4588.574,5743.574,280.059,281.911,327,0.0,0.0,1.0,0.0,low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,5,fix_road,fix_road,特殊道路段,290.105,335.9,45.795,5747.199,7190.199,5747.199,7190.199,280.224,282.785,459,0.0,0.0,1.0,0.0,low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,6,middle_section,section4,普通连接段,336.0,367.805,31.805,7194.256,8350.256,7194.256,8350.256,279.592,282.572,319,0.0,0.0,1.0,0.0,low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,7,curve2,curve2,弯道路段,367.9,420.305,52.405,8353.88,9578.88,8353.88,9578.88,414.507,882.799,525,0.0,0.0,0.5771,0.4229,low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,8,middle_section,section5,普通连接段,420.4,457.9,37.5,10435.287,11340.287,10435.287,11340.287,981.885,1003.966,376,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,9,stop,stop,特殊道路段,458.0,529.605,71.605,11343.911,12497.911,11343.911,12497.911,925.359,1025.104,717,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,10,middle_section,section6,普通连接段,529.7,563.4,33.7,12501.536,13659.536,12501.536,13659.536,788.72,826.298,338,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_16_32_00,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,11,differentmu_road,mu1,高风险路面,563.5,700.2,136.7,13663.161,14389.161,13663.161,15092.161,618.169,1198.169,1368,0.011,0.0716,0.348,0.5694,very_low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,0,middle_section,section1,普通连接段,0.0,65.605,65.605,0.0,1159.625,0.0,1159.625,5.922,8.5,657,1.0,0.0,0.0,0.0,high
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,1,longstraight,longstraight,长直线路段,65.705,77.705,12.0,1163.625,1610.625,1163.625,1610.625,3.17,3.541,121,1.0,0.0,0.0,0.0,high
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,2,middle_section,section2,普通连接段,77.805,115.5,37.695,1613.517,2769.517,1613.517,2769.517,3.861,6.179,378,1.0,0.0,0.0,0.0,high
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,3,curve1,curve1,弯道路段,115.605,260.5,144.895,2773.142,4584.14,2773.142,4584.14,137.763,243.77,1450,0.2303,0.5179,0.2517,0.0,medium
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,4,middle_section,section3,普通连接段,260.605,293.205,32.6,4588.574,5745.574,4588.574,5745.574,280.305,282.248,327,0.0,0.0,1.0,0.0,low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,5,fix_road,fix_road,特殊道路段,293.305,359.105,65.8,5748.199,7190.199,5748.199,7190.199,280.525,283.019,659,0.0,0.0,1.0,0.0,low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,6,middle_section,section4,普通连接段,359.205,391.5,32.295,7194.256,8351.88,7194.256,8351.88,280.507,281.332,324,0.0,0.0,1.0,0.0,low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,7,curve2,curve2,弯道路段,391.605,471.205,79.6,8354.88,9577.88,8354.88,9577.88,707.06,861.149,797,0.0,0.0,0.3689,0.6311,very_low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,8,middle_section,section5,普通连接段,471.305,520.105,48.8,10435.287,11340.911,10435.287,11340.911,940.217,993.593,489,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,9,stop,stop,特殊道路段,520.205,555.5,35.295,11342.911,12500.536,11342.911,12500.536,891.74,929.806,354,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,10,middle_section,section6,普通连接段,555.605,585.405,29.8,12504.536,13660.161,12504.536,13660.161,788.97,825.156,299,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_16_46_13,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,11,differentmu_road,mu1,高风险路面,585.5,710.0,124.5,13664.161,14359.161,13664.161,15045.161,691.267,1253.668,1246,0.0096,0.0682,0.1806,0.7416,very_low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,0,middle_section,section1,普通连接段,0.0,86.605,86.605,0.0,1158.625,0.0,1158.625,8.5,8.501,867,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,1,longstraight,longstraight,长直线路段,86.705,99.705,13.0,1162.625,1611.517,1162.625,1611.517,3.874,4.145,131,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,2,middle_section,section2,普通连接段,99.805,134.905,35.1,1614.517,2769.517,1614.517,2769.517,4.933,6.471,352,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,3,curve1,curve1,弯道路段,135.0,197.205,62.205,2772.142,4584.14,2772.142,4584.14,6.963,282.299,623,0.5457,0.1493,0.305,0.0,low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,4,middle_section,section3,普通连接段,197.305,228.0,30.695,4587.574,5742.574,4587.574,5742.574,282.212,283.824,308,0.0,0.0,1.0,0.0,low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,5,fix_road,fix_road,特殊道路段,228.105,317.105,89.0,5747.199,7190.199,5747.199,7190.199,279.731,282.055,891,0.0,0.0,1.0,0.0,low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,6,middle_section,section4,普通连接段,317.205,353.905,36.7,7193.256,8351.256,7193.256,8351.256,280.295,281.318,368,0.0,0.0,1.0,0.0,low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,7,curve2,curve2,弯道路段,354.0,402.0,48.0,8352.88,9578.88,8352.88,9578.88,436.518,884.069,481,0.0,0.0,0.5572,0.4428,low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,8,middle_section,section5,普通连接段,402.105,427.5,25.395,10436.287,11340.287,10436.287,11340.287,967.388,1002.437,255,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,9,stop,stop,特殊道路段,427.605,458.805,31.2,11342.911,12498.911,11342.911,12498.911,890.639,924.017,313,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,10,middle_section,section6,普通连接段,458.905,491.405,32.5,12502.536,13660.161,12502.536,13660.161,787.02,826.394,326,0.0,0.0,0.0,1.0,very_low
zx,2025_09_27_17_14_07,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,11,differentmu_road,mu1,高风险路面,491.5,561.605,70.105,13663.161,15044.161,13663.161,15047.161,702.667,763.282,702,0.0,0.0,0.0969,0.9031,very_low
zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,0,middle_section,section1,普通连接段,0.0,40.805,40.805,537.625,1157.625,537.625,1157.625,5.656,20.908,409,0.6064,0.3936,0.0,0.0,medium
zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,1,longstraight,longstraight,长直线路段,40.905,53.705,12.8,1161.625,1611.517,1161.625,1611.517,3.599,4.055,129,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,2,middle_section,section2,普通连接段,53.805,86.605,32.8,1614.517,2770.517,1614.517,2770.517,4.554,5.506,329,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,3,curve1,curve1,弯道路段,86.705,138.605,51.9,2774.142,4206.14,2774.142,4206.14,5.848,184.643,520,0.6365,0.1827,0.1808,0.0,medium
zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,0,middle_section,section1,普通连接段,0.0,46.5,46.5,35.625,1158.625,35.625,1158.625,4.361,5.802,466,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,1,longstraight,longstraight,长直线路段,46.6,60.6,14.0,1162.625,1611.517,1162.625,1611.517,3.566,5.246,141,1.0,0.0,0.0,0.0,high
zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,2,middle_section,section2,普通连接段,60.7,122.5,61.8,1615.517,2770.517,1615.517,2770.517,5.955,54.266,619,0.8158,0.1842,0.0,0.0,high
