subject,session_stamp,read_status,read_error,duration_s,grid_rows,raw_relative_path,raw_sha256
tyy,2025_09_28_14_23_43,ok,,903.485,180698,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00
tyy,2025_09_28_14_40_01,ok,,185.57500000000002,37116,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_40_01_vehicle.csv,1a2517b443af923a89487be766c9cabc7db60214e7a517280d728e5af2cb5a4f
tyy,2025_09_28_14_44_09,ok,,574.64,114929,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55
tyy,2025_09_28_14_57_17,ok,,446.665,89334,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54
xst,2025_09_26_11_34_18,ok,,742.87,148575,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822
yyl,2025_09_28_09_14_23,ok,,778.965,155794,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158
yyl,2025_09_28_09_29_01,ok,,571.79,114359,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504
yyl,2025_09_28_09_39_01,ok,,571.5500000000001,114311,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_39_01_vehicle.csv,08e893cf7dda234d56740bce279b4f199ef4b459524f714469a692f5407d2cdc
yyl,2025_09_28_09_49_11,ok,,542.83,108567,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843
yzy,2025_09_27_14_13_03,ok,,694.98,138997,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_13_03_vehicle.csv,9db98bd3bc0010a25b70ec3f54204f4370db8035a796205597a9ee68a8898717
yzy,2025_09_27_14_26_04,ok,,615.27,123055,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_26_04_vehicle.csv,4bc413c500f617c4089653ececa6aab4e6998c06d464df484a30626e9bb18619
yzy,2025_09_27_14_37_08,ok,,594.9250000000001,118986,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24
yzy,2025_09_27_15_04_26,ok,,113.485,22698,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_04_26_vehicle.csv,1cfb562beb8969dc65e320b4cc4486d0d7f86ef9312196424050db7927f1e755
yzy,2025_09_27_15_07_57,ok,,585.545,117110,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05
zdq,2025_09_26_15_14_51,ok,,355.46,71093,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301
zdq,2025_09_26_15_21_51,ok,,261.855,52372,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_21_51_vehicle.csv,6ea1e18ffa5e63cc3e10e21a188a437621347a64a477b06e1f7decd7c011ba40
zdq,2025_09_26_15_27_09,ok,,541.36,108273,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,84b686ee8c05a7d8d5da3e671b3a4a7ef5af33721a469e9b7d40884bca0d41ee
zdq,2025_09_26_15_37_30,ok,,523.675,104736,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_37_30_vehicle.csv,dc54111d8f806c514a8660e3091d701f87cfad6dc73b9006b98a94958804f304
zdq,2025_09_26_15_52_46,ok,,601.365,120274,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_52_46_vehicle.csv,b2f35f963bb5bff1dc3234354b317818695473a5a22d8e504d16b76943414ee2
zdq,2025_09_26_16_03_48,ok,,557.87,111575,原始车辆数据/zdq/Entity_Recording_2025_09_26_16_03_48_vehicle.csv,b2c63d3ccf6fc293998f65cd2497d8fba308ed66731f367d9c5c25c1aa505e60
zt,2025_09_28_11_20_08,ok,,624.895,124980,原始车辆数据/zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,a9c485c7d5de6a5ce8715616bca29b0b1c3df1fa0de5252d81cee02d43d44d9e
zx,2025_09_27_16_32_00,ok,,700.245,140050,原始车辆数据/zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,9ac8233cb0ff3d513eb20502c1b6e94b2fa1349dde0ec95faa53a46b10708fb1
zx,2025_09_27_16_46_13,ok,,710.1,142021,原始车辆数据/zx/Entity_Recording_2025_09_27_16_46_13_vehicle.csv,e5bc2db169a17bca0fa27ce530d67cddcb1e0c54fd5b61aa01f23ab636a868aa
zx,2025_09_27_17_14_07,ok,,561.605,112322,原始车辆数据/zx/Entity_Recording_2025_09_27_17_14_07_vehicle.csv,26d745b30004ac1b79bb69bc38990b071dac072e89c71f9c69e04c70064f8e32
zx,2025_09_27_17_25_16,ok,,138.63,27727,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,bacd96729f7174f298675a452c748e13f9ccb16c6d8171149f7213f1aaba3d58
zx,2025_09_27_17_29_08,ok,,426.53000000000003,85307,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591
zx,2025_09_27_17_45_11,ok,,623.875,124776,原始车辆数据/zx/Entity_Recording_2025_09_27_17_45_11_vehicle.csv,1e7f93edd32d950611d0fc9febf9c56a7204a59faa1b028dc4dfbbad6936f75b
zx,2025_09_27_17_56_42,ok,,169.59,33919,原始车辆数据/zx/Entity_Recording_2025_09_27_17_56_42_vehicle.csv,c0076afb0599e6567f51f2b84dab503e942aa8c2c3e731f4f418c9da3ac42305
zx,2025_09_27_18_00_08,ok,,379.73,75947,原始车辆数据/zx/Entity_Recording_2025_09_27_18_00_08_vehicle.csv,4b016c5d42daab4b261b47445577a3dd05e1d1f31bfe45391999b0a9d97ba220
zx,2025_09_27_18_07_01,ok,,601.765,120354,原始车辆数据/zx/Entity_Recording_2025_09_27_18_07_01_vehicle.csv,bd953ba3c907f1a48467b3a54e1d55c2aeb2de6a4b8dd2e9724ce6e6f57a50ba
zx,2025_09_27_18_17_48,ok,,572.815,114564,原始车辆数据/zx/Entity_Recording_2025_09_27_18_17_48_vehicle.csv,6c0faf9586a1f6031a4d3de61f439c468f44357b92563574c27ba91eefe0d4db
zxy,2025_09_28_15_57_38,ok,,200.775,40156,原始车辆数据/zxy/Entity_Recording_2025_09_28_15_57_38_vehicle.csv,80eb7053df063e30530f628206f5f3009a0b3afa95813ecd5ac7a1076eeeb087
zxy,2025_09_28_16_01_55,ok,,562.755,112552,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_01_55_vehicle.csv,ebb320aaedfb106290698cbbf4ebe73121335400df6df8ea0fcdefbc48c02401
zxy,2025_09_28_16_12_11,ok,,613.9250000000001,122786,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_12_11_vehicle.csv,e94c334f2d43dd01f3d71c5fe9e5bd51e8ccef7ce6ef34aab05eda39039b1386
zxy,2025_09_28_16_25_51,ok,,556.1750000000001,111236,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_25_51_vehicle.csv,89e8d3bf8d75c2dbe0365e2bed5f4f45e68b07ee8def7abdad274519e872f11a
zxy,2025_09_28_16_35_30,ok,,798.6850000000001,159738,原始车辆数据/zxy/Entity_Recording_2025_09_28_16_35_30_vehicle.csv,fbadaf81b7484d5836511d5b3b2e8e723d4636d2393d37441b44e5c477f8c1b6
