instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons,event_uid,event_type,event_level,road_type_anchor,curvature_anchor,is_curve,anchor_idx_oldcode,future_rows_available_oldcode,history_full_3s_oldcode,future_full_2s_oldcode,oldcode_usable,oldcode_drop_reason,random_event_split,session_key,session_level_split,subject_level_split
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000334340,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,334.34,334.34,349.805,15.465,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00037;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00038,roll_rate;roll_rate,strong;extreme,2.532932,50.658648,ok,,23,2601,3094,6.58513,6.58513,12.284,0.554468,0.4192,2.79572,0.0,129.076,-0.139975,0.535467,0.535467,86.72,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,1,1.629983,23.969193,3,strong_active,straight,secondary,0.725,old_v400_context__gzj__2025_09_27_11_41_47__00068,ok,middle_section,section5,11028.286644,0.0,961.863393,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=86.72; ay_support=+8.0; roll_rate_support=+3.7; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+0.4; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_strong=+4,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000334340,instability_ay_roll,strong_active,straight,0.0,0,66868,61446.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000353715,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,353.715,353.715,358.07,4.355,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00039,roll_rate,extreme,2.105682,42.113642,ok,,24,2601,872,10.6976,10.6976,10.6976,2.105682,1.75975,16.439663,0.0,8.243635,-3.56501,2.89498,-2.89498,90.53,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,6.354941,30.253333,4,extreme_active,straight,secondary,0.175,old_v400_context__gzj__2025_09_27_11_41_47__00074,ok,stop,stop,11484.911338,-0.0,937.463608,0.0,very_low,design_special_event_segment,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=90.53; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+4.0,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000353715,instability_ay_roll,extreme_active,straight,-0.0,0,70743,57571.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,413.415,413.415,428.725,15.31,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,5,5,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00041;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00042;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00043;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00044;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00045,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,medium;extreme;extreme;extreme;extreme,0.930081,18.601612,ok,,26,2601,3063,9.062339,-9.062339,9.062339,0.930081,4.10609,3.5769,0.0,121.292,-0.113097,1.968553,-1.968553,94.72,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,3.752768,13.380867,4,extreme_active,straight,primary,0.155,old_v400_context__gzj__2025_09_27_11_41_47__00082,ok,middle_section,section6,13007.536031,-0.0,796.240956,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=94.72; ay_support=+8.0; roll_rate_support=+6.2; yaw_rate_support=+5; lateral_support=+1.3; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.3,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415,instability_ay_roll,extreme_active,straight,-0.0,0,82683,45631.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,431.34,431.34,436.855,5.515,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,3,3,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00046;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00047;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00048,roll_rate;roll_rate;roll_rate,extreme;extreme;extreme,0.46957,9.391405,ok,,27,2601,1104,1.93624,-1.93624,1.87848,0.589726,0.342114,3.557272,0.0,25.841401,-0.28414,0.277333,0.277333,62.85,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,1,1.815696,13.3808,3,strong_active,straight,secondary,0.395,old_v400_context__gzj__2025_09_27_11_41_47__00087,ok,middle_section,section6,13270.536031,-0.0,778.070471,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,89.05,hybrid_accept_high,base_dynamic_score=62.85; roll_rate_support=+3.9; yaw_rate_support=+5; lateral_support=+1.3; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_strong=+4,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,instability_ay_roll,strong_active,straight,-0.0,0,86268,42046.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000450660,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,450.66,450.66,451.415,0.755,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00050,roll_rate,extreme,0.505067,10.101338,ok,,29,2601,152,8.624789,8.624789,0.449276,0.738373,3.71657,1.926862,0.0,34.644801,-0.372977,0.347495,0.347495,80.63,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,1,3.383094,32.928667,4,extreme_active,straight,secondary,1.325,old_v400_context__gzj__2025_09_27_11_41_47__00090,ok,middle_section,section6,13350.536031,0.0,769.857077,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=80.63; ay_support=+8.0; roll_rate_support=+4.9; yaw_rate_support=+5; old_v400_nearby=+1.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.1,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000450660,instability_roll_only,extreme_active,straight,0.0,0,90132,38182.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000457320,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,457.32,457.32,463.835,6.515,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00051;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00052;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00053,roll_rate;roll_rate;roll_rate,extreme;extreme;extreme,1.643796,32.875921,ok,,30,2601,1304,9.037064,9.037064,9.037064,1.643796,3.71657,3.17216,0.0,35.622202,-0.052011,0.929737,0.929737,93.81,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,4.630704,16.813,4,extreme_active,straight,secondary,0.915,old_v400_context__gzj__2025_09_27_11_41_47__00091,ok,middle_section,section6,13426.536031,-0.0,761.198282,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.81; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+2.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.9,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000457320,instability_ay_roll,extreme_active,straight,-0.0,0,91464,36850.0,True,True,True,,test,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000470200,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,470.2,470.2,472.93,2.73,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,2,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00054;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00055,ay;roll_rate,weak;medium,1.53475,2.537382,ok,,31,2601,547,1.53475,1.53475,1.53475,0.126869,0.318493,2.32471,0.0,20.218201,-5.29393,5.848945,5.848945,51.92,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,5.651584,23.04,4,extreme_active,straight,secondary,0.72,old_v400_context__gzj__2025_09_27_11_41_47__00096,ok,middle_section,section6,13465.536031,0.0,748.651041,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,84.45,hybrid_accept_high,base_dynamic_score=51.92; yaw_rate_support=+5; post_steering_response=+5.0; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.5,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000470200,instability_ay_roll,extreme_active,straight,0.0,0,94040,34274.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000517005,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,517.005,517.005,518.92,1.915,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00056,roll_rate,strong,0.185608,3.712153,ok,,32,2601,384,3.7944,3.7944,3.7944,0.185608,0.17474,2.318839,2.3e-07,87.1141,-0.048695,0.928864,-0.928864,58.34,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,1.726608,13.962667,3,strong_active,straight,primary,0.1,old_v400_context__gzj__2025_09_27_11_41_47__00101,ok,differentmu_road,mu1,14133.160724,0.0,701.576099,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,84.42,hybrid_accept_high,base_dynamic_score=58.34; ay_support=+3.6; yaw_rate_support=+5; post_steering_response=+2.0; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000517005,instability_ay_roll,strong_active,straight,0.0,0,103401,24913.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000576800,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,576.8,576.8,594.17,17.37,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,7,7,7,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00066;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00067;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00068;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00069;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00070;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00071;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00072,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,weak;weak;strong;medium;medium;weak;strong,0.20387,4.077399,ok,,37,2601,3475,3.15757,3.15757,4.46815,0.20387,0.15291,3.34306,0.00059252,97.7087,0.023737,0.509985,-0.509985,54.37,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,1,1.432961,14.660667,2,medium_active,straight,secondary,1.415,old_v400_context__gzj__2025_09_27_11_41_47__00109,ok,differentmu_road,mu1,14901.160724,-0.0,28.261156,0.0,medium,design_high_risk_surface,0,none,,,,,nearest_or_exact,82.95,hybrid_accept_high,base_dynamic_score=54.37; ay_support=+2.3; yaw_rate_support=+5; lateral_support=+1.0; post_steering_response=+0.2; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; design_high_risk_surface=+8,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000576800,instability_ay_roll,medium_active,straight,-0.0,0,115360,12954.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000618525,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,618.525,618.525,633.745,15.22,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,4,4,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00073;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00074;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00075;allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00076,roll_rate;roll_rate;roll_rate;roll_rate,extreme;medium;extreme;extreme,2.416471,48.32943,ok,,38,2601,3045,10.0356,10.0356,10.0356,2.416471,0.62241,11.202342,0.01885062,117.11,-0.196,1.23255,-1.23255,94.08,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,2,5.491489,64.576667,4,extreme_active,straight,secondary,0.11,old_v400_context__gzj__2025_09_27_11_41_47__00117,ok,differentmu_road,mu1,14270.160724,-0.0,1139.251481,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=94.08; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+3.3; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.4; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000618525,instability_ay_roll,extreme_active,straight,-0.0,0,123705,4609.0,True,True,True,,train,gzj__2025_09_27_11_41_47,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000160615,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_53_25,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,160.615,160.615,187.135,26.52,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,7,7,7,allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00010;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00011;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00012;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00013;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00014;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00015;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00016,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,extreme;extreme;extreme;extreme;strong;medium;medium,1.174141,23.482822,ok,,7,2601,5305,7.5522,7.5522,7.864169,1.108847,0.495219,5.208534,0.0109111,72.4796,-0.180816,3.167074,-3.167074,95.77,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,8.108215,44.1,4,extreme_active,curve,secondary,0.18,old_v400_context__gzj__2025_09_27_11_53_25__00011,ok,curve1,curve1,4177.140184,-0.00729802,1.30159,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=95.77; ay_support=+8.0; roll_rate_support=+7.4; yaw_rate_support=+5; lateral_support=+3.3; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+5.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000160615,instability_ay_roll,extreme_active,curve,-0.00729802,1,32123,86765.0,True,True,True,,test,gzj__2025_09_27_11_53_25,train,test
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000190150,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_53_25,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,190.15,190.15,196.32,6.17,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00017;allraw_nonsteering_seed__gzj__2025_09_27_11_53_25__00018,roll_rate;roll_rate,medium;extreme,0.409507,8.190144,ok,,8,2601,1235,5.65776,5.65776,5.65776,0.409507,0.282148,2.39125,0.00015972,107.055,-0.078889,1.269201,-1.269201,79.38,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,2,4.796286,19.78,4,extreme_active,straight,secondary,0.1,old_v400_context__gzj__2025_09_27_11_53_25__00023,ok,curve1,curve1,4573.139593,0.0001454,283.624793,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=79.38; ay_support=+7.3; roll_rate_support=+2.7; yaw_rate_support=+5; post_steering_response=+3.4; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000190150,instability_ay_roll,extreme_active,straight,0.0001454,1,38030,80858.0,True,True,True,,train,gzj__2025_09_27_11_53_25,train,test
