sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20,checkpoint_tag
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000289580__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000289580,jy,2025_09_26_17_17_11,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.2194598913192749,0.345050573348999,0.1886928230524063,0.1563577502965927,0.5468555557551683,1,0,1.4700000286102295,0.05999999772757292,0.11704127490520477,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000360915__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000360915,jy,2025_09_26_17_17_11,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.218044251203537,0.14730501174926758,0.20573970675468445,0.05843469500541687,1.3966918322160033,0,1,1.9950000001117587,0.26500001084059477,0.28300635516643524,1,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,pre2_label2_old_main,session_level_split,train,active_legacy_best,1.460118055343628,2.3631784915924072,0.279157817363739,2.084020674228668,0.11812811362193422,1,0,0.4849998950958252,1.8700000047683716,1.2719418704509735,1,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.17741772532463074,0.28832799196243286,0.053427550941705704,0.23490044102072716,0.18530129724160443,1,0,0.819999978877604,1.8149999976158142,0.13911927118897438,0,0,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000615015__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000615015,jy,2025_09_26_17_17_11,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4111999571323395,0.13945099711418152,0.37218642234802246,0.23273542523384094,2.6689405601257823,0,1,0.23499999940395355,0.024999999441206455,0.3545216917991638,1,1,1,1,1,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000057650__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000057650,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.23744717240333557,0.4115488827228546,0.06261774897575378,0.34893113374710083,0.15215142502992007,0,1,1.475000023841858,1.910000003874302,0.4671839624643326,1,1,3,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000133840__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000133840,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5358589291572571,1.1224236488342285,1.3255969285964966,0.20317327976226807,1.1810130069633582,1,0,1.175000011920929,0.20499999355524778,0.17493772506713867,0,0,2,14,0,1,1,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000176855__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000176855,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,2.4415454864501953,5.133186340332031,0.6350877285003662,4.498098611831665,0.12372193144644086,1,0,0.11500000953674316,1.0450000166893005,4.013605952262878,1,0,3,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000269345__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000269345,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.27591755986213684,0.6445499658584595,0.5141800045967102,0.13036996126174927,0.7977349031612888,1,0,0.16499996185302734,0.5649999929592013,0.13098591566085815,0,1,4,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000332895__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000332895,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3831721246242523,0.5080660581588745,0.1604834794998169,0.3475825786590576,0.31587128666176906,0,1,1.9950000001117587,0.15499999653548002,0.5856021046638489,1,0,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.9666203856468201,1.9676820039749146,0.5619631409645081,1.4057188630104065,0.28559652414835646,1,0,0.5450000762939453,0.11000000219792128,0.029852688312530518,0,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6142428517341614,1.6941959857940674,0.6413082480430603,1.052887737751007,0.37853250357129137,1,0,0.009999990463256836,0.9650000287219882,1.0485780239105225,1,0,0,0,1,0,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.24374164640903473,0.23230403661727905,0.12091809511184692,0.11138594150543213,0.5205165475064882,0,1,0.13999998569488525,0.05999999772757292,0.04479128122329712,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5134281516075134,0.9101839661598206,0.06000421196222305,0.8501797541975975,0.06592536695124206,0,1,0.17000001668930054,1.8950000032782555,0.03796843811869621,0,1,4,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000614515__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000614515,jy,2025_09_26_17_29_44,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3486376702785492,0.08063399791717529,0.309701532125473,0.22906753420829773,3.8408306685176234,0,1,1.5200000405311584,0.03499999921768904,0.2898440361022949,1,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000065475__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000065475,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.2546405792236328,0.4571017026901245,0.4032904803752899,0.053811222314834595,0.8822773531620075,1,0,0.3200000524520874,0.13000000547617674,0.011776566505432129,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6774751543998718,1.167451024055481,0.7127031087875366,0.45474791526794434,0.610477950768123,1,0,0.23000001907348633,0.08000000100582838,0.43018510937690735,0,1,4,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000139585__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000139585,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7758587002754211,0.7290209531784058,1.141011357307434,0.4119904041290283,1.5651283441618806,1,0,0.20999997854232788,0.1149999974295497,1.599586844444275,1,1,1,2,0,0,1,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000204390__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000204390,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.2519579231739044,0.7358310222625732,0.24618849158287048,0.48964253067970276,0.3345720472967784,1,0,0.08999991416931152,1.159999961964786,0.4731016159057617,1,0,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,1.518938660621643,2.8728153705596924,0.47777679562568665,2.3950385749340057,0.16630960712682502,1,0,0.12000000476837158,1.7650000005960464,0.744719535112381,0,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000277995__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000277995,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7824335098266602,0.5958551168441772,0.4397716522216797,0.15608346462249756,0.7380513144719455,0,1,1.3749999953433871,0.18499999772757292,0.8930308520793915,1,0,3,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000399600__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000399600,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6729909777641296,1.1950269937515259,0.7476580142974854,0.4473689794540405,0.6256411095370964,1,0,0.36500000953674316,1.384999985806644,0.44839489459991455,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5327741503715515,0.11833399534225464,0.4851072430610657,0.36677324771881104,4.0994748944122215,0,1,0.6549999713897705,0.725000019185245,0.5385418087244034,1,0,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105,jy,2025_09_26_17_40_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.9040298461914062,0.9201330542564392,0.6151233911514282,0.305009663105011,0.6685156981437975,0,1,0.6200000643730164,0.03000000026077032,0.049183785915374756,0,1,2,1,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000128915__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000128915,jy,2025_09_26_17_51_46,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5037375092506409,1.5241960287094116,1.582835078239441,0.0586390495300293,1.0384721180383083,1,0,1.4200000762939453,0.16000000666826963,0.03531920909881592,0,0,2,9,0,1,1,1,1,0,1,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000184900__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000184900,jy,2025_09_26_17_51_46,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7043766379356384,0.658513069152832,0.5544384121894836,0.10407465696334839,0.8419550623387946,0,1,0.25,1.0900000287219882,0.056658267974853516,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000257425__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000257425,jy,2025_09_26_17_51_46,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.8229506611824036,0.7590431571006775,0.3986879289150238,0.3603552281856537,0.5252506727521198,0,1,1.9950000001117587,0.20499999355524778,1.0502106547355652,1,0,0,0,1,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre2_label2_old_main,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3724065124988556,0.3000220060348511,0.18628743290901184,0.11373457312583923,0.6209125636183246,0,1,0.20000004768371582,0.16000000666826963,0.046974971890449524,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000060745__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000060745,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.35872966051101685,0.9454450011253357,0.3309614956378937,0.614483505487442,0.35005896191101527,1,0,0.06999993324279785,0.7699999762699008,0.574684739112854,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4730715751647949,1.2240021228790283,0.8625871539115906,0.36141496896743774,0.7047268446582936,1,0,1.125,1.3450000239536166,0.41301286220550537,0,1,4,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000145735__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000145735,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.8012545704841614,1.1288700103759766,0.06140897795557976,1.0674610324203968,0.05439862640617687,0,1,0.6499999761581421,1.8700000047683716,1.1900609992444515,1,0,4,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000151260__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000151260,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,3.0482470989227295,6.8434295654296875,0.5300477743148804,6.313381791114807,0.07745352958587798,1,0,0.05500006675720215,0.9750000238418579,5.646547913551331,1,0,1,0,0,0,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.42596474289894104,0.9073969125747681,0.6132663488388062,0.2941305637359619,0.6758523644285311,1,0,0.4299999475479126,0.5450000120326877,0.7578214854001999,1,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000263130__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000263130,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5192484259605408,0.9936151504516602,0.014986761845648289,0.9786283886060119,0.0150830649460567,1,0,1.3050000071525574,1.5450000166893005,0.7890341300517321,1,1,3,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000324565__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000324565,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3392326831817627,0.40823203325271606,0.1191418319940567,0.28909020125865936,0.2918483173521612,0,1,0.4750000238418579,0.049999999813735485,0.4476022310554981,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.46922051906585693,1.2409290075302124,0.7516111135482788,0.4893178939819336,0.6056842164115336,1,0,0.4249999523162842,0.5400000168010592,0.3521840572357178,0,1,4,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000476915__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000476915,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.8146842122077942,1.6242048740386963,0.47729143500328064,1.1469134390354156,0.29386159506864606,1,0,0.8350000381469727,0.3700000001117587,0.9195675551891327,1,0,4,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre2_label2_old_main,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.9139158725738525,2.146575927734375,0.27651551365852356,1.8700604140758514,0.1288170197410043,1,0,0.029999971389770508,1.6850000023841858,1.7666429281234741,1,1,4,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000037840__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000037840,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4476155638694763,0.8552116751670837,0.504481315612793,0.35073035955429077,0.5898905852919183,1,0,0.36500000953674316,1.5299999667331576,0.3518095016479492,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000057250__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000057250,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3165624737739563,0.4199264943599701,0.3589663505554199,0.06096014380455017,0.8548313940098912,1,0,1.475000023841858,0.08999999891966581,0.06358850002288818,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4500030279159546,0.9375909566879272,0.4868731200695038,0.45071783661842346,0.5192809471940728,1,0,0.16999995708465576,0.15499999653548002,0.4527590572834015,0,1,1,4,0,0,1,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000131600__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000131600,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.8315314054489136,1.0196189880371094,1.4330826997756958,0.4134637117385864,1.405508054076704,1,0,0.6200000047683716,0.6999999834224582,0.9522835314273834,1,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000160915__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000160915,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7495291829109192,1.0697157382965088,0.01038677990436554,1.0593289583921432,0.009709850507487329,0,1,0.9650000194087625,1.790000006556511,1.050940215587616,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000186485__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000186485,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.18161000311374664,0.4502953886985779,0.06563422828912735,0.38466116040945053,0.1457581621673281,0,1,1.4600000381469727,1.530000001192093,0.5085988864302635,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000202445__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000202445,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3828757405281067,0.6930699944496155,0.2460113763809204,0.44705861806869507,0.3549589195190658,1,0,0.6100000143051147,0.11000000219792128,0.40873128175735474,1,1,4,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000226595__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000226595,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.9637293815612793,2.0678651332855225,0.5212579369544983,1.5466071963310242,0.25207540306378634,1,0,0.8750000596046448,0.6650000168010592,0.9107856154441833,0,1,3,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000241900__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000241900,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.43737930059432983,1.1992160081863403,0.6989781260490417,0.5002378821372986,0.5828625712778435,1,0,0.7350000143051147,0.3749999953433871,0.15746784210205078,0,1,3,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000255420__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000255420,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4374239146709442,0.06388020515441895,0.3824232220649719,0.318543016910553,5.986568470475828,0,1,0.14499998092651367,0.02000000048428774,0.44616594910621643,1,0,0,0,1,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000273935__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000273935,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.07975240051746368,0.355525404214859,0.04795290157198906,0.30757250264286995,0.1348789734952642,1,0,1.9850000003352761,0.5249999761581421,0.30979445204138756,1,1,0,0,1,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000279955__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000279955,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.37942755222320557,0.8337439894676208,0.06940414011478424,0.7643398493528366,0.0832439465729781,1,0,1.4399999976158142,1.024999976158142,0.7669162005186081,1,1,0,0,1,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000307650__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000307650,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.2711496949195862,0.6717774868011475,0.10251063108444214,0.5692668557167053,0.15259610972164994,1,0,0.0,0.9199999570846558,0.5692668557167053,1,1,0,0,1,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.17730815708637238,0.16109400987625122,0.2814655900001526,0.12037158012390137,1.7472132589931066,1,0,0.5900000333786011,0.049999999813735485,0.27537889778614044,1,0,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000360910__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000360910,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7780508995056152,1.199739933013916,0.25836023688316345,0.9413796961307526,0.2153468679117199,1,0,0.5250000953674316,0.08000000100582838,0.009701073169708252,0,1,3,3,1,1,1,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.28867894411087036,0.5267407894134521,0.17649318277835846,0.3502476066350937,0.3350664811337109,1,0,0.8849999904632568,0.08999999891966581,0.21758010983467102,0,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5610918402671814,1.3459980487823486,0.45018452405929565,0.895813524723053,0.334461498266326,1,0,0.16499996185302734,0.6499999715015292,0.8968367874622345,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000511200__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000511200,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.460093230009079,0.977035641670227,0.28220146894454956,0.6948341727256775,0.28883436479566965,1,0,0.6399999856948853,0.3350000036880374,0.6483671963214874,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.34002354741096497,0.7265809774398804,0.11847320199012756,0.6081077754497528,0.1630557441891333,1,0,0.3349999189376831,0.9850000143051147,0.45051081478595734,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.48452144861221313,1.0580191612243652,0.47067320346832275,0.5873459577560425,0.4448626458935284,1,0,0.8800000548362732,0.09500000160187483,0.534317135810852,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000072320__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000072320,lxy,2025_09_28_18_06_16,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5917006134986877,1.6420010328292847,0.23780733346939087,1.4041936993598938,0.14482776119795243,1,0,0.12000000476837158,0.5800000429153442,1.4035060107707977,1,1,1,0,0,0,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.25292354822158813,0.42027518153190613,0.030346855521202087,0.38992832601070404,0.07220710823462755,0,1,1.710000024177134,1.880000002682209,0.4444384202361107,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000108400__pre2_label2_old_main,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000108400,lxy,2025_09_28_18_06_16,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.2682916522026062,0.43196901679039,0.0714636743068695,0.3605053424835205,0.1654370372159047,1,0,0.23000001907348633,1.9450000040233135,0.23967336118221283,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
