model,模型,action_macro_driver_macro_mae_mean,action_macro_driver_macro_mae_seed_sd,action_macro_pooled_mae_mean,action_macro_driver_macro_rmse_mean,action_macro_driver_macro_rmse_seed_sd,action_macro_pooled_rmse_mean,action_macro_driver_macro_endpoint_mae_mean,action_macro_driver_macro_endpoint_mae_seed_sd,action_macro_pooled_endpoint_mae_mean,steer_deg_driver_macro_mae_mean,steer_deg_driver_macro_mae_seed_sd,steer_deg_pooled_mae_mean,steer_deg_driver_macro_rmse_mean,steer_deg_driver_macro_rmse_seed_sd,steer_deg_pooled_rmse_mean,steer_deg_driver_macro_endpoint_mae_mean,steer_deg_driver_macro_endpoint_mae_seed_sd,steer_deg_pooled_endpoint_mae_mean,brake_driver_macro_mae_mean,brake_driver_macro_mae_seed_sd,brake_pooled_mae_mean,brake_driver_macro_rmse_mean,brake_driver_macro_rmse_seed_sd,brake_pooled_rmse_mean,brake_driver_macro_endpoint_mae_mean,brake_driver_macro_endpoint_mae_seed_sd,brake_pooled_endpoint_mae_mean,accelerator_driver_macro_mae_mean,accelerator_driver_macro_mae_seed_sd,accelerator_pooled_mae_mean,accelerator_driver_macro_rmse_mean,accelerator_driver_macro_rmse_seed_sd,accelerator_pooled_rmse_mean,accelerator_driver_macro_endpoint_mae_mean,accelerator_driver_macro_endpoint_mae_seed_sd,accelerator_pooled_endpoint_mae_mean,speed_kmh_driver_macro_mae_mean,speed_kmh_driver_macro_mae_seed_sd,speed_kmh_pooled_mae_mean,speed_kmh_driver_macro_rmse_mean,speed_kmh_driver_macro_rmse_seed_sd,speed_kmh_pooled_rmse_mean,speed_kmh_driver_macro_endpoint_mae_mean,speed_kmh_driver_macro_endpoint_mae_seed_sd,speed_kmh_pooled_endpoint_mae_mean
et_transformer_residual,ExtraTrees+Transformer残差,0.8227185721982989,0.0008046260350316709,0.9171093173430661,1.919258479486432,0.0008438452258023949,2.279087818375284,1.2317409212129158,0.0011251555297751464,1.3844487951960582,6.021947568968723,0.011077957962739545,7.1281491522852924,12.73271731953872,0.009488976748084296,16.262405583049908,9.3334079102466,0.02712903075160718,11.116892137877358,0.014145919677327553,6.050006300919599e-05,0.01387982465876241,0.05103718316215167,1.8986224607405853e-05,0.05285330386053646,0.02278071644372841,9.10581974658678e-05,0.022100753927677644,0.04904238948304398,0.00011035672215065029,0.05240506435477468,0.0866316247470023,2.1133584253796028e-05,0.09857362115810464,0.06864634201976287,3.020001799205777e-05,0.0743976262153674,0.41441012749023604,0.0014768294500343273,0.4018037165047712,1.165393753532778,0.0030992728436713747,1.1697623217464932,0.8620672602402536,0.00614937811743619,0.8399686895487206
transformer,小型Transformer,0.8474699530685158,0.005387638854418728,0.9438419115364735,1.980162405131156,0.0006177438422279257,2.3702844803462035,1.259724609161678,0.003707134949296407,1.4172795325184764,6.214040933993825,0.059189023545329615,7.349805833072694,13.235481427426924,0.034453375236711443,17.0642099303835,9.647330154452407,0.0628582607508686,11.477650468188756,0.014581695587063776,0.0002015347977945872,0.014308337509436738,0.052665828580134744,5.1176682849872634e-05,0.055016466887024724,0.02351374280426581,0.00029610012049481594,0.023079263280511506,0.05039839185120762,0.00011882220786763575,0.05376992017345635,0.08807436095779397,0.0002885681359784371,0.09995656037802549,0.06897164815873426,0.000231762922142895,0.0747361660917517,0.5033056375227476,0.004652224779306566,0.49589797471808966,1.4255347842710062,0.010204593351396602,1.4972332468756122,1.0219847967750149,0.012127872247116726,1.0070959295604576
extra_trees,ExtraTrees,0.8591247093782091,0.000266071068990635,0.9558208499506136,1.9272788982642322,0.0007863985384702637,2.2840387243515363,1.3041167552011055,0.0003450619552405966,1.46127815653002,6.050577775428169,0.0017688375693226657,7.16872878073287,12.841275154498584,0.010422303230193093,16.365278134305456,9.40344078498974,0.0028540819978512956,11.18568292654888,0.015227621976743613,7.807940443865125e-06,0.014818733251576824,0.050898032409972226,1.8742750858996047e-05,0.0521844290906354,0.025652791348923145,1.9471490207299893e-05,0.024929041818134805,0.05313530446667416,1.7963039079151015e-05,0.0568670930332739,0.08661001381513316,8.55411136178421e-06,0.09808560687784944,0.07593031502083725,3.779592726553716e-05,0.08240585703220342,0.412398504975595,0.000613897274353694,0.4009339531331319,1.1743251843410627,0.002755664119120252,1.1823611752443843,0.8845611078697337,0.0006792376208791717,0.8661634565440531
hold,当前值保持,0.9160696056328321,0.0,1.0302690687106335,2.406812586282429,0.0,2.9017351594988963,1.4362903221657402,0.0,1.6297189567943606,7.66547861852144,0.0,9.097284959223376,17.39297908230832,0.0,22.15754269035628,12.775944879180507,0.0,15.156344993905803,0.012577125753619113,0.0,0.012317695883690546,0.055660392059699436,8.498374721940739e-18,0.05833562702215093,0.021212452091276594,0.0,0.020916400253844964,0.048178527504205655,0.0,0.05124985174944783,0.09151630731005415,1.6996749443881478e-17,0.10320745258925552,0.06647164835349505,0.0,0.07197800079103525,1.3124333525958813,0.0,1.2777458994946582,2.5761467312511646,0.0,2.5389694832259178,2.468339973374417,0.0,2.4051432242219906
linear,线性趋势外推,1.443204613108384,0.0,1.616245756448717,3.4181279508691085,0.0,4.254960719534893,2.4708139363088106,0.0,2.8039941188446957,11.258061728979412,0.0,13.49950227818026,25.849382450706077,4.351167857633658e-15,33.922083597703434,22.03892960046467,0.0,26.42987545239482,0.04008664656430477,0.0,0.040240791341907056,0.0730571843879787,0.0,0.07450099598418718,0.05140993940202807,8.498374721940739e-18,0.05146401525523806,0.06381343510982233,0.0,0.06720091450173317,0.111655087063187,0.0,0.12314211013840375,0.09882284347948271,0.0,0.10483635624585767,0.46037250286654424,0.0,0.45793350917066994,1.6520660237262124,0.0,1.7234535347183717,1.0086596780701687,0.0,1.0051962747873433
