seed,fold,population,model,subject_alias,channel,windows,mae,rmse,endpoint_mae
20260902,1,all_continuous,hold,S002,steer_deg,17302,4.730258941650391,10.980718612670898,8.144220352172852
20260902,1,all_continuous,hold,S002,brake,17302,0.0083267269656062,0.0312467962503433,0.0143897691741585
20260902,1,all_continuous,hold,S002,accelerator,17302,0.0431030504405498,0.0797858983278274,0.0586989186704158
20260902,1,all_continuous,hold,S002,speed_kmh,17302,1.062835454940796,1.9751102924346924,2.0083446502685547
20260902,1,all_continuous,hold,S002,action_macro,17302,0.6582157611846924,1.608302116394043,1.0302058458328247
20260902,1,all_continuous,hold,S008,steer_deg,3381,4.888128280639648,12.3826322555542,8.280614852905273
20260902,1,all_continuous,hold,S008,brake,3381,0.0039291665889322,0.027534844353795,0.0066718980669975
20260902,1,all_continuous,hold,S008,accelerator,3381,0.0341802947223186,0.051995750516653,0.0371143296360969
20260902,1,all_continuous,hold,S008,speed_kmh,3381,0.8911339044570923,2.5381860733032227,1.6810606718063354
20260902,1,all_continuous,hold,S008,action_macro,3381,0.5799383521080017,1.583021640777588,0.8439491987228394
20260902,1,all_continuous,hold,S016,steer_deg,8541,12.469799041748049,27.254249572753903,21.453861236572266
20260902,1,all_continuous,hold,S016,brake,8541,0.0180556550621986,0.0686024129390716,0.0319998450577259
20260902,1,all_continuous,hold,S016,accelerator,8541,0.0628842785954475,0.1289599388837814,0.0929309576749801
20260902,1,all_continuous,hold,S016,speed_kmh,8541,1.606245756149292,2.943522453308105,3.022139549255371
20260902,1,all_continuous,hold,S016,action_macro,8541,1.3709194660186768,3.570553064346313,2.263129472732544
20260902,1,all_continuous,hold,S018,steer_deg,2422,3.622873544692993,7.867610931396484,6.166097164154053
20260902,1,all_continuous,hold,S018,brake,2422,0.0120309339836239,0.0649901255965232,0.0194976069033145
20260902,1,all_continuous,hold,S018,accelerator,2422,0.0493953302502632,0.0942597165703773,0.0694850087165832
20260902,1,all_continuous,hold,S018,speed_kmh,2422,1.130171775817871,2.0070836544036865,2.10548734664917
20260902,1,all_continuous,hold,S018,action_macro,2422,0.651033341884613,1.604100465774536,1.0042905807495115
