sample_id,event_uid,subject,session_stamp,session_level_split,subject_level_split,road_design_module_name,road_design_instance_name,anchor_time_rel_s,input_start_time_rel_s,input_end_time_rel_s,label_start_time_rel_s,label_end_time_rel_s,eval_label_peak_abs,eval_label_peak_signed,eval_label_peak_direction,eval_label_reversal_count,eval_label_morphology,eval_is_large_response_train_session_p75,eval_is_difficult_train_session_p80,vehicle_raw_absolute_path,window_id,window_description_cn,style_window_start_rel_s,style_window_end_rel_s,style_nominal_guard_end_rel_s,style_guard_s,style_requested_lookback_s,vehicle_time_min_s,vehicle_time_max_s,vehicle_load_status,vehicle_load_error,overlaps_direct_input_window,overlaps_label_window,uses_post_anchor_future,style_duration_s,style_row_count,style_sampling_rate_est_hz,style_window_status,speed_kmh_valid_ratio,speed_kmh_mean,speed_kmh_std,speed_kmh_p10,speed_kmh_p50,speed_kmh_p90,speed_kmh_abs_mean,speed_kmh_abs_p95,speed_kmh_rms,steering_valid_ratio,steering_mean,steering_std,steering_p10,steering_p50,steering_p90,steering_abs_mean,steering_abs_p95,steering_rms,longitudinal_accel_valid_ratio,longitudinal_accel_mean,longitudinal_accel_std,longitudinal_accel_p10,longitudinal_accel_p50,longitudinal_accel_p90,longitudinal_accel_abs_mean,longitudinal_accel_abs_p95,longitudinal_accel_rms,lateral_accel_valid_ratio,lateral_accel_mean,lateral_accel_std,lateral_accel_p10,lateral_accel_p50,lateral_accel_p90,lateral_accel_abs_mean,lateral_accel_abs_p95,lateral_accel_rms,yaw_rate_valid_ratio,yaw_rate_mean,yaw_rate_std,yaw_rate_p10,yaw_rate_p50,yaw_rate_p90,yaw_rate_abs_mean,yaw_rate_abs_p95,yaw_rate_rms,roll_rate_valid_ratio,roll_rate_mean,roll_rate_std,roll_rate_p10,roll_rate_p50,roll_rate_p90,roll_rate_abs_mean,roll_rate_abs_p95,roll_rate_rms,lane_offset_valid_ratio,lane_offset_mean,lane_offset_std,lane_offset_p10,lane_offset_p50,lane_offset_p90,lane_offset_abs_mean,lane_offset_abs_p95,lane_offset_rms,lane_curvature_valid_ratio,lane_curvature_mean,lane_curvature_std,lane_curvature_p10,lane_curvature_p50,lane_curvature_p90,lane_curvature_abs_mean,lane_curvature_abs_p95,lane_curvature_rms,brake_pedal_valid_ratio,brake_pedal_mean,brake_pedal_std,brake_pedal_p10,brake_pedal_p50,brake_pedal_p90,brake_pedal_abs_mean,brake_pedal_abs_p95,brake_pedal_rms,accelerator_pedal_valid_ratio,accelerator_pedal_mean,accelerator_pedal_std,accelerator_pedal_p10,accelerator_pedal_p50,accelerator_pedal_p90,accelerator_pedal_abs_mean,accelerator_pedal_abs_p95,accelerator_pedal_rms,friction_mu_valid_ratio,friction_mu_mean,friction_mu_std,friction_mu_p10,friction_mu_p50,friction_mu_p90,friction_mu_abs_mean,friction_mu_abs_p95,friction_mu_rms,steering_rate_valid_ratio,steering_rate_abs_mean,steering_rate_abs_p95,steering_rate_rms,speed_rate_valid_ratio,speed_rate_abs_mean,speed_rate_abs_p95,speed_rate_rms
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,test,test,middle_section,section1,53.185,50.185,53.185,53.185,56.185,2.043076992034912,-2.043076992034912,negative,2,multi_correction,1,1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,prefix_until_guard3,从本条记录开始到事件前 3 秒，排除直接输入窗口。,0.0,50.184999000000005,50.185,3.0,,0.0,614.749,loaded,,False,False,False,50.184999000000005,20073,399.9800816973215,usable_no_future_leakage,0.49997509091814873,52.143848319118774,30.94454194329781,1.19291,58.3763,89.03065000000001,52.143848319118774,91.38995,60.634524766075174,0.5000249090818513,-0.10567298246647402,0.0864664218468754,-0.195651,-0.117984,-0.0315905,0.12695086698256447,0.2187247999999998,0.13654018210900976,0.5000249090818513,0.5108850519087845,0.38542593881695403,0.00025695380000000003,0.476683,0.9191212,0.5230462348669055,1.0899579999999998,0.6399661636186493,0.5000249090818513,0.0030085117716245886,0.10218000557723912,-0.08935222,0.00699174,0.10618999999999998,0.07191842485734741,0.22128339999999883,0.10222428616940606,0.5000249090818513,-6.563352003615623e-05,0.00695625611625271,-0.009776928,1.7078e-05,0.008636408,0.005026196164780024,0.013309399999999996,0.006956565741359422,0.5000249090818513,-0.0016549620594164594,0.033123680278768934,-0.003938924,-2.2227e-05,0.004898527999999998,0.006587846803275581,0.017298799999999948,0.033164998034497364,0.49997509091814873,0.07385786519223395,0.4314648269477187,-0.4203845,-0.004841115,0.633407,0.3346752736418553,0.896018,0.4377406551187347,0.49997509091814873,2.677184937225986e-11,1.2265549046057373e-09,-1.15655e-09,0.0,1.50798e-09,8.961430445097648e-10,2.60238e-09,1.2268470425978947e-09,0.5000249090818513,0.006653080263026785,0.1703954739941713,-0.03,-0.03,-0.03,0.06346089136196076,0.0718779,0.17052530907371075,0.5000249090818513,0.16086233400418448,0.08404798595124287,0.0,0.170213,0.234043,0.16086233400418448,0.255319,0.18149587996352462,0.49997509091814873,0.8000000000000002,1.1102230246251565e-16,0.8,0.8,0.8,0.8000000000000002,0.8,0.8000000000000003,4.982064567556796e-05,0.0,0.0,0.0,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,test,test,middle_section,section1,53.185,50.185,53.185,53.185,56.185,2.043076992034912,-2.043076992034912,negative,2,multi_correction,1,1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last120_guard3,事件前 3 秒之前的最近 120 秒历史。,0.0,50.184999000000005,50.185,3.0,120.0,0.0,614.749,loaded,,False,False,False,50.184999000000005,20073,399.9800816973215,usable_no_future_leakage,0.49997509091814873,52.143848319118774,30.94454194329781,1.19291,58.3763,89.03065000000001,52.143848319118774,91.38995,60.634524766075174,0.5000249090818513,-0.10567298246647402,0.0864664218468754,-0.195651,-0.117984,-0.0315905,0.12695086698256447,0.2187247999999998,0.13654018210900976,0.5000249090818513,0.5108850519087845,0.38542593881695403,0.00025695380000000003,0.476683,0.9191212,0.5230462348669055,1.0899579999999998,0.6399661636186493,0.5000249090818513,0.0030085117716245886,0.10218000557723912,-0.08935222,0.00699174,0.10618999999999998,0.07191842485734741,0.22128339999999883,0.10222428616940606,0.5000249090818513,-6.563352003615623e-05,0.00695625611625271,-0.009776928,1.7078e-05,0.008636408,0.005026196164780024,0.013309399999999996,0.006956565741359422,0.5000249090818513,-0.0016549620594164594,0.033123680278768934,-0.003938924,-2.2227e-05,0.004898527999999998,0.006587846803275581,0.017298799999999948,0.033164998034497364,0.49997509091814873,0.07385786519223395,0.4314648269477187,-0.4203845,-0.004841115,0.633407,0.3346752736418553,0.896018,0.4377406551187347,0.49997509091814873,2.677184937225986e-11,1.2265549046057373e-09,-1.15655e-09,0.0,1.50798e-09,8.961430445097648e-10,2.60238e-09,1.2268470425978947e-09,0.5000249090818513,0.006653080263026785,0.1703954739941713,-0.03,-0.03,-0.03,0.06346089136196076,0.0718779,0.17052530907371075,0.5000249090818513,0.16086233400418448,0.08404798595124287,0.0,0.170213,0.234043,0.16086233400418448,0.255319,0.18149587996352462,0.49997509091814873,0.8000000000000002,1.1102230246251565e-16,0.8,0.8,0.8,0.8000000000000002,0.8,0.8000000000000003,4.982064567556796e-05,0.0,0.0,0.0,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,test,test,middle_section,section1,53.185,50.185,53.185,53.185,56.185,2.043076992034912,-2.043076992034912,negative,2,multi_correction,1,1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last60_guard3,事件前 3 秒之前的最近 60 秒历史。,0.0,50.184999000000005,50.185,3.0,60.0,0.0,614.749,loaded,,False,False,False,50.184999000000005,20073,399.9800816973215,usable_no_future_leakage,0.49997509091814873,52.143848319118774,30.94454194329781,1.19291,58.3763,89.03065000000001,52.143848319118774,91.38995,60.634524766075174,0.5000249090818513,-0.10567298246647402,0.0864664218468754,-0.195651,-0.117984,-0.0315905,0.12695086698256447,0.2187247999999998,0.13654018210900976,0.5000249090818513,0.5108850519087845,0.38542593881695403,0.00025695380000000003,0.476683,0.9191212,0.5230462348669055,1.0899579999999998,0.6399661636186493,0.5000249090818513,0.0030085117716245886,0.10218000557723912,-0.08935222,0.00699174,0.10618999999999998,0.07191842485734741,0.22128339999999883,0.10222428616940606,0.5000249090818513,-6.563352003615623e-05,0.00695625611625271,-0.009776928,1.7078e-05,0.008636408,0.005026196164780024,0.013309399999999996,0.006956565741359422,0.5000249090818513,-0.0016549620594164594,0.033123680278768934,-0.003938924,-2.2227e-05,0.004898527999999998,0.006587846803275581,0.017298799999999948,0.033164998034497364,0.49997509091814873,0.07385786519223395,0.4314648269477187,-0.4203845,-0.004841115,0.633407,0.3346752736418553,0.896018,0.4377406551187347,0.49997509091814873,2.677184937225986e-11,1.2265549046057373e-09,-1.15655e-09,0.0,1.50798e-09,8.961430445097648e-10,2.60238e-09,1.2268470425978947e-09,0.5000249090818513,0.006653080263026785,0.1703954739941713,-0.03,-0.03,-0.03,0.06346089136196076,0.0718779,0.17052530907371075,0.5000249090818513,0.16086233400418448,0.08404798595124287,0.0,0.170213,0.234043,0.16086233400418448,0.255319,0.18149587996352462,0.49997509091814873,0.8000000000000002,1.1102230246251565e-16,0.8,0.8,0.8,0.8000000000000002,0.8,0.8000000000000003,4.982064567556796e-05,0.0,0.0,0.0,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,test,test,middle_section,section1,53.185,50.185,53.185,53.185,56.185,2.043076992034912,-2.043076992034912,negative,2,multi_correction,1,1,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last30_guard3,事件前 3 秒之前的最近 30 秒历史，作为较短连续风格候选。,20.184999000000005,50.184999000000005,50.185,3.0,30.0,0.0,614.749,loaded,,False,False,False,30.0,12000,400.0,usable_no_future_leakage,0.5,74.7815921,13.487540199581893,53.84845,77.40780000000001,90.95208000000001,74.7815921,91.87797499999999,75.98815866729579,0.5,-0.12341268456166665,0.037464961427768756,-0.16163450000000001,-0.127235,-0.0825541,0.124638138395,0.179769,0.1289740828441964,0.5,0.4313060141021667,0.23673508944257213,0.21896919999999997,0.4018665,0.710045,0.44231839173549997,0.8003274,0.49200445157953704,0.5,-0.004564796869700665,0.1202677018066242,-0.11853780000000001,0.012531299999999999,0.12642980000000004,0.08488725271019933,0.26983070000000003,0.1203542997499828,0.5,-0.00014558896460000015,0.006235624104087905,-0.006362359000000001,0.0007059964999999999,0.006092241000000003,0.00428301164791,0.012277020000000001,0.0062373234735818685,0.5,6.921455429783326e-05,0.005836331883000952,-0.0030549070000000004,-8.387849999999999e-05,0.004539749000000001,0.0028254202267811667,0.009949453000000013,0.005836742285133042,0.5,0.12542030036774335,0.38696972638902194,-0.4045974,0.12227550000000001,0.630868,0.3593448788947433,0.6362282499999999,0.40678719361102,0.5,1.969165216666667e-11,9.057967373476703e-10,-9.50332e-10,0.0,9.50332e-10,7.487674121000001e-10,1.77636e-09,9.060107563129356e-10,0.5,-0.03000000000000001,1.0408340855860843e-17,-0.03,-0.03,-0.03,0.03000000000000001,0.03,0.029999999999999995,0.5,0.19373056153333332,0.04503694849153127,0.12766,0.191489,0.234043,0.19373056153333332,0.255319,0.19889659927070016,0.5,0.7999999999999998,2.220446049250313e-16,0.8,0.8,0.8,0.7999999999999998,0.8,0.8000000000000003,0.0,,,,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,test,test,middle_section,section2,81.7,78.7,81.7,81.7,84.7,1.3226046562194824,-1.3226046562194824,negative,3,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,prefix_until_guard3,从本条记录开始到事件前 3 秒，排除直接输入窗口。,0.0,78.699999,78.7,3.0,,0.0,614.749,loaded,,False,False,False,78.699999,31479,399.98729860212575,usable_no_future_leakage,0.499984116395057,71.71950127903145,36.466747237404626,12.282460000000004,82.9749,117.4374,71.71950127903145,118.91029999999999,80.4581289727132,0.500015883604943,-0.11913677325838627,0.24129483653990144,-0.199317,-0.125838,-0.000872665,0.16626241590679797,0.305258,0.2691036396692507,0.500015883604943,0.43186599622569705,0.4155355664357788,7.903923000000003e-05,0.3568395,0.9516578,0.47700578482014805,1.0810505000000001,0.5993146466332333,0.500015883604943,0.0029005604071661996,0.8210596240417939,-0.19770759999999996,0.00254418,0.15192630000000004,0.26905380831729325,1.0114259999999995,0.8210647474361128,0.500015883604943,3.653726766563547e-05,0.03603731620342748,-0.01259436,0.0,0.008892128000000001,0.012384219735682154,0.04003407499999997,0.03603733472550024,0.500015883604943,-0.0011098813792047016,0.03854610761079877,-0.006764945,-0.00015351200000000002,0.008055080999999999,0.010185124668547268,0.03545690999999996,0.038562083043051296,0.499984116395057,0.009793561710353898,0.46017999815022687,-0.5589495999999999,-0.00489274,0.6141758,0.36027024365217997,0.8758301,0.4602841997597976,0.499984116395057,1.981556133172374e-11,1.100007712368896e-09,-1.02236e-09,0.0,1.02236e-09,7.799993541012771e-10,1.97764e-09,1.1001861768546009e-09,0.500015883604943,0.01228749996696314,0.1377223401733318,-0.03,-0.03,0.0471426,0.05453527633290979,0.0484249,0.1382693951612469,0.500015883604943,0.298263015819568,0.25718488111068827,0.0,0.191489,0.638298,0.298263015819568,1.0,0.3938335811960462,0.499984116395057,0.8,0.0,0.8,0.8,0.8,0.8,0.8,0.8000000000000003,3.176821907363873e-05,0.0,0.0,0.0,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,test,test,middle_section,section2,81.7,78.7,81.7,81.7,84.7,1.3226046562194824,-1.3226046562194824,negative,3,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last120_guard3,事件前 3 秒之前的最近 120 秒历史。,0.0,78.699999,78.7,3.0,120.0,0.0,614.749,loaded,,False,False,False,78.699999,31479,399.98729860212575,usable_no_future_leakage,0.499984116395057,71.71950127903145,36.466747237404626,12.282460000000004,82.9749,117.4374,71.71950127903145,118.91029999999999,80.4581289727132,0.500015883604943,-0.11913677325838627,0.24129483653990144,-0.199317,-0.125838,-0.000872665,0.16626241590679797,0.305258,0.2691036396692507,0.500015883604943,0.43186599622569705,0.4155355664357788,7.903923000000003e-05,0.3568395,0.9516578,0.47700578482014805,1.0810505000000001,0.5993146466332333,0.500015883604943,0.0029005604071661996,0.8210596240417939,-0.19770759999999996,0.00254418,0.15192630000000004,0.26905380831729325,1.0114259999999995,0.8210647474361128,0.500015883604943,3.653726766563547e-05,0.03603731620342748,-0.01259436,0.0,0.008892128000000001,0.012384219735682154,0.04003407499999997,0.03603733472550024,0.500015883604943,-0.0011098813792047016,0.03854610761079877,-0.006764945,-0.00015351200000000002,0.008055080999999999,0.010185124668547268,0.03545690999999996,0.038562083043051296,0.499984116395057,0.009793561710353898,0.46017999815022687,-0.5589495999999999,-0.00489274,0.6141758,0.36027024365217997,0.8758301,0.4602841997597976,0.499984116395057,1.981556133172374e-11,1.100007712368896e-09,-1.02236e-09,0.0,1.02236e-09,7.799993541012771e-10,1.97764e-09,1.1001861768546009e-09,0.500015883604943,0.01228749996696314,0.1377223401733318,-0.03,-0.03,0.0471426,0.05453527633290979,0.0484249,0.1382693951612469,0.500015883604943,0.298263015819568,0.25718488111068827,0.0,0.191489,0.638298,0.298263015819568,1.0,0.3938335811960462,0.499984116395057,0.8,0.0,0.8,0.8,0.8,0.8,0.8,0.8000000000000003,3.176821907363873e-05,0.0,0.0,0.0,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,test,test,middle_section,section2,81.7,78.7,81.7,81.7,84.7,1.3226046562194824,-1.3226046562194824,negative,3,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last60_guard3,事件前 3 秒之前的最近 60 秒历史。,18.699999000000005,78.699999,78.7,3.0,60.0,0.0,614.749,loaded,,False,False,False,60.0,24000,400.0,usable_no_future_leakage,0.5,88.92513140833333,21.026984556161306,57.4798,91.0033,118.23129999999999,88.92513140833333,119.32314999999998,91.37731160148233,0.5,-0.13283060387008333,0.2655371848384168,-0.18188049999999997,-0.12898,-0.0445059,0.17745928815325,0.3450606999999999,0.2969073354708545,0.5,0.37477192568308326,0.3544469998158828,0.08770817,0.3231095,0.8347013,0.4293146544269167,1.0173809999999999,0.5158358963456178,0.5,-0.0005298072151836836,0.9395805761831458,-0.3276608,0.0029121,0.2086556,0.33592699923359964,1.7320564999999974,0.9395807255559991,0.5,8.156986383833316e-05,0.04102291979383686,-0.01333674,0.00018927750000000002,0.008746392000000004,0.01425135286055,0.06814732999999977,0.04102300089040609,0.5,-5.683224382766681e-05,0.032368878879344934,-0.007113578,-0.00022216100000000002,0.008692517000000004,0.009319021861262,0.034874064999999975,0.03236892877142586,0.5,0.010664349241371667,0.4479250440251173,-0.5438642,0.0134407,0.6065510000000001,0.3754178779950383,0.7014565999999998,0.4480519762367366,0.5,1.443048595e-11,8.745527376294788e-10,-9.50332e-10,0.0,9.50332e-10,6.682717396166666e-10,1.77636e-09,8.746717840538637e-10,0.5,-0.0051901430933333405,0.034645032805446375,-0.03,-0.03,0.0470599,0.034194856906666675,0.04776516499999997,0.03503164117508244,0.5,0.3578652454833333,0.2615248252344602,0.12766,0.234043,0.680851,0.3578652454833333,1.0,0.4432412076271354,0.5,0.8000000000000002,1.1102230246251565e-16,0.8,0.8,0.8,0.8000000000000002,0.8,0.8000000000000003,0.0,,,,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,test,test,middle_section,section2,81.7,78.7,81.7,81.7,84.7,1.3226046562194824,-1.3226046562194824,negative,3,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last30_guard3,事件前 3 秒之前的最近 30 秒历史，作为较短连续风格候选。,48.699999000000005,78.699999,78.7,3.0,30.0,0.0,614.749,loaded,,False,False,False,30.0,12000,400.0,usable_no_future_leakage,0.5,105.48615638333332,11.25385934600597,92.29759,101.7425,119.32329999999999,105.48615638333332,120.33115000000001,106.08477053144217,0.5,-0.14191748951183336,0.3734002607473141,-0.234223,-0.129853,0.0347321,0.22994940424483334,1.07425,0.3994600462568234,0.5,0.28229426233283333,0.425374980808974,-0.3651823,0.2159705,1.011838000000001,0.3886669932871667,1.076926,0.5105231873718112,0.5,0.00118761602533336,1.3233799104637853,-0.7356234,-0.022959800000000002,0.4252852000000002,0.5892098677726666,4.064511,1.3233804433536713,0.5,0.0001685477272099997,0.05767520286152699,-0.02533674,-0.000729274,0.01761333,0.02423543325235666,0.16574005,0.057675449139600446,0.5,-3.132832158650026e-05,0.04540664661538276,-0.01522475,-0.000305024,0.01727665,0.015839605322642832,0.07838363000000013,0.045406657422871206,0.5,-0.07338686405166667,0.49209725458372217,-0.6389715,-0.05763185,0.5102905000000001,0.40971130026200003,0.8715717000000001,0.49753928466421066,0.5,1.1620856083333331e-11,8.351444395427058e-10,-9.55271e-10,0.0,9.55271e-10,5.786383490833332e-10,1.91054e-09,8.352252864917404e-10,0.5,0.019619713813333328,0.03419793263813413,-0.03,0.0431304,0.047767230000000015,0.03838971381333334,0.0483835,0.03942628269111181,0.5,0.5207446036333333,0.28669400266996165,0.0,0.553191,1.0,0.5207446036333333,1.0,0.5944479736530031,0.5,0.7999999999999998,2.220446049250313e-16,0.8,0.8,0.8,0.7999999999999998,0.8,0.8000000000000003,0.0,,,,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,test,test,curve1,curve1,175.24,172.24,175.24,175.24,178.24,0.7986618280410767,-0.7986618280410767,negative,2,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,prefix_until_guard3,从本条记录开始到事件前 3 秒，排除直接输入窗口。,0.0,172.239999,172.24,3.0,,0.0,614.749,loaded,,False,False,False,172.239999,68895,399.9941964700081,usable_no_future_leakage,0.49999274257928733,98.4402441179399,36.989653933470265,36.591800000000006,103.264,134.321,98.4402441179399,134.768,105.16043058164746,0.5000072574207127,-0.06297159554203437,0.48448909018998526,-0.250978,-0.127933,0.232827,0.27921602127444256,1.44443,0.4885643257118034,0.5000072574207127,0.1573730144613586,0.8186834083533524,-0.1876618,0.13203700000000002,0.7991208,0.4021294457295901,1.0871629999999999,0.8336718711781734,0.5000072574207127,-0.24220693439988406,1.7540878363457195,-1.5304539999999995,-0.0030093200000000002,0.5717912999999998,0.8181327598656002,5.089909,1.7707310175990585,0.5000072574207127,-0.009189239980338566,0.07173138316766145,-0.05352491999999998,-3.268815e-05,0.019373239999999996,0.03202109226588531,0.19939784999999993,0.07231758750512988,0.5000072574207127,-0.0001213517329001683,0.0627776764109426,-0.021864359999999982,-0.00015849199999999999,0.019361349999999996,0.022423764637913172,0.12487244999999988,0.06277779369968411,0.49999274257928733,-0.035265212429370925,0.7201371394790081,-0.978476,-0.00978582,0.8980022000000002,0.5620831451195012,1.5321409999999973,0.7210000935261363,0.49999274257928733,-0.00035088728455865163,0.0020410344988572014,-3.904396e-05,-1.55386e-11,1.77636e-09,0.0006080743190216022,0.00699179,0.0020709765116944737,0.5000072574207127,-0.0007969441352183132,0.11873834448024628,-0.03,-0.03,0.0458604,0.049224537518288446,0.0481353,0.11874101890191228,0.5000072574207127,0.3053958879934975,0.22765417336627258,0.0638298,0.255319,0.553191,0.3053958879934975,0.914894,0.3809108439706301,0.49999274257928733,0.807931024472378,0.03902952402085008,0.8,0.8,0.8,0.807931024472378,0.8,0.808873194048536,1.4515052109037072e-05,0.0,0.0,0.0,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,test,test,curve1,curve1,175.24,172.24,175.24,175.24,178.24,0.7986618280410767,-0.7986618280410767,negative,2,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last120_guard3,事件前 3 秒之前的最近 120 秒历史。,52.23999900000001,172.239999,172.24,3.0,120.0,0.0,614.749,loaded,,False,False,False,120.0,48000,400.0,usable_no_future_leakage,0.5,117.88727749583335,16.984463558709763,91.76737,122.06049999999999,134.67,117.88727749583335,134.84105,119.10450116497174,0.5,-0.04378633559233333,0.5766758242874784,-0.338594,-0.130027,0.5079608000000015,0.34527057937324995,1.54287,0.5783357584502683,0.5,0.007010453635683765,0.9074365885044994,-0.25240759999999995,0.06386164999999999,0.5193675000000004,0.3528586799680746,1.0914545,0.907463667932145,0.5,-0.34977506668162495,2.091342056134756,-3.159001,-0.058652750000000003,0.9399179000000017,1.143347141252375,5.489106499999999,2.120390103973815,0.5,-0.013195927545504168,0.08551089070970316,-0.11418289999999999,-0.001164165,0.03710701,0.043825190399138333,0.21398264999999994,0.08652308902109886,0.5,0.0005344836277049175,0.0720853494152322,-0.03519032999999999,-0.000219082,0.030533550000000003,0.029400087881419002,0.15111515,0.07208733087765423,0.5,-0.08620072952599167,0.8106999737793883,-1.102244,-0.127239,1.1157290000000006,0.6621032438609084,1.6033609999999998,0.8152699020917638,0.5,-0.0005036256065834159,0.002429453933914943,-0.0001705277,-6.70933e-11,2.2674610000004684e-09,0.0008727636166268687,0.00699185,0.0024811056343133206,0.5,-0.0034125040904166735,0.08971785321624151,-0.03,-0.03,0.0465222,0.04359999590958335,0.0481353,0.08978272868374057,0.5,0.3671764251583334,0.2423891785564328,0.106383,0.319149,0.638298,0.3671764251583334,1.0,0.4399670908980755,0.5,0.8113833333333336,0.046336663549384816,0.8,0.8,0.8,0.8113833333333336,1.0,0.8127053586632738,0.0,,,,0.0,,,
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,test,test,curve1,curve1,175.24,172.24,175.24,175.24,178.24,0.7986618280410767,-0.7986618280410767,negative,2,multi_correction,0,0,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_12_17_12_vehicle.csv,last60_guard3,事件前 3 秒之前的最近 60 秒历史。,112.23999900000001,172.239999,172.24,3.0,60.0,0.0,614.749,loaded,,False,False,False,60.0,24000,400.0,usable_no_future_leakage,0.5,118.824354875,19.66814941502126,87.19214,132.9085,134.813,118.824354875,134.97905,120.44112010800771,0.5,0.05808333248791667,0.7339771099060279,-0.400902,-0.117461,1.268086000000006,0.4681831074964166,1.7113,0.7362717374576505,0.5,-0.18127863990412418,0.9695640606763866,-0.3051751,0.00382796,0.11308650000000003,0.27256222511182415,0.46273249999999994,0.9863652533624514,0.5,-0.6955242802315,2.627496905279247,-5.113571,-0.13079249999999998,1.177383,1.6754260672185,6.234896,2.7179944833725416,0.5,-0.02692875026119167,0.10691324193531893,-0.1979963,-0.002183785,0.04751328000000001,0.06396847057219165,0.24440329999999968,0.11025243258880806,0.5,-0.0006774638410191649,0.08752484593989095,-0.06195766,-7.740815e-05,0.04496275,0.038737741812984165,0.1809568,0.087527467769024,0.5,0.00934497950996667,0.8724455629780917,-1.164146,0.12334149999999999,1.191875,0.7437886936192001,1.5647974999999994,0.8724956097323363,0.5,-0.0010072512062235315,0.003361133044793557,-0.00699182,-8.337925e-10,2.92411e-08,0.0017455266652253085,0.00699198,0.0035088132377261074,0.5,-0.013169578787500011,0.1046084888760173,-0.03,-0.03,-0.03,0.04459042121250001,0.03,0.1054342152736198,0.5,0.22989364713333332,0.12556068739195506,0.0638298,0.255319,0.361702,0.22989364713333332,0.382979,0.26194765738713116,0.5,0.8227666666666668,0.06352174605772593,0.8,0.8,1.0,0.8227666666666668,1.0,0.8252151234678146,0.0,,,,0.0,,,
