feature,split_strategy,fit_scope,train_value_count,train_mean,train_std,scaler_status
prefix_until_guard3__longitudinal_accel_p90,session_level_split,train_only,188,1.1321390952127663,0.36018770749813944,usable
prefix_until_guard3__longitudinal_accel_abs_mean,session_level_split,train_only,188,0.6623038234741215,0.16782678152734365,usable
prefix_until_guard3__longitudinal_accel_abs_p95,session_level_split,train_only,188,2.1271049547872334,0.6745661483493064,usable
prefix_until_guard3__longitudinal_accel_rms,session_level_split,train_only,188,1.0073301848626477,0.2601931280005579,usable
prefix_until_guard3__lateral_accel_valid_ratio,session_level_split,train_only,188,0.5328365805691673,0.12211536965131439,usable
prefix_until_guard3__lateral_accel_mean,session_level_split,train_only,188,-0.08191624393712524,0.11011844466566122,usable
prefix_until_guard3__lateral_accel_std,session_level_split,train_only,188,1.5268305942538023,0.5567222411359607,usable
prefix_until_guard3__lateral_accel_p10,session_level_split,train_only,188,-1.4899330345744681,0.8276000240042848,usable
prefix_until_guard3__lateral_accel_p50,session_level_split,train_only,188,-0.00546187395212766,0.018956745744734247,usable
prefix_until_guard3__lateral_accel_p90,session_level_split,train_only,188,1.0753241720000004,0.6604979565281375,usable
prefix_until_guard3__lateral_accel_abs_mean,session_level_split,train_only,188,0.8391068604028988,0.3528521794881187,usable
prefix_until_guard3__lateral_accel_abs_p95,session_level_split,train_only,188,3.777206848670211,1.5373677202991578,usable
prefix_until_guard3__lateral_accel_rms,session_level_split,train_only,188,1.532076449292899,0.5592221506014208,usable
prefix_until_guard3__yaw_rate_valid_ratio,session_level_split,train_only,188,0.5328365805691673,0.12211536965131439,usable
prefix_until_guard3__yaw_rate_mean,session_level_split,train_only,188,-0.006187742704670846,0.01336644758935478,usable
prefix_until_guard3__yaw_rate_std,session_level_split,train_only,188,0.09587371477293183,0.060752132363710826,usable
prefix_until_guard3__yaw_rate_p10,session_level_split,train_only,188,-0.0686613072287234,0.04354108301054855,usable
prefix_until_guard3__yaw_rate_p50,session_level_split,train_only,188,-0.0004988300518351063,0.0009940680204167335,usable
prefix_until_guard3__yaw_rate_p90,session_level_split,train_only,188,0.04654456338297874,0.03275179954346669,usable
prefix_until_guard3__yaw_rate_abs_mean,session_level_split,train_only,188,0.042128041623602265,0.022567460475946828,usable
prefix_until_guard3__yaw_rate_abs_p95,session_level_split,train_only,188,0.17891791406914886,0.09271076587454069,usable
prefix_until_guard3__yaw_rate_rms,session_level_split,train_only,188,0.09658812689888457,0.06140256178859704,usable
prefix_until_guard3__roll_rate_valid_ratio,session_level_split,train_only,188,0.5328365805691673,0.12211536965131439,usable
prefix_until_guard3__roll_rate_mean,session_level_split,train_only,188,-0.000365219884799243,0.0004628000669345583,usable
prefix_until_guard3__roll_rate_std,session_level_split,train_only,188,0.08833261916860237,0.05722129557352515,usable
prefix_until_guard3__roll_rate_p10,session_level_split,train_only,188,-0.026630338292553193,0.011613733785935974,usable
prefix_until_guard3__roll_rate_p50,session_level_split,train_only,188,-3.817519930851065e-06,0.00014295815310106334,usable
prefix_until_guard3__roll_rate_p90,session_level_split,train_only,188,0.026559171374627665,0.012238614639589461,usable
prefix_until_guard3__roll_rate_abs_mean,session_level_split,train_only,188,0.027622647918118658,0.014447933152565899,usable
prefix_until_guard3__roll_rate_abs_p95,session_level_split,train_only,188,0.10832297411702119,0.06531076855113596,usable
prefix_until_guard3__roll_rate_rms,session_level_split,train_only,188,0.08833561815021963,0.05721970300327375,usable
prefix_until_guard3__lane_offset_valid_ratio,session_level_split,train_only,188,0.5309932066648753,0.12259618945620167,usable
prefix_until_guard3__lane_offset_mean,session_level_split,train_only,188,0.5940404237994416,1.2319817610570336,usable
prefix_until_guard3__lane_offset_std,session_level_split,train_only,188,2.358063338085756,2.8669447910021986,usable
prefix_until_guard3__lane_offset_p10,session_level_split,train_only,188,-0.8779134973404255,0.9712551495583699,usable
prefix_until_guard3__lane_offset_p50,session_level_split,train_only,188,0.15588609504308512,0.9031910611833526,usable
prefix_until_guard3__lane_offset_p90,session_level_split,train_only,188,1.813108222340427,2.6391421370119867,usable
prefix_until_guard3__lane_offset_abs_mean,session_level_split,train_only,188,1.147739702316907,1.2205559447366958,usable
prefix_until_guard3__lane_offset_abs_p95,session_level_split,train_only,188,4.283531892021274,6.887050922885465,usable
prefix_until_guard3__lane_offset_rms,session_level_split,train_only,188,2.501416349147888,3.064867774306004,usable
prefix_until_guard3__lane_curvature_valid_ratio,session_level_split,train_only,188,0.5309932066648753,0.12259618945620167,usable
prefix_until_guard3__lane_curvature_mean,session_level_split,train_only,188,-0.00012444616491619909,0.0002047129377021053,usable
prefix_until_guard3__lane_curvature_std,session_level_split,train_only,188,0.0015640014886049028,0.0009912305753416724,usable
prefix_until_guard3__lane_curvature_p10,session_level_split,train_only,188,-0.00039158120009294786,0.0014170074644198798,usable
prefix_until_guard3__lane_curvature_p50,session_level_split,train_only,188,-2.4120617021276607e-13,1.1677477695187807e-11,usable
prefix_until_guard3__lane_curvature_p90,session_level_split,train_only,188,0.0003591718768117447,0.0015069857045595144,usable
prefix_until_guard3__lane_curvature_abs_mean,session_level_split,train_only,188,0.0005209235800700095,0.0004345945105847929,usable
prefix_until_guard3__lane_curvature_abs_p95,session_level_split,train_only,188,0.004974421709980521,0.0029682970840399724,usable
prefix_until_guard3__lane_curvature_rms,session_level_split,train_only,188,0.0015766760195178408,0.001000062835102318,usable
prefix_until_guard3__brake_pedal_valid_ratio,session_level_split,train_only,188,0.5328365805691673,0.12211536965131439,usable
prefix_until_guard3__brake_pedal_mean,session_level_split,train_only,188,-0.005097651544441911,0.016346464280462956,usable
prefix_until_guard3__brake_pedal_std,session_level_split,train_only,188,0.08363834224007854,0.04084723756194441,usable
prefix_until_guard3__brake_pedal_p10,session_level_split,train_only,188,-0.030000000000000002,3.469446951953614e-18,zero_variance_train
prefix_until_guard3__brake_pedal_p50,session_level_split,train_only,188,-0.02919781382978724,0.010969730892974396,usable
prefix_until_guard3__brake_pedal_p90,session_level_split,train_only,188,0.022082601648936225,0.07247674014242911,usable
prefix_until_guard3__brake_pedal_abs_mean,session_level_split,train_only,188,0.048313864375282414,0.01286187468237617,usable
prefix_until_guard3__brake_pedal_abs_p95,session_level_split,train_only,188,0.16450146832446805,0.1376160156780614,usable
prefix_until_guard3__brake_pedal_rms,session_level_split,train_only,188,0.08596932493385985,0.03957697847572316,usable
prefix_until_guard3__accelerator_pedal_valid_ratio,session_level_split,train_only,188,0.5328365805691673,0.12211536965131439,usable
prefix_until_guard3__accelerator_pedal_mean,session_level_split,train_only,188,0.3208882013882792,0.08999421401240688,usable
prefix_until_guard3__accelerator_pedal_std,session_level_split,train_only,188,0.21201907373473738,0.054707765053221266,usable
prefix_until_guard3__accelerator_pedal_p10,session_level_split,train_only,188,0.01561793510638298,0.048694046729687836,usable
prefix_until_guard3__accelerator_pedal_p50,session_level_split,train_only,188,0.348008164893617,0.11778141455769739,usable
prefix_until_guard3__accelerator_pedal_p90,session_level_split,train_only,188,0.5828429042553193,0.16122477107188685,usable
prefix_until_guard3__accelerator_pedal_abs_mean,session_level_split,train_only,188,0.3208882013882792,0.08999421401240688,usable
prefix_until_guard3__accelerator_pedal_abs_p95,session_level_split,train_only,188,0.6248302234042553,0.16448362927838256,usable
prefix_until_guard3__accelerator_pedal_rms,session_level_split,train_only,188,0.38662631156814264,0.09763871534173127,usable
prefix_until_guard3__friction_mu_valid_ratio,session_level_split,train_only,188,0.5309932066648753,0.12259618945620167,usable
prefix_until_guard3__friction_mu_mean,session_level_split,train_only,188,0.7721310328154675,0.17384368471840825,usable
prefix_until_guard3__friction_mu_std,session_level_split,train_only,188,0.06099924359098068,0.05375152976972539,usable
prefix_until_guard3__friction_mu_p10,session_level_split,train_only,188,0.7595744680851063,0.17278639434725632,usable
prefix_until_guard3__friction_mu_p50,session_level_split,train_only,188,0.7617021276595745,0.17079687013097428,usable
prefix_until_guard3__friction_mu_p90,session_level_split,train_only,188,0.8436170212765959,0.21241193952012605,usable
prefix_until_guard3__friction_mu_abs_mean,session_level_split,train_only,188,0.7721310328154675,0.17384368471840825,usable
prefix_until_guard3__friction_mu_abs_p95,session_level_split,train_only,188,0.8744680851063829,0.21827962264556586,usable
prefix_until_guard3__friction_mu_rms,session_level_split,train_only,188,0.7761939954395872,0.1747597627256959,usable
prefix_until_guard3__steering_rate_valid_ratio,session_level_split,train_only,188,0.20626734417520096,0.255382735390005,usable
prefix_until_guard3__steering_rate_abs_mean,session_level_split,train_only,167,0.22741177074845337,0.22837954496961532,usable
prefix_until_guard3__steering_rate_abs_p95,session_level_split,train_only,167,1.1193301479041626,1.0583854362064855,usable
prefix_until_guard3__steering_rate_rms,session_level_split,train_only,167,0.8692278346032194,0.8302944207707517,usable
prefix_until_guard3__speed_rate_valid_ratio,session_level_split,train_only,188,0.20442965738810875,0.25461575618620574,usable
prefix_until_guard3__speed_rate_abs_mean,session_level_split,train_only,99,2.392863636632662,0.6020598385029616,usable
prefix_until_guard3__speed_rate_abs_p95,session_level_split,train_only,99,8.021280606059124,2.6978510264997873,usable
prefix_until_guard3__speed_rate_rms,session_level_split,train_only,99,4.122700152104962,1.2011324850969738,usable
last120_guard3__style_duration_s,session_level_split,train_only,188,111.78558493085106,20.032014553850424,usable
last120_guard3__style_row_count,session_level_split,train_only,188,32872.20744680851,12708.227824144878,usable
last120_guard3__style_sampling_rate_est_hz,session_level_split,train_only,188,294.67883295876976,99.85630449274908,usable
last120_guard3__speed_kmh_valid_ratio,session_level_split,train_only,188,0.5316557446501139,0.12241726343217176,usable
last120_guard3__speed_kmh_mean,session_level_split,train_only,188,102.27885977171195,20.212413569198453,usable
last120_guard3__speed_kmh_std,session_level_split,train_only,188,25.823678311607882,12.651763043005118,usable
last120_guard3__speed_kmh_p10,session_level_split,train_only,188,62.92412203874388,35.20388656099806,usable
last120_guard3__speed_kmh_p50,session_level_split,train_only,188,108.79910287234041,22.325674037029916,usable
last120_guard3__speed_kmh_p90,session_level_split,train_only,188,129.87677388297874,14.189334580786198,usable
last120_guard3__speed_kmh_abs_mean,session_level_split,train_only,188,102.27885977171195,20.212413569198453,usable
last120_guard3__speed_kmh_abs_p95,session_level_split,train_only,188,132.76031875,13.394507462829678,usable
last120_guard3__speed_kmh_rms,session_level_split,train_only,188,106.82925813580985,16.85069417810723,usable
last120_guard3__steering_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__steering_mean,session_level_split,train_only,188,-0.1076339007196034,0.12332120317502633,usable
last120_guard3__steering_std,session_level_split,train_only,188,0.5623656743271988,0.3997859213984244,usable
last120_guard3__steering_p10,session_level_split,train_only,188,-0.6486113525,0.6216301876806207,usable
last120_guard3__steering_p50,session_level_split,train_only,188,-0.1269903456117021,0.03031129966502883,usable
last120_guard3__steering_p90,session_level_split,train_only,188,0.4532460432978727,0.5380215393612422,usable
last120_guard3__steering_abs_mean,session_level_split,train_only,188,0.36800489950101906,0.2260948008212812,usable
last120_guard3__steering_abs_p95,session_level_split,train_only,188,1.413973776861702,1.0789241860703573,usable
last120_guard3__steering_rms,session_level_split,train_only,188,0.5869731632333759,0.39791910734511166,usable
last120_guard3__longitudinal_accel_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__longitudinal_accel_mean,session_level_split,train_only,188,0.17047453099932663,0.201030054334435,usable
last120_guard3__longitudinal_accel_std,session_level_split,train_only,188,0.9170018907944525,0.3425249857380484,usable
last120_guard3__longitudinal_accel_p10,session_level_split,train_only,188,-0.6622470603746807,0.46397000692774665,usable
last120_guard3__longitudinal_accel_p50,session_level_split,train_only,188,0.2708839389388298,0.15503334387557718,usable
last120_guard3__longitudinal_accel_p90,session_level_split,train_only,188,0.9978753723404259,0.44324593340415774,usable
last120_guard3__longitudinal_accel_abs_mean,session_level_split,train_only,188,0.634616680049472,0.22009622276763616,usable
last120_guard3__longitudinal_accel_abs_p95,session_level_split,train_only,188,2.042493102393616,1.0212031541014204,usable
last120_guard3__longitudinal_accel_rms,session_level_split,train_only,188,0.9533057731975173,0.3448167409347776,usable
last120_guard3__lateral_accel_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__lateral_accel_mean,session_level_split,train_only,188,-0.08930813263955582,0.21769205887203438,usable
last120_guard3__lateral_accel_std,session_level_split,train_only,188,1.5698236846602078,0.7093328936271033,usable
last120_guard3__lateral_accel_p10,session_level_split,train_only,188,-1.7801530473404255,1.117907667227918,usable
last120_guard3__lateral_accel_p50,session_level_split,train_only,188,-0.017133288024468084,0.06306604145917212,usable
last120_guard3__lateral_accel_p90,session_level_split,train_only,188,1.3712761863617027,1.0406022768136596,usable
last120_guard3__lateral_accel_abs_mean,session_level_split,train_only,188,0.9474415506675956,0.4718923744091395,usable
last120_guard3__lateral_accel_abs_p95,session_level_split,train_only,188,3.8322588646276587,1.8744286679427142,usable
last120_guard3__lateral_accel_rms,session_level_split,train_only,188,1.584686196341488,0.715286648189247,usable
last120_guard3__yaw_rate_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__yaw_rate_mean,session_level_split,train_only,188,-0.005032254721606382,0.02228748496961332,usable
last120_guard3__yaw_rate_std,session_level_split,train_only,188,0.08813133299758011,0.07347701138169872,usable
last120_guard3__yaw_rate_p10,session_level_split,train_only,188,-0.08242175128191491,0.06386334117679769,usable
last120_guard3__yaw_rate_p50,session_level_split,train_only,188,-0.0010301367116303192,0.003464213240497913,usable
last120_guard3__yaw_rate_p90,session_level_split,train_only,188,0.061737557585106434,0.05930966563276583,usable
last120_guard3__yaw_rate_abs_mean,session_level_split,train_only,188,0.046043233028222885,0.03202047511138976,usable
last120_guard3__yaw_rate_abs_p95,session_level_split,train_only,188,0.19099726023936164,0.14501607214536044,usable
last120_guard3__yaw_rate_rms,session_level_split,train_only,188,0.0896304558417353,0.07519601064533438,usable
last120_guard3__roll_rate_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__roll_rate_mean,session_level_split,train_only,188,-0.0001951578690036447,0.0007613641467199534,usable
last120_guard3__roll_rate_std,session_level_split,train_only,188,0.08054079824304092,0.06907738709206358,usable
last120_guard3__roll_rate_p10,session_level_split,train_only,188,-0.030211461010638294,0.016076165321312064,usable
last120_guard3__roll_rate_p50,session_level_split,train_only,188,-4.9474248026595756e-05,0.00034874137283686746,usable
last120_guard3__roll_rate_p90,session_level_split,train_only,188,0.030632862544840447,0.016635484550406296,usable
last120_guard3__roll_rate_abs_mean,session_level_split,train_only,188,0.02905578914660973,0.019882562681365616,usable
last120_guard3__roll_rate_abs_p95,session_level_split,train_only,188,0.12111678060638291,0.10994594053683322,usable
last120_guard3__roll_rate_rms,session_level_split,train_only,188,0.08054478308815917,0.0690772123665406,usable
last120_guard3__lane_offset_valid_ratio,session_level_split,train_only,188,0.5316557446501139,0.12241726343217176,usable
last120_guard3__lane_offset_mean,session_level_split,train_only,188,0.7081022783851076,1.7059686925734239,usable
last120_guard3__lane_offset_std,session_level_split,train_only,188,2.227775483038934,3.592466020211975,usable
last120_guard3__lane_offset_p10,session_level_split,train_only,188,-0.9132563542553191,0.9822269531177884,usable
last120_guard3__lane_offset_p50,session_level_split,train_only,188,0.16753909613085105,0.9284831131964824,usable
last120_guard3__lane_offset_p90,session_level_split,train_only,188,2.879833762765961,5.791916784156695,usable
last120_guard3__lane_offset_abs_mean,session_level_split,train_only,188,1.3044218033054291,1.6885494415152984,usable
last120_guard3__lane_offset_abs_p95,session_level_split,train_only,188,6.047206166489359,11.914630000452389,usable
last120_guard3__lane_offset_rms,session_level_split,train_only,188,2.4218964252520556,3.9261879006554437,usable
last120_guard3__lane_curvature_valid_ratio,session_level_split,train_only,188,0.5316557446501139,0.12241726343217176,usable
last120_guard3__lane_curvature_mean,session_level_split,train_only,188,-0.00013846455110321323,0.0004687291839091624,usable
last120_guard3__lane_curvature_std,session_level_split,train_only,188,0.0013208357523212114,0.0012624251056686034,usable
last120_guard3__lane_curvature_p10,session_level_split,train_only,188,-0.0017616647347398523,0.0028296387057383937,usable
last120_guard3__lane_curvature_p50,session_level_split,train_only,188,3.454517288995809e-05,0.00047239868261727245,usable
last120_guard3__lane_curvature_p90,session_level_split,train_only,188,0.0003289849011596944,0.0011779504494047075,usable
last120_guard3__lane_curvature_abs_mean,session_level_split,train_only,188,0.0005708600103261426,0.0007002328841254372,usable
last120_guard3__lane_curvature_abs_p95,session_level_split,train_only,188,0.0034856321004536196,0.0032742952924906454,usable
last120_guard3__lane_curvature_rms,session_level_split,train_only,188,0.0013647682554632037,0.0013094316785050727,usable
last120_guard3__brake_pedal_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__brake_pedal_mean,session_level_split,train_only,188,-0.006487944288386737,0.023300607201996667,usable
last120_guard3__brake_pedal_std,session_level_split,train_only,188,0.07444880043969677,0.04779351057293396,usable
last120_guard3__brake_pedal_p10,session_level_split,train_only,188,-0.030000000000000002,3.469446951953614e-18,zero_variance_train
last120_guard3__brake_pedal_p50,session_level_split,train_only,188,-0.028682532446808514,0.01201058929523835,usable
last120_guard3__brake_pedal_p90,session_level_split,train_only,188,0.024125992446808617,0.08512037582871464,usable
last120_guard3__brake_pedal_abs_mean,session_level_split,train_only,188,0.04735016254175211,0.018670431829885644,usable
last120_guard3__brake_pedal_abs_p95,session_level_split,train_only,188,0.14809977343085093,0.16110800694285468,usable
last120_guard3__brake_pedal_rms,session_level_split,train_only,188,0.07898429753869979,0.04661905189065985,usable
last120_guard3__accelerator_pedal_valid_ratio,session_level_split,train_only,188,0.5321740425839286,0.12228206548542797,usable
last120_guard3__accelerator_pedal_mean,session_level_split,train_only,188,0.31845283202551566,0.10156452712574361,usable
last120_guard3__accelerator_pedal_std,session_level_split,train_only,188,0.20509087512591107,0.05824344353831009,usable
last120_guard3__accelerator_pedal_p10,session_level_split,train_only,188,0.024219124468085107,0.060546422771942214,usable
last120_guard3__accelerator_pedal_p50,session_level_split,train_only,188,0.3509506542553192,0.13446650872517232,usable
last120_guard3__accelerator_pedal_p90,session_level_split,train_only,188,0.5619058510638298,0.16057072420299273,usable
last120_guard3__accelerator_pedal_abs_mean,session_level_split,train_only,188,0.31845283202551566,0.10156452712574361,usable
last120_guard3__accelerator_pedal_abs_p95,session_level_split,train_only,188,0.605138079787234,0.1701020503191722,usable
last120_guard3__accelerator_pedal_rms,session_level_split,train_only,188,0.3812639445047067,0.10871950051012685,usable
last120_guard3__friction_mu_valid_ratio,session_level_split,train_only,188,0.5316557446501139,0.12241726343217176,usable
last120_guard3__friction_mu_mean,session_level_split,train_only,188,0.7684087354768414,0.18050478882043539,usable
last120_guard3__friction_mu_std,session_level_split,train_only,188,0.08690174086701646,0.09053506494444226,usable
last120_guard3__friction_mu_p10,session_level_split,train_only,188,0.6553191489361702,0.26960057976948354,usable
last120_guard3__friction_mu_p50,session_level_split,train_only,188,0.774468085106383,0.18038739058916292,usable
last120_guard3__friction_mu_p90,session_level_split,train_only,188,0.8542553191489362,0.21495417305616527,usable
last120_guard3__friction_mu_abs_mean,session_level_split,train_only,188,0.7684087354768414,0.18050478882043539,usable
last120_guard3__friction_mu_abs_p95,session_level_split,train_only,188,0.8691489361702128,0.2175915536067426,usable
last120_guard3__friction_mu_rms,session_level_split,train_only,188,0.778579729600756,0.18054384162649995,usable
last120_guard3__steering_rate_valid_ratio,session_level_split,train_only,188,0.2033150239163955,0.25424223864252166,usable
last120_guard3__steering_rate_abs_mean,session_level_split,train_only,113,0.34990528870197335,0.23034364617413294,usable
last120_guard3__steering_rate_abs_p95,session_level_split,train_only,113,1.8976097561937657,1.2349105442770414,usable
last120_guard3__steering_rate_rms,session_level_split,train_only,113,1.3120434212498637,0.8896710040422671,usable
last120_guard3__speed_rate_valid_ratio,session_level_split,train_only,188,0.2027995901632839,0.25402786812866085,usable
last120_guard3__speed_rate_abs_mean,session_level_split,train_only,99,2.3235890552985037,0.8767392104068298,usable
last120_guard3__speed_rate_abs_p95,session_level_split,train_only,99,7.863220202018627,4.468637567571932,usable
last120_guard3__speed_rate_rms,session_level_split,train_only,99,3.910531154163837,1.8349097474340037,usable
last60_guard3__style_duration_s,session_level_split,train_only,188,59.41678185106384,3.620902477541828,usable
last60_guard3__style_row_count,session_level_split,train_only,188,17478.574468085106,6006.534350524349,usable
last60_guard3__style_sampling_rate_est_hz,session_level_split,train_only,188,294.67970148375684,99.85722069165178,usable
last60_guard3__speed_kmh_valid_ratio,session_level_split,train_only,188,0.5315298444217714,0.12250226762316754,usable
last60_guard3__speed_kmh_mean,session_level_split,train_only,188,105.34117334344799,21.257052070570943,usable
last60_guard3__speed_kmh_std,session_level_split,train_only,188,19.4067607670819,13.216417787523403,usable
last60_guard3__speed_kmh_p10,session_level_split,train_only,188,76.20090933687064,36.33298995295026,usable
last60_guard3__speed_kmh_p50,session_level_split,train_only,188,109.68241521276596,22.346481326240333,usable
last60_guard3__speed_kmh_p90,session_level_split,train_only,188,127.16151695212767,17.120064117153394,usable
last60_guard3__speed_kmh_abs_mean,session_level_split,train_only,188,105.34117334344799,21.257052070570943,usable
last60_guard3__speed_kmh_abs_p95,session_level_split,train_only,188,129.26709122340424,16.769735928142406,usable
last60_guard3__speed_kmh_rms,session_level_split,train_only,188,108.38512077384235,18.77729271087935,usable
last60_guard3__steering_valid_ratio,session_level_split,train_only,188,0.5322999428122711,0.1223014732388915,usable
last60_guard3__steering_mean,session_level_split,train_only,188,-0.11063259437690569,0.17187042081489615,usable
last60_guard3__steering_std,session_level_split,train_only,188,0.4958251500765509,0.42614177902685313,usable
last60_guard3__steering_p10,session_level_split,train_only,188,-0.6313178870744681,0.6645970114021527,usable
last60_guard3__steering_p50,session_level_split,train_only,188,-0.12019004771276595,0.07087164321056456,usable
last60_guard3__steering_p90,session_level_split,train_only,188,0.43665597487234054,0.7156130944896985,usable
last60_guard3__steering_abs_mean,session_level_split,train_only,188,0.3586246597662907,0.2744942500214217,usable
last60_guard3__steering_abs_p95,session_level_split,train_only,188,1.2225993526595742,1.0047916270505999,usable
last60_guard3__steering_rms,session_level_split,train_only,188,0.5327798391569574,0.43053925576902596,usable
last60_guard3__longitudinal_accel_valid_ratio,session_level_split,train_only,188,0.5322999428122711,0.1223014732388915,usable
last60_guard3__longitudinal_accel_mean,session_level_split,train_only,188,0.14905946952812568,0.23704098433786128,usable
last60_guard3__longitudinal_accel_std,session_level_split,train_only,188,0.839566904630754,0.424277328064637,usable
last60_guard3__longitudinal_accel_p10,session_level_split,train_only,188,-0.6975081256977206,0.5998357874517342,usable
last60_guard3__longitudinal_accel_p50,session_level_split,train_only,188,0.2736600553537234,0.18988016599013588,usable
last60_guard3__longitudinal_accel_p90,session_level_split,train_only,188,0.9176415582978725,0.5185038173055895,usable
last60_guard3__longitudinal_accel_abs_mean,session_level_split,train_only,188,0.6089089596625524,0.2716916986685753,usable
last60_guard3__longitudinal_accel_abs_p95,session_level_split,train_only,188,1.9171869047872334,1.2191920643782157,usable
last60_guard3__longitudinal_accel_rms,session_level_split,train_only,188,0.8823467638740907,0.42983157219278467,usable
last60_guard3__lateral_accel_valid_ratio,session_level_split,train_only,188,0.5322999428122711,0.1223014732388915,usable
last60_guard3__lateral_accel_mean,session_level_split,train_only,188,-0.09282562837295262,0.3312957153980371,usable
last60_guard3__lateral_accel_std,session_level_split,train_only,188,1.491738554166448,0.8091121336086053,usable
last60_guard3__lateral_accel_p10,session_level_split,train_only,188,-1.7617424515957443,1.3521144195096677,usable
last60_guard3__lateral_accel_p50,session_level_split,train_only,188,-0.04270049307819149,0.18360994141200115,usable
last60_guard3__lateral_accel_p90,session_level_split,train_only,188,1.4506002363617025,1.2721418599770853,usable
last60_guard3__lateral_accel_abs_mean,session_level_split,train_only,188,0.9642557813646603,0.5707198613671797,usable
last60_guard3__lateral_accel_abs_p95,session_level_split,train_only,188,3.5910170343085097,2.000308709667202,usable
last60_guard3__lateral_accel_rms,session_level_split,train_only,188,1.5200094299068447,0.8293920303797683,usable
last60_guard3__yaw_rate_valid_ratio,session_level_split,train_only,188,0.5322999428122711,0.1223014732388915,usable
last60_guard3__yaw_rate_mean,session_level_split,train_only,188,-0.004744833029044503,0.030582799117541516,usable
last60_guard3__yaw_rate_std,session_level_split,train_only,188,0.07921933882748244,0.08128332877811767,usable
last60_guard3__yaw_rate_p10,session_level_split,train_only,188,-0.07823202281914894,0.07717445380093492,usable
last60_guard3__yaw_rate_p50,session_level_split,train_only,188,-0.0021175844411170214,0.00910743966713927,usable
last60_guard3__yaw_rate_p90,session_level_split,train_only,188,0.06428341580531917,0.06837165564476178,usable
last60_guard3__yaw_rate_abs_mean,session_level_split,train_only,188,0.04547053716998039,0.036941238652690854,usable
last60_guard3__yaw_rate_abs_p95,session_level_split,train_only,188,0.18577001353723388,0.1999226450761926,usable
last60_guard3__yaw_rate_rms,session_level_split,train_only,188,0.08159604178908056,0.08475016335209665,usable
