robustness_config_id,window_config_id_check,split_strategy_check,sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.37563958764076233,0.761661171913147,0.4091874659061432,0.3524737060070038,0.5372303079049476,1,0,0.7899999618530273,0.8450000062584877,0.478012353181839,1,0,3,26,0,1,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000084125__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000084125,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.2489262968301773,0.16092000901699066,0.5770164132118225,0.41609640419483185,3.5857344076515587,1,0,0.31499993801116943,0.03500000014901161,0.2686929553747177,1,0,1,2,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000097930__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000097930,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.33943939208984375,0.6209880113601685,0.2819143533706665,0.33907365798950195,0.45397712711583776,1,0,0.40500009059906006,0.09999999776482582,0.3842621147632599,1,0,1,15,0,0,1,0,0,1,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000110425__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000110425,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.9426279067993164,2.1146390438079834,0.41722235083580017,1.6974166929721832,0.19730192349256814,1,0,0.2250000238418579,1.864999994635582,0.8114743530750275,0,0,3,4,0,1,1,1,0,1,1
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.8376990556716919,0.7435100078582764,0.561120867729187,0.18238914012908936,0.7546917483270039,0,1,1.1450000405311584,0.004999995231628418,1.0212008357048035,1,1,1,38,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.367538720369339,0.040490150451660156,0.7120141386985779,0.6715239882469177,17.584872635843325,0,1,0.8449999094009399,0.690000019967556,0.7332651019096375,1,0,0,112,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.511461079120636,0.9894275069236755,0.26077374815940857,0.728653758764267,0.2635602369396474,1,0,0.5000000596046448,0.9950000494718552,0.6184696480631828,1,0,3,4,0,1,1,0,0,1,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.7171793580055237,1.430467963218689,0.3022443354129791,1.1282236278057098,0.2112905309203155,1,0,0.13000011444091797,0.4700000286102295,0.5042309612035751,0,0,2,2,1,1,1,1,0,1,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.11752714216709137,0.241902694106102,0.17629221081733704,0.06561048328876495,0.7287732427651787,1,0,0.11000001430511475,0.015000004321336746,0.17833130061626434,1,0,1,4,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.492826908826828,1.1491249799728394,0.1711377203464508,0.9779872596263885,0.14892872692620068,1,0,0.004999995231628418,1.834999993443489,0.9782620817422867,1,0,1,10,0,0,1,0,0,1,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.2764382064342499,0.1946040391921997,0.5747671723365784,0.38016313314437866,2.953521287237581,1,0,0.009999990463256836,0.7499999925494194,0.37778669595718384,1,0,0,20,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.4653978943824768,1.5961029529571533,0.7209418416023254,0.8751611113548279,0.45168880883693147,1,0,0.14499998092651367,0.6699999570846558,0.8979737758636475,1,0,2,28,0,1,1,1,0,1,1
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615,byx,2025_09_28_17_35_43,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.19575226306915283,0.446804016828537,0.310138463973999,0.13666555285453796,0.6941264005981755,0,1,1.4799999594688416,0.02499999850988388,0.12262503802776337,0,0,1,12,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.138498455286026,0.33335697650909424,0.3142167329788208,0.019140243530273438,0.9425833419455937,1,0,0.38499999046325684,0.05999999865889549,0.05720919370651245,0,0,1,4,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.07911116629838943,0.08656901121139526,0.1476442664861679,0.061075255274772644,1.705509447550825,1,0,0.8200000524520874,1.2400000393390656,0.1574174240231514,1,0,0,19,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.08598893880844116,0.49340447783470154,0.48971039056777954,0.003694087266921997,0.9925130649743321,1,0,0.28999996185302734,0.680000014603138,0.017925918102264404,0,0,1,2,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.8979282379150391,1.4929579496383667,0.11374334245920181,1.3792146071791649,0.07618656807229796,0,1,1.074999988079071,1.880000002682209,0.8004426043480635,1,0,2,9,0,1,1,1,0,1,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.1561458557844162,0.3824006915092468,0.2424294650554657,0.13997122645378113,0.6339671199302827,1,0,0.5399999618530273,0.10999999567866325,0.13992436230182648,0,1,1,21,0,0,1,0,0,0,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.6147636771202087,0.9599321484565735,0.1769980639219284,0.7829340845346451,0.18438601541422972,1,0,0.46000003814697266,1.9350000023841858,0.7553606629371643,1,0,2,23,0,1,1,0,0,1,0
random_main,pre2_label2_old_main,random_event_split,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800,byx,2025_09_28_17_46_00,pre2_label2_old_main,random_event_split,train,formal_ridge_vehicle_context_no_subject,0.31869909167289734,0.18221300840377808,0.6028886437416077,0.4206756353378296,3.308702540082243,1,0,0.11000001430511475,0.22499999776482582,0.4065370559692383,1,0,1,2,0,0,1,0,0,0,0
