track_id,split,n_samples,mean_peak_abs,large_response_rate,late_peak_rate,unsettled_tail_rate,needs_structure_head_rate
A_instant2s_core,test,12,0.4523891049126784,0.4166666666666667,0.25,0.4166666666666667,1.0
A_instant2s_core,train,62,0.4660959097166215,0.25806451612903225,0.2903225806451613,0.3064516129032258,1.0
A_instant2s_core,val,10,0.48712150752544403,0.2,0.5,0.4,1.0
B_response3s_strict_core,test,40,1.169846086204052,0.2,0.15,0.075,1.0
B_response3s_strict_core,train,188,1.1821052449894078,0.25,0.24468085106382978,0.06382978723404255,1.0
B_response3s_strict_core,val,42,1.1700519238199507,0.23809523809523808,0.16666666666666666,0.09523809523809523,1.0
