episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,new_rule_auto_label,new_rule_reason_cn,new_rule_review_priority,strong_body_attitude_auto,moderate_body_attitude_auto,strong_or_medium_steer_auto,light_steer_auto,coord_and_window_ok_auto,body_attitude_score_simple
V03_rjy_2025_09_28_20_02_20_0004,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,4,147.625,148.9,147.755,1.2750000000000057,5.871178800552456,4.240510199472394,strong,横滚/姿态,True,145.625,147.625,147.625,152.625,2,True,False,True,False,False,False,False,False,False,0.0,,0.795113,0.112309,0.550492,0.226327,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,148.97,after_condition,1.3449999999999989,3.9011475824999993,8.0,-2.6841440000000003,44.15680000004016,strong,3.688039594308273,False,147.735,-1.99561,True,True,countersteer,episode_candidates_v0_6.csv,137.41,10.215000000000003,curve1,design_curve_context,roll_rate;roll_rate;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,8.137088433333332
V03_yyl_2025_09_28_09_14_23_0005,extreme_condition_episodes_v0_3_all_raw,yyl,2025_09_28_09_14_23,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_14_23_vehicle.csv,yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,51522414,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,155794,778.965,0.0,778.965,200.0000000001819,17,0,5,279.08,279.29,279.15,0.2100000000000363,4.63540164457978,3.680407617752728,strong,横滚/姿态,True,277.08,279.08,279.08,284.08,2,True,False,True,False,False,False,False,False,False,0.0,,0.725272,0.0268339,0.735443,0.136544,,,,3.220547525,0.14269338,0.0760434569999999,0.07985899375,0.0025,281.355,after_condition,2.275000000000034,1.3302865,8.0,1.7535364999999998,6.475000000005897,weak,2.1275395457583617,False,283.89,2.018994,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,278.96,0.1200000000000045,curve1,design_curve_context,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,8.114715566666666
V03_rjy_2025_09_28_20_02_20_0013,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,13,416.425,427.1,418.975,10.675000000000011,8.574651054215735,3.83372079116518,extreme,横滚/姿态,True,414.425,416.425,416.425,421.425,3,True,True,True,True,False,False,True,True,False,0.0,,7.06058,0.356594,0.434358,0.102553,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,418.545,after_condition,2.1200000000000045,1.461539,8.0,-2.032089,12.810800000011652,medium,2.9917261719681303,False,419.27,-2.929183,True,False,return,episode_candidates_v0_6.csv,409.69,6.735000000000014,middle_section,design_regular_road,ay;roll_rate;ay;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,8.0966485
V03_byx_2025_09_28_17_35_43_0016,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,16,468.05,477.045,476.08,8.995000000000005,7.115385795846686,3.862454191801873,extreme,横滚/姿态,True,466.05,468.05,468.05,473.05,3,True,True,True,True,False,False,False,False,False,0.0,,6.54136,0.355075,0.464614,0.0907439,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,467.75,before_condition,-0.3000000000000113,2.7362330335,8.0,1.7456779999999998,9.965900000009066,weak,1.883723365469269,False,471.505,2.234717,True,True,countersteer,episode_candidates_v0_6.csv,466.09,1.9600000000000364,middle_section,design_regular_road,roll_rate;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,8.089729083333333
V03_tyy_2025_09_28_14_57_17_0007,extreme_condition_episodes_v0_3_all_raw,tyy,2025_09_28_14_57_17,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,30004485,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,89334,446.665,0.0,446.665,200.0000000001819,10,0,7,335.095,343.99,338.855,8.894999999999982,5.792039368505768,3.406307394383828,strong,横滚/姿态,True,333.095,335.095,335.095,340.095,3,True,True,True,True,False,False,False,False,False,0.0,,3.67325,0.204069,0.545609,0.139055,,,,2.982869025,0.14739085,0.06685076225,0.04413299725,0.0025,334.895,before_condition,-0.2000000000000454,3.3972395755,8.0,-1.80746,12.601300000011454,weak,2.107200338320203,False,335.415,-1.608144,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,325.09,10.005000000000052,middle_section,design_regular_road,roll_rate;roll_rate;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,8.039924166666667
V03_byx_2025_09_28_17_35_43_0003,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,3,110.835,113.3,111.65,2.4650000000000034,6.561005304644609,3.8395360239103686,strong,横滚/姿态,True,108.835,110.835,110.835,115.835,3,True,True,True,True,False,False,False,False,False,0.0,,5.91977,0.348243,0.488431,0.080907,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,110.38,before_condition,-0.4549999999999983,1.8141983785,8.133199999995835,-1.448624,16.632999999991487,medium,2.843567120351805,False,111.695,-1.8603442,True,True,countersteer,episode_candidates_v0_6.csv,110.425,0.4099999999999966,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,8.006764833333333
V03_rjy_2025_09_28_20_02_20_0014,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,14,470.655,478.72,475.485,8.065000000000055,11.28758317002488,7.392030262923066,extreme,横滚/姿态,True,468.655,470.655,470.655,475.655,4,True,True,True,True,False,False,True,True,False,0.0,,7.34044,0.404214,0.399408,0.0943668,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,470.585,near_sync,-0.0699999999999931,1.432912,8.0,-1.806768,12.112000000011005,medium,2.7749064618078227,False,474.42,-3.018893,False,False,sustained_same_side,episode_candidates_v0_6.csv,470.495,0.1599999999999681,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.9971429999999994
V03_yzy_2025_09_27_14_26_04_0006,extreme_condition_episodes_v0_3_all_raw,yzy,2025_09_27_14_26_04,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_26_04_vehicle.csv,yzy/Entity_Recording_2025_09_27_14_26_04_vehicle.csv,41777026,4bc413c500f617c4089653ececa6aab4e6998c06d464df484a30626e9bb18619,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,246108,615.27,0.0,615.27,333.3333333412156,30,0,6,179.865,187.945,181.808,8.079999999999984,7.469174158948597,5.044904525321552,extreme,低附着,True,177.865,179.865,179.865,184.865,3,True,True,True,True,True,True,True,True,False,0.007565,1.74399,6.22652,0.397536,0.4328,0.0913063,0.00716741,0.8,76.16865,3.849944859259259,0.1998943600000001,0.0917727806666666,0.077376641037037,0.0025,179.823,near_sync,-0.0420000000000015,1.6591070965,8.0,0.8737130000000001,14.486200000013158,medium,2.3373913961602515,False,181.225,1.7455001,False,True,countersteer,episode_candidates_v0_6.csv,169.285,10.580000000000013,curve1,design_curve_context,ay;roll_rate;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.980979416666667
V03_zx_2025_09_27_18_07_01_0008,extreme_condition_episodes_v0_3_all_raw,zx,2025_09_27_18_07_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_07_01_vehicle.csv,zx/Entity_Recording_2025_09_27_18_07_01_vehicle.csv,40889360,bd953ba3c907f1a48467b3a54e1d55c2aeb2de6a4b8dd2e9724ce6e6f57a50ba,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,240706,601.767,0.0,601.767,333.3333333412156,27,0,8,195.325,199.302,196.935,3.977000000000004,6.975001652191577,5.44030726067572,strong,低附着,True,193.325,195.325,195.325,200.325,3,True,True,True,True,True,True,True,True,False,0.008745,1.74271,7.60863,0.357441,0.382162,0.11549,0.0109078,0.8,108.0205,5.078800592592592,0.2611207111111111,0.1380437044444445,0.0852283999999999,0.0025,195.292,near_sync,-0.032999999999987,2.380114927,8.0,-1.823691,10.612000000009628,weak,2.0927197229700685,False,198.77,2.229304,True,False,return,episode_candidates_v0_6.csv,193.555,1.7699999999999818,curve1,design_curve_context,roll_rate;ay;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.937239333333333
V03_byx_2025_09_28_17_15_52_0015,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,35740059,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,106753,533.76,0.0,533.76,200.0000000001819,18,0,15,477.81,479.865,479.27,2.055000000000007,6.341900986065794,4.335085837580392,strong,横滚/姿态,True,475.81,477.81,477.81,482.81,4,True,True,True,True,False,False,False,False,False,0.0,,6.3054,0.281498,0.483864,0.0877861,,,,4.511031025,0.168713565,0.1038919545000004,0.06218067425,0.0025,477.625,near_sync,-0.1850000000000022,1.713568,8.0,-2.213598,11.920600000010834,medium,2.7818813362541324,False,478.27,-2.183578,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,494.15,-16.339999999999975,differentmu_road,design_high_risk_surface,ay;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.79809625
V03_byx_2025_09_28_17_15_52_0004,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,35740059,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,106753,533.76,0.0,533.76,200.0000000001819,18,0,4,167.6,169.175,168.69,1.575000000000017,6.563302263894621,4.098674295911507,strong,横滚/姿态,True,165.6,167.6,167.6,172.6,4,True,True,True,True,False,False,False,False,False,0.0,,5.827,0.301773,0.494697,0.0790794,,,,4.511031025,0.168713565,0.1038919545000004,0.06218067425,0.0025,166.725,before_condition,-0.875,2.1160360000000003,8.0,-2.740346,8.377600000007627,medium,2.3422375135404203,False,168.755,2.29196,True,False,return,episode_candidates_v0_6.csv,164.04,3.5600000000000023,middle_section,design_regular_road,roll_rate;roll_rate;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.7852325
V03_gzj_2025_09_27_11_53_25_0011,extreme_condition_episodes_v0_3_all_raw,gzj,2025_09_27_11_53_25,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,gzj/Entity_Recording_2025_09_27_11_53_25_vehicle.csv,40883418,d089b40a99b8a75d5f3fca1452967be18332a03fa89fd2e37d875a45d6db761e,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,118889,594.44,0.0,594.44,200.0000000001819,18,0,11,365.51,366.93,366.145,1.420000000000016,7.638133763635737,4.798729245008569,extreme,横滚/姿态,True,363.51,365.51,365.51,370.51,4,True,True,True,True,False,False,False,False,False,0.0,,5.8564,0.336536,0.464708,0.0839251,,,,3.6337339750000015,0.14567965,0.08908964875,0.05750866075,0.0025,365.515,near_sync,0.0049999999999954,1.2588904005,8.0,1.41372,22.549690000020508,strong,3.9417001928354782,False,366.1,2.31448,True,False,return,episode_candidates_v0_6.csv,362.425,3.0849999999999795,curve2,design_curve_context,roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.775590416666667
V03_yyl_2025_09_28_09_29_01_0023,extreme_condition_episodes_v0_3_all_raw,yyl,2025_09_28_09_29_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_29_01_vehicle.csv,yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,38356733,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,228717,571.791,0.0,571.791,400.0000000003638,24,0,23,552.791,565.871,561.015,13.079999999999927,11.625476357417687,6.448285247830288,extreme,弯道/曲率,True,550.791,552.791,552.791,557.791,4,True,True,True,True,True,False,True,True,False,0.0647250000000001,4.32578,6.59696,0.251756,0.481203,0.0918608,0.483594,1.0,109.954,3.59165473125,0.137482550625,0.0741409323125,0.0550293709375,0.0025,551.596,before_condition,-1.19500000000005,3.0521234815,8.0,0.8775520000000001,12.287000000011156,weak,1.8233967878055752,False,553.28,-2.227568,True,True,countersteer,episode_candidates_v0_6.csv,542.08,10.711000000000013,differentmu_road,design_high_risk_surface,ay;ay;ay;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,False,True,False,7.736457
V03_lxy_2025_09_28_18_06_16_0000,extreme_condition_episodes_v0_3_all_raw,lxy,2025_09_28_18_06_16,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_06_16_vehicle.csv,lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,38692453,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,115944,579.715,0.0,579.715,200.0000000001819,1,0,0,0.05,579.68,134.465,579.63,5.078525481996278,3.953154480868973,strong,低附着,False,-1.95,0.05,0.05,5.05,2,True,False,True,False,True,True,False,False,True,0.0025673999999999,0.002699,0.304854,0.00967878,0.821663,0.0623225,5.4223e-09,0.8,12.6176,0.35,0.035,0.821663,0.0560186,0.0057942358749999,,none,,1.0,8.0,-0.0083769999999999,0.8376999999999969,none,0.0,False,0.05,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,0.0,0.05,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,False,True,False,7.735587616666668
V03_byx_2025_09_28_17_05_51_0004,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,37728237,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,113088,565.435,0.0,565.435,200.0000000001819,21,0,4,159.69,161.19,160.545,1.5,5.949905632194763,4.716327367652433,strong,横滚/姿态,True,157.69,159.69,159.69,164.69,3,True,True,True,True,False,False,True,True,False,0.0,,6.4151,0.396939,0.396008,0.0931984,,,,4.188439475000001,0.1816088375000003,0.0955050237500003,0.0588465075,0.0025,159.82,near_sync,0.1299999999999954,2.1175472765,8.0,-2.40541,9.982999999980716,medium,2.383816580473561,False,164.685,2.57034,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,158.49,1.1999999999999886,curve1,design_curve_context,roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.732761666666667
V03_zx_2025_09_27_16_32_00_0021,extreme_condition_episodes_v0_3_all_raw,zx,2025_09_27_16_32_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_32_00_vehicle.csv,zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,47750731,9ac8233cb0ff3d513eb20502c1b6e94b2fa1349dde0ec95faa53a46b10708fb1,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,280098,700.246,0.0,700.246,250.0000000059117,36,0,21,368.601,380.075,378.495,11.47399999999999,7.667892572515192,4.70224988235743,extreme,弯道/曲率,True,366.601,368.601,368.601,373.601,4,True,True,True,True,True,False,True,True,False,0.0051384999999999,1.7155,6.91792,0.330387,0.409748,0.102487,0.00816534,1.0,110.285,4.970957570000002,0.270184042,0.1213324774000002,0.0814340164,0.0025,370.176,after_condition,1.5749999999999886,1.6561435,8.0,-2.1387235,45.16900000004109,strong,4.291387793388677,False,371.16,-2.352354,True,False,return,episode_candidates_v0_6.csv,364.875,3.725999999999999,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,True,False,False,7.731173166666666
V03_byx_2025_09_28_17_35_43_0009,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,9,235.13,236.47,236.175,1.3400000000000034,6.260450204588174,4.018063533819755,strong,横滚/姿态,True,233.13,235.13,235.13,240.13,3,True,True,True,True,False,False,False,False,False,0.0,,5.84355,0.309186,0.477411,0.0818938,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,233.41,before_condition,-1.7199999999999989,1.51111,8.0,-0.7300709999999999,8.325220000007572,weak,1.5237880758359288,False,236.32,1.717058,True,False,return,episode_candidates_v0_6.csv,231.02,4.109999999999985,middle_section,design_regular_road,roll_rate;roll_rate;roll_rate;ay;ay;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,RISK_POOL_BODY_STRONG,车身姿态/横向动态强，但窗口或坐标连续性有风险，需要人工复核后决定是否抢救,0,True,True,False,True,False,7.716737500000001
