split,sample_id,label_diag__broad_oracle_model,selected_model,policy_name,selector_confidence,oracle_short,selected_short
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.34525475490951796,rbf,rbf
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4450911183405342,branch1,rbf
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4938317572133915,rbf,rbf
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6993712583181539,rbf,rbf
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3274046367300954,rbf,rbf
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3480779441961741,branch1,rbf
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3077087421149247,branch2,rbf
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.35763915671942226,branch1,rbf
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6108399120919289,branch0,rbf
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6313656276309002,branch0,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.46696222888082684,keypoint,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.2968784791233483,branch0,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3646724159499699,keypoint,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.32368714898716455,rbf,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.46169807216907055,branch1,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.40484405550493896,rbf,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.44506465765522374,rbf,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.298673459660329,rbf,rbf
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3053565739340502,rbf,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.7323671850010526,branch0,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.7421192770472039,branch0,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3026059762288956,rbf,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.7448333543908335,keypoint,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5336875689195643,keypoint,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.45038817771661505,branch1,rbf
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5041325034466411,rbf,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.43658710669290857,rbf,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3714397509681253,branch1,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4183940557264314,rbf,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3545941952764376,branch1,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.669462871474872,rbf,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3384834063751709,branch1,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.41070063049477906,rbf,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.7132580813815298,branch1,rbf
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.34663253194940113,branch2,rbf
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.44415202539579574,keypoint,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.39224502423389207,branch2,rbf
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.48006213805009457,branch1,rbf
train,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4972186356201349,branch2,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.2937684997015094,branch1,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5135839456073116,rbf,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3119661373155284,branch2,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.44549083344538126,rbf,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.37652289013916607,rbf,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.37195606580305296,rbf,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3843322106969432,rbf,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5735492583605403,rbf,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3630862282986756,branch2,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3620536046684183,branch1,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.36723761933538257,branch2,rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4698284698641852,rbf,rbf
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5743978260539138,rbf,rbf
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.49078022330806786,rbf,rbf
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.30595129434916196,branch2,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5221849796612419,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.803875490800962,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.39207881105258297,branch2,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4529191580319005,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.8285874393418092,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3775811069796457,branch0,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.34521720550321067,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6437332949343788,branch0,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6426133477111041,rbf,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5111385027692326,keypoint,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.48263482346122766,branch0,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.44068053030984733,branch0,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4666827337939045,keypoint,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.35542514711278467,branch1,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.344396398571693,rbf,rbf
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3247580031672724,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5690739707633434,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.35666128725441537,branch2,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.33538617175839275,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3846772550329531,branch2,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.48216969895997736,rbf,rbf
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5104623447073824,branch0,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.43651703602356584,rbf,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3118186074730289,branch0,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.30362944354065086,branch0,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.513778881794387,keypoint,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3535245724041225,branch0,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.29956816474020814,branch0,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3261249649250848,rbf,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4377935666220932,rbf,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5099773661856135,rbf,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.2668617470938183,rbf,rbf
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.377235712832275,rbf,rbf
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5489270210652967,branch0,rbf
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.4373453424419522,rbf,rbf
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6980212377988501,branch1,rbf
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.2881772469598436,branch0,rbf
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5024392244061349,rbf,rbf
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.42725895803619723,rbf,rbf
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.5026213857087047,rbf,rbf
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.6022199561775817,rbf,rbf
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,topk_vehicle_transformer_branch0_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.7599295910647358,branch0,branch0
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.31355064804295224,rbf,rbf
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.32098003490594074,branch1,rbf
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.3898720864400276,branch2,rbf
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.41330487359645385,branch2,rbf
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.26420954099033905,rbf,rbf
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.29108315270726115,branch1,rbf
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.75,0.42103628050471403,rbf,rbf
