window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,track_id,policy_name,rbf_ref_rmse,rbf_ref_wrong_side,rbf_ref_large_recall,rbf_ref_difficult_rmse,rmse_delta_vs_rbf,wrong_side_delta_vs_rbf,large_recall_delta_vs_rbf,difficult_rmse_delta_vs_rbf
pre3_label3_response_coverage,session_level_split,train,rf_depth3_balanced,188,0.3855620505482883,0.8936170212765957,0.10638297872340426,0.9361702127659575,0.30539773145016835,1.0733443194437327,0.047872340425531915,0.3813829738250438,0.3278457457695077,0.27238276414077806,0.13829787234042554,0.15425531914893617,0.22340425531914893,0.925531914893617,0.75,0.5543180146174405,B_response3s_strict_core,rf_depth3_balanced,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.05545109069649262,0.047872340425531915,0.021276595744680882,0.033625915841419496
pre3_label3_response_coverage,session_level_split,val,rf_depth3_balanced,42,0.6358748132999918,0.8571428571428571,0.14285714285714285,0.6,0.48854080699174446,3.161718652506418,0.21428571428571427,0.6053571424313954,0.656904761457727,0.3076672870237065,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.9285714285714286,0.7619047619047619,0.9079247375177791,B_response3s_strict_core,rf_depth3_balanced,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.06439258851948404,0.023809523809523808,0.09999999999999998,-0.003007806179646022
pre3_label3_response_coverage,session_level_split,test,rf_depth3_balanced__fallback_rbf_conf_lt_0.35,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.35,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth3_balanced__fallback_rbf_conf_lt_0.35,188,0.3238998472938407,0.9308510638297872,0.06914893617021277,0.9148936170212766,0.30063583460101423,0.9596109083933775,0.031914893617021274,0.3074999958118226,0.20768616879557042,0.11953486226953593,0.02127659574468085,0.07446808510638298,0.0797872340425532,0.925531914893617,0.9468085106382979,0.5028605132052478,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.35,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.006211112557954979,0.010638297872340427,0.0,-0.017831585570773134
pre3_label3_response_coverage,session_level_split,val,rf_depth3_balanced__fallback_rbf_conf_lt_0.35,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.35,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth3_balanced__fallback_rbf_conf_lt_0.45,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.45,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth3_balanced__fallback_rbf_conf_lt_0.45,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.45,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth3_balanced__fallback_rbf_conf_lt_0.45,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.45,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth3_balanced__fallback_rbf_conf_lt_0.55,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.55,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth3_balanced__fallback_rbf_conf_lt_0.55,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.55,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth3_balanced__fallback_rbf_conf_lt_0.55,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.55,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth3_balanced__fallback_rbf_conf_lt_0.65,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.65,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth3_balanced__fallback_rbf_conf_lt_0.65,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.65,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth3_balanced__fallback_rbf_conf_lt_0.65,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.65,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth3_balanced__fallback_rbf_conf_lt_0.75,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.75,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth3_balanced__fallback_rbf_conf_lt_0.75,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.75,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth3_balanced__fallback_rbf_conf_lt_0.75,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth3_balanced__fallback_rbf_conf_lt_0.75,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth4_balanced,40,0.5939177678727586,0.875,0.125,0.75,0.44085484817624093,1.2684877765592135,0.125,0.4169999971985817,0.41387500083073975,0.29336648095631973,0.125,0.125,0.15,0.95,0.75,0.6076495000677496,B_response3s_strict_core,rf_depth4_balanced,0.5336666894389569,0.225,0.75,0.6789069643375906,0.06025107843380173,-0.1,0.0,-0.07125746426984092
pre3_label3_response_coverage,session_level_split,train,rf_depth4_balanced,188,0.35281678430982266,0.925531914893617,0.07446808510638298,0.9361702127659575,0.28102771462278164,1.0177095519300696,0.031914893617021274,0.34220744154237687,0.24707446890348134,0.23150400461770218,0.12234042553191489,0.12234042553191489,0.17553191489361702,0.925531914893617,0.7712765957446809,0.5317357148970625,B_response3s_strict_core,rf_depth4_balanced,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.02270582445802699,0.015957446808510634,0.021276595744680882,0.011043616121041544
pre3_label3_response_coverage,session_level_split,val,rf_depth4_balanced,42,0.6043745335386194,0.8571428571428571,0.14285714285714285,0.6,0.4872139487039786,3.155385909345444,0.21428571428571427,0.5921428551276525,0.698095238811913,0.30468748070979446,0.16666666666666666,0.11904761904761904,0.19047619047619047,0.9285714285714286,0.8095238095238095,0.9079247375177791,B_response3s_strict_core,rf_depth4_balanced,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.032892308758111555,0.023809523809523808,0.09999999999999998,-0.003007806179646022
pre3_label3_response_coverage,session_level_split,test,rf_depth4_balanced__fallback_rbf_conf_lt_0.35,40,0.5345711307723492,0.775,0.225,0.75,0.4042231757193804,1.1185577304769456,0.125,0.4344999924302101,0.26249999832361937,0.18238381484989072,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.35,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0009044413333922918,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth4_balanced__fallback_rbf_conf_lt_0.35,188,0.31112760718830584,0.9361702127659575,0.06382978723404255,0.9361702127659575,0.2765410313818683,0.9771789098062791,0.026595744680851064,0.2914095697726341,0.2272074443307963,0.14575808676307403,0.031914893617021274,0.09042553191489362,0.10106382978723404,0.925531914893617,0.9148936170212766,0.48642954166445423,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.35,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.018983352663489828,0.0053191489361702066,0.021276595744680882,-0.03426255711156673
pre3_label3_response_coverage,session_level_split,val,rf_depth4_balanced__fallback_rbf_conf_lt_0.35,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.35,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth4_balanced__fallback_rbf_conf_lt_0.45,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.45,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth4_balanced__fallback_rbf_conf_lt_0.45,188,0.32699528885690854,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.31040634559665586,0.9510879954178171,0.031914893617021274,0.2988297827541828,0.2040425518805042,0.10864657319387408,0.02127659574468085,0.06914893617021277,0.07446808510638298,0.925531914893617,0.9574468085106383,0.5123540566319081,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.45,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,-0.003115670994887132,0.0053191489361702066,0.0,-0.008338042144112823
pre3_label3_response_coverage,session_level_split,val,rf_depth4_balanced__fallback_rbf_conf_lt_0.45,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.45,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth4_balanced__fallback_rbf_conf_lt_0.55,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.55,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth4_balanced__fallback_rbf_conf_lt_0.55,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.55,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth4_balanced__fallback_rbf_conf_lt_0.55,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.55,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth4_balanced__fallback_rbf_conf_lt_0.65,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.65,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth4_balanced__fallback_rbf_conf_lt_0.65,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.65,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth4_balanced__fallback_rbf_conf_lt_0.65,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.65,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,test,rf_depth4_balanced__fallback_rbf_conf_lt_0.75,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.75,0.5336666894389569,0.225,0.75,0.6789069643375906,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,train,rf_depth4_balanced__fallback_rbf_conf_lt_0.75,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.75,0.33011095985179567,0.05851063829787234,0.9148936170212766,0.520692098776021,0.0,0.0,0.0,0.0
pre3_label3_response_coverage,session_level_split,val,rf_depth4_balanced__fallback_rbf_conf_lt_0.75,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_depth4_balanced__fallback_rbf_conf_lt_0.75,0.5714822247805078,0.11904761904761904,0.5,0.9109325436974252,0.0,0.0,0.0,0.0
