window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,track_id,source
pre3_label3_response_coverage,session_level_split,test,rbf_kernel_ridge_context_no_subject,40,0.533666689438957,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.18175094176549464,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,stage03_vehicle_instability_topk_vehicle_transformer_v0_1
pre3_label3_response_coverage,session_level_split,test,topk_vehicle_transformer_best_of_3_oracle,40,0.47753436926992054,0.975,0.025,0.875,0.40797814466059207,1.2413368358840775,0.175,0.3131250038743019,0.548374999454245,0.30961064852308484,0.2,0.1,0.25,0.95,0.6,0.6341906019412851,B_response3s_strict_core,stage03_vehicle_instability_topk_vehicle_transformer_v0_1
pre3_label3_response_coverage,session_level_split,test,topk_vehicle_transformer_branch0_no_subject,40,0.5550978533265722,0.95,0.05,0.75,0.529929805546999,1.2531192914477731,0.225,0.388374999165535,0.5598750002915039,0.2807379771023989,0.175,0.125,0.25,0.95,0.55,0.6981738884838609,B_response3s_strict_core,stage03_vehicle_instability_topk_vehicle_transformer_v0_1
pre3_label3_response_coverage,session_level_split,test,topk_vehicle_transformer_branch1_no_subject,40,0.5896039473554407,0.975,0.025,0.75,0.4795223880559206,1.277741517373355,0.15,0.36850001066923144,0.5598750006873161,0.2731554269674234,0.1,0.075,0.2,0.95,0.475,0.840132278379715,B_response3s_strict_core,stage03_vehicle_instability_topk_vehicle_transformer_v0_1
pre3_label3_response_coverage,session_level_split,test,topk_vehicle_transformer_branch2_no_subject,40,0.6852535646207177,0.85,0.15,0.625,0.5808885291218757,1.5931790319568333,0.2,0.49000000208616257,0.4250000002095476,0.4551352670416236,0.325,0.175,0.2,0.95,0.575,0.7227680027959508,B_response3s_strict_core,stage03_vehicle_instability_topk_vehicle_transformer_v0_1
pre3_label3_response_coverage,session_level_split,test,topk_vehicle_transformer_top1_no_subject,40,0.5878833026391838,0.9,0.1,0.75,0.5538537174463272,1.2662542343540106,0.25,0.45849999934434893,0.5153750029858202,0.32474624514579775,0.2,0.15,0.275,0.95,0.6,0.71709382176813,B_response3s_strict_core,stage03_vehicle_instability_topk_vehicle_transformer_v0_1
pre3_label3_response_coverage,session_level_split,test,keypoint_residual_vehicle_transformer_no_subject,40,0.548993162342373,0.875,0.125,0.875,0.4458379678428173,1.228293317284106,0.2,0.4764999940991402,0.8447499964386225,0.1953309209027793,0.075,0.6,0.025,0.95,0.0,0.7288582051663081,B_response3s_strict_core,rbf_keypoint_multihypothesis_review_v0_1
pre3_label3_response_coverage,session_level_split,test,oracle_best_of_rbf_keypoint_upper_bound,40,0.4750950166028486,0.8,0.2,0.875,0.4188626643270254,1.0461150521467537,0.175,0.4402499958872795,0.5214999942108989,0.1914460473286453,0.05,0.25,0.0,0.95,0.575,0.6483647590994605,B_response3s_strict_core,rbf_keypoint_multihypothesis_review_v0_1
pre3_label3_response_coverage,session_level_split,test,selector_logreg_rbf_keypoint_no_subject,40,0.5339117968688196,0.8,0.2,0.875,0.3866466727107763,1.2348881203958673,0.1,0.4158750012516975,0.3393749967217445,0.1897894999419804,0.075,0.275,0.025,0.95,0.7,0.6483647590994605,B_response3s_strict_core,rbf_keypoint_multihypothesis_review_v0_1
