device,best_epoch,best_val_top1_rmse_norm,epochs_ran,early_stop_patience,output_version,track_id,model_name,bestk_model_name,window_config_id,split_strategy,k,seed,train_n,val_n,test_n,label_scale_train_std,context_feature_count,vehicle_feature_count,vehicle_input_tokens,vehicle_input_downsample_step,uses_subject_id,uses_physio,uses_eeg,uses_continuous_style,uses_future_labels_as_input,checkpoint_selection,best_of_k_is_oracle_only,server_used,credential_file_read,raw_files_modified,checkpoint_path
cuda,58,0.8103342652320862,78,20,stage03_vehicle_instability_topk_vehicle_transformer_v0_1,B_response3s_strict_core,topk_vehicle_transformer_top1_no_subject,topk_vehicle_transformer_best_of_3_oracle,pre3_label3_response_coverage,session_level_split,3,2026051304,188,42,40,0.7800191044807434,51,9,101,6,False,False,False,False,False,validation top1 RMSE,True,False,False,False,F:/data_set_process/data_process/05_rebuild_from_raw_20260511/03_baselines/stage03_vehicle_instability_topk_vehicle_transformer_v0_1/checkpoints/B_response3s_strict_core_topk_vehicle_transformer_top1_no_subject_best.pt
